ResourceID,mmb_id,card,order,au_code,au_name,Connected Subject Role,Connected Subject Widget,Connected Subject Note
70605196-e141-5fb5-9962-2b1651f3e2a1,tg:mmbdc:8,e73_ConnectedSubjects,1,au::115208:1,"Mayer, Emil",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer"",""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""resourceArk"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
11be8398-f75a-5694-b7b2-2b0eedf24850,tg:mmbdc:9,e73_ConnectedSubjects,1,au::115207:1,"Mayer van den Bergh, Henriëtte",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
9e60796d-39b4-5c78-a699-b150df0da6ca,tg:mmbdc:10,e73_ConnectedSubjects,1,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
b8a20dc0-1ed5-53cc-ad12-96498d66fe3d,tg:mmbdc:11,e73_ConnectedSubjects,1,au::115209:1,"Mayer van den Bergh, Oscar",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220354"",""au::115209"",""au::115209:1"",""ark:/83110/x0/968e2333-221e-5c1d-a457-519a0a7666aa"",""Oscar Mayer van den Bergh"",""ark:/83110/x0/9562f041-049c-5d54-ac4f-e7d329ab0f86""],""name"":""Oscar Mayer van den Bergh"",""ark"":""ark:/83110/x0/9562f041-049c-5d54-ac4f-e7d329ab0f86"",""uri"":""/agents/people/12220354"",""id"":""au::115209:1"",""resourceArk"":""ark:/83110/x0/968e2333-221e-5c1d-a457-519a0a7666aa"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
f4e49ea6-4484-51dd-93f6-ed1e84ddd978,tg:mmbdc:12,e73_ConnectedSubjects,1,au::115208:1,"Mayer, Emil",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer"",""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""resourceArk"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
e7151ec4-bfbb-5ecd-bdde-c2a6f38860f0,tg:mmbdc:108,e73_ConnectedSubjects,2,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
975f495e-f7bc-5fad-a859-5f17f3ef3684,tg:mmbdc:112,e73_ConnectedSubjects,2,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,tg:mmbdc:109,e73_ConnectedSubjects,1,au::13948:1,"Offel, Edmond van",subjects (content of works),"dlod={""suggest"":[""/agents/people/1492436"",""au::13948"",""au::13948:1"",""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""Edmond van Offel"",""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2""],""name"":""Edmond van Offel"",""ark"":""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2"",""uri"":""/agents/people/1492436"",""id"":""au::13948:1"",""resourceArk"":""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
bad7771a-af52-5c96-b542-662c29fb79d2,tg:mmbdc:52,e73_ConnectedSubjects,1,au::115207:1,"Mayer van den Bergh, Henriëtte",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
bad7771a-af52-5c96-b542-662c29fb79d2,tg:mmbdc:52,e73_ConnectedSubjects,2,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
dfd8430e-f99e-5696-aeb3-7536e33f6cf9,tg:mmbdc:54,e73_ConnectedSubjects,1,au::115207:1,"Mayer van den Bergh, Henriëtte",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
dfd8430e-f99e-5696-aeb3-7536e33f6cf9,tg:mmbdc:54,e73_ConnectedSubjects,2,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
ce0f7af4-da6d-5e66-aac0-e109583f47b2,tg:mmbdc:56,e73_ConnectedSubjects,1,au::115282:1,"Zanden, Maurice van de",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220100"",""au::115282"",""au::115282:1"",""ark:/83110/x0/9d9abafb-7b36-5978-95f7-293b036504f4"",""Maurice van de Zanden"",""ark:/83110/x0/ba2b2f59-be44-5d4f-9455-7283f3a1aed7""],""name"":""Maurice van de Zanden"",""ark"":""ark:/83110/x0/ba2b2f59-be44-5d4f-9455-7283f3a1aed7"",""uri"":""/agents/people/12220100"",""id"":""au::115282:1"",""resourceArk"":""ark:/83110/x0/9d9abafb-7b36-5978-95f7-293b036504f4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
a78ed738-c87c-5d9e-a725-b616e28f4bd4,tg:mmbdc:107,e73_ConnectedSubjects,1,,"Bauweraerts-Van Den Muyzenberg, Jan",subjects (content of works),,"Bauweraerts-Van Den Muyzenberg, Jan"
f0a19a94-019f-5ef5-836f-69f802b52d5c,tg:mmbdc:64,e73_ConnectedSubjects,1,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
fc39d75e-5e3c-5ff5-a14e-8a07f133088e,tg:mmbdc:85,e73_ConnectedSubjects,2,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
e268ae78-3bbc-57ae-9b11-ab6d7d7ac6ed,tg:mmbdc:86,e73_ConnectedSubjects,2,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
6989ab5a-5e9a-589f-bc91-82ac9e23af82,tg:mmbdc:87,e73_ConnectedSubjects,1,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
c6d15f44-02a7-5349-b1d8-37647638cb33,tg:mmbdc:91,e73_ConnectedSubjects,2,au::27863:1,"Cols, Alphonse",subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,tg:mmbdc:105,e73_ConnectedSubjects,2,,De Mahieu,subjects (content of works),,De Mahieu
9c409e7c-ec60-575a-bf76-073097852c86,tg:mmbdc:106,e73_ConnectedSubjects,1,au::115287:1,"Reeth, Joannes Augustus van",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220402"",""au::115287"",""au::115287:1"",""ark:/83110/x0/99262d11-a6a6-5a6c-a2c3-b032ca90d7b9"",""Joannes Augustus van Reeth"",""ark:/83110/x0/f67f056a-a1f8-5a26-8609-e6dc99409d96""],""name"":""Joannes Augustus van Reeth"",""ark"":""ark:/83110/x0/f67f056a-a1f8-5a26-8609-e6dc99409d96"",""uri"":""/agents/people/12220402"",""id"":""au::115287:1"",""resourceArk"":""ark:/83110/x0/99262d11-a6a6-5a6c-a2c3-b032ca90d7b9"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
9c409e7c-ec60-575a-bf76-073097852c86,tg:mmbdc:106,e73_ConnectedSubjects,2,au::115288:1,"Genicot, Elisa Maria",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220403"",""au::115288"",""au::115288:1"",""ark:/83110/x0/6def66c7-3195-512c-abb5-b77b5f9aec17"",""Elisa Maria Genicot"",""ark:/83110/x0/139cd564-65f8-5e40-af74-557b330430b4""],""name"":""Elisa Maria Genicot"",""ark"":""ark:/83110/x0/139cd564-65f8-5e40-af74-557b330430b4"",""uri"":""/agents/people/12220403"",""id"":""au::115288:1"",""resourceArk"":""ark:/83110/x0/6def66c7-3195-512c-abb5-b77b5f9aec17"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,tg:mmbdc:129,e73_ConnectedSubjects,2,au::115315:1,"Helbing, Hugo",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220415"",""au::115315"",""au::115315:1"",""ark:/83110/x0/b0dbb22d-55ae-5a39-a833-3ade396d20b3"",""Hugo Helbing"",""ark:/83110/x0/13043355-63f5-5a14-a73f-b51d313b6ff8""],""name"":""Hugo Helbing"",""ark"":""ark:/83110/x0/13043355-63f5-5a14-a73f-b51d313b6ff8"",""uri"":""/agents/people/12220415"",""id"":""au::115315:1"",""resourceArk"":""ark:/83110/x0/b0dbb22d-55ae-5a39-a833-3ade396d20b3"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
0ac5d3fd-d2ef-5f6a-a72e-c679cb451f11,tg:mmbdc:130,e73_ConnectedSubjects,2,au::115316:1,"Lambrechts, Arthur",subjects (content of works),"dlod={""suggest"":[""/agents/people/12220416"",""au::115316"",""au::115316:1"",""ark:/83110/x0/995a8f2b-ea92-5efd-b9c8-a2fc4c410c41"",""Arthur Lambrechts"",""ark:/83110/x0/1617b32d-2f8a-560b-92ed-ac9aa70758e8""],""name"":""Arthur Lambrechts"",""ark"":""ark:/83110/x0/1617b32d-2f8a-560b-92ed-ac9aa70758e8"",""uri"":""/agents/people/12220416"",""id"":""au::115316:1"",""resourceArk"":""ark:/83110/x0/995a8f2b-ea92-5efd-b9c8-a2fc4c410c41"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
0e36645d-5a76-578b-b102-2e9a72d2d391,tg:mmbdc:134,e73_ConnectedSubjects,2,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
aaee58ac-19f5-5d12-bfdf-b182540772c9,tg:mmbdc:140,e73_ConnectedSubjects,2,au::19528:1,"Verhaegen, Arthur",subjects (content of works),"dlod={""suggest"":[""/agents/people/2089496"",""au::19528"",""au::19528:1"",""ark:/83110/x0/dfe34bd2-0c9a-56cf-b4eb-23981379bc9e"",""Arthur Verhaegen"",""ark:/83110/x0/84129696-f78c-52d8-ab75-92f7d9144aba""],""name"":""Arthur Verhaegen"",""ark"":""ark:/83110/x0/84129696-f78c-52d8-ab75-92f7d9144aba"",""uri"":""/agents/people/2089496"",""id"":""au::19528:1"",""resourceArk"":""ark:/83110/x0/dfe34bd2-0c9a-56cf-b4eb-23981379bc9e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
985e1f42-413d-5bf4-aad8-e503c79c145a,tg:mmbdc:50,e73_ConnectedSubjects,1,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",
