ResourceID,card,order,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type
ad3e5605-4fcb-57b3-99cf-4315b9fc8f11,AA,0,Museum Mayer van den Bergh,tg:mmbdc:112_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ad3e5605-4fcb-57b3-99cf-4315b9fc8f11,Doos A.XII,,financial records
3bb41ecf-4b77-5b58-ba1d-857b2294033f,AA,0,Museum Mayer van den Bergh,tg:mmbdc:109_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3bb41ecf-4b77-5b58-ba1d-857b2294033f,Doos A.XII,,postcards
cacfe543-304c-5905-9679-60c5fdf3537f,AA,0,Museum Mayer van den Bergh,tg:mmbdc:52_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cacfe543-304c-5905-9679-60c5fdf3537f,Doos A.IX,,financial records
64f0f355-c885-5e6d-bbff-7a33eafcf2b0,AA,0,Museum Mayer van den Bergh,tg:mmbdc:53_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/64f0f355-c885-5e6d-bbff-7a33eafcf2b0,Doos A.X,,financial records
ad6fc4d5-cbbb-5b4f-b012-9b2fad8fb07c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:54_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ad6fc4d5-cbbb-5b4f-b012-9b2fad8fb07c,Doos A.X,,financial records
52713c0b-06fb-5d6d-9ce3-1942d28562eb,AA,0,Museum Mayer van den Bergh,tg:mmbdc:55_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/52713c0b-06fb-5d6d-9ce3-1942d28562eb,Doos A.X,,financial records
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,AA,0,Museum Mayer van den Bergh,tg:mmbdc:56_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,Doos A.X,,financial records
55732d1a-e5f9-5ffc-9bc5-97984bfefac1,AA,0,Museum Mayer van den Bergh,tg:mmbdc:82_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/55732d1a-e5f9-5ffc-9bc5-97984bfefac1,Doos A.XI,,financial records
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,AA,0,Museum Mayer van den Bergh,tg:mmbdc:57_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4bc1f677-5dfb-5303-b2f5-cbffeb84c530,Doos A.X,,clippings (information artifacts)
b0771155-f12c-5e03-8138-7b89dcef0d2c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:58_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/b0771155-f12c-5e03-8138-7b89dcef0d2c,Doos A.X,,files (document groupings)
926ae845-ce4c-53c4-834e-c655edd31184,AA,0,Museum Mayer van den Bergh,tg:mmbdc:59_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/926ae845-ce4c-53c4-834e-c655edd31184,Doos A.X,,scripts (documents)
af8ff991-c2ca-5569-8728-ffec3363ebe3,AA,0,Museum Mayer van den Bergh,tg:mmbdc:60_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/af8ff991-c2ca-5569-8728-ffec3363ebe3,Doos A.X,,files (document groupings)
7c720b83-9b7a-5caa-b0a2-8c4f03bda5bf,AA,0,Museum Mayer van den Bergh,tg:mmbdc:61_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/7c720b83-9b7a-5caa-b0a2-8c4f03bda5bf,Doos A.X,,files (document groupings)
613e2555-cca9-5352-8b6c-194592251544,AA,0,Museum Mayer van den Bergh,tg:mmbdc:62_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/613e2555-cca9-5352-8b6c-194592251544,Doos A.X,,files (document groupings)
c6003b5b-752b-55a3-a09b-3eacaecf40fc,AA,0,Museum Mayer van den Bergh,tg:mmbdc:84_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c6003b5b-752b-55a3-a09b-3eacaecf40fc,Doos A.XI,,files (document groupings)
ebfe480f-d47c-5e85-8e4b-a392f93b56c6,AA,0,Museum Mayer van den Bergh,tg:mmbdc:93_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ebfe480f-d47c-5e85-8e4b-a392f93b56c6,Doos A.XI,,files (document groupings)
e74e26e3-94de-55ef-ab62-8c1dc71facef,AA,0,Museum Mayer van den Bergh,tg:mmbdc:94_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/e74e26e3-94de-55ef-ab62-8c1dc71facef,Doos A.XI,,files (document groupings)
a7e666b1-8ab4-58dd-bd60-e36f1857c13c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:95_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a7e666b1-8ab4-58dd-bd60-e36f1857c13c,Doos A.XI,,files (document groupings)
6081eaf9-558c-5607-92dc-04d8aa5897a0,AA,0,Museum Mayer van den Bergh,tg:mmbdc:96_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6081eaf9-558c-5607-92dc-04d8aa5897a0,Doos A.XI,,files (document groupings)
40826350-1b02-5180-ac0b-493757181ae6,AA,0,Museum Mayer van den Bergh,tg:mmbdc:97_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/40826350-1b02-5180-ac0b-493757181ae6,Doos A.XI,,files (document groupings)
16fdf550-a558-5c59-b552-9e20923211a7,AA,0,Museum Mayer van den Bergh,tg:mmbdc:98_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/16fdf550-a558-5c59-b552-9e20923211a7,Doos A.XI,,files (document groupings)
2881a1ec-803b-569d-90c9-02e840292404,AA,0,Museum Mayer van den Bergh,tg:mmbdc:99_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2881a1ec-803b-569d-90c9-02e840292404,Doos A.XI,,files (document groupings)
200b78aa-59d1-5d48-a3e9-a9698441da3e,AA,0,Museum Mayer van den Bergh,tg:mmbdc:100_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/200b78aa-59d1-5d48-a3e9-a9698441da3e,Doos A.XI,,files (document groupings)
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,AA,0,Museum Mayer van den Bergh,tg:mmbdc:101_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,Doos A.XI,,files (document groupings)
16ea225c-79b9-5577-b04b-7c7734dcef32,AA,0,Museum Mayer van den Bergh,tg:mmbdc:102_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/16ea225c-79b9-5577-b04b-7c7734dcef32,Doos A.XI,,files (document groupings)
cd33b542-3106-54f0-8790-a0b54f937bdb,AA,0,Museum Mayer van den Bergh,tg:mmbdc:103_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cd33b542-3106-54f0-8790-a0b54f937bdb,Doos A.XI,,files (document groupings)
bfc75250-e8b3-5d84-b94d-9379c1e099ff,AA,0,Museum Mayer van den Bergh,tg:mmbdc:104_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/bfc75250-e8b3-5d84-b94d-9379c1e099ff,Doos A.XI,,files (document groupings)
39dc7318-2b09-5a7a-9b96-6be399d98963,AA,0,Museum Mayer van den Bergh,tg:mmbdc:107_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/39dc7318-2b09-5a7a-9b96-6be399d98963,Doos A.XI,,files (document groupings)
f664b0be-e2de-5c60-a369-b59445e5bc0e,AA,0,Museum Mayer van den Bergh,tg:mmbdc:63_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/f664b0be-e2de-5c60-a369-b59445e5bc0e,Doos A.XI,,financial records
b87bdabb-02a1-5d70-b4b6-36424dd65868,AA,0,Museum Mayer van den Bergh,tg:mmbdc:64_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/b87bdabb-02a1-5d70-b4b6-36424dd65868,Doos A.XI,,financial records
d8d85fc0-9e54-535d-856e-db378422ab52,AA,0,Museum Mayer van den Bergh,tg:mmbdc:65_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d8d85fc0-9e54-535d-856e-db378422ab52,Doos A.XI,,financial records
acb05eb8-b42c-54e5-8ebe-ee2cce55dae0,AA,0,Museum Mayer van den Bergh,tg:mmbdc:66_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/acb05eb8-b42c-54e5-8ebe-ee2cce55dae0,Doos A.XI,,financial records
9710f729-049f-5d1a-a298-4ae1e56f1a9d,AA,0,Museum Mayer van den Bergh,tg:mmbdc:67_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9710f729-049f-5d1a-a298-4ae1e56f1a9d,Doos A.XI,,financial records
ce605f59-404a-5c23-a8ce-8c954c9c8145,AA,0,Museum Mayer van den Bergh,tg:mmbdc:68_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ce605f59-404a-5c23-a8ce-8c954c9c8145,Doos A.XI,,financial records
46e853d2-29f4-57b5-b107-bff761144d70,AA,0,Museum Mayer van den Bergh,tg:mmbdc:69_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/46e853d2-29f4-57b5-b107-bff761144d70,Doos A.XI,,financial records
d6a0a077-1ab3-5f47-a310-14e003d32cb5,AA,0,Museum Mayer van den Bergh,tg:mmbdc:70_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d6a0a077-1ab3-5f47-a310-14e003d32cb5,Doos A.XI,,financial records
a39d2554-024b-53c7-8137-dd20a621aa6a,AA,0,Museum Mayer van den Bergh,tg:mmbdc:71_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a39d2554-024b-53c7-8137-dd20a621aa6a,Doos A.XI,,financial records
453127f6-9b63-5d18-8c75-088d79912275,AA,0,Museum Mayer van den Bergh,tg:mmbdc:72_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/453127f6-9b63-5d18-8c75-088d79912275,Doos A.XI,,financial records
f0dd8933-0aa8-5ee4-9b3c-de811759b4fd,AA,0,Museum Mayer van den Bergh,tg:mmbdc:73_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/f0dd8933-0aa8-5ee4-9b3c-de811759b4fd,Doos A.XI,,financial records
532a1086-d22c-5e74-a33f-42e58c771728,AA,0,Museum Mayer van den Bergh,tg:mmbdc:74_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/532a1086-d22c-5e74-a33f-42e58c771728,Doos A.XI,,financial records
31db27b6-5bf3-51da-86c2-a4aafdbcce02,AA,0,Museum Mayer van den Bergh,tg:mmbdc:75_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/31db27b6-5bf3-51da-86c2-a4aafdbcce02,Doos A.XI,,financial records
791ce149-5c2b-528f-a863-80bc7c4c05ce,AA,0,Museum Mayer van den Bergh,tg:mmbdc:76_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/791ce149-5c2b-528f-a863-80bc7c4c05ce,Doos A.XI,,financial records
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,AA,0,Museum Mayer van den Bergh,tg:mmbdc:77_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,Doos A.XI,,financial records
ac173f3e-8686-522f-822f-65da8b62f45c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:78_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ac173f3e-8686-522f-822f-65da8b62f45c,Doos A.XI,,financial records
0ced21dc-67bf-5d73-8344-d7c3172d51d8,AA,0,Museum Mayer van den Bergh,tg:mmbdc:79_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0ced21dc-67bf-5d73-8344-d7c3172d51d8,Doos A.XI,,financial records
50ceec1d-936b-5223-a228-891c37295e52,AA,0,Museum Mayer van den Bergh,tg:mmbdc:80_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/50ceec1d-936b-5223-a228-891c37295e52,Doos A.XI,,financial records
848c767a-5e09-568d-84ac-2171a43ef2ff,AA,0,Museum Mayer van den Bergh,tg:mmbdc:81_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/848c767a-5e09-568d-84ac-2171a43ef2ff,Doos A.XI,,financial records
6cac3c53-c74f-586c-91b3-26062c8dece5,AA,0,Museum Mayer van den Bergh,tg:mmbdc:83_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6cac3c53-c74f-586c-91b3-26062c8dece5,Doos A.XI,,financial records
c368cca2-6db5-579f-8f53-6924337edd97,AA,0,Museum Mayer van den Bergh,tg:mmbdc:85_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c368cca2-6db5-579f-8f53-6924337edd97,Doos A.XI,,financial records
6dbbc865-b9ab-5c4c-9434-6758f0a4d740,AA,0,Museum Mayer van den Bergh,tg:mmbdc:86_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6dbbc865-b9ab-5c4c-9434-6758f0a4d740,Doos A.XI,,financial records
900a1849-6553-5eb7-9e73-81e9fdeadc30,AA,0,Museum Mayer van den Bergh,tg:mmbdc:87_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/900a1849-6553-5eb7-9e73-81e9fdeadc30,Doos A.XI,,financial records
55f324c7-820f-56ae-b6f5-923104d9831a,AA,0,Museum Mayer van den Bergh,tg:mmbdc:88_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/55f324c7-820f-56ae-b6f5-923104d9831a,Doos A.XI,,financial records
cf4c3a10-d582-5659-af09-9be8f581441c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:89_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cf4c3a10-d582-5659-af09-9be8f581441c,Doos A.XI,,financial records
c0a2fe20-85e6-5001-b89b-09a59490c24d,AA,0,Museum Mayer van den Bergh,tg:mmbdc:90_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c0a2fe20-85e6-5001-b89b-09a59490c24d,Doos A.XI,,financial records
9ef7dfbb-91f4-565a-9778-06a6218e4f18,AA,0,Museum Mayer van den Bergh,tg:mmbdc:91_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9ef7dfbb-91f4-565a-9778-06a6218e4f18,Doos A.XI,,financial records
da93969a-9b2d-57cb-b7a5-a5095b55d562,AA,0,Museum Mayer van den Bergh,tg:mmbdc:92_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/da93969a-9b2d-57cb-b7a5-a5095b55d562,Doos A.XI,,financial records
f33ccad8-05e0-52a9-8eaf-e1040b59ce33,AA,0,Museum Mayer van den Bergh,tg:mmbdc:105_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/f33ccad8-05e0-52a9-8eaf-e1040b59ce33,Doos A.XI,,financial records
f8bd3003-7f70-5219-8c4b-447da7801fef,AA,0,Museum Mayer van den Bergh,tg:mmbdc:106_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/f8bd3003-7f70-5219-8c4b-447da7801fef,Doos A.XI,,postcards
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,AA,0,Museum Mayer van den Bergh,tg:mmbdc:110_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,Doos A.XII,,files (document groupings)
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,AA,0,Museum Mayer van den Bergh,tg:mmbdc:111_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,Doos A.XII,,files (document groupings)
2cd221b1-3c8d-5832-a624-ea58153153fc,AA,0,Museum Mayer van den Bergh,tg:mmbdc:129_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2cd221b1-3c8d-5832-a624-ea58153153fc,Doos A.XII,,financial records
2259aad3-ca05-5180-a684-1726b89be913,AA,0,Museum Mayer van den Bergh,tg:mmbdc:130_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2259aad3-ca05-5180-a684-1726b89be913,Doos A.XII,,financial records
268e406e-6525-5782-b2da-0d76cc8657b3,AA,0,Museum Mayer van den Bergh,tg:mmbdc:134_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/268e406e-6525-5782-b2da-0d76cc8657b3,Doos A.XII,,financial records
1c48a847-afc7-5397-952e-1e29afa72022,AA,0,Museum Mayer van den Bergh,tg:mmbdc:140_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/1c48a847-afc7-5397-952e-1e29afa72022,Doos A.XVIII,,files (document groupings)
97ba37de-55f5-57ce-ad51-8119e6255eda,AA,0,Museum Mayer van den Bergh,tg:mmbdc:159_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/97ba37de-55f5-57ce-ad51-8119e6255eda,"groot depot, kast 14",,files (document groupings)
0f9cccc8-1993-557c-b3cf-3ef70636c964,AA,0,Museum Mayer van den Bergh,tg:mmbdc:160_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0f9cccc8-1993-557c-b3cf-3ef70636c964,"groot depot, kast 14",,files (document groupings)
3da1ad01-5e06-55f2-ad24-7f20c2639d45,AA,0,Museum Mayer van den Bergh,tg:mmbdc:161_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3da1ad01-5e06-55f2-ad24-7f20c2639d45,"groot depot, kast 14",,files (document groupings)
7822590f-8f95-5a0c-8189-b382946f3e22,AA,0,Museum Mayer van den Bergh,tg:mmbdc:50_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/7822590f-8f95-5a0c-8189-b382946f3e22,Doos A.IX,,files (document groupings)
b3aeb7dc-2e3c-599d-ab86-ef631603d2af,AA,0,Museum Mayer van den Bergh,tg:mmbdc:117_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/b3aeb7dc-2e3c-599d-ab86-ef631603d2af,Doos A.XII,,files (document groupings)
6af047a7-8e0c-53e4-a773-805c838fd006,AA,0,Museum Mayer van den Bergh,tg:mmbdc:118_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6af047a7-8e0c-53e4-a773-805c838fd006,Doos A.XII,,financial records
bdf471e1-748a-5f64-ba1d-67635bb191c4,AA,0,Museum Mayer van den Bergh,tg:mmbdc:122_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/bdf471e1-748a-5f64-ba1d-67635bb191c4,Doos A.XII,,files (document groupings)
6de1e553-ea7f-507f-ae24-cac06494070a,AA,0,Museum Mayer van den Bergh,tg:mmbdc:123_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6de1e553-ea7f-507f-ae24-cac06494070a,Doos A.XII,,files (document groupings)
09052def-26e6-5d99-b79e-b030d0d496d1,AA,0,Museum Mayer van den Bergh,tg:mmbdc:124_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/09052def-26e6-5d99-b79e-b030d0d496d1,Doos A.XII,,files (document groupings)
aa06c6ad-619c-5b4c-b967-0d62f2ad0900,AA,0,Museum Mayer van den Bergh,tg:mmbdc:125_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa06c6ad-619c-5b4c-b967-0d62f2ad0900,Doos A.XII,,files (document groupings)
96240b4f-302d-587d-880e-d859f603eaec,AA,0,Museum Mayer van den Bergh,tg:mmbdc:126_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/96240b4f-302d-587d-880e-d859f603eaec,Doos A.XII,,files (document groupings)
7ddc9d0f-6eb7-5973-8f26-b5388322a64d,AA,0,Museum Mayer van den Bergh,tg:mmbdc:127_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/7ddc9d0f-6eb7-5973-8f26-b5388322a64d,Doos A.XII,,files (document groupings)
19a928ce-384c-5950-9f66-aff236631d53,AA,0,Museum Mayer van den Bergh,tg:mmbdc:128_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/19a928ce-384c-5950-9f66-aff236631d53,Doos A.XII,,files (document groupings)
0e868a89-1da8-534a-bcbd-be9849ce6df6,AA,0,Museum Mayer van den Bergh,tg:mmbdc:131_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0e868a89-1da8-534a-bcbd-be9849ce6df6,Doos A.XII,,files (document groupings)
6f1864a9-eada-5f73-bea6-5483539a4ad0,AA,0,Museum Mayer van den Bergh,tg:mmbdc:132_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6f1864a9-eada-5f73-bea6-5483539a4ad0,Doos A.XII,,files (document groupings)
9d19defb-127d-5313-b609-802cb7408c7a,AA,0,Museum Mayer van den Bergh,tg:mmbdc:133_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9d19defb-127d-5313-b609-802cb7408c7a,Doos A.XII,,files (document groupings)
db466b6c-499e-5871-ae2f-7dab2a4de216,AA,0,Museum Mayer van den Bergh,tg:mmbdc:48_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/db466b6c-499e-5871-ae2f-7dab2a4de216,Doos A.IX,,postcards
5bed484c-6203-5738-ab11-d2a351f9c38b,AA,0,Museum Mayer van den Bergh,tg:mmbdc:49_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/5bed484c-6203-5738-ab11-d2a351f9c38b,Doos A.IX,,files (document groupings)
e207c16c-f087-5901-baf4-ea5791d0a1b3,AA,0,Museum Mayer van den Bergh,tg:mmbdc:51_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/e207c16c-f087-5901-baf4-ea5791d0a1b3,Doos A.IX,,clippings (information artifacts)
85ae7137-f532-57c0-b555-7735245bd5bf,AA,0,Museum Mayer van den Bergh,tg:mmbdc:113_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/85ae7137-f532-57c0-b555-7735245bd5bf,Doos A.XII,,postcards
f2b51134-d1c1-5f3d-bab2-1e3839410334,AA,0,Museum Mayer van den Bergh,tg:mmbdc:119_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/f2b51134-d1c1-5f3d-bab2-1e3839410334,Doos A.XII,,files (document groupings)
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,AA,0,Museum Mayer van den Bergh,tg:mmbdc:120_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4390c3da-4d2f-5dd2-9011-cb27126b8ed7,Doos A.XII,,files (document groupings)
52af441f-67ff-5e97-95ef-82b0dfa5dc68,AA,0,Museum Mayer van den Bergh,tg:mmbdc:121_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/52af441f-67ff-5e97-95ef-82b0dfa5dc68,Doos A.XII,,files (document groupings)
8d15bf4d-1d74-5a90-ac6f-0536bc7905a2,AA,0,Museum Mayer van den Bergh,tg:mmbdc:141_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/8d15bf4d-1d74-5a90-ac6f-0536bc7905a2,Doos A.XVIII,,files (document groupings)
2a767980-91bf-5ec7-88d7-ff56d749e1e1,AA,0,Museum Mayer van den Bergh,tg:mmbdc:142_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2a767980-91bf-5ec7-88d7-ff56d749e1e1,Doos A.XVIII,,files (document groupings)
99653bf6-4f4e-5041-9fee-8c23f9ea8143,AA,0,Museum Mayer van den Bergh,tg:mmbdc:143_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/99653bf6-4f4e-5041-9fee-8c23f9ea8143,Doos A.XVIII,,files (document groupings)
1ad7940d-d021-5cc9-8925-a3c6257b3437,AA,0,Museum Mayer van den Bergh,tg:mmbdc:158_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/1ad7940d-d021-5cc9-8925-a3c6257b3437,Doos A.XIX,,files (document groupings)
abde6589-d151-54ed-a631-5ea1d31ec8ec,AA,0,Museum Mayer van den Bergh,tg:mmbdc:144_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/abde6589-d151-54ed-a631-5ea1d31ec8ec,Doos A.XVIII,,scripts (documents)
24eda292-f177-5ead-831d-19b9e518638b,AA,0,Museum Mayer van den Bergh,tg:mmbdc:136_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/24eda292-f177-5ead-831d-19b9e518638b,Doos A.XVII,,clippings (information artifacts)
