ResourceID,mmb_id,card,order,Start Date,End Date
5cede916-f4cb-5135-8087-0f00e34b416b,tg:mmbdc:74,e73_CreationTimeSpans,1,1905-03-18,
74a758b8-f555-5531-96c8-e79a63a7b8d3,tg:mmbdc:75,e73_CreationTimeSpans,1,1906-09-30,
29da2038-6f05-5285-942a-fb63293810e5,tg:mmbdc:76,e73_CreationTimeSpans,1,1907-03-31,
a6219f25-033c-593f-90d8-efb505fc4bb8,tg:mmbdc:77,e73_CreationTimeSpans,1,1911-12-31,
92dc80d1-5388-5313-93c1-582e99f23e9f,tg:mmbdc:78,e73_CreationTimeSpans,1,1916-12-31,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,tg:mmbdc:79,e73_CreationTimeSpans,1,1914-12-31,
7a3ea516-bf4f-5143-aba7-213a091367fc,tg:mmbdc:80,e73_CreationTimeSpans,1,1907-12-31,1921-07-28
22d8d29b-a2be-5a50-b646-5de42555bc3a,tg:mmbdc:81,e73_CreationTimeSpans,1,1916-12-12,
342b234e-b819-5020-afef-c997a40c8b3d,tg:mmbdc:83,e73_CreationTimeSpans,1,1918-07-18,
fc39d75e-5e3c-5ff5-a14e-8a07f133088e,tg:mmbdc:85,e73_CreationTimeSpans,1,1921-02-18,1922-12-22
e268ae78-3bbc-57ae-9b11-ab6d7d7ac6ed,tg:mmbdc:86,e73_CreationTimeSpans,1,1925-11-18,1927-11-20
6989ab5a-5e9a-589f-bc91-82ac9e23af82,tg:mmbdc:87,e73_CreationTimeSpans,1,1902-12-18,1931-04-18
c29f2fa8-a5c2-5856-b7d1-a1bdbebdaf61,tg:mmbdc:88,e73_CreationTimeSpans,1,1921-01-04,1921-04-01
c6d15f44-02a7-5349-b1d8-37647638cb33,tg:mmbdc:91,e73_CreationTimeSpans,1,1904-10-07,1929-07-03
1dcfac86-1f00-5ba0-b1ca-397f4af38b4a,tg:mmbdc:92,e73_CreationTimeSpans,1,1905-10-29,1930-10-03
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,tg:mmbdc:105,e73_CreationTimeSpans,1,1905-01-01,
e64ca066-a991-5290-85b8-b3ca6b3615c5,tg:mmbdc:110,e73_CreationTimeSpans,1,1884,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,tg:mmbdc:129,e73_CreationTimeSpans,1,1895-10-28,
0ac5d3fd-d2ef-5f6a-a72e-c679cb451f11,tg:mmbdc:130,e73_CreationTimeSpans,1,1893-07-06,
0e36645d-5a76-578b-b102-2e9a72d2d391,tg:mmbdc:134,e73_CreationTimeSpans,1,1898-03-03,
aaee58ac-19f5-5d12-bfdf-b182540772c9,tg:mmbdc:140,e73_CreationTimeSpans,1,1892,
0476e0a0-d09a-5804-ba82-deb196a90f13,tg:mmbdc:159,e73_CreationTimeSpans,1,1898,
985e1f42-413d-5bf4-aad8-e503c79c145a,tg:mmbdc:50,e73_CreationTimeSpans,1,1890,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,tg:mmbdc:118,e73_CreationTimeSpans,1,1888-04-07,
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,tg:mmbdc:124,e73_CreationTimeSpans,1,1893-04-17,
6a40066d-6678-58d8-b9d9-b69d9e768a06,tg:mmbdc:127,e73_CreationTimeSpans,1,1892-07-uu,
b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,tg:mmbdc:128,e73_CreationTimeSpans,1,1896-04-uu,
24af9286-6708-5f56-a146-4e43b9059fb7,tg:mmbdc:131,e73_CreationTimeSpans,1,1897-06-19,
aba9fb3f-ece8-58e8-92b1-9a259d7ae7ae,tg:mmbdc:48,e73_CreationTimeSpans,1,1904-12-17,
d17e6e16-c29d-59be-9067-b414984f45c6,tg:mmbdc:51,e73_CreationTimeSpans,1,1903,
a494d4ad-3977-5bd9-b944-005e4afa15be,tg:mmbdc:113,e73_CreationTimeSpans,1,uuuu-04-27,
da95a907-e90c-5c6e-bc73-e1199926e4e7,tg:mmbdc:141,e73_CreationTimeSpans,1,1903,
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,tg:mmbdc:142,e73_CreationTimeSpans,1,1916-08-17,
43402fd0-c8ec-5e97-a817-59599a44e870,tg:mmbdc:136,e73_CreationTimeSpans,1,1910-06-20,
230878f7-6c43-5063-ac62-5939a323cfba,tg:mmbdc:137,e73_CreationTimeSpans,1,1910-06-19,
aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,tg:mmbdc:138,e73_CreationTimeSpans,1,1909-04-10,
b7678c52-c767-538d-b339-cf2304752fdf,tg:mmbdc:145,e73_CreationTimeSpans,1,1904,
d636fd59-d2ee-587b-b83c-7990df3a9e47,tg:mmbdc:146,e73_CreationTimeSpans,1,1904,
4357a0e5-db78-599b-8616-5e687867f6fb,tg:mmbdc:147,e73_CreationTimeSpans,1,1904,
b0898496-a22a-5c44-9812-6793f7a2abc6,tg:mmbdc:148,e73_CreationTimeSpans,1,1904,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,tg:mmbdc:149,e73_CreationTimeSpans,1,1904,
0cdf7c18-ded1-5edb-8553-1f9a4750c805,tg:mmbdc:150,e73_CreationTimeSpans,1,1904,
30d49173-7034-572c-8c6c-d79da3074f92,tg:mmbdc:151,e73_CreationTimeSpans,1,1909-02-10,2006-10-26
539aa72e-50df-51e7-b265-b1c8f6822971,tg:mmbdc:152,e73_CreationTimeSpans,1,1909,
c40b140e-3f37-5f20-b2e1-026d4cb94827,tg:mmbdc:153,e73_CreationTimeSpans,1,1909,
3560ab78-3623-5be1-a04e-3c801f0e12f5,tg:mmbdc:154,e73_CreationTimeSpans,1,1909,
24a956ec-7ec7-5bf3-9f41-92a0670be881,tg:mmbdc:155,e73_CreationTimeSpans,1,1909,1911
9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,tg:mmbdc:156,e73_CreationTimeSpans,1,1909,1911
ea4532da-49ef-5f5c-8cd3-945b0a2ae56c,tg:mmbdc:157,e73_CreationTimeSpans,1,1905-03-25,
8f038c31-f312-5abf-9fae-aebefcd38e77,tg:mmbdc:38,e73_CreationTimeSpans,1,1878-07-12,1878-08-09
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,tg:mmbdc:41,e73_CreationTimeSpans,1,1901-03-04,
54f7a45d-01d8-5548-b866-8d235e1c35a2,tg:mmbdc:163,e73_CreationTimeSpans,1,1879-01-31,1879-03-04
c0c56593-2e89-5b47-8bd7-5edec68b8918,tg:mmbdc:164,e73_CreationTimeSpans,1,1872-04-01,1880-01-30
01387253-bbda-50a3-8790-18c69b47734d,tg:mmbdc:1,e73_CreationTimeSpans,1,1902-05-08,
221ba7d8-01a9-5a18-9fec-a8fa0e47f940,tg:mmbdc:13,e73_CreationTimeSpans,1,1894-01-07,
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,tg:mmbdc:14,e73_CreationTimeSpans,1,1901-06-19,
431014da-4cd1-501d-a8d9-544e95217e76,tg:mmbdc:15,e73_CreationTimeSpans,1,1913-08-08,
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,tg:mmbdc:16,e73_CreationTimeSpans,1,1909-07-15,
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,tg:mmbdc:17,e73_CreationTimeSpans,1,1904-06-05,
20e5efa0-b6f2-53b0-acb0-bef59eaaa558,tg:mmbdc:18,e73_CreationTimeSpans,1,1894-12-04,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,tg:mmbdc:19,e73_CreationTimeSpans,1,1879-11-16,
b1783556-0408-58d4-9cfe-a7be7a192dc0,tg:mmbdc:20,e73_CreationTimeSpans,1,1879-11-16,
4e49d3e0-d21a-559e-911e-9614954567c4,tg:mmbdc:21,e73_CreationTimeSpans,1,1879-11-16,
21cd3fc7-ee0d-50a7-a0c1-1b451066fb8b,tg:mmbdc:22,e73_CreationTimeSpans,1,1857-10-08,
b71f369a-0031-507e-89cc-7a9f493639e0,tg:mmbdc:23,e73_CreationTimeSpans,1,1881-07-28,
f92564ca-be9a-5c66-b16d-86ad2d1fd84b,tg:mmbdc:24,e73_CreationTimeSpans,1,1885-04-06,
c796ac09-736f-5906-a298-02c3b11056cf,tg:mmbdc:25,e73_CreationTimeSpans,1,1885-04-06,
de162b97-2920-503e-bfc5-801a8f6eaa2a,tg:mmbdc:26,e73_CreationTimeSpans,1,1892-02-15,
b4601525-c7d5-5388-992f-a2745f0d1bda,tg:mmbdc:27,e73_CreationTimeSpans,1,1894-01-07,
3f974829-97c3-5390-9cb7-21992e7ffbbd,tg:mmbdc:32,e73_CreationTimeSpans,1,1901-05-04,
3356d31c-6a47-5f60-9934-30cde513a6a9,tg:mmbdc:33,e73_CreationTimeSpans,1,1901-05-04,
75c8465d-660b-550c-af3c-e1d379515d9f,tg:mmbdc:34,e73_CreationTimeSpans,1,1901-05-04,
be4e3c74-62ad-50db-839a-adb4b0ebbfc1,tg:mmbdc:35,e73_CreationTimeSpans,1,1901-05-04,
f3764377-c5bc-540f-b7b0-ee2cd23732ef,tg:mmbdc:36,e73_CreationTimeSpans,1,1897-05-11,
334ad517-eee0-5a64-b69d-9a9e09be8184,tg:mmbdc:37,e73_CreationTimeSpans,1,1900-03-27,
6bf3766e-9d43-5512-9736-e991034e254f,tg:mmbdc:39,e73_CreationTimeSpans,1,1894-10-23,
1c082e15-3131-5b39-acf3-ee112d00ed57,tg:mmbdc:40,e73_CreationTimeSpans,1,1894-10-26,
00b061e8-c12f-5b32-85a0-8ee6d4a9e56b,tg:mmbdc:44,e73_CreationTimeSpans,1,1894-08-14,
b724b37e-31ee-51f1-902c-5b212fe0b455,tg:mmbdc:45,e73_CreationTimeSpans,1,1905-03-08,
bc833205-a012-5bc8-87b9-c653f2d8470a,tg:mmbdc:46,e73_CreationTimeSpans,1,1905-03-09,
fb5f7f90-9bd3-532d-809c-137871439e82,tg:mmbdc:30,e73_CreationTimeSpans,1,1895-05-14,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,tg:mmbdc:31,e73_CreationTimeSpans,1,1899-06-27,
7fa9c968-3513-5182-a935-e161b2b76fb9,tg:mmbdc:42,e73_CreationTimeSpans,1,1901-03-02,
baa604e3-9694-5877-bc90-de335424f37f,tg:mmbdc:43,e73_CreationTimeSpans,1,1901-03-02,
dd4f9258-3346-5591-b56d-1963a4728b70,tg:mmbdc:165,e73_CreationTimeSpans,1,1895-02-16,
1fddab6b-2c01-53f7-afb9-56fa14f7bfa9,tg:mmbdc:166,e73_CreationTimeSpans,1,uuuu-02-07,uuuu-02-09
a34674cd-e662-5474-924d-c80290414a0f,tg:mmbdc:167,e73_CreationTimeSpans,1,uuuu-01-20,uuuu-02-17
