ResourceID,mmb_id,card,order,au_code,au_name,Creation Actor Role,Creation Actor Note,Creation Actor Widget
f888f3d5-80db-5b5f-94aa-5a3d43548e52,tg:mmbdc:103,e73_CreationActors,2,au::115284:1,"Verelst, Willem",signers,,"dlod={""suggest"":[""/agents/people/12220104"",""au::115284"",""au::115284:1"",""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""Willem Verelst"",""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50""],""name"":""Willem Verelst"",""ark"":""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50"",""uri"":""/agents/people/12220104"",""id"":""au::115284:1"",""resourceArk"":""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
c328943a-46b9-5aca-9210-f61f26e379ec,tg:mmbdc:63,e73_CreationActors,1,au::27863:1,"Cols, Alphonse",authors,,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,tg:mmbdc:65,e73_CreationActors,1,,"Delacre, Charles",authors,"Delacre, Charles (Auteur)",
108756f8-64b4-506a-9f98-ceb3ef00390d,tg:mmbdc:66,e73_CreationActors,1,,"Drosten, Robert",authors,"Drosten, Robert (Auteur)",
c5a33844-8bfb-5e54-b6aa-d0281135b007,tg:mmbdc:67,e73_CreationActors,1,,"Uuttenhoven, A.",authors,"Uuttenhoven, A. (Auteur)",
25a4f489-f009-5fe5-9477-591efdb18ae3,tg:mmbdc:68,e73_CreationActors,1,au::3276:1,"Buschmann [Sr.], Paul",authors,,"dlod={""suggest"":[""/agents/people/350532"",""au::3276"",""au::3276:1"",""ark:/83110/x0/31ee8696-d08a-580f-9a34-1cec987261a1"",""Paul Buschmann"",""ark:/83110/x0/6d7981aa-ddef-5427-9fff-905494835101""],""name"":""Paul Buschmann"",""ark"":""ark:/83110/x0/6d7981aa-ddef-5427-9fff-905494835101"",""uri"":""/agents/people/350532"",""id"":""au::3276:1"",""resourceArk"":""ark:/83110/x0/31ee8696-d08a-580f-9a34-1cec987261a1"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
05df2589-1585-5594-bc8a-31b756a2b8f6,tg:mmbdc:69,e73_CreationActors,1,au::44350:1,Gebr. Dieltjens,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4745450"",""au::44350"",""au::44350:1"",""ark:/83110/x0/95706e82-4737-5a63-8989-1211aa160549"",""Gebr. Dieltjens"",""ark:/83110/x0/164903f9-7902-55e4-90bb-6674d1c72d9b""],""name"":""Gebr. Dieltjens"",""ark"":""ark:/83110/x0/164903f9-7902-55e4-90bb-6674d1c72d9b"",""uri"":""/agents/corporate_entities/4745450"",""id"":""au::44350:1"",""resourceArk"":""ark:/83110/x0/95706e82-4737-5a63-8989-1211aa160549"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
0b0fc7f1-eb05-50c6-82d7-dfdafe7ae780,tg:mmbdc:70,e73_CreationActors,1,,Roland & Bervoets,authors,Roland & Bervoets (Auteur),
270def31-7396-5780-8a48-ea5ea6d86ed8,tg:mmbdc:71,e73_CreationActors,1,,"Beul, O. de",authors,"Beul, O. de (Auteur)",
74a758b8-f555-5531-96c8-e79a63a7b8d3,tg:mmbdc:75,e73_CreationActors,1,au::44481:1,Bellemans Frères,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4759467"",""au::44481"",""au::44481:1"",""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""Bellemans Frères"",""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96""],""name"":""Bellemans Frères"",""ark"":""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96"",""uri"":""/agents/corporate_entities/4759467"",""id"":""au::44481:1"",""resourceArk"":""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
29da2038-6f05-5285-942a-fb63293810e5,tg:mmbdc:76,e73_CreationActors,1,au::44481:1,Bellemans Frères,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4759467"",""au::44481"",""au::44481:1"",""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""Bellemans Frères"",""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96""],""name"":""Bellemans Frères"",""ark"":""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96"",""uri"":""/agents/corporate_entities/4759467"",""id"":""au::44481:1"",""resourceArk"":""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
a6219f25-033c-593f-90d8-efb505fc4bb8,tg:mmbdc:77,e73_CreationActors,1,au::44481:1,Bellemans Frères,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4759467"",""au::44481"",""au::44481:1"",""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""Bellemans Frères"",""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96""],""name"":""Bellemans Frères"",""ark"":""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96"",""uri"":""/agents/corporate_entities/4759467"",""id"":""au::44481:1"",""resourceArk"":""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
92dc80d1-5388-5313-93c1-582e99f23e9f,tg:mmbdc:78,e73_CreationActors,1,au::44481:1,Bellemans Frères,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4759467"",""au::44481"",""au::44481:1"",""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""Bellemans Frères"",""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96""],""name"":""Bellemans Frères"",""ark"":""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96"",""uri"":""/agents/corporate_entities/4759467"",""id"":""au::44481:1"",""resourceArk"":""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,tg:mmbdc:79,e73_CreationActors,1,au::45571:1,"Waals, J. van der",authors,,"dlod={""suggest"":[""/agents/corporate_entities/4876097"",""au::45571"",""au::45571:1"",""ark:/83110/x0/4078a104-33c3-5ece-b3a1-29c11307264b"",""J. van der Waals"",""ark:/83110/x0/9cf945ac-14e6-597d-97e5-77d27e691408""],""name"":""J. van der Waals"",""ark"":""ark:/83110/x0/9cf945ac-14e6-597d-97e5-77d27e691408"",""uri"":""/agents/corporate_entities/4876097"",""id"":""au::45571:1"",""resourceArk"":""ark:/83110/x0/4078a104-33c3-5ece-b3a1-29c11307264b"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
7a3ea516-bf4f-5143-aba7-213a091367fc,tg:mmbdc:80,e73_CreationActors,1,,"Liebrechts, Eugène",authors,"Liebrechts, Eugène (Auteur)",
7a3ea516-bf4f-5143-aba7-213a091367fc,tg:mmbdc:80,e73_CreationActors,2,au::27863:1,"Cols, Alphonse",authors,,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
22d8d29b-a2be-5a50-b646-5de42555bc3a,tg:mmbdc:81,e73_CreationActors,1,,"Courtin, Ch.",authors,"Courtin, Ch. (Auteur)",
342b234e-b819-5020-afef-c997a40c8b3d,tg:mmbdc:83,e73_CreationActors,1,au::115283:1,"Duvivier, Jules",authors,,"dlod={""suggest"":[""/agents/people/12220101"",""au::115283"",""au::115283:1"",""ark:/83110/x0/990cd2f7-3a8a-57fb-83e3-a0e9ec444d53"",""Jules Duvivier"",""ark:/83110/x0/0012245d-69d3-5025-86d9-ea09e1b1e49d""],""name"":""Jules Duvivier"",""ark"":""ark:/83110/x0/0012245d-69d3-5025-86d9-ea09e1b1e49d"",""uri"":""/agents/people/12220101"",""id"":""au::115283:1"",""resourceArk"":""ark:/83110/x0/990cd2f7-3a8a-57fb-83e3-a0e9ec444d53"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
fc39d75e-5e3c-5ff5-a14e-8a07f133088e,tg:mmbdc:85,e73_CreationActors,1,,"Liebrechts, Eugène",authors,"Liebrechts, Eugène (Auteur)",
e268ae78-3bbc-57ae-9b11-ab6d7d7ac6ed,tg:mmbdc:86,e73_CreationActors,1,au::115285:1,"Hertoghe, Eugène",authors,,"dlod={""suggest"":[""/agents/people/12220399"",""au::115285"",""au::115285:1"",""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""Eugène Hertoghe"",""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40""],""name"":""Eugène Hertoghe"",""ark"":""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40"",""uri"":""/agents/people/12220399"",""id"":""au::115285:1"",""resourceArk"":""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
c29f2fa8-a5c2-5856-b7d1-a1bdbebdaf61,tg:mmbdc:88,e73_CreationActors,1,au::115283:1,"Duvivier, Jules",authors,,"dlod={""suggest"":[""/agents/people/12220101"",""au::115283"",""au::115283:1"",""ark:/83110/x0/990cd2f7-3a8a-57fb-83e3-a0e9ec444d53"",""Jules Duvivier"",""ark:/83110/x0/0012245d-69d3-5025-86d9-ea09e1b1e49d""],""name"":""Jules Duvivier"",""ark"":""ark:/83110/x0/0012245d-69d3-5025-86d9-ea09e1b1e49d"",""uri"":""/agents/people/12220101"",""id"":""au::115283:1"",""resourceArk"":""ark:/83110/x0/990cd2f7-3a8a-57fb-83e3-a0e9ec444d53"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
c6d15f44-02a7-5349-b1d8-37647638cb33,tg:mmbdc:91,e73_CreationActors,1,au::115285:1,"Hertoghe, Eugène",authors,,"dlod={""suggest"":[""/agents/people/12220399"",""au::115285"",""au::115285:1"",""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""Eugène Hertoghe"",""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40""],""name"":""Eugène Hertoghe"",""ark"":""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40"",""uri"":""/agents/people/12220399"",""id"":""au::115285:1"",""resourceArk"":""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,tg:mmbdc:105,e73_CreationActors,1,au::14643:1,"Perre, Alfons van de",authors,,"dlod={""suggest"":[""/agents/people/1566801"",""au::14643"",""au::14643:1"",""ark:/83110/x0/3667cc9b-4a63-54a8-b308-ec4c19bbdd0c"",""Alfons van de Perre"",""ark:/83110/x0/72f231d1-8e0b-50a4-b398-e60e78f424f3""],""name"":""Alfons van de Perre"",""ark"":""ark:/83110/x0/72f231d1-8e0b-50a4-b398-e60e78f424f3"",""uri"":""/agents/people/1566801"",""id"":""au::14643:1"",""resourceArk"":""ark:/83110/x0/3667cc9b-4a63-54a8-b308-ec4c19bbdd0c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,tg:mmbdc:129,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
