ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Depicted Item Role,source_code,au_code,g_code,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,matched on
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,mpm,mpmph,Foto,e73_Titles,10ebd5d8-30f1-5d73-8c23-6ab8823074b4,ow,subjects (content of works),au::17300,au::17300:1,au::17300g:1,,"dlod={""suggest"":[""/agents/people/1851100"",""au::17300"",""au::17300:1"",""ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4"",""Jules Somers"",""ark:/83110/x0/f1f97047-d817-55d4-ac28-3fa81b25ecb8""],""name"":""Jules Somers"",""ark"":""ark:/83110/x0/f1f97047-d817-55d4-ac28-3fa81b25ecb8"",""uri"":""/agents/people/1851100"",""id"":""au::17300:1"",""resourceArk"":""ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4,au_code
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,mpm,mpmph,Foto,e73_Titles,71ca2581-51b6-55b5-b224-c40e31c5d6dd,ow,subjects (content of works),au::21603,au::21603:1,au::21603g:1,,"dlod={""suggest"":[""/agents/people/2311521"",""au::21603"",""au::21603:1"",""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""Frans Wittemans"",""ark:/83110/x0/85e19d8d-5be1-5d71-a7da-ab9ace5b36a7""],""name"":""Frans Wittemans"",""ark"":""ark:/83110/x0/85e19d8d-5be1-5d71-a7da-ab9ace5b36a7"",""uri"":""/agents/people/2311521"",""id"":""au::21603:1"",""resourceArk"":""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd,au_code
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,mpm,mpmph,Foto,e73_Titles,19180a17-86f1-50ca-842f-7bcc4add0f26,ow,subjects (content of works),au::5346,au::5346:1,au::5346g:1,,"dlod={""suggest"":[""/agents/people/572022"",""au::5346"",""au::5346:1"",""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""Jan Denucé"",""ark:/83110/x0/e850f4f4-caa4-5b7a-81f7-1152d8492920""],""name"":""Jan Denucé"",""ark"":""ark:/83110/x0/e850f4f4-caa4-5b7a-81f7-1152d8492920"",""uri"":""/agents/people/572022"",""id"":""au::5346:1"",""resourceArk"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26,au_code
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,mpm,mpmph,Foto,e73_Titles,ce83c643-99d7-529b-a64b-4ac724e0ce14,ow,subjects (content of works),au::13050,au::13050:1,au::13050g:1,,"dlod={""suggest"":[""/agents/people/1396350"",""au::13050"",""au::13050:1"",""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""Adolf Molter"",""ark:/83110/x0/dbcfd9f4-afdf-5385-9013-9e3aabf9d336""],""name"":""Adolf Molter"",""ark"":""ark:/83110/x0/dbcfd9f4-afdf-5385-9013-9e3aabf9d336"",""uri"":""/agents/people/1396350"",""id"":""au::13050:1"",""resourceArk"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,au_code
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,mpm,mpmph,Foto,e73_Titles,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,ow,subjects (content of works),au::2268,au::2268:1,au::2268g:1,,"dlod={""suggest"":[""/agents/people/242676"",""au::2268"",""au::2268:1"",""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""Emmanuel de Bom"",""ark:/83110/x0/0b8cbad0-6889-5f1b-a837-0ed602b7f5ef""],""name"":""Emmanuel de Bom"",""ark"":""ark:/83110/x0/0b8cbad0-6889-5f1b-a837-0ed602b7f5ef"",""uri"":""/agents/people/242676"",""id"":""au::2268:1"",""resourceArk"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au_code
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,mpm,mpmph,Foto,e73_Titles,775f40a7-f614-586e-bdf3-1f0f051d712c,ow,subjects (content of works),au::2561,au::2561:1,au::2561g:1,,"dlod={""suggest"":[""/agents/people/274027"",""au::2561"",""au::2561:1"",""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""Herman F. Bouchery"",""ark:/83110/x0/9f3f0957-19fc-5895-b52e-b499854e8077""],""name"":""Herman F. Bouchery"",""ark"":""ark:/83110/x0/9f3f0957-19fc-5895-b52e-b499854e8077"",""uri"":""/agents/people/274027"",""id"":""au::2561:1"",""resourceArk"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c,au_code
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,mpm,mpmph,Foto,e73_Titles,775f40a7-f614-586e-bdf3-1f0f051d712c,ow,subjects (content of works),au::2561,au::2561:1,au::2561g:1,,"dlod={""suggest"":[""/agents/people/274027"",""au::2561"",""au::2561:1"",""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""Herman F. Bouchery"",""ark:/83110/x0/9f3f0957-19fc-5895-b52e-b499854e8077""],""name"":""Herman F. Bouchery"",""ark"":""ark:/83110/x0/9f3f0957-19fc-5895-b52e-b499854e8077"",""uri"":""/agents/people/274027"",""id"":""au::2561:1"",""resourceArk"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c,au_code
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,mpm,mpmph,Foto,e73_Titles,ce83c643-99d7-529b-a64b-4ac724e0ce14,ow,subjects (content of works),au::13050,au::13050:1,au::13050g:1,,"dlod={""suggest"":[""/agents/people/1396350"",""au::13050"",""au::13050:1"",""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""Adolf Molter"",""ark:/83110/x0/dbcfd9f4-afdf-5385-9013-9e3aabf9d336""],""name"":""Adolf Molter"",""ark"":""ark:/83110/x0/dbcfd9f4-afdf-5385-9013-9e3aabf9d336"",""uri"":""/agents/people/1396350"",""id"":""au::13050:1"",""resourceArk"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,au_code
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,mpm,mpmph,Foto,e73_Titles,19180a17-86f1-50ca-842f-7bcc4add0f26,ow,subjects (content of works),au::5346,au::5346:1,au::5346g:1,,"dlod={""suggest"":[""/agents/people/572022"",""au::5346"",""au::5346:1"",""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""Jan Denucé"",""ark:/83110/x0/e850f4f4-caa4-5b7a-81f7-1152d8492920""],""name"":""Jan Denucé"",""ark"":""ark:/83110/x0/e850f4f4-caa4-5b7a-81f7-1152d8492920"",""uri"":""/agents/people/572022"",""id"":""au::5346:1"",""resourceArk"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26,au_code
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,mpm,mpmph,Foto,e73_Titles,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,ow,subjects (content of works),au::2268,au::2268:1,au::2268g:1,,"dlod={""suggest"":[""/agents/people/242676"",""au::2268"",""au::2268:1"",""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""Emmanuel de Bom"",""ark:/83110/x0/0b8cbad0-6889-5f1b-a837-0ed602b7f5ef""],""name"":""Emmanuel de Bom"",""ark"":""ark:/83110/x0/0b8cbad0-6889-5f1b-a837-0ed602b7f5ef"",""uri"":""/agents/people/242676"",""id"":""au::2268:1"",""resourceArk"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au_code
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,mpm,mpmph,Foto,e73_Titles,44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,ow,subjects (content of works),au::5193,au::5193:1,au::5193g:1,,"dlod={""suggest"":[""/agents/people/555651"",""au::5193"",""au::5193:1"",""ark:/83110/x0/44ccc7c3-1ff2-51fc-b9eb-eff787b82f68"",""Ary J.J. Delen"",""ark:/83110/x0/79a5c77e-a374-5de0-bd5e-46a4c2fc14ed""],""name"":""Ary J.J. Delen"",""ark"":""ark:/83110/x0/79a5c77e-a374-5de0-bd5e-46a4c2fc14ed"",""uri"":""/agents/people/555651"",""id"":""au::5193:1"",""resourceArk"":""ark:/83110/x0/44ccc7c3-1ff2-51fc-b9eb-eff787b82f68"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,au_code
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,mpm,mpmph,Foto,e73_Titles,ce83c643-99d7-529b-a64b-4ac724e0ce14,ow,subjects (content of works),au::13050,au::13050:1,au::13050g:1,,"dlod={""suggest"":[""/agents/people/1396350"",""au::13050"",""au::13050:1"",""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""Adolf Molter"",""ark:/83110/x0/dbcfd9f4-afdf-5385-9013-9e3aabf9d336""],""name"":""Adolf Molter"",""ark"":""ark:/83110/x0/dbcfd9f4-afdf-5385-9013-9e3aabf9d336"",""uri"":""/agents/people/1396350"",""id"":""au::13050:1"",""resourceArk"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,au_code
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,mpm,mpmph,Foto,e73_Titles,10ebd5d8-30f1-5d73-8c23-6ab8823074b4,ow,subjects (content of works),au::17300,au::17300:1,au::17300g:1,,"dlod={""suggest"":[""/agents/people/1851100"",""au::17300"",""au::17300:1"",""ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4"",""Jules Somers"",""ark:/83110/x0/f1f97047-d817-55d4-ac28-3fa81b25ecb8""],""name"":""Jules Somers"",""ark"":""ark:/83110/x0/f1f97047-d817-55d4-ac28-3fa81b25ecb8"",""uri"":""/agents/people/1851100"",""id"":""au::17300:1"",""resourceArk"":""ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4,au_code
