ResourceID,brocade.id,card,order,source_field,Creation Place Note,Creation Place Note Type,Creation Place Note Language,place_au_code,Creation Place Widget
d721e235-3245-55ab-b067-6b2c1594f1d4,tg:lhph:11724,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
8da11bb0-1c9d-585e-a963-e02b02d26502,tg:lhph:49168,Places,1,id/place.place,Lier,remarks,Nederlands,,
ec0829c0-44bd-5592-83fe-11ca84a4397a,tg:lhph:34478,Places,1,id/place.place,Gent,remarks,Nederlands,,
5e9ce74a-6fa3-5493-9836-50fa2f69f333,tg:lhph:45868,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
a379f470-6a0d-57aa-9efa-f24f45ccf870,tg:lhph:35993,Places,1,id/place.place,Gent,remarks,Nederlands,,
5453ebcb-1b23-5830-a2ae-01da0ffd39ff,tg:lhph:24701,Places,1,id/place.place,Arnhem,remarks,Nederlands,,
54c2fd82-01d9-58b4-aa59-5c8e17f69ce1,tg:lhph:36360,Places,1,id/place.place,Gent,remarks,Nederlands,,
15a091b5-2807-5b8a-8b1f-52fa6de8f455,tg:lhph:33546,Places,1,id/place.place,London,remarks,Nederlands,,
df32fbff-4721-58eb-932f-1086f7a72cdf,tg:lhph:21127,Places,1,id/place.place,Brussel,remarks,Nederlands,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,Places,1,id/place.place,La Louvière,remarks,Nederlands,,
8624ae8e-4e60-577a-8306-99218f0e833d,tg:lhph:45089,Places,1,id/place.place,Oldenburg (Duitsland),remarks,Nederlands,,
aea63518-5d60-5862-8320-0fb64b61c726,tg:lhph:29292,Places,1,id/place.place,,,,au::100705,"dlod={""name"":""Machelen-Zulte (Zulte)"",""ark"":""ark:/83110/x0/8db52a52-3a70-5d25-9262-7621ae2f981e"",""uri"":""/subjects/10775435"",""id"":""au::100705"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6a7501e6-259a-5b56-a726-16d0d09e5ebb,tg:lhph:12536,Places,1,id/place.place,,,,au::100172,"dlod={""name"":""Kapellen (Antwerpen)"",""ark"":""ark:/83110/x0/6968732e-9f0a-57fa-9ea0-6f4465c8be67"",""uri"":""/subjects/10718404"",""id"":""au::100172"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ef8952d6-09f1-545b-ab50-a89954a08263,tg:lhph:28798,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
3b3a9dab-b759-5ad6-9fb9-3cd126cf2351,tg:lhph:2577,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
202ef0cb-4080-58ac-a9a0-f8d81391f5f6,tg:lhph:34500,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
7e324a0a-ae4b-567e-9bdb-007e801bd507,tg:lhph:45910,Places,1,id/place.place,Bachte-Maria-Leerne,remarks,Nederlands,,
3cbbe90b-92d1-5fae-803f-26d4198cb936,tg:lhph:35162,Places,1,id/place.place,Gent,remarks,Nederlands,,
f9bc2b0a-df08-5649-b669-1e8aaf371191,tg:lhph:17278,Places,1,id/place.place,Brussel,remarks,Nederlands,,
b5386054-c2a0-5fb4-ac00-5ed2da1f97c0,tg:lhph:19481,Places,1,id/place.place,Brussel,remarks,Nederlands,,
247d7be9-98db-57ad-ab36-c3f423f5d70f,tg:lhph:6733,Places,1,id/place.place,Brussel,remarks,Nederlands,,
d012ca13-03ad-5c94-a3e0-ca27d18d3623,tg:lhph:39862,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
6dc2d360-6686-59cb-9afd-fa697586b539,tg:lhph:26009,Places,1,id/place.place,Boma (Kongo),remarks,Nederlands,,
8e4bb578-ae2f-556e-9607-8f12cdbce6b3,tg:lhph:45878,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
69e41375-49af-5b3a-83d3-e188dda93268,tg:lhph:24669,Places,1,id/place.place,Lier,remarks,Nederlands,,
846a52fc-35b2-5688-8c2c-577ffc121c9c,tg:lhph:36208,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
9e61ddd0-3165-5899-a767-d7f1a9d21495,tg:lhph:20545,Places,1,id/place.place,onbekend,remarks,Nederlands,,
b9d1d8cf-8bf2-5ca3-81c7-8d05b70afcb0,tg:lhph:32124,Places,1,id/place.place,Begijnengracht,remarks,Nederlands,,
aec4fb66-6daa-5d00-944e-33e6676e09f9,tg:lhph:11734,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,Places,1,id/place.place,Ostende,remarks,Nederlands,,
91b98394-d7ca-5588-8c9a-c9d85702a225,tg:lhph:37702,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
0cdf2122-25cd-5121-ba2c-46e6a7e66ffa,tg:lhph:15418,Places,1,id/place.place,Gent,remarks,Nederlands,,
c2e534db-b703-5553-8ad2-71327c037941,tg:lhph:23757,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
f8dd3c75-d646-5c85-8aae-bf6b2c05dae1,tg:lhph:31336,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
6cdca5c3-d09e-527c-8aaf-d4532f6cd911,tg:lhph:7341,Places,1,id/place.place,Brugge,remarks,Nederlands,,
23841793-2e18-5fed-a944-ce176a13bcbc,tg:lhph:29282,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
1e1dd977-b83b-5fc6-a862-7851893cf5b4,tg:lhph:34510,Places,1,id/place.place,Tremelo,remarks,Nederlands,,
e5588d3a-409c-595f-b6e9-ae2539c13274,tg:lhph:2567,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
8a6e4cce-a8b0-55b0-922b-ca836a8ec338,tg:lhph:45900,Places,1,id/place.place,Brussel,remarks,Nederlands,,
ef7536dd-83be-5c9c-bc63-ab0959293827,tg:lhph:28788,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
c47ca47c-6667-5792-94a7-d1ed1a907dc4,tg:lhph:35983,Places,1,id/place.place,Gent,remarks,Nederlands,,
4a33ca34-0587-51c9-9507-a2a3b555d0a8,tg:lhph:36370,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
82ddac77-cb95-52db-8fd1-1780090a0601,tg:lhph:44593,Places,1,id/place.place,Siegen,remarks,Nederlands,,
d92f073b-a5cc-5863-bc43-0ce9fb480f1c,tg:lhph:5521,Places,1,id/place.place,Ukkel,remarks,Nederlands,,
9570773b-40ce-52bb-a05d-d1212a655a86,tg:lhph:21137,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
8be6bcdf-d31e-5ad8-9efd-0d4844a79d76,tg:lhph:39083,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
488a7198-2268-501f-8a0f-d20d63a822c9,tg:lhph:16404,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
beff0413-47c9-5336-b66b-bff1dfbf7b17,tg:lhph:2769,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
94acfeef-5a86-5da2-ae55-5116b95ff9fa,tg:lhph:28586,Places,1,id/place.place,Dindigal (India),remarks,Nederlands,,
1dc874b3-6337-59ee-98cc-f6ed1cc74ec6,tg:lhph:6445,Places,1,id/place.place,Diksmuide,remarks,Nederlands,,
40732ed8-54d9-504f-be58-95d71c51c652,tg:lhph:30432,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
e1b6c2a1-b5e6-5922-b678-6a3d180cccca,tg:lhph:22053,Places,1,id/place.place,Brussel,remarks,Nederlands,,
0a02e63a-be4e-5537-9ae2-6d127ffe4bec,tg:lhph:23559,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
ff12b65e-15b2-5235-b334-a421154fa2b2,tg:lhph:3263,Places,1,id/place.place,New York,remarks,Nederlands,,
8621c13a-bb79-53f5-9f6f-042e9fc2cce0,tg:lhph:35214,Places,1,id/place.place,Ukkel,remarks,Nederlands,,
fc44940b-1c73-5691-9202-86b532fa0a91,tg:lhph:46864,Places,1,id/place.place,Brussel,remarks,Nederlands,,
038496f8-3dfb-512d-9a3f-1c815fe43880,tg:lhph:37474,Places,1,id/place.place,Deurne,remarks,Nederlands,,
370fe366-e14f-5fd5-a38f-086115d38ccb,tg:lhph:33758,Places,1,id/place.place,Parijs,remarks,Nederlands,,
2eff5b09-140f-56c2-b0de-f0536c14f5ec,tg:lhph:29915,Places,1,id/place.place,Gent,remarks,Nederlands,,
5ef16cf2-34d1-5b9b-b778-070b8e64b2c1,tg:lhph:10148,Places,1,id/place.place,Ingooigem,remarks,Nederlands,,
3520c208-8180-58a4-8d11-aebbfd36dc7b,tg:lhph:38787,Places,1,id/place.place,Gent,remarks,Nederlands,,
d32dce2b-5816-5b05-b12d-ab75a223a40b,tg:lhph:20633,Places,1,id/place.place,Rome,remarks,Nederlands,,
1d9bce6c-38e0-5760-880d-166c310e0d85,tg:lhph:17897,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
6dd727d3-7296-5aab-a0ca-57e16f19d129,tg:lhph:46085,Places,1,id/place.place,Merendree,remarks,Nederlands,,
1cf7605a-c202-541e-a340-a682f0c9e828,tg:lhph:2611,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
aa26697e-f4be-5e7c-bada-3a3236b75041,tg:lhph:932,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
1c356dd0-8f3b-5366-916e-47a8fe89c10d,tg:lhph:26207,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
943338e7-1130-54cc-8a5c-194b620f21dd,tg:lhph:34666,Places,1,id/place.place,,,,au::102387,"dlod={""name"":""Salzwedel (Altmarkkreis Salzwedel)"",""ark"":""ark:/83110/x0/82191529-fff0-5b3e-a7cf-d666676a1f16"",""uri"":""/subjects/10955409"",""id"":""au::102387"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f7b2bd76-92c3-5c14-b710-628e9fad7238,tg:lhph:17076,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
88327686-8e0f-52e1-aaed-2ca56110792b,tg:lhph:33620,Places,1,id/place.place,Den Haag,remarks,Nederlands,,
f7f0465d-5234-58d1-abcc-f614e3b8a060,tg:lhph:5657,Places,1,id/place.place,Diksmuide,remarks,Nederlands,,
29d3948d-687e-5e91-bf83-fe872cd2d559,tg:lhph:15616,Places,1,id/place.place,Leopoldsburg (Beverloo),remarks,Nederlands,,
f6721e4a-6aef-5bfe-9dd5-7745828dbf88,tg:lhph:36006,Places,1,id/place.place,Brussel,remarks,Nederlands,,
9ed5f7db-43a1-58c8-a254-430dbb4e49ba,tg:lhph:33748,Places,1,id/place.place,Gent,remarks,Nederlands,,
b4ef1ba0-ce39-51f5-8b73-0ab380502f32,tg:lhph:21329,Places,1,id/place.place,Kortrijk,remarks,Nederlands,,
6235eb79-b856-5ab6-8462-bce30b3e5e74,tg:lhph:46874,Places,1,id/place.place,Brussel,remarks,Nederlands,,
afc77fca-24e3-5fe5-ac6f-67130981ed52,tg:lhph:45287,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
43da71b6-b774-5caf-a1f0-28958438ffc7,tg:lhph:37464,Places,1,id/place.place,Berlijn (D),remarks,Nederlands,,
d764261c-91d5-5b85-afcb-a833677f40d0,tg:lhph:29905,Places,1,id/place.place,Amsterdam,remarks,Nederlands,,
8a17e3eb-e8b0-56c6-92a1-a8fdf2021754,tg:lhph:38797,Places,1,id/place.place,Gent,remarks,Nederlands,,
72c1dc10-62d1-5efa-8588-fc46fb802cd9,tg:lhph:28596,Places,1,id/place.place,Dinant,remarks,Nederlands,,
34c4dade-6188-5286-b739-1fb0ec4f5191,tg:lhph:22043,Places,1,id/place.place,Berlijn,remarks,Nederlands,,
21ed81c8-3006-54f5-948a-f66613ea50c8,tg:lhph:30422,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
803cd206-05a1-53e7-aa5e-c3d6360ee4b9,tg:lhph:6455,Places,1,id/place.place,Diksmuide,remarks,Nederlands,,
65da215f-d8ea-5af1-a006-b52beb925c47,tg:lhph:35204,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
14806135-4279-565f-9732-5f34e70a2006,tg:lhph:31128,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
acda4696-fd5f-54ca-853e-8f76b1343f95,tg:lhph:23549,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
e5aa039f-dc89-537d-9f07-2acb830d01b6,tg:lhph:5647,Places,1,id/place.place,Diksmuide,remarks,Nederlands,,
2dfa3759-b082-5290-909b-bbd3ce113848,tg:lhph:21251,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
966f9254-b0fd-58b0-ba86-2e299b4de224,tg:lhph:33630,Places,1,id/place.place,Kasterlee,remarks,Nederlands,,
83ff7422-12b8-5df3-8d22-bf5b924b246b,tg:lhph:10020,Places,1,id/place.place,Turnhout,remarks,Nederlands,,
61b4546e-ce57-512c-9099-63fd34485105,tg:lhph:46095,Places,1,id/place.place,Merendree,remarks,Nederlands,,
64875bd6-d09b-5713-856d-8e1290c6e193,tg:lhph:18395,Places,1,id/place.place,Boechout,remarks,Nederlands,,
4d31ea75-b804-5f0f-8e19-eb491fe60674,tg:lhph:23431,Places,1,id/place.place,Leuven,remarks,Nederlands,,
cd446b8e-1341-5198-b967-ceb6c7dec9d0,tg:lhph:33894,Places,1,id/place.place,Gent,remarks,Nederlands,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,Places,1,id/place.place,Diksmuide,remarks,Nederlands,,
5aa6b2be-03a5-58af-b370-38d81b623661,tg:lhph:27020,Places,1,id/place.place,Knokke,remarks,Nederlands,,
4368bb6c-e59d-535f-b094-416fef649bc4,tg:lhph:3436,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
c7d8a8e1-4e0b-55bc-a4ff-4a04c3e296ae,tg:lhph:786,Places,1,id/place.place,Aalst,remarks,Nederlands,,
3f6558a7-497a-5cb6-9eeb-85337ebf68bc,tg:lhph:37221,Places,1,id/place.place,Gent,remarks,Nederlands,,
ef1d6df4-8e9c-54ed-9762-af586ca3e76a,tg:lhph:4470,Places,1,id/place.place,Brussel,remarks,Nederlands,,
d698021d-5e5c-55df-b907-38f944dbccc4,tg:lhph:20066,Places,1,id/place.place,Rekkem,remarks,Nederlands,,
ee1bb7c0-3064-50ee-83df-4ba06bcaf7f0,tg:lhph:34033,Places,1,id/place.place,Gent,remarks,Nederlands,,
7602a719-98a9-5dcf-98e8-659eba384909,tg:lhph:26452,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
d3a1d477-6c70-59e1-aa05-70684f1e1c6c,tg:lhph:6368,Places,1,id/place.place,Diksmuide,remarks,Nederlands,,
04a83834-b1dd-56a1-a3ca-3e0dbaedc63c,tg:lhph:31615,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
5a164cd4-427d-564c-81a7-13b18673d5d0,tg:lhph:7662,Places,1,id/place.place,,,,au::101132,"dlod={""name"":""Ingooigem (Anzegem)"",""ark"":""ark:/83110/x0/49e4a3e1-33c5-5f90-945a-5b309fbf5074"",""uri"":""/subjects/10821124"",""id"":""au::101132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
fb464936-4619-574a-a67b-8671950ec686,tg:lhph:38933,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
fe8a1a66-1dda-57c9-aef5-ca93ed7c12d5,tg:lhph:44929,Places,1,id/place.place,Oostduinkerke,remarks,Nederlands,,
ee26d2e0-6822-5154-9a2c-93feb4c66b46,tg:lhph:5002,Places,1,id/place.place,Gent,remarks,Nederlands,,
ac3f33f2-2d03-5bc4-bb34-182cfa9e1906,tg:lhph:4508,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
b912db8c-3c26-5b22-a08c-3a9cba79d096,tg:lhph:19943,Places,1,id/place.place,"Moline, u.s.a.",remarks,Nederlands,,
a6bb0a46-1cde-551a-845d-cf9473a10a20,tg:lhph:10665,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
0db75d0a-0615-5766-aef3-b9b5727e2856,tg:lhph:36653,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
9413893e-e1e7-59ae-a80f-5551e2b75fd2,tg:lhph:37231,Places,1,id/place.place,Gent,remarks,Nederlands,,
bf7026b9-89da-5a10-984e-9236f3957ccf,tg:lhph:796,Places,1,id/place.place,Aalst,remarks,Nederlands,,
9072152e-6396-53ec-9b69-85df79a1931a,tg:lhph:32417,Places,1,id/place.place,Santa Barbara(CA),remarks,Nederlands,,
744cc480-5c40-59a9-9c23-c98c0dd3ac4a,tg:lhph:20076,Places,1,id/place.place,Rijsel,remarks,Nederlands,,
a92c6919-0058-52ef-8cb4-2a67ec932bb5,tg:lhph:14421,Places,1,id/place.place,Brussel,remarks,Nederlands,,
7d909320-2c47-5523-9632-401eadb498b0,tg:lhph:30277,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
f2a27177-db9c-5d1e-bf26-5b2aba764706,tg:lhph:33884,Places,1,id/place.place,Gent,remarks,Nederlands,,
6defc571-4f0d-55f0-a8be-13e7005c80f3,tg:lhph:42494,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
ef099277-c29a-5419-bd72-6d06b3eca660,tg:lhph:3426,Places,1,id/place.place,Fire Island - New York,remarks,Nederlands,,
0ca3d0cc-990b-53b6-9e61-c7d47379ba25,tg:lhph:35451,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
fb0fb332-1808-5476-afb9-66fe953e0a44,tg:lhph:33065,Places,1,id/place.place,Brussel,remarks,Nederlands,,
00a1b942-66fa-51c9-b950-9102ff4d4abd,tg:lhph:5012,Places,1,id/place.place,Gent,remarks,Nederlands,,
89118389-7d6f-5cf4-ba02-6b0b1a0bb1fb,tg:lhph:50814,Places,1,id/place.place,,,,au::100717,"dlod={""name"":""Kluisbergen (Oudenaarde)"",""ark"":""ark:/83110/x0/6faa9353-5938-5ffd-878e-3deef203abaf"",""uri"":""/subjects/10776719"",""id"":""au::100717"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
eadaf8fe-4a59-5965-bd7d-4666d0f161c2,tg:lhph:37349,Places,1,id/place.place,Brasschaat,remarks,Nederlands,,
f6f43145-d5b7-5df2-8050-e39989f60471,tg:lhph:24222,Places,1,id/place.place,(Blinkwater),remarks,Nederlands,,
e86d0e7d-8a59-589b-b75f-fb7451917694,tg:lhph:36643,Places,1,id/place.place,Gent,remarks,Nederlands,,
6116b1b4-60c5-5af9-bf73-babf0484e436,tg:lhph:14559,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
e98bec2a-831a-59fb-b559-494b487f8156,tg:lhph:10675,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
f61a7f8d-bd64-533c-99ed-a2a21196ef74,tg:lhph:6378,Places,1,id/place.place,Diksmuide,remarks,Nederlands,,
4b7ddad4-67fd-5da9-94cf-8d99485226c0,tg:lhph:26442,Places,1,id/place.place,Brussel,remarks,Nederlands,,
7194fb84-817f-5876-b00d-1b6ccb6fbdde,tg:lhph:34023,Places,1,id/place.place,Utrecht,remarks,Nederlands,,
6756d2b8-7d62-563d-9d3b-e41e7803b39f,tg:lhph:27148,Places,1,id/place.place,Zuid-Afrika,remarks,Nederlands,,
058ebf33-4999-51e5-8aa9-1a68822818e5,tg:lhph:7672,Places,1,id/place.place,India,remarks,Nederlands,,
67f83a01-f6e9-5409-8cac-97c751493100,tg:lhph:31605,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
b171e36e-d33f-524d-89ef-199f8b03af63,tg:lhph:20897,Places,1,id/place.place,Antwerpen,remarks,Nederlands,,
7de3bdc9-240d-5f77-acd1-4f1e3cca370e,tg:lhph:52069,Places,1,id/place.place,,,,au::101023,"dlod={""name"":""Brugge (Arrondissement Brugge)"",""ark"":""ark:/83110/x0/a27575bb-282d-5cfe-9356-05a49b29067f"",""uri"":""/subjects/10809461"",""id"":""au::101023"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
bf313573-1322-54f3-8036-c1e45b37691b,tg:lhph:41102,Places,1,id/place.place,Brussel,remarks,Nederlands,,
09567aa0-6027-5ea6-8359-5d655f1e02e5,tg:lhph:5796,Places,1,id/place.place,Diksmuide,remarks,Nederlands,,
cc70c4d5-d1cc-5e05-b445-25db9cd2925f,tg:lhph:29035,Places,1,id/place.place,Oostende,remarks,Nederlands,,
6c19ee3c-1684-5525-9499-23c882b738eb,tg:lhph:43762,Places,1,id/place.place,"Antwerpen, Sint-Jansplein",remarks,Nederlands,,
