ResourceID,brocade.id,card,order,source_field,source_code,Condition State Note,Condition State Notes Language,Condition State Notes Type
f1594f8b-6539-57e9-b891-da64063ea926,tg:lhob:410_#1,e22_Conditions,1,note.lhconditie,"<p>Oog aan rechterkant ontbreekt.</p>
","<p>Oog aan rechterkant ontbreekt.</p>
",Nederlands,condition/examination description
01608d43-d464-516f-9293-ba4cec6c0675,tg:lhob:759_#1,e22_Conditions,1,note.lhconditie,"<p>Sporen van houtworm.</p>
","<p>Sporen van houtworm.</p>
",Nederlands,condition/examination description
9cd6e2b4-6e79-5797-b415-02cf2a1b139a,tg:lhob:356_#1,e22_Conditions,1,note.lhconditie,"<p>In meerdere delen gebroken<br />
Ernstige corrosie</p>
","<p>In meerdere delen gebroken<br />
Ernstige corrosie</p>
",Nederlands,condition/examination description
ec417bcc-8103-5e9b-94a8-d88bbe49a94e,tg:lhob:263_#1,e22_Conditions,1,note.lhconditie,"<p>Afgebroken ontbrekend deel aan de rand.</p>
","<p>Afgebroken ontbrekend deel aan de rand.</p>
",Nederlands,condition/examination description
469a8c17-7474-5f05-8cf8-a4dea233e221,tg:lhob:722_#1,e22_Conditions,2,note.lhconditie,"<p>De vering van de zitbank is in slechte staat. Gebruikssporen.</p>
","<p>De vering van de zitbank is in slechte staat. Gebruikssporen.</p>
",Nederlands,condition/examination description
757153ef-d98f-5a39-84ce-2ff7fa5ec58e,tg:lhob:335_#1,e22_Conditions,1,note.lhconditie,"<p>Corrosie</p>
","<p>Corrosie</p>
",Nederlands,condition/examination description
40b39b02-6e98-54a0-b004-05d7d833bd79,tg:lhob:357_#1,e22_Conditions,1,note.lhconditie,"<p>Twee afgebroken veren</p>
","<p>Twee afgebroken veren</p>
",Nederlands,condition/examination description
7aced250-38e8-5c08-bd66-0099c9320617,tg:lhob:723_#1,e22_Conditions,2,note.lhconditie,"<p>Gebruikssporen.</p>
","<p>Gebruikssporen.</p>
",Nederlands,condition/examination description
2f4ba906-d2b1-5b45-934e-086e59177247,tg:lhob:244_#1,e22_Conditions,1,note.lhconditie,"<p>gebroken aan de steel</p>
","<p>gebroken aan de steel</p>
",Nederlands,condition/examination description
0c408697-552d-50ac-9bac-bad4f75400b7,tg:lhob:411_#1,e22_Conditions,1,note.lhconditie,"<p>Roestvorming op belletjes</p>
","<p>Roestvorming op belletjes</p>
",Nederlands,condition/examination description
ed47f149-78a9-5cf4-89cd-1bd95414eca0,tg:lhob:758_#1,e22_Conditions,1,note.lhconditie,"<p>Sporen van houtworm.</p>
","<p>Sporen van houtworm.</p>
",Nederlands,condition/examination description
d4d4f6fb-6670-55d0-b55a-96a39f011af6,tg:lhsc:1130_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(04/09/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>(04/09/2001)</p>
",Nederlands,condition/examination description
7211d53d-a53b-57f5-90af-babcebf5b19f,tg:lhsc:1048_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>krassen</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: linker schouder, onderaan rechts</p>
</li>
</ul>
<p>(06/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>krassen</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: linker schouder, onderaan rechts</p>
</li>
</ul>
<p>(06/09/2001)</p>
",Nederlands,condition/examination description
9e5ddaa5-6ba0-5b69-a0c8-74686625a803,tg:lhsc:31_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: gele op neus, rechterwang, mond, bruine vlekken, zwarte vegen</p>
</li>
<li>
<p>lacunes in de afwerkingslaag</p>
</li>
</ul>
<p>(31/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: gele op neus, rechterwang, mond, bruine vlekken, zwarte vegen</p>
</li>
<li>
<p>lacunes in de afwerkingslaag</p>
</li>
</ul>
<p>(31/08/2001)</p>
",Nederlands,condition/examination description
91b3ec10-99cf-5c3f-b160-41d50a8f609e,tg:lhsc:1120_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: kleine, in het haar</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: linkerhoek, links achter</p>
</li>
</ul>
<p>(04/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: kleine, in het haar</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: linkerhoek, links achter</p>
</li>
</ul>
<p>(04/09/2001)</p>
",Nederlands,condition/examination description
427a9127-5097-52d6-b91e-99d68e5041c2,tg:lhsc:1058_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: kleine linker hand</p>
</li>
</ul>
<p>(06/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: kleine linker hand</p>
</li>
</ul>
<p>(06/09/2001)</p>
",Nederlands,condition/examination description
c28f722c-5732-5852-9441-501835a40462,tg:lhsc:7341_#1,e22_Conditions,2,note.lhconditie,"<p>8-02-2007: Goed.</p>
","<p>8-02-2007: Goed.</p>
",Nederlands,condition/examination description
d4a570fc-c05f-5556-8905-fed01699ddcf,tg:lhsc:932_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: een aantal witte vlekken</p>
</li>
<li>
<p>lacunes: linker en rechterzijde onderaan</p>
</li>
<li>
<p>rechts onderaan staat iets mat potlood geschreven</p>
</li>
</ul>
<p>(22/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: een aantal witte vlekken</p>
</li>
<li>
<p>lacunes: linker en rechterzijde onderaan</p>
</li>
<li>
<p>rechts onderaan staat iets mat potlood geschreven</p>
</li>
</ul>
<p>(22/08/2001)</p>
",Nederlands,condition/examination description
fbfc0b22-1220-555c-b31b-48160aa01d5e,tg:lhsc:922_#1,e22_Conditions,2,note.lhconditie,"<p>(11/09/2001)</p>
","<p>(11/09/2001)</p>
",Nederlands,condition/examination description
87ee18dd-9190-5374-b4e9-bd4a013dc0cd,tg:lhsc:786_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: links onderaan sokkel, kleintje op de linkerschouder</p>
</li>
<li>
<p>op sommige plaatsen zijn er druipers aanwezig in de afwerkingslaag</p>
</li>
<li>
<p>kleine lacunes in de afwerkingslaag</p>
</li>
</ul>
<p>(30/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: links onderaan sokkel, kleintje op de linkerschouder</p>
</li>
<li>
<p>op sommige plaatsen zijn er druipers aanwezig in de afwerkingslaag</p>
</li>
<li>
<p>kleine lacunes in de afwerkingslaag</p>
</li>
</ul>
<p>(30/08/2001)</p>
",Nederlands,condition/examination description
fd0ba104-7f23-5a78-ac86-34fb86c7a76d,tg:lhsc:796_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: aantal kleine</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: boven op het hoofd</p>
</li>
</ul>
<p>(03/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: aantal kleine</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: boven op het hoofd</p>
</li>
</ul>
<p>(03/09/2001)</p>
",Nederlands,condition/examination description
eeb706e6-a555-5b4f-8d9c-704527484217,tg:lhsc:1246_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>bruine vlekken</p>
</li>
<li>
<p>zware haardos met middenscheideing</p>
</li>
</ul>
","<ul>
<li>
<p>bruine vlekken</p>
</li>
<li>
<p>zware haardos met middenscheideing</p>
</li>
</ul>
",Nederlands,condition/examination description
01c6eed6-674f-5405-8357-5f0602206c19,tg:lhsc:657_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: op snor en baard (verf), pupillen en wimpers, knopen aangebracht<br />
met bic, witte verfspatter</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(04/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: op snor en baard (verf), pupillen en wimpers, knopen aangebracht<br />
met bic, witte verfspatter</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(04/09/2001)</p>
",Nederlands,condition/examination description
b3b4ce03-20b0-58f5-ae7d-841a0c0bf708,tg:lhsc:459_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte verfspatten</p>
</li>
<li>
<p>lacunes: rechterzijde sokkel, linkerzijde haar</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag</p>
</li>
<li>
<p>lacunes in de afwerkingslaag</p>
</li>
</ul>
<p>(31/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte verfspatten</p>
</li>
<li>
<p>lacunes: rechterzijde sokkel, linkerzijde haar</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag</p>
</li>
<li>
<p>lacunes in de afwerkingslaag</p>
</li>
</ul>
<p>(31/08/2001)</p>
",Nederlands,condition/examination description
8aa39065-4616-5982-9b7c-2f8530c98c77,tg:lhsc:1189_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte verfspatten</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: op verschillende plaatsen</p>
</li>
</ul>
<p>(11/09/2001)</p>
<ul>
<li>26/10/2004: Afgebroken stuk van rechterkraag dat weer verlijmd is. De<br />
breuklijnen zijn duidelijk zichtbaar.</li>
</ul>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte verfspatten</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: op verschillende plaatsen</p>
</li>
</ul>
<p>(11/09/2001)</p>
<ul>
<li>26/10/2004: Afgebroken stuk van rechterkraag dat weer verlijmd is. De<br />
breuklijnen zijn duidelijk zichtbaar.</li>
</ul>
",Nederlands,condition/examination description
b97c3941-0f87-5354-97b4-442b3a2f9436,tg:lhsc:1199_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(10/09/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>(10/09/2001)</p>
",Nederlands,condition/examination description
09122482-e59e-589f-ba3b-c537f825d27c,tg:lhsc:1978_#1,e22_Conditions,1,note.lhconditie,"<p>goed 3/11/2003</p>
","<p>goed 3/11/2003</p>
",Nederlands,condition/examination description
ea9df3f8-cbfc-5ce4-ae9a-cc786dba937f,tg:lhsc:1093_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: acht op linkerzijde onderkant</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: onderkin</p>
</li>
</ul>
<p>(29/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: acht op linkerzijde onderkant</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: onderkin</p>
</li>
</ul>
<p>(29/08/2001)</p>
",Nederlands,condition/examination description
5b262542-0080-5e4c-ba63-92a7fe349e5a,tg:lhsc:1083_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: rode verfspatten, potloodstreep op de neus</p>
</li>
<li>
<p>lacunes: rode vooraan, kleine op verschillende plaatsen</p>
</li>
</ul>
<p>(05/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: rode verfspatten, potloodstreep op de neus</p>
</li>
<li>
<p>lacunes: rode vooraan, kleine op verschillende plaatsen</p>
</li>
</ul>
<p>(05/09/2001)</p>
",Nederlands,condition/examination description
b479dc34-92f2-5b7f-8547-a60f3408d45c,tg:lhsc:891_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(27/08/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>(27/08/2001)</p>
",Nederlands,condition/examination description
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>klein beetje schimmel</p>
</li>
</ul>
<p>(23/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>klein beetje schimmel</p>
</li>
</ul>
<p>(23/08/2001)</p>
",Nederlands,condition/examination description
503eaa5f-776b-54a3-9191-ef7373135e27,tg:lhsc:828_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: rode op de neus, groene vlekjes, schimmel</p>
</li>
<li>
<p>schimmel</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: kleine op de kin</p>
</li>
</ul>
<p>(05/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: rode op de neus, groene vlekjes, schimmel</p>
</li>
<li>
<p>schimmel</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: kleine op de kin</p>
</li>
</ul>
<p>(05/09/2001)</p>
",Nederlands,condition/examination description
e5208552-da9d-5f6c-bee8-f3b1e12746f2,tg:lhsc:950_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte en grijze</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(10/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte en grijze</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(10/09/2001)</p>
",Nederlands,condition/examination description
623afd57-5143-5655-a360-5039f39e3b7b,tg:lhsc:838_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: rechterzijde Maria's gezicht, druiper</p>
</li>
<li>
<p>bevestiging op de sokkel met roestende doken ( onderkant)</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>opp.vuil</li>
</ul>
<p>(29/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: rechterzijde Maria's gezicht, druiper</p>
</li>
<li>
<p>bevestiging op de sokkel met roestende doken ( onderkant)</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>opp.vuil</li>
</ul>
<p>(29/08/2001)</p>
",Nederlands,condition/examination description
4abb3b84-4ce8-57c0-89be-fbf813c2198c,tg:lhsc:1152_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: rechterzijkant, linkerhoek</p>
</li>
</ul>
<p>(30/08/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: rechterzijkant, linkerhoek</p>
</li>
</ul>
<p>(30/08/2001)</p>
",Nederlands,condition/examination description
5c4b94f0-145d-5ba5-a6d4-df83a0e80c1a,tg:lhsc:53_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: groene verf, gipsvlekken op het gezicht en langs achter</p>
</li>
<li>
<p>lacunes: schram op de neus, linkershouder</p>
</li>
</ul>
<p>(30/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: groene verf, gipsvlekken op het gezicht en langs achter</p>
</li>
<li>
<p>lacunes: schram op de neus, linkershouder</p>
</li>
</ul>
<p>(30/08/2001)</p>
",Nederlands,condition/examination description
c165ec28-a437-5599-baf1-6f7c016029b2,tg:lhsc:1142_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: onderste raand</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: ..., randen</p>
</li>
</ul>
<p>(11/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: onderste raand</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: ..., randen</p>
</li>
</ul>
<p>(11/09/2001)</p>
",Nederlands,condition/examination description
e0174c07-63e1-5b41-bab5-cdaa12539892,tg:lhsc:700_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: zwarte vingerafdrukken, veel kleine lichtbruine schimmel</p>
</li>
<li>
<p>schimmel</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: links naast de signatuur, zeer kleine lacune<br />
op rechterdeel v.d.kraag</p>
</li>
</ul>
<p>(21/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: zwarte vingerafdrukken, veel kleine lichtbruine schimmel</p>
</li>
<li>
<p>schimmel</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: links naast de signatuur, zeer kleine lacune<br />
op rechterdeel v.d.kraag</p>
</li>
</ul>
<p>(21/08/2001)</p>
",Nederlands,condition/examination description
