ResourceID,brocade.id,card,order,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type
5c05dc28-3f90-51ed-9553-7ae652309d48,tg:lhob:306,AA,0,Letterenhuis,tg:lhob:306,record identifiers,https://data.letterenhuis.be/ark:/24970/5c05dc28-3f90-51ed-9553-7ae652309d48,object identifier,Voorwerpen
cc7f678f-83c3-5387-a060-74aa9df5278f,tg:lhob:543,AA,0,Letterenhuis,tg:lhob:543,record identifiers,https://data.letterenhuis.be/ark:/24970/cc7f678f-83c3-5387-a060-74aa9df5278f,object identifier,Voorwerpen
b5714f50-9ce1-55a7-a857-8d0d261f8701,tg:lhob:553,AA,0,Letterenhuis,tg:lhob:553,record identifiers,https://data.letterenhuis.be/ark:/24970/b5714f50-9ce1-55a7-a857-8d0d261f8701,object identifier,Voorwerpen
fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,tg:lhob:625,AA,0,Letterenhuis,tg:lhob:625,record identifiers,https://data.letterenhuis.be/ark:/24970/fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,object identifier,Voorwerpen
b930c16b-6ae2-589e-9758-ea4f65f962cf,tg:lhob:635,AA,0,Letterenhuis,tg:lhob:635,record identifiers,https://data.letterenhuis.be/ark:/24970/b930c16b-6ae2-589e-9758-ea4f65f962cf,object identifier,Voorwerpen
444b421f-dd8b-5951-b2b0-97238442630c,tg:lhob:108,AA,0,Letterenhuis,tg:lhob:108,record identifiers,https://data.letterenhuis.be/ark:/24970/444b421f-dd8b-5951-b2b0-97238442630c,object identifier,Voorwerpen
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,AA,0,Letterenhuis,tg:lhob:118,record identifiers,https://data.letterenhuis.be/ark:/24970/4733eafd-05ba-5af5-a904-4e28c8aada36,object identifier,Voorwerpen
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,tg:lhob:482,AA,0,Letterenhuis,tg:lhob:482,record identifiers,https://data.letterenhuis.be/ark:/24970/f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,object identifier,Voorwerpen
648d423d-a033-58f4-9751-fe50eea40467,tg:lhob:53,AA,0,Letterenhuis,tg:lhob:53,record identifiers,https://data.letterenhuis.be/ark:/24970/648d423d-a033-58f4-9751-fe50eea40467,object identifier,Voorwerpen
9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,tg:lhob:492,AA,0,Letterenhuis,tg:lhob:492,record identifiers,https://data.letterenhuis.be/ark:/24970/9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,object identifier,Voorwerpen
776e4d65-235d-576e-bcc6-0ca8f3645e5d,tg:lhob:43,AA,0,Letterenhuis,tg:lhob:43,record identifiers,https://data.letterenhuis.be/ark:/24970/776e4d65-235d-576e-bcc6-0ca8f3645e5d,object identifier,Voorwerpen
1f68222a-eb92-5fad-92d0-f3e3dd78933f,tg:lhob:233,AA,0,Letterenhuis,tg:lhob:233,record identifiers,https://data.letterenhuis.be/ark:/24970/1f68222a-eb92-5fad-92d0-f3e3dd78933f,object identifier,Voorwerpen
9684c488-8ba9-5dfa-b7ce-c9edf15c17b4,tg:lhob:223,AA,0,Letterenhuis,tg:lhob:223,record identifiers,https://data.letterenhuis.be/ark:/24970/9684c488-8ba9-5dfa-b7ce-c9edf15c17b4,object identifier,Voorwerpen
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,AA,0,Letterenhuis,tg:lhob:155,record identifiers,https://data.letterenhuis.be/ark:/24970/1f089839-3c74-55ac-b3ad-93c3ffa960a7,object identifier,Voorwerpen
2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,tg:lhob:145,AA,0,Letterenhuis,tg:lhob:145,record identifiers,https://data.letterenhuis.be/ark:/24970/2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,object identifier,Voorwerpen
e23288ee-aaa0-55b6-a9dc-96ef68bc2b6d,tg:lhob:700,AA,0,Letterenhuis,tg:lhob:700,record identifiers,https://data.letterenhuis.be/ark:/24970/e23288ee-aaa0-55b6-a9dc-96ef68bc2b6d,object identifier,Voorwerpen
2d091452-13b0-5e58-90f3-c31f3c4689d3,tg:lhob:678,AA,0,Letterenhuis,tg:lhob:678,record identifiers,https://data.letterenhuis.be/ark:/24970/2d091452-13b0-5e58-90f3-c31f3c4689d3,object identifier,Voorwerpen
a0f21350-691e-542a-9522-1c1d462895f2,tg:lhob:668,AA,0,Letterenhuis,tg:lhob:668,record identifiers,https://data.letterenhuis.be/ark:/24970/a0f21350-691e-542a-9522-1c1d462895f2,object identifier,Voorwerpen
291bdcfd-38bc-5985-907e-f3c68894857a,tg:lhob:390,AA,0,Letterenhuis,tg:lhob:390,record identifiers,https://data.letterenhuis.be/ark:/24970/291bdcfd-38bc-5985-907e-f3c68894857a,object identifier,Voorwerpen
2c34ea20-351b-5681-8156-6799501d4711,tg:lhob:380,AA,0,Letterenhuis,tg:lhob:380,record identifiers,https://data.letterenhuis.be/ark:/24970/2c34ea20-351b-5681-8156-6799501d4711,object identifier,Voorwerpen
ca5d2723-43a7-58c5-8ec0-c8fd952e3ddc,tg:lhob:772,AA,0,Letterenhuis,tg:lhob:772,record identifiers,https://data.letterenhuis.be/ark:/24970/ca5d2723-43a7-58c5-8ec0-c8fd952e3ddc,object identifier,Voorwerpen
162e1cb7-0d06-5988-bef3-a990f9024164,tg:lhob:137,AA,0,Letterenhuis,tg:lhob:137,record identifiers,https://data.letterenhuis.be/ark:/24970/162e1cb7-0d06-5988-bef3-a990f9024164,object identifier,Voorwerpen
59c4ca31-6cdb-5c75-8fae-ae424eadb004,tg:lhob:127,AA,0,Letterenhuis,tg:lhob:127,record identifiers,https://data.letterenhuis.be/ark:/24970/59c4ca31-6cdb-5c75-8fae-ae424eadb004,object identifier,Voorwerpen
5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,tg:lhob:329,AA,0,Letterenhuis,tg:lhob:329,record identifiers,https://data.letterenhuis.be/ark:/24970/5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,object identifier,Voorwerpen
63da0311-405d-55da-9844-690abd29fb62,tg:lhob:339,AA,0,Letterenhuis,tg:lhob:339,record identifiers,https://data.letterenhuis.be/ark:/24970/63da0311-405d-55da-9844-690abd29fb62,object identifier,Voorwerpen
bf22732e-9980-5ef8-8bbc-2084af072577,tg:lhob:404,AA,0,Letterenhuis,tg:lhob:404,record identifiers,https://data.letterenhuis.be/ark:/24970/bf22732e-9980-5ef8-8bbc-2084af072577,object identifier,Voorwerpen
5ed045c7-9197-587a-8b83-a9fc7c64bf51,tg:lhob:414,AA,0,Letterenhuis,tg:lhob:414,record identifiers,https://data.letterenhuis.be/ark:/24970/5ed045c7-9197-587a-8b83-a9fc7c64bf51,object identifier,Voorwerpen
b98b7ed0-5f42-5ce0-ad47-dde46cb63509,tg:lhob:277,AA,0,Letterenhuis,tg:lhob:277,record identifiers,https://data.letterenhuis.be/ark:/24970/b98b7ed0-5f42-5ce0-ad47-dde46cb63509,object identifier,Voorwerpen
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,AA,0,Letterenhuis,tg:lhob:267,record identifiers,https://data.letterenhuis.be/ark:/24970/8e45a706-94d5-5419-8a44-336e5610b60e,object identifier,Voorwerpen
5a0951f9-d0fe-5180-9a00-3250678a39fd,tg:lhob:422,AA,0,Letterenhuis,tg:lhob:422,record identifiers,https://data.letterenhuis.be/ark:/24970/5a0951f9-d0fe-5180-9a00-3250678a39fd,object identifier,Voorwerpen
7053f956-b38e-5665-9d1c-2f0331347ec9,tg:lhob:432,AA,0,Letterenhuis,tg:lhob:432,record identifiers,https://data.letterenhuis.be/ark:/24970/7053f956-b38e-5665-9d1c-2f0331347ec9,object identifier,Voorwerpen
7b1e513d-d465-55b2-8a0a-3e494d9303d5,tg:lhob:754,AA,0,Letterenhuis,tg:lhob:754,record identifiers,https://data.letterenhuis.be/ark:/24970/7b1e513d-d465-55b2-8a0a-3e494d9303d5,object identifier,Voorwerpen
21003aa0-627f-5371-9da3-4d8a050ac4cc,tg:lhob:111,AA,0,Letterenhuis,tg:lhob:111,record identifiers,https://data.letterenhuis.be/ark:/24970/21003aa0-627f-5371-9da3-4d8a050ac4cc,object identifier,Voorwerpen
bf302503-a541-5fed-a50f-7123481b1627,tg:lhob:101,AA,0,Letterenhuis,tg:lhob:101,record identifiers,https://data.letterenhuis.be/ark:/24970/bf302503-a541-5fed-a50f-7123481b1627,object identifier,Voorwerpen
fb9d9f79-ed4c-5519-884d-64df2978ea25,tg:lhob:685,AA,0,Letterenhuis,tg:lhob:685,record identifiers,https://data.letterenhuis.be/ark:/24970/fb9d9f79-ed4c-5519-884d-64df2978ea25,object identifier,Voorwerpen
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,AA,0,Letterenhuis,tg:lhob:695,record identifiers,https://data.letterenhuis.be/ark:/24970/06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,object identifier,Voorwerpen
6001aad0-7445-51cf-b8b9-c4f37b450c5d,tg:lhob:28,AA,0,Letterenhuis,tg:lhob:28,record identifiers,https://data.letterenhuis.be/ark:/24970/6001aad0-7445-51cf-b8b9-c4f37b450c5d,object identifier,Voorwerpen
e9753d32-e3ff-5167-946b-874a15c41a1f,tg:lhob:581,AA,0,Letterenhuis,tg:lhob:581,record identifiers,https://data.letterenhuis.be/ark:/24970/e9753d32-e3ff-5167-946b-874a15c41a1f,object identifier,Voorwerpen
d7bb3ac7-a800-5e75-966b-4303219d8fca,tg:lhob:591,AA,0,Letterenhuis,tg:lhob:591,record identifiers,https://data.letterenhuis.be/ark:/24970/d7bb3ac7-a800-5e75-966b-4303219d8fca,object identifier,Voorwerpen
fd68364e-cf0a-5c30-b2c2-e8aaad5cd5e7,tg:lhob:173,AA,0,Letterenhuis,tg:lhob:173,record identifiers,https://data.letterenhuis.be/ark:/24970/fd68364e-cf0a-5c30-b2c2-e8aaad5cd5e7,object identifier,Voorwerpen
4eec1b20-1ac5-57c6-a991-8484d9324186,tg:lhob:163,AA,0,Letterenhuis,tg:lhob:163,record identifiers,https://data.letterenhuis.be/ark:/24970/4eec1b20-1ac5-57c6-a991-8484d9324186,object identifier,Voorwerpen
b5ce8c66-d44e-51aa-884d-973ac92f34f8,tg:lhob:726,AA,0,Letterenhuis,tg:lhob:726,record identifiers,https://data.letterenhuis.be/ark:/24970/b5ce8c66-d44e-51aa-884d-973ac92f34f8,object identifier,Voorwerpen
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,AA,0,Letterenhuis,tg:lhob:440,record identifiers,https://data.letterenhuis.be/ark:/24970/07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,object identifier,Voorwerpen
093d97c0-73c8-5166-88f3-4a31f6ac5637,tg:lhob:538,AA,0,Letterenhuis,tg:lhob:538,record identifiers,https://data.letterenhuis.be/ark:/24970/093d97c0-73c8-5166-88f3-4a31f6ac5637,object identifier,Voorwerpen
51bcdd84-ad82-5039-b142-824707838573,tg:lhob:91,AA,0,Letterenhuis,tg:lhob:91,record identifiers,https://data.letterenhuis.be/ark:/24970/51bcdd84-ad82-5039-b142-824707838573,object identifier,Voorwerpen
d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,tg:lhob:528,AA,0,Letterenhuis,tg:lhob:528,record identifiers,https://data.letterenhuis.be/ark:/24970/d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,object identifier,Voorwerpen
57c2f6c9-b609-5804-beda-d4d58e5ac27c,tg:lhob:215,AA,0,Letterenhuis,tg:lhob:215,record identifiers,https://data.letterenhuis.be/ark:/24970/57c2f6c9-b609-5804-beda-d4d58e5ac27c,object identifier,Voorwerpen
da2ce92f-069f-511f-a473-a18f23d0f318,tg:lhob:205,AA,0,Letterenhuis,tg:lhob:205,record identifiers,https://data.letterenhuis.be/ark:/24970/da2ce92f-069f-511f-a473-a18f23d0f318,object identifier,Voorwerpen
6d861e9f-2463-5419-bebe-20cb1bd83805,tg:lhob:389,AA,0,Letterenhuis,tg:lhob:389,record identifiers,https://data.letterenhuis.be/ark:/24970/6d861e9f-2463-5419-bebe-20cb1bd83805,object identifier,Voorwerpen
c9e75669-7a8f-5315-b1fe-fb962296747a,tg:lhob:399,AA,0,Letterenhuis,tg:lhob:399,record identifiers,https://data.letterenhuis.be/ark:/24970/c9e75669-7a8f-5315-b1fe-fb962296747a,object identifier,Voorwerpen
3dbbdc18-0865-5d77-9efa-fab4fb0f369d,tg:lhob:75,AA,0,Letterenhuis,tg:lhob:75,record identifiers,https://data.letterenhuis.be/ark:/24970/3dbbdc18-0865-5d77-9efa-fab4fb0f369d,object identifier,Voorwerpen
9b7353fd-82c9-510e-9e2f-56bb58d88ad9,tg:lhob:197,AA,0,Letterenhuis,tg:lhob:197,record identifiers,https://data.letterenhuis.be/ark:/24970/9b7353fd-82c9-510e-9e2f-56bb58d88ad9,object identifier,Voorwerpen
1c70cb59-17bd-520b-ab0e-5aee93e5e48a,tg:lhob:603,AA,0,Letterenhuis,tg:lhob:603,record identifiers,https://data.letterenhuis.be/ark:/24970/1c70cb59-17bd-520b-ab0e-5aee93e5e48a,object identifier,Voorwerpen
a4eaf841-6cd4-58a4-91cf-cea23a2fdc39,tg:lhob:613,AA,0,Letterenhuis,tg:lhob:613,record identifiers,https://data.letterenhuis.be/ark:/24970/a4eaf841-6cd4-58a4-91cf-cea23a2fdc39,object identifier,Voorwerpen
e229b2a0-434b-5070-88a5-e22a548c9c95,tg:lhob:248,AA,0,Letterenhuis,tg:lhob:248,record identifiers,https://data.letterenhuis.be/ark:/24970/e229b2a0-434b-5070-88a5-e22a548c9c95,object identifier,Voorwerpen
c571dfb3-77ca-5912-b84c-bd60bed483d8,tg:lhob:330,AA,0,Letterenhuis,tg:lhob:330,record identifiers,https://data.letterenhuis.be/ark:/24970/c571dfb3-77ca-5912-b84c-bd60bed483d8,object identifier,Voorwerpen
dcdb4665-fc35-54fd-891c-8264c382dc77,tg:lhob:258,AA,0,Letterenhuis,tg:lhob:258,record identifiers,https://data.letterenhuis.be/ark:/24970/dcdb4665-fc35-54fd-891c-8264c382dc77,object identifier,Voorwerpen
f7d42bd8-5818-586b-902a-1ef13168691d,tg:lhob:320,AA,0,Letterenhuis,tg:lhob:320,record identifiers,https://data.letterenhuis.be/ark:/24970/f7d42bd8-5818-586b-902a-1ef13168691d,object identifier,Voorwerpen
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,AA,0,Letterenhuis,tg:lhob:565,record identifiers,https://data.letterenhuis.be/ark:/24970/68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,object identifier,Voorwerpen
b5e5a4a3-05db-5384-a64f-0865630d2f32,tg:lhob:575,AA,0,Letterenhuis,tg:lhob:575,record identifiers,https://data.letterenhuis.be/ark:/24970/b5e5a4a3-05db-5384-a64f-0865630d2f32,object identifier,Voorwerpen
cf8d332e-0a5d-549f-b5b1-0cc78da2487d,tg:lhob:507,AA,0,Letterenhuis,tg:lhob:507,record identifiers,https://data.letterenhuis.be/ark:/24970/cf8d332e-0a5d-549f-b5b1-0cc78da2487d,object identifier,Voorwerpen
67a2d57d-38ad-5c12-857c-f1fa93080862,tg:lhob:517,AA,0,Letterenhuis,tg:lhob:517,record identifiers,https://data.letterenhuis.be/ark:/24970/67a2d57d-38ad-5c12-857c-f1fa93080862,object identifier,Voorwerpen
9570aca6-17c6-5cac-9408-e5aaf6637804,tg:lhob:352,AA,0,Letterenhuis,tg:lhob:352,record identifiers,https://data.letterenhuis.be/ark:/24970/9570aca6-17c6-5cac-9408-e5aaf6637804,object identifier,Voorwerpen
f360c194-bbed-5833-85d8-17a7a822e6f9,tg:lhob:342,AA,0,Letterenhuis,tg:lhob:342,record identifiers,https://data.letterenhuis.be/ark:/24970/f360c194-bbed-5833-85d8-17a7a822e6f9,object identifier,Voorwerpen
3f6babf2-cc05-501a-be7f-d9ef1934ed2f,tg:lhob:719,AA,0,Letterenhuis,tg:lhob:719,record identifiers,https://data.letterenhuis.be/ark:/24970/3f6babf2-cc05-501a-be7f-d9ef1934ed2f,object identifier,Voorwerpen
3beb2575-8065-551e-8612-06b0c5e9c57f,tg:lhob:661,AA,0,Letterenhuis,tg:lhob:661,record identifiers,https://data.letterenhuis.be/ark:/24970/3beb2575-8065-551e-8612-06b0c5e9c57f,object identifier,Voorwerpen
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,AA,0,Letterenhuis,tg:lhob:709,record identifiers,https://data.letterenhuis.be/ark:/24970/52ee1d6d-2804-50d3-bfd3-61042162ed3c,object identifier,Voorwerpen
345f2c6a-9e96-5fa8-b0a2-69dd060061ba,tg:lhob:671,AA,0,Letterenhuis,tg:lhob:671,record identifiers,https://data.letterenhuis.be/ark:/24970/345f2c6a-9e96-5fa8-b0a2-69dd060061ba,object identifier,Voorwerpen
4b8cd6b0-c23e-5773-b628-5627132fa167,tg:lhob:293,AA,0,Letterenhuis,tg:lhob:293,record identifiers,https://data.letterenhuis.be/ark:/24970/4b8cd6b0-c23e-5773-b628-5627132fa167,object identifier,Voorwerpen
c644b3f1-3028-5120-b346-3acade491b77,tg:lhob:283,AA,0,Letterenhuis,tg:lhob:283,record identifiers,https://data.letterenhuis.be/ark:/24970/c644b3f1-3028-5120-b346-3acade491b77,object identifier,Voorwerpen
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,AA,0,Letterenhuis,tg:lhob:694,record identifiers,https://data.letterenhuis.be/ark:/24970/8385be39-85a8-5fba-9c5f-f5e84fa863dd,object identifier,Voorwerpen
7467b8ba-a37b-5e66-8982-b4f4f241880c,tg:lhob:684,AA,0,Letterenhuis,tg:lhob:684,record identifiers,https://data.letterenhuis.be/ark:/24970/7467b8ba-a37b-5e66-8982-b4f4f241880c,object identifier,Voorwerpen
b920250f-639d-5a4c-983d-5dd5673e9b3b,tg:lhob:433,AA,0,Letterenhuis,tg:lhob:433,record identifiers,https://data.letterenhuis.be/ark:/24970/b920250f-639d-5a4c-983d-5dd5673e9b3b,object identifier,Voorwerpen
bb607fe9-f2be-5b22-bb2c-dfcf76062157,tg:lhob:423,AA,0,Letterenhuis,tg:lhob:423,record identifiers,https://data.letterenhuis.be/ark:/24970/bb607fe9-f2be-5b22-bb2c-dfcf76062157,object identifier,Voorwerpen
50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,tg:lhob:266,AA,0,Letterenhuis,tg:lhob:266,record identifiers,https://data.letterenhuis.be/ark:/24970/50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,object identifier,Voorwerpen
9ca98929-13cf-5371-bd45-831394bbf1a5,tg:lhob:276,AA,0,Letterenhuis,tg:lhob:276,record identifiers,https://data.letterenhuis.be/ark:/24970/9ca98929-13cf-5371-bd45-831394bbf1a5,object identifier,Voorwerpen
cefe38fd-5fbd-5420-b527-4de2666f31a1,tg:lhob:100,AA,0,Letterenhuis,tg:lhob:100,record identifiers,https://data.letterenhuis.be/ark:/24970/cefe38fd-5fbd-5420-b527-4de2666f31a1,object identifier,Voorwerpen
5f557926-25a7-52a1-b283-2494e25a258f,tg:lhob:110,AA,0,Letterenhuis,tg:lhob:110,record identifiers,https://data.letterenhuis.be/ark:/24970/5f557926-25a7-52a1-b283-2494e25a258f,object identifier,Voorwerpen
e0a6e738-f6cc-572e-8f59-d06306db308f,tg:lhob:755,AA,0,Letterenhuis,tg:lhob:755,record identifiers,https://data.letterenhuis.be/ark:/24970/e0a6e738-f6cc-572e-8f59-d06306db308f,object identifier,Voorwerpen
952bcc33-f731-577a-a040-d6d6e8c30fc0,tg:lhob:162,AA,0,Letterenhuis,tg:lhob:162,record identifiers,https://data.letterenhuis.be/ark:/24970/952bcc33-f731-577a-a040-d6d6e8c30fc0,object identifier,Voorwerpen
5a247f0e-1926-5765-89f1-0e201cd7405a,tg:lhob:172,AA,0,Letterenhuis,tg:lhob:172,record identifiers,https://data.letterenhuis.be/ark:/24970/5a247f0e-1926-5765-89f1-0e201cd7405a,object identifier,Voorwerpen
86f82254-f067-5e4b-a720-677f9d4f3025,tg:lhob:204,AA,0,Letterenhuis,tg:lhob:204,record identifiers,https://data.letterenhuis.be/ark:/24970/86f82254-f067-5e4b-a720-677f9d4f3025,object identifier,Voorwerpen
21ef8231-2324-53e8-92df-a86af468c875,tg:lhob:214,AA,0,Letterenhuis,tg:lhob:214,record identifiers,https://data.letterenhuis.be/ark:/24970/21ef8231-2324-53e8-92df-a86af468c875,object identifier,Voorwerpen
a995fca2-6221-50f3-b5db-05b04f0302b2,tg:lhob:80,AA,0,Letterenhuis,tg:lhob:80,record identifiers,https://data.letterenhuis.be/ark:/24970/a995fca2-6221-50f3-b5db-05b04f0302b2,object identifier,Voorwerpen
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,AA,0,Letterenhuis,tg:lhob:529,record identifiers,https://data.letterenhuis.be/ark:/24970/04771dcb-2029-567a-a786-c76208457897,object identifier,Voorwerpen
ed47729f-953f-5003-8a8c-db16fd9cf838,tg:lhob:451,AA,0,Letterenhuis,tg:lhob:451,record identifiers,https://data.letterenhuis.be/ark:/24970/ed47729f-953f-5003-8a8c-db16fd9cf838,object identifier,Voorwerpen
b35f86ff-e86c-5683-b130-68bbeec0678a,tg:lhob:539,AA,0,Letterenhuis,tg:lhob:539,record identifiers,https://data.letterenhuis.be/ark:/24970/b35f86ff-e86c-5683-b130-68bbeec0678a,object identifier,Voorwerpen
5a485315-b659-5ec1-8de9-d47d28d87bb1,tg:lhob:90,AA,0,Letterenhuis,tg:lhob:90,record identifiers,https://data.letterenhuis.be/ark:/24970/5a485315-b659-5ec1-8de9-d47d28d87bb1,object identifier,Voorwerpen
8e3b6e00-2a8c-5128-8fb0-f42e519e1290,tg:lhob:441,AA,0,Letterenhuis,tg:lhob:441,record identifiers,https://data.letterenhuis.be/ark:/24970/8e3b6e00-2a8c-5128-8fb0-f42e519e1290,object identifier,Voorwerpen
ea048364-6101-5492-bef4-6573a816a250,tg:lhob:590,AA,0,Letterenhuis,tg:lhob:590,record identifiers,https://data.letterenhuis.be/ark:/24970/ea048364-6101-5492-bef4-6573a816a250,object identifier,Voorwerpen
0abbb864-a72f-5827-bc94-3da0b5ff30af,tg:lhob:29,AA,0,Letterenhuis,tg:lhob:29,record identifiers,https://data.letterenhuis.be/ark:/24970/0abbb864-a72f-5827-bc94-3da0b5ff30af,object identifier,Voorwerpen
e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,tg:lhob:580,AA,0,Letterenhuis,tg:lhob:580,record identifiers,https://data.letterenhuis.be/ark:/24970/e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,object identifier,Voorwerpen
e0a684be-4e70-5d03-9269-74d27cda3588,tg:lhob:612,AA,0,Letterenhuis,tg:lhob:612,record identifiers,https://data.letterenhuis.be/ark:/24970/e0a684be-4e70-5d03-9269-74d27cda3588,object identifier,Voorwerpen
e77c188c-c9cb-50b0-9f38-63405daf1047,tg:lhob:602,AA,0,Letterenhuis,tg:lhob:602,record identifiers,https://data.letterenhuis.be/ark:/24970/e77c188c-c9cb-50b0-9f38-63405daf1047,object identifier,Voorwerpen
0c459f16-b40b-5759-b2b3-fd609254b37d,tg:lhob:574,AA,0,Letterenhuis,tg:lhob:574,record identifiers,https://data.letterenhuis.be/ark:/24970/0c459f16-b40b-5759-b2b3-fd609254b37d,object identifier,Voorwerpen
5b7bbf90-249a-50cd-b832-34789cc9fe4f,tg:lhob:564,AA,0,Letterenhuis,tg:lhob:564,record identifiers,https://data.letterenhuis.be/ark:/24970/5b7bbf90-249a-50cd-b832-34789cc9fe4f,object identifier,Voorwerpen
