ResourceID,brocade.id,card,order,Mark Note,Mark Type,Mark Language
e26aafb7-29af-5960-a8d6-d11fd75d8f9c,tg:lhob:574_#1,e22_Marks,2,"<p>C.F. CARLMAN</p>
",inscriptions,Nederlands
f2271283-93d4-535e-877b-ca446b3f28a9,tg:lhob:506_#1,e22_Marks,1,"<p>Tekst op de plaat :<br />
<em>wit is het iksein van zwaan<br />
en het uitgaand der dingen<br />
wil hij zijn vleugels zengen<br />
schoon is amper raken aan</em></p>
",inscriptions,Nederlands
f2271283-93d4-535e-877b-ca446b3f28a9,tg:lhob:506_#1,e22_Marks,2,"<p>Links onderaan handtekening kunstenaar (onleesbaar)</p>
",inscriptions,Nederlands
6616a583-a61f-5ab6-9307-c49649fcb9d9,tg:lhob:660_#1,e22_Marks,2,"<p>J. STIENON.</p>
",inscriptions,Nederlands
119bb626-ce52-524c-b1fe-9c66d8f77d17,tg:lhob:646_#1,e22_Marks,2,"<p>F. BAETES. FEC.</p>
",inscriptions,Nederlands
cf307c43-0796-5c4c-8796-6c632c21ed36,tg:lhob:530_#1,e22_Marks,2,"<p>VERLEE LUC 84</p>
",inscriptions,Nederlands
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_Marks,2,"<p>LE / PLAE INC.</p>
",inscriptions,Nederlands
4acbc03c-d063-5d6f-a8f8-d5b626262ba9,tg:lhob:552_#1,e22_Marks,2,"<p>E.TRAMAUX.</p>
",inscriptions,Nederlands
7ae60da8-90c0-50c6-9d62-c7b32a828362,tg:lhob:634_#1,e22_Marks,2,"<p>MAUQUOY.</p>
",inscriptions,Nederlands
0638a390-f96c-548d-8aea-9a53aabe97c7,tg:lhob:669_#1,e22_Marks,2,"<p>Heremans, J. &amp; F.</p>
",inscriptions,Nederlands
74a1ffe3-a669-5dfe-a28d-e4048506d2cd,tg:lhob:701_#1,e22_Marks,2,"<p>Op blikken doosje: F. Baetes / Graveur / Anvers</p>
",inscriptions,Nederlands
d9db4c3c-2748-5bfd-b0a6-ce9e08e6593d,tg:lhob:559_#1,e22_Marks,2,"<p>JOSUË DUPON</p>
",inscriptions,Nederlands
2acccc59-0c89-5565-b1a7-2d4f98e24e84,tg:lhob:576_#1,e22_Marks,2,"<p>EM. POETOU. Op de rand: FONSON.</p>
",inscriptions,Nederlands
05233652-a044-573e-9b17-f61fbc7de1fd,tg:lhob:600_#1,e22_Marks,2,"<p>POETOU &amp; FONSON</p>
",inscriptions,Nederlands
35209b97-fbdf-591a-b241-1b89a8dea88b,tg:lhob:610_#1,e22_Marks,2,"<p>VINÇOTTE SC. &amp; WOLFERS FT.</p>
",inscriptions,Nederlands
4e5e68b4-c94e-5590-934d-4243275ec621,tg:lhob:626_#1,e22_Marks,2,"<p>ALF. MAUQUOY</p>
",inscriptions,Nederlands
be5c260b-454e-595f-b680-cbb859044dc9,tg:lhob:540_#1,e22_Marks,2,"<p>H. DROPSY</p>
",inscriptions,Nederlands
5921e5aa-c214-5f6e-88ff-32d7bd3bcc19,tg:lhob:532_#1,e22_Marks,2,"<p>M. VERMEIREN</p>
",inscriptions,Nederlands
d42a235e-4121-56ac-afbc-2373d35e11e6,tg:lhob:644_#1,e22_Marks,2,"<p>F. BAETES. FEC.</p>
",inscriptions,Nederlands
4f0bed81-17c1-5368-87e7-6ddd1adb0772,tg:lhob:761_#1,e22_Marks,1,"<p>Op achterzijde: <em>Julia Braendle / XI61</em>.</p>
",inscriptions,Nederlands
439d6b1e-9013-564d-a7cd-f3f0e63689c9,tg:lhob:609_#1,e22_Marks,2,"<p>LOVIS BOTÉE.</p>
",inscriptions,Nederlands
cc961630-404c-5bb6-8547-59fbb8e13109,tg:lhob:637_#1,e22_Marks,2,"<p>E VD LINDEN VR.</p>
",inscriptions,Nederlands
04df2b66-08a2-5289-9e11-fda3732a73bf,tg:lhob:551_#1,e22_Marks,2,"<p>J.P EMONDS-ALT.</p>
",inscriptions,Nederlands
cc401871-a39a-55f1-a4d2-101884aad18d,tg:lhob:541_#1,e22_Marks,2,"<p>LEOP. WIENER.</p>
",inscriptions,Nederlands
c73c22c2-2875-5756-9795-7b2aaf5fcf4f,tg:lhob:533_#1,e22_Marks,2,"<p>CANALE</p>
",inscriptions,Nederlands
93db8ba9-2c84-58db-b8b5-d1c2914f47f8,tg:lhob:645_#1,e22_Marks,2,"<p>ED. GRIELENS.</p>
",inscriptions,Nederlands
926d3968-1271-5a68-b264-aa2821f447a8,tg:lhob:608_#1,e22_Marks,2,"<p>A. RIVET.</p>
",inscriptions,Nederlands
2ba4c331-8f24-5a01-bcc9-0ab46cb8fcb1,tg:lhob:756_#1,e22_Marks,1,"<p>Op sokkel: <em>cultuurprijs 1998 heist-op-den-berg</em>.</p>
",inscriptions,Nederlands
c14ab0bc-f7d7-5dd5-875c-993ac428f525,tg:lhob:611_#1,e22_Marks,2,"<p>JOSUË DUPON</p>
",inscriptions,Nederlands
6e67467c-f659-58f0-b884-6838029b1b4c,tg:lhob:601_#1,e22_Marks,2,"<p>Mazy, M. / Mauquoy.</p>
",inscriptions,Nederlands
1dd0b4a7-7704-5ff3-9329-c43993a3d9c0,tg:lhob:676_#1,e22_Marks,2,"<p>Willekens, I.</p>
",inscriptions,Nederlands
5dadde53-d4a5-5fe8-babf-52539e65bdf5,tg:lhob:614_#1,e22_Marks,2,"<p>E. ARNAU &amp; RODRIGUEZ.</p>
",inscriptions,Nederlands
70d47824-5b6e-5554-a0cf-2f5f05f8a425,tg:lhob:572_#1,e22_Marks,2,"<p>JOUVENEL</p>
",inscriptions,Nederlands
ee0dcf03-74c3-5ca0-81b6-927f9994850e,tg:lhob:659_#1,e22_Marks,2,"<p>J. STIENON.</p>
",inscriptions,Nederlands
a858ae75-e38f-595b-a011-00bb2a6c3980,tg:lhob:649_#1,e22_Marks,2,"<p>BAETES.</p>
",inscriptions,Nederlands
1e176e46-5a25-5894-ac76-170ab229bafa,tg:lhob:753_#1,e22_Marks,1,"<p>Op sokkel gegraveerd opschrift: <em>Championnat National de Dactylographie, Challenge Mme De Baerdemacker</em>.</p>
",inscriptions,Nederlands
6109ef17-475c-538f-9c09-7415b981e1af,tg:lhob:682_#1,e22_Marks,2,"<p>Cravanzola</p>
",inscriptions,Nederlands
4aa84851-4237-5ffd-ad84-dd9794a84c06,tg:lhob:632_#1,e22_Marks,2,"<p>ARTHUR DUPONT</p>
",inscriptions,Nederlands
bfbb51e1-be22-5c5b-bb8c-a7fe08abade0,tg:lhob:650_#1,e22_Marks,2,"<p>BAETES.</p>
",inscriptions,Nederlands
26967a4e-5e68-5c2b-986b-6a831d507e41,tg:lhob:526_#1,e22_Marks,2,"<p>AB</p>
",inscriptions,Nederlands
0f48dc28-a7fe-53c4-b59f-fc5367cb2c19,tg:lhob:508_#1,e22_Marks,2,"<p><em>Ex Libris / trouw / doort / leven / Vogelina Dille-Lobe</em></p>
",inscriptions,Nederlands
7a4fe41f-badf-5495-8c02-0d215c1bf645,tg:lhob:518_#1,e22_Marks,1,"<p>Fisch J.</p>
",inscriptions,Nederlands
299c28ea-ca99-5bf7-98ef-513469f82a01,tg:lhob:651_#1,e22_Marks,2,"<p>BAETES.</p>
",inscriptions,Nederlands
6e2045af-5c53-5338-a666-379e70ed605c,tg:lhob:641_#1,e22_Marks,2,"<p>MAUQUOY.</p>
",inscriptions,Nederlands
ef3a96e0-44b6-5fa7-bd4f-4b8573c44cbe,tg:lhob:537_#1,e22_Marks,2,"<p>BAETES FEC.</p>
",inscriptions,Nederlands
76411676-210c-50c8-8755-516a9572740b,tg:lhob:527_#1,e22_Marks,2,"<p>GALTIÉ</p>
",inscriptions,Nederlands
10b90ff0-b5da-5bad-bd81-54a5b975a4bd,tg:lhob:511_#1,e22_Marks,2,"<p>Op de ex libris: <em>Vogelina Lobe</em>.</p>
",inscriptions,Nederlands
d6ec63c8-5d70-501e-abf6-099521c10311,tg:lhob:677_#1,e22_Marks,2,"<p>PANHUYZEN.</p>
",inscriptions,Nederlands
30b59fcd-6607-5394-9ec3-d462b663a8e5,tg:lhob:667_#1,e22_Marks,2,"<p>Huguenin Frères&amp; C°</p>
",inscriptions,Nederlands
9e0232b1-069d-5aab-b147-478c7e60900b,tg:lhob:615_#1,e22_Marks,2,"<p>G. DEVREESE.</p>
",inscriptions,Nederlands
4fb19e6b-f560-5348-a2c9-4534415bca42,tg:lhob:605_#1,e22_Marks,2,"<p>C. MEUNIER &amp; ‘WOLFERS FRÈRES’</p>
",inscriptions,Nederlands
fa679d20-4c8a-5962-8a1f-ac33d054efc2,tg:lhob:573_#1,e22_Marks,2,"<p>M. VERMEIREN.</p>
",inscriptions,Nederlands
1b94c534-3911-5af2-ac82-930db4c2579e,tg:lhob:648_#1,e22_Marks,2,"<p>ED. GRIELENS.</p>
",inscriptions,Nederlands
11a51089-891e-5344-ac89-f0d47bbcaccd,tg:lhob:693_#1,e22_Marks,1,"<p>Inscriptie zilverbeslag: Het Komiteit / Place Verte Attractions / aan Edward Keurvels / ter herinnering / aan de uitvoering / der Rubens Cantate / van Peter Benoit en / Julius De Geyter / Antwerpen  22 Juli 1901.</p>
<p>Binnen in foedraal: P.Stockaer, Bijoutier Orfevre, 10 Vieux Marche au Ble Anvers</p>
",inscriptions,Nederlands
6fa9d9a2-ea01-552e-8891-8bb0700b72f2,tg:lhob:578_#1,e22_Marks,2,"<p>ALF. MAUQUOY</p>
",inscriptions,Nederlands
11b0e8f9-e818-5280-92f4-b00fdf3b0ce7,tg:lhob:525_#1,e22_Marks,2,"<p>Lemaire</p>
",inscriptions,Nederlands
42bab9ca-366e-5fe7-972f-e0c3c6349eeb,tg:lhob:643_#1,e22_Marks,2,"<p>ED. GRIELENS.</p>
",inscriptions,Nederlands
20a8973c-7e0d-5d8a-baa5-ceff2cd0e9ef,tg:lhob:631_#1,e22_Marks,2,"<p>F. JOCHEMS.</p>
",inscriptions,Nederlands
9fc9fc8e-94a4-515c-a5b1-e015e129460c,tg:lhob:571_#1,e22_Marks,2,"<p>BAETES</p>
",inscriptions,Nederlands
7cce7c39-5ff3-52ad-aa47-4d7ae0f87ff9,tg:lhob:607_#1,e22_Marks,2,"<p>LEOP. WIENER &amp; HART FECIT.</p>
",inscriptions,Nederlands
4bd9b958-1da8-545b-b6a5-d6ada172c75f,tg:lhob:675_#1,e22_Marks,2,"<p>Degreef P.</p>
",inscriptions,Nederlands
a46f2a07-b367-5369-8e97-c8152ea48718,tg:lhob:503_#1,e22_Marks,1,"<p>Links onderaan tekst in het glasraam :<br />
<em>De Commissie van Openbare Onderstand van Antwerpen aan haar Secretaris Roger Avermaete. 16 maart 1960</em></p>
",inscriptions,Nederlands
1d103ccf-5561-5409-9066-c9fb52aa7f1f,tg:lhob:513_#1,e22_Marks,1,"<p>Initialen F.D.</p>
",inscriptions,Nederlands
bcfe0d78-aadd-5e0c-b889-4097ef638c99,tg:lhob:691_#1,e22_Marks,2,"<p>Fisch, A.</p>
",inscriptions,Nederlands
f5e69bc6-8862-56b4-8871-68d1148dca8f,tg:lhob:638_#1,e22_Marks,2,"<p>BAETES</p>
",inscriptions,Nederlands
d48f727b-0192-5196-8e27-dbe6a834d33b,tg:lhob:560_#1,e22_Marks,2,"<p>JP</p>
",inscriptions,Nederlands
7f511ca5-e964-529d-b221-1daaa0236168,tg:lhob:616_#1,e22_Marks,2,"<p>L. DUPUIS FECIT.</p>
",inscriptions,Nederlands
ee2e5558-34eb-5ed7-be72-2123ff3d3f5c,tg:lhob:606_#1,e22_Marks,2,"<p>J.C. CHAPLAIN.</p>
",inscriptions,Nederlands
4d7b5240-41ae-5d03-979b-c35cbdbf7547,tg:lhob:674_#1,e22_Marks,2,"<p>Degreef P.</p>
",inscriptions,Nederlands
a2c563ea-bdc4-50fb-b13a-ff2b506837c0,tg:lhob:594_#1,e22_Marks,2,"<p>BOSCHMANS &amp; FIBRU</p>
",inscriptions,Nederlands
3d78b7e8-b4fb-556c-9e18-58ea1101e11e,tg:lhob:584_#1,e22_Marks,2,"<p>L. Eyckermans. &amp; het monogram LT.</p>
",inscriptions,Nederlands
849a4861-d25d-53bc-a705-54100f26651a,tg:lhob:579_#1,e22_Marks,2,"<p>ARTHUR DUPON 1968 &amp; FISCH</p>
",inscriptions,Nederlands
0bb01abb-53b8-5e72-a862-a1df665f6d12,tg:lhob:534_#1,e22_Marks,2,"<p>E. DE BREMAECKER</p>
",inscriptions,Nederlands
cb872c60-82db-544a-9a0d-c39a6f0ff328,tg:lhob:524_#1,e22_Marks,2,"<p>Le Roy, H.</p>
",inscriptions,Nederlands
f627aeba-3088-55a1-899d-0b8b9caa1b1e,tg:lhob:642_#1,e22_Marks,2,"<p>BAETES.</p>
",inscriptions,Nederlands
41af6032-a0c3-5d7c-a3e3-c461099f9464,tg:lhob:630_#1,e22_Marks,2,"<p>ALFONS MAUQUOY.</p>
",inscriptions,Nederlands
c76dabe1-e59b-53c1-92e6-2c537989f85c,tg:lhob:620_#1,e22_Marks,2,"<p>Heremans J.</p>
",inscriptions,Nederlands
44eaf119-9262-59d6-9474-60e90cba2e7e,tg:lhob:699_#1,e22_Marks,1,"<p>Opschrift in potlood deels onleesbaar: &quot;Geschenk / van Tokkie / ... / ... / uitvoering / Rubenscantate / Dierentuin.&quot;</p>
",inscriptions,Nederlands
d4d4f6fb-6670-55d0-b55a-96a39f011af6,tg:lhsc:1130_#1,e22_Marks,2,"<p>Vooraan: <em>FRANCOIS RABELAIS</em></p>
<p>Rechts: <em>Henry Dumaige scpt</em> Rechts: stempel van de gieterij: _E. GOLIN &amp; Cie<br />
/ PARIS _</p>
<p>Bovenop de sokkel: <em>Offert par le cercle / de la librairie de Paris / à<br />
m.T.L.Hassé / architect / Souvenir de l'Exposition / du livre / Anvers 1890</em></p>
",inscriptions,Nederlands
9e5ddaa5-6ba0-5b69-a0c8-74686625a803,tg:lhsc:31_#1,e22_Marks,2,"<p>Gesign. en gedat. op het rechterzijvlak van het voetstuk: <em>De Martelaere /<br />
Aimé 42</em></p>
",inscriptions,Nederlands
91b3ec10-99cf-5c3f-b160-41d50a8f609e,tg:lhsc:1120_#1,e22_Marks,2,"<p>Achteraan : <em>M.van Reeth</em></p>
",inscriptions,Nederlands
427a9127-5097-52d6-b91e-99d68e5041c2,tg:lhsc:1058_#1,e22_Marks,1,"<p>Vooraan: <em>S.Hugo / Aan d'eerwaarde Heer Verriest</em></p>
<p>Rechter zijde: <em>L C</em></p>
",inscriptions,Nederlands
c28f722c-5732-5852-9441-501835a40462,tg:lhsc:7341_#1,e22_Marks,1,"<p>Door de &quot;bomen&quot; te lezen tekst:</p>
<p>_GESCHROKKEN VLUCHT-</p>
<p>TEN DE DIEREN NAAR</p>
<p>ALLE KANTEN. DE TWEE</p>
<p>EEKHOORNTJES KLOM-</p>
<p>MEN HAASTIG IN EEN</p>
<p>BOOM EN DE KONIJNTJES</p>
<p>DOKEN HALS OVER...</p>
<p>_Achteraan in het handschrift van van Maele, met zwarte alcoholstift:</p>
<p>_Wat ziet u in het bos?</p>
<p>13/30</p>
<p>'77 m.v.m.</p>
",inscriptions,Nederlands
d4a570fc-c05f-5556-8905-fed01699ddcf,tg:lhsc:932_#1,e22_Marks,1,"<p>Rechts onderaan: <em>Fr.Jochems</em></p>
<p>Links boven: _1812 _</p>
<p>Rechts boven: <em>1912</em></p>
<p>Onder: <em>HENDRIK CONSCIENCE</em></p>
",inscriptions,Nederlands
fbfc0b22-1220-555c-b31b-48160aa01d5e,tg:lhsc:922_#1,e22_Marks,1,"<p>Links: <em>J'AY / PLUS GRAND / ESPOIR / EN LA POSTERITE</em></p>
<p>Rechts: _ QUE DES VIVANTS / PRESENTEMENT / EN CE MONDE_</p>
<p>Rand: _ CHRISTOPHE PLANTIN 1520- 1589_</p>
",inscriptions,Nederlands
87ee18dd-9190-5374-b4e9-bd4a013dc0cd,tg:lhsc:786_#1,e22_Marks,2,"<p>Linkerzijkant: <em>CESAR Schroe(VENS) niet leesbaar</em></p>
",inscriptions,Nederlands
fd0ba104-7f23-5a78-ac86-34fb86c7a76d,tg:lhsc:796_#1,e22_Marks,1,"<p>Rechts: <em>JOZEF CANTRE</em></p>
",inscriptions,Nederlands
01c6eed6-674f-5405-8357-5f0602206c19,tg:lhsc:657_#1,e22_Marks,1,"<p>Op linkerschouder : _ Emiel Jespers _</p>
",inscriptions,Nederlands
b3b4ce03-20b0-58f5-ae7d-841a0c0bf708,tg:lhsc:459_#1,e22_Marks,1,"<p>Op het linkerzijvlak van het voetstuk: <em>Martens, 1927</em></p>
",inscriptions,Nederlands
8aa39065-4616-5982-9b7c-2f8530c98c77,tg:lhsc:1189_#1,e22_Marks,2,"<p>Rechterzijvlak: <em>A.Carrier / 1861 / ANVERS</em></p>
",inscriptions,Nederlands
29efa330-2a11-5630-890d-36fb3fdd647d,tg:lhsc:449_#1,e22_Marks,1,"<p>rechts: <em>A. Huylebroeck</em></p>
<p>onderaan: <em>Arm. Preud'homme</em></p>
",inscriptions,Nederlands
b97c3941-0f87-5354-97b4-442b3a2f9436,tg:lhsc:1199_#1,e22_Marks,2,"<p>Rechterzijkant: <em>Fr.Deckers 1894</em></p>
",inscriptions,Nederlands
ea9df3f8-cbfc-5ce4-ae9a-cc786dba937f,tg:lhsc:1093_#1,e22_Marks,2,"<p>De signatuur achteraan is heel moeilijk leesbaar, maar wellicht staat er<br />
<em>Neujean</em></p>
",inscriptions,Nederlands
5b262542-0080-5e4c-ba63-92a7fe349e5a,tg:lhsc:1083_#1,e22_Marks,1,"<p>Achterzijde: <em>Van harte aan / dr Vital Celen den / gemoedelijken kempischen /<br />
letterkundige / aangeboden / Floris / de Cuijper / Februari / 1936</em></p>
",inscriptions,Nederlands
b479dc34-92f2-5b7f-8547-a60f3408d45c,tg:lhsc:891_#1,e22_Marks,1,"<p>Onder links: <em>Jul.Dillens</em></p>
<p>Links: <em>ELOIJ</em></p>
<p>Rechts:_ LEMAIRE_ Gietersmerk tegen de rand onderaan: <em>Fonrie Nle des Bronzes<br />
J. Petermann, St. Gillis Bruxelles</em></p>
",inscriptions,Nederlands
503eaa5f-776b-54a3-9191-ef7373135e27,tg:lhsc:828_#1,e22_Marks,2,"<p>R-zijkant: _NEMON _</p>
",inscriptions,Nederlands
623afd57-5143-5655-a360-5039f39e3b7b,tg:lhsc:838_#1,e22_Marks,2,"<p>Rechterzijde: <em>2 / 12 / War van Asten</em></p>
<p>Vooraan sokkel: <em>AAN LODE SCHELTJENS / GOUDEN SCHRIJVERSJUBILEUM /<br />
2-10-1936-ZIJN VRIENDEN</em></p>
",inscriptions,Nederlands
4abb3b84-4ce8-57c0-89be-fbf813c2198c,tg:lhsc:1152_#1,e22_Marks,1,"<p>Rechterschouder: _ P.Braecke / 1894_</p>
<p>Voorkant op koperen plaatje: <em>DE VLAAMSCHE MAATSCHAPPIJEN / AAN / NESTOR DE<br />
TIÈRE / 28 JANUARI 1894</em> Op het rechterzijvlak het gietersmerk: _J. Petermann</p>
<ul>
<li>Fondeur Bruxelles_</li>
</ul>
",inscriptions,Nederlands
5c4b94f0-145d-5ba5-a6d4-df83a0e80c1a,tg:lhsc:53_#1,e22_Marks,2,"<p>Op het rechterzijvlak van het voetstuk: <em>Fr. Joris</em></p>
",inscriptions,Nederlands
c165ec28-a437-5599-baf1-6f7c016029b2,tg:lhsc:1142_#1,e22_Marks,1,"<p>Onder: <em>Jef Van Hoof</em></p>
<p>Op de schouder, niet leesbaar</p>
",inscriptions,Nederlands
e0174c07-63e1-5b41-bab5-cdaa12539892,tg:lhsc:700_#1,e22_Marks,1,"<p>Linksonder: <em>Jan van Rijswijck</em></p>
",inscriptions,Nederlands
3b68db8d-8391-5658-becc-a67fe578f33a,tg:lhsc:678_#1,e22_Marks,2,"<p>Achteraan rechts: <em>Cesar Schroevens '91</em></p>
",inscriptions,Nederlands
070b67b2-10e8-5645-a563-af4c3d029cf1,tg:lhsc:668_#1,e22_Marks,2,"<p>Op rechterzijkant: _Cesar Schroevens / Antw. 1901<!-- raw HTML omitted --><!-- raw HTML omitted --></p>
",inscriptions,Nederlands
2bcc592e-fbd8-5eb6-b3e6-2ecfd73542ef,tg:lhsc:875_#1,e22_Marks,1,"<p>Links: <em>MAX</em></p>
<p>Rechts: <em>ROOSES</em></p>
",inscriptions,Nederlands
8a5a64c8-7b0b-5619-9298-d199eeb89b18,tg:lhsc:865_#1,e22_Marks,2,"<p>Linksonder: <em>L Du Bar</em></p>
<p>Rechts: _HUGO VERRIEST _</p>
",inscriptions,Nederlands
d7720aaf-171a-503e-bd48-5b07fcb0ec83,tg:lhsc:1301_#1,e22_Marks,1,"<p>achteraan langs de halssnijlijn</p>
",inscriptions,Nederlands
dbe86f56-85af-5709-a32c-a552d3d74f67,tg:lhsc:1077_#1,e22_Marks,1,"<p>Op de onderzijde in potlood: <em>Lode Vleeshouwers</em></p>
",inscriptions,Nederlands
3ecfc0a7-35a2-5edd-a6b7-7a3025db20d9,tg:lhsc:1067_#1,e22_Marks,1,"<p>Rechterzijde: _Oscar / De Clerck / 1923 <!-- raw HTML omitted --><!-- raw HTML omitted --></p>
",inscriptions,Nederlands
79f1adc1-cdeb-53f9-a5e0-53c3f669ccad,tg:lhsc:817_#1,e22_Marks,1,"<p>L-zijde : <em>FR.JORIS</em></p>
",inscriptions,Nederlands
1280b28d-a824-525a-9089-60036959b7a4,tg:lhsc:807_#1,e22_Marks,2,"<p>Vooraan: <em>H.CONSCIENCE</em></p>
",inscriptions,Nederlands
7c186eb5-8a3b-5d19-abbf-2803670d53e5,tg:lhsc:762_#1,e22_Marks,1,"<p>L-onder: _Du Bar _</p>
<p>Van rechts naar links: <em>JOZEF MULS BESTUURDER DER KON. VLAAMSCHE ACADEMIE VOOR<br />
1936</em></p>
",inscriptions,Nederlands
bc73b1a1-ee17-595a-ad09-81206cda75c8,tg:lhsc:772_#1,e22_Marks,2,"<p>Rechtsonder in spiegelbeeld</p>
",inscriptions,Nederlands
924c5f06-4d9d-534f-9683-67c830aaedee,tg:lhsc:414_#1,e22_Marks,1,"<p>op het rechterzijvlak van het voetstuk: <em>Fr.Joris.Antw.</em></p>
",inscriptions,Nederlands
d1fd5535-b1df-5f35-afe3-d0831a2581ee,tg:lhsc:9412_#1,e22_Marks,1,"<p>Links: <em>GUIDO</em><br />
Rechts: <em>GEZELLE</em></p>
",inscriptions,Nederlands
fbd6b3b7-6250-5174-8d40-3759c0409b58,tg:lhsc:422_#1,e22_Marks,2,"<p>Op de bovenzijde van de steunplaat gestempelde (?) handtekening: <em>Peter<br />
Benoit</em></p>
",inscriptions,Nederlands
cc093e44-046a-57c0-a5ad-f76771592ac2,tg:lhsc:432_#1,e22_Marks,2,"<p>rechts op de hals: <em>J.Ruymen, 1947</em></p>
",inscriptions,Nederlands
052ee5c6-d2e8-533a-867e-37626f32a119,tg:lhsc:744_#1,e22_Marks,1,"<p>Linksonder: <em>L Du Bar</em></p>
<p>Links: _STIJN STREUVELS _</p>
",inscriptions,Nederlands
b0150b79-ea52-5ea4-bd4c-a26702389160,tg:lhsc:9059_#1,e22_Marks,1,"<p>Voorzijde: _Bartosik</p>
<p>_Op de zijkanten en achterzijde bevinden zich ook letters maar het geheel is<br />
onleesbaar.</p>
",inscriptions,Nederlands
3bbc36e5-6668-596f-8f6a-ec30475c0ea4,tg:lhsc:888_#1,e22_Marks,2,"<p>L-zijkant: <em>E V RYSWYCK</em></p>
",inscriptions,Nederlands
2d507298-8378-58e5-8e55-4c453d65978c,tg:lhsc:685_#1,e22_Marks,2,"<p>L-zijkant:_ FR. JORIS_</p>
",inscriptions,Nederlands
c5830c80-6879-5384-bbf7-db837749f816,tg:lhsc:695_#1,e22_Marks,2,"<p>Linkerschouder: <em>F. Van Havermaet 1878</em></p>
",inscriptions,Nederlands
f205c0e8-e0ba-53bd-815b-0cb35f1c8f3d,tg:lhsc:821_#1,e22_Marks,2,"<p>L-zijde : <em>FR.JORIS</em></p>
<p>Gedat.(stempel):<em>[NAAR HE]T / LEVEN / DOOR / FR.JORIS / JUNI 1883</em></p>
",inscriptions,Nederlands
