ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
c1379e1f-fd96-5eba-a427-aee483976c29,tg:lhob:118_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,125,breedte,millimeter
c1379e1f-fd96-5eba-a427-aee483976c29,tg:lhob:118_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,15,hoogte,millimeter
c1379e1f-fd96-5eba-a427-aee483976c29,tg:lhob:118_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,75,diepte,millimeter
5762285e-18a0-58ff-ae67-0ea2e8f8eaa7,tg:lhob:233_#1,e22_Dimensions,kenmerken.lhdiamob,150,diameter,millimeter
6f3efa92-99f2-5960-9fe7-d472466e8ebc,tg:lhob:223_#1,e22_Dimensions,kenmerken.lhdiamob,150,diameter,millimeter
0ef5f528-2fb1-57a9-a345-86ea406ed4f9,tg:lhob:155_#1,e22_Dimensions,kenmerken.lhdiamob,45,diameter,millimeter
0ef5f528-2fb1-57a9-a345-86ea406ed4f9,tg:lhob:155_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,120,hoogte,millimeter
806f657f-60ed-5ede-9e8e-72152dc600a0,tg:lhob:145_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,96,breedte,millimeter
806f657f-60ed-5ede-9e8e-72152dc600a0,tg:lhob:145_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,53,hoogte,millimeter
806f657f-60ed-5ede-9e8e-72152dc600a0,tg:lhob:145_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,50,diepte,millimeter
2c18ab0b-af59-5830-b795-044c444e7160,tg:lhob:700_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,213,breedte,millimeter
2c18ab0b-af59-5830-b795-044c444e7160,tg:lhob:700_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,45,hoogte,millimeter
d63cd17b-a17d-5259-aa0e-22562e4380ea,tg:lhob:678_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
38c2f7ef-eeb5-50dc-968e-083486a58e25,tg:lhob:668_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,40,breedte,millimeter
38c2f7ef-eeb5-50dc-968e-083486a58e25,tg:lhob:668_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,110,hoogte,millimeter
fe9b1170-9f67-5ea9-b8c8-256c34e1dba6,tg:lhob:772_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,402,breedte,millimeter
fe9b1170-9f67-5ea9-b8c8-256c34e1dba6,tg:lhob:772_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,940,hoogte,millimeter
fe9b1170-9f67-5ea9-b8c8-256c34e1dba6,tg:lhob:772_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,402,diepte,millimeter
1cf41fea-c0e7-5dc0-9b63-7f546eefeef7,tg:lhob:137_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,108,breedte,millimeter
1cf41fea-c0e7-5dc0-9b63-7f546eefeef7,tg:lhob:137_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,53,hoogte,millimeter
1cf41fea-c0e7-5dc0-9b63-7f546eefeef7,tg:lhob:137_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,45,diepte,millimeter
b92860b4-b40a-52d9-bb13-fcaed48d76c8,tg:lhob:127_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,80,breedte,millimeter
b92860b4-b40a-52d9-bb13-fcaed48d76c8,tg:lhob:127_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,67,hoogte,millimeter
b92860b4-b40a-52d9-bb13-fcaed48d76c8,tg:lhob:127_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,15,diepte,millimeter
df8720f1-fac3-555b-9b71-c4bdcac9411c,tg:lhob:414_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,27,breedte,millimeter
df8720f1-fac3-555b-9b71-c4bdcac9411c,tg:lhob:414_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,37,hoogte,millimeter
67f2dec1-3e1a-5075-9f54-128ad7739187,tg:lhob:277_#1,e22_Dimensions,kenmerken.lhdiamob,150,diameter,millimeter
1b1c9e00-f6b9-598a-b46c-d412476201e0,tg:lhob:422_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,50,breedte,millimeter
1b1c9e00-f6b9-598a-b46c-d412476201e0,tg:lhob:422_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,70,hoogte,millimeter
be835438-b530-5bea-9aad-54a9c41f1727,tg:lhob:432_#1,e22_Dimensions,kenmerken.lhdiamob,50,diameter,millimeter
b749826f-0b23-526e-a653-7f744276116a,tg:lhob:754_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,177,breedte,millimeter
b749826f-0b23-526e-a653-7f744276116a,tg:lhob:754_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,86,hoogte,millimeter
b749826f-0b23-526e-a653-7f744276116a,tg:lhob:754_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,124,diepte,millimeter
558f7631-fb10-51e0-882a-174622395666,tg:lhob:111_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,205,breedte,millimeter
558f7631-fb10-51e0-882a-174622395666,tg:lhob:111_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,15,hoogte,millimeter
558f7631-fb10-51e0-882a-174622395666,tg:lhob:111_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,65,diepte,millimeter
1d690748-53bb-5670-be53-e32a28a133e2,tg:lhob:685_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,20,breedte,millimeter
1d690748-53bb-5670-be53-e32a28a133e2,tg:lhob:685_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,40,hoogte,millimeter
52564d5e-f3bc-5df1-8199-3c47cc2fde58,tg:lhob:695_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,55,breedte,millimeter
52564d5e-f3bc-5df1-8199-3c47cc2fde58,tg:lhob:695_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,68,hoogte,millimeter
52564d5e-f3bc-5df1-8199-3c47cc2fde58,tg:lhob:695_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,33,diepte,millimeter
fc678fdb-8d4c-50f5-80a5-b244353b0eb2,tg:lhob:28_#1,e22_Dimensions,kenmerken.lhdiamob,32,diameter,millimeter
aaed007a-0306-519e-ba68-c71c931156a0,tg:lhob:581_#1,e22_Dimensions,kenmerken.lhdiamob,114,diameter,millimeter
aaed007a-0306-519e-ba68-c71c931156a0,tg:lhob:581_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,128,breedte,millimeter
aaed007a-0306-519e-ba68-c71c931156a0,tg:lhob:581_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,128,hoogte,millimeter
e5d82a7f-30d6-5b8f-83f0-874821bbfe7c,tg:lhob:591_#1,e22_Dimensions,kenmerken.lhdiamob,75,diameter,millimeter
bec07c58-4c61-5373-8739-f9d4f98e5a93,tg:lhob:163_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,232,breedte,millimeter
bec07c58-4c61-5373-8739-f9d4f98e5a93,tg:lhob:163_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,78,diepte,millimeter
01473cc5-4d70-548f-9088-2efb06ae9667,tg:lhob:726_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,1550,breedte,millimeter
01473cc5-4d70-548f-9088-2efb06ae9667,tg:lhob:726_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,2360,hoogte,millimeter
01473cc5-4d70-548f-9088-2efb06ae9667,tg:lhob:726_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,580,diepte,millimeter
366dc523-2d20-5b81-92a0-84628800e68e,tg:lhob:440_#1,e22_Dimensions,kenmerken.lhdiamob,65,diameter,millimeter
4e8dc0f9-cc29-5fb7-9afd-2f923ab13bcf,tg:lhob:538_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
197f646c-cdf5-5c8d-96e2-8c5e3e7f17e8,tg:lhob:91_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,175,hoogte,millimeter
bfdca477-656b-57f9-b369-f88b9b94a55d,tg:lhob:528_#1,e22_Dimensions,kenmerken.lhdiamob,95,diameter,millimeter
a80d12c5-347a-58b1-977b-d4170c204456,tg:lhob:205_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,30,breedte,millimeter
a80d12c5-347a-58b1-977b-d4170c204456,tg:lhob:205_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,20,diepte,millimeter
615a7855-ea34-5cbc-a0c6-120e9428b793,tg:lhob:389_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,60,breedte,millimeter
615a7855-ea34-5cbc-a0c6-120e9428b793,tg:lhob:389_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,100,hoogte,millimeter
0bef8f01-9167-5705-a5e2-e7c9fd2dccc3,tg:lhob:399_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,105,breedte,millimeter
0bef8f01-9167-5705-a5e2-e7c9fd2dccc3,tg:lhob:399_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,140,hoogte,millimeter
0bef8f01-9167-5705-a5e2-e7c9fd2dccc3,tg:lhob:399_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,70,diepte,millimeter
05bb14ec-9cbb-54d3-a1c3-8a740e409ef1,tg:lhob:75_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,215,hoogte,millimeter
f12dfba4-ee8d-58c7-8253-6fbcc7616f74,tg:lhob:197_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,90,breedte,millimeter
f12dfba4-ee8d-58c7-8253-6fbcc7616f74,tg:lhob:197_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,135,hoogte,millimeter
f12dfba4-ee8d-58c7-8253-6fbcc7616f74,tg:lhob:197_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,90,diepte,millimeter
b09623b4-96e1-5820-a944-e994359c0f31,tg:lhob:603_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
0de9e7e6-d7e0-5a69-a74f-79d69c04a675,tg:lhob:613_#1,e22_Dimensions,kenmerken.lhdiamob,63,diameter,millimeter
5cdbec1b-c480-59fb-8ee2-8c4326ba341c,tg:lhob:248_#1,e22_Dimensions,kenmerken.lhdiamob,130,diameter,millimeter
04b6b000-8241-5f1e-87a9-4b5f97da87e4,tg:lhob:258_#1,e22_Dimensions,kenmerken.lhdiamob,130,diameter,millimeter
a647bd3c-55db-5d4c-9d1e-cafc3f255d7f,tg:lhob:320_#1,e22_Dimensions,kenmerken.lhdiamob,110,diameter,millimeter
e89a5893-b6f7-5d34-a485-5d4f30a104da,tg:lhob:565_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,48,breedte,millimeter
e89a5893-b6f7-5d34-a485-5d4f30a104da,tg:lhob:565_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,80,hoogte,millimeter
2ffc4b0a-cb21-5ea7-90aa-6946eb48bcf5,tg:lhob:575_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,110,breedte,millimeter
2ffc4b0a-cb21-5ea7-90aa-6946eb48bcf5,tg:lhob:575_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,40,diepte,millimeter
674a061b-d073-5520-a84d-f42298841e47,tg:lhob:507_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,70,breedte,millimeter
674a061b-d073-5520-a84d-f42298841e47,tg:lhob:507_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,70,hoogte,millimeter
674a061b-d073-5520-a84d-f42298841e47,tg:lhob:507_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,20,diepte,millimeter
f111bb68-ed38-51e8-b2a0-a01c799d3e8b,tg:lhob:517_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
d72d9142-de09-5ee0-a278-da88a93a9120,tg:lhob:352_#1,e22_Dimensions,kenmerken.lhdiamob,130,diameter,millimeter
de23378c-7187-5d57-a6eb-cedd0614cdb1,tg:lhob:719_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,650,breedte,millimeter
de23378c-7187-5d57-a6eb-cedd0614cdb1,tg:lhob:719_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,1350,hoogte,millimeter
de23378c-7187-5d57-a6eb-cedd0614cdb1,tg:lhob:719_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,350,diepte,millimeter
6ef4b6ff-dc83-59b3-aa84-f25773bfa7a0,tg:lhob:661_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,46,breedte,millimeter
6ef4b6ff-dc83-59b3-aa84-f25773bfa7a0,tg:lhob:661_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,65,hoogte,millimeter
ceaa86e0-803a-5992-a6e1-f89d9ae970d5,tg:lhob:709_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,85,breedte,millimeter
ceaa86e0-803a-5992-a6e1-f89d9ae970d5,tg:lhob:709_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,123,hoogte,millimeter
ceaa86e0-803a-5992-a6e1-f89d9ae970d5,tg:lhob:709_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,80,diepte,millimeter
996aa794-a592-5650-88e9-e1920d867528,tg:lhob:671_#1,e22_Dimensions,kenmerken.lhdiamob,50,diameter,millimeter
6f2643d8-971e-5fa3-a599-e16f53d2d3ef,tg:lhob:293_#1,e22_Dimensions,kenmerken.lhdiamob,140,diameter,millimeter
33845049-e1c6-5a56-8b17-4139f70d6dfa,tg:lhob:283_#1,e22_Dimensions,kenmerken.lhdiamob,180,diameter,millimeter
6828cb82-76ce-574a-8600-22e3c8cf6d7d,tg:lhob:694_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,32,breedte,millimeter
6828cb82-76ce-574a-8600-22e3c8cf6d7d,tg:lhob:694_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,175,hoogte,millimeter
6828cb82-76ce-574a-8600-22e3c8cf6d7d,tg:lhob:694_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,32,diepte,millimeter
64a186b2-fae0-5cdd-8c4f-ef55ce8c6f09,tg:lhob:684_#1,e22_Dimensions,kenmerken.lhdiamob,22,diameter,millimeter
d74169b9-6ffd-554c-802e-9659016f2254,tg:lhob:433_#1,e22_Dimensions,kenmerken.lhdiamob,55,diameter,millimeter
2001e501-ec57-5275-9221-55644c71db25,tg:lhob:423_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,50,breedte,millimeter
2001e501-ec57-5275-9221-55644c71db25,tg:lhob:423_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,70,hoogte,millimeter
126e3d3d-3cf1-5ef3-8512-ac246e338dd6,tg:lhob:276_#1,e22_Dimensions,kenmerken.lhdiamob,160,diameter,millimeter
97bae174-c76f-5163-b655-b4ac84791262,tg:lhob:110_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,135,hoogte,millimeter
41fa6d4d-29b5-5805-8198-c7f48627d487,tg:lhob:755_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,130,breedte,millimeter
41fa6d4d-29b5-5805-8198-c7f48627d487,tg:lhob:755_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,25,hoogte,millimeter
41fa6d4d-29b5-5805-8198-c7f48627d487,tg:lhob:755_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,98,diepte,millimeter
f48d13f7-508c-5968-9d62-3fabc6d48ae8,tg:lhob:162_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,230,breedte,millimeter
f48d13f7-508c-5968-9d62-3fabc6d48ae8,tg:lhob:162_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,47,diepte,millimeter
22c4f3f2-32fd-5618-ab6d-9a8153327489,tg:lhob:172_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,400,breedte,millimeter
22c4f3f2-32fd-5618-ab6d-9a8153327489,tg:lhob:172_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,30,diepte,millimeter
36a33070-f47c-5c8e-a1b6-0a050b119c95,tg:lhob:80_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,90,hoogte,millimeter
26740512-27df-5d0a-8425-c03e58b41103,tg:lhob:529_#1,e22_Dimensions,kenmerken.lhdiamob,80,diameter,millimeter
f622dfe2-d40f-567a-a1a3-9d5fb4337309,tg:lhob:451_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,425,hoogte,millimeter
e06e9abc-68be-5664-b230-01cd193c5878,tg:lhob:539_#1,e22_Dimensions,kenmerken.lhdiamob,50,diameter,millimeter
90cff1e9-a34a-5b74-a05c-7de1fb7f3146,tg:lhob:90_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,98,breedte,millimeter
90cff1e9-a34a-5b74-a05c-7de1fb7f3146,tg:lhob:90_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,66,hoogte,millimeter
35013fa3-185e-5725-8d02-fa3e08820813,tg:lhob:441_#1,e22_Dimensions,kenmerken.lhdiamob,28,diameter,millimeter
8dd0f6ff-3db4-5d0d-88b0-02608d96025f,tg:lhob:590_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,38,breedte,millimeter
8dd0f6ff-3db4-5d0d-88b0-02608d96025f,tg:lhob:590_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,87,hoogte,millimeter
b6884ad7-e0b8-59a8-87fe-91ebb9a42b05,tg:lhob:29_#1,e22_Dimensions,kenmerken.lhdiamob,64,diameter,millimeter
a4e271c7-4d78-56ce-948c-6bb47e1cfa14,tg:lhob:580_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
3cf6c720-3c24-5f9d-ba25-87fe9fb47a45,tg:lhob:612_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,680,breedte,millimeter
3cf6c720-3c24-5f9d-ba25-87fe9fb47a45,tg:lhob:612_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,900,hoogte,millimeter
efffc42e-6b87-565a-81cb-6b7b0bf3525f,tg:lhob:602_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
e26aafb7-29af-5960-a8d6-d11fd75d8f9c,tg:lhob:574_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,100,breedte,millimeter
e26aafb7-29af-5960-a8d6-d11fd75d8f9c,tg:lhob:574_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,53,diepte,millimeter
a589ce68-5c41-5bd3-9112-3778892a0016,tg:lhob:564_#1,e22_Dimensions,kenmerken.lhdiamob,50,diameter,millimeter
44c60c2b-ced5-526d-8624-9d922da3044d,tg:lhob:321_#1,e22_Dimensions,kenmerken.lhdiamob,115,diameter,millimeter
5674cc70-2c30-50bb-8cdc-3969358b02c7,tg:lhob:259_#1,e22_Dimensions,kenmerken.lhdiamob,140,diameter,millimeter
5bceb810-ae43-5c6c-a528-45a59d48ce27,tg:lhob:249_#1,e22_Dimensions,kenmerken.lhdiamob,110,diameter,millimeter
af0e4434-4e0d-5a00-b7d6-cc560cf298cb,tg:lhob:398_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,37,breedte,millimeter
af0e4434-4e0d-5a00-b7d6-cc560cf298cb,tg:lhob:398_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,33,hoogte,millimeter
af0e4434-4e0d-5a00-b7d6-cc560cf298cb,tg:lhob:398_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,45,diepte,millimeter
1aaae078-f36a-5e0e-80f5-2a5966823568,tg:lhob:186_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,260,breedte,millimeter
1aaae078-f36a-5e0e-80f5-2a5966823568,tg:lhob:186_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,80,diepte,millimeter
29d8c758-335c-52a7-b81a-d02958a9810a,tg:lhob:282_#1,e22_Dimensions,kenmerken.lhdiamob,260,diameter,millimeter
bdf33472-7135-5203-b12b-a7d963b7a8d1,tg:lhob:292_#1,e22_Dimensions,kenmerken.lhdiamob,160,diameter,millimeter
6ba0fc35-8584-565a-9850-d75c9ee826f2,tg:lhob:353_#1,e22_Dimensions,kenmerken.lhdiamob,120,diameter,millimeter
e117ed27-df1f-5383-9196-647dfcbbd70d,tg:lhob:516_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,270,breedte,millimeter
e117ed27-df1f-5383-9196-647dfcbbd70d,tg:lhob:516_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,370,hoogte,millimeter
e117ed27-df1f-5383-9196-647dfcbbd70d,tg:lhob:516_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,180,diepte,millimeter
bc68dc75-0525-5ef5-9fb7-bc87d52337cb,tg:lhob:670_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,38,breedte,millimeter
bc68dc75-0525-5ef5-9fb7-bc87d52337cb,tg:lhob:670_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,90,hoogte,millimeter
6616a583-a61f-5ab6-9307-c49649fcb9d9,tg:lhob:660_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,45,breedte,millimeter
6616a583-a61f-5ab6-9307-c49649fcb9d9,tg:lhob:660_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,58,hoogte,millimeter
b1b16840-1fe7-51c8-b97c-22df9628f9e5,tg:lhob:718_#1,e22_Dimensions,kenmerken.lhdiamob,895,diameter,millimeter
b1b16840-1fe7-51c8-b97c-22df9628f9e5,tg:lhob:718_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,740,hoogte,millimeter
3d584057-257d-5329-86a0-2c63aebde65a,tg:lhob:656_#1,e22_Dimensions,kenmerken.lhdiamob,50,diameter,millimeter
119bb626-ce52-524c-b1fe-9c66d8f77d17,tg:lhob:646_#1,e22_Dimensions,kenmerken.lhdiamob,53,diameter,millimeter
ae92bbba-2125-5b74-bba1-fb16312889b3,tg:lhob:365_#1,e22_Dimensions,kenmerken.lhdiamob,160,diameter,millimeter
8e97e135-b6f1-5f89-a007-5f649c59f1b3,tg:lhob:375_#1,e22_Dimensions,kenmerken.lhdiamob,32,diameter,millimeter
8e97e135-b6f1-5f89-a007-5f649c59f1b3,tg:lhob:375_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,50,hoogte,millimeter
cf307c43-0796-5c4c-8796-6c632c21ed36,tg:lhob:530_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
bc7c655a-1815-58b4-930f-db0bcaf90bdf,tg:lhob:448_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
d8a7886f-abc4-5ea5-9175-ed02bba38607,tg:lhob:89_#1,e22_Dimensions,kenmerken.lhdiamob,25,diameter,millimeter
61162265-b4a6-5904-b615-f4fca87bf1a3,tg:lhob:520_#1,e22_Dimensions,kenmerken.lhdiamob,50,diameter,millimeter
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_Dimensions,kenmerken.lhdiamob,38,diameter,millimeter
0828adcc-f826-5a60-8e82-6e3cf09c2673,tg:lhob:599_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
e3b3d191-72a5-571b-991c-aeff6f329a1e,tg:lhob:30_#1,e22_Dimensions,kenmerken.lhdiamob,70,diameter,millimeter
daf08036-ffd7-5165-a175-5f54c6d31cf7,tg:lhob:787_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,450,hoogte,millimeter
88a347c9-d256-5249-b4ee-f500923f989c,tg:lhob:42_#1,e22_Dimensions,kenmerken.lhdiamob,1000,diameter,millimeter
88a347c9-d256-5249-b4ee-f500923f989c,tg:lhob:42_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,40,breedte,millimeter
88a347c9-d256-5249-b4ee-f500923f989c,tg:lhob:42_#1,e22_Dimensions,kenmerken/lhformatob.lhformathoob,35,hoogte,millimeter
88a347c9-d256-5249-b4ee-f500923f989c,tg:lhob:42_#1,e22_Dimensions,kenmerken/lhformatob.lhformatdiob,55,diepte,millimeter
4acbc03c-d063-5d6f-a8f8-d5b626262ba9,tg:lhob:552_#1,e22_Dimensions,kenmerken/lhformatob.lhformatbrob,81,breedte,millimeter
