ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on
b920250f-639d-5a4c-983d-5dd5673e9b3b,tg:lhob:433,lh,lhob,Object,e73_Titles,a395bdea-7fc9-5add-b0b6-a41323769664,ma,makers,au::112021,au::112021:1,au::112021g:1,,"dlod={""suggest"":[""/agents/people/11986247"",""au::112021"",""au::112021:1"",""ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664"",""Michel Vermeiren"",""ark:/83110/x0/f99c977c-df97-5fa8-aaf9-47756abb9390""],""name"":""Michel Vermeiren"",""ark"":""ark:/83110/x0/f99c977c-df97-5fa8-aaf9-47756abb9390"",""uri"":""/agents/people/11986247"",""id"":""au::112021:1"",""resourceArk"":""ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664,au_code
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,lh,lhob,Object,e73_Titles,ddff899d-74a9-5317-b2b3-21c260366d86,ds,designers,au::14923,au::14923:1,au::14923g:1,,"dlod={""suggest"":[""/agents/people/1596761"",""au::14923"",""au::14923:1"",""ark:/83110/x0/ddff899d-74a9-5317-b2b3-21c260366d86"",""Emile Poetou"",""ark:/83110/x0/c44784a1-131d-5d94-9e4a-4f92d1062a23""],""name"":""Emile Poetou"",""ark"":""ark:/83110/x0/c44784a1-131d-5d94-9e4a-4f92d1062a23"",""uri"":""/agents/people/1596761"",""id"":""au::14923:1"",""resourceArk"":""ark:/83110/x0/ddff899d-74a9-5317-b2b3-21c260366d86"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ddff899d-74a9-5317-b2b3-21c260366d86,au_code
0abbb864-a72f-5827-bc94-3da0b5ff30af,tg:lhob:29,lh,lhob,Object,e73_Titles,5a5f3541-f723-58f7-b969-664da58ea71e,ar,artists (visual artists),au::4707,au::4707:1,au::4707g:1,,"dlod={""suggest"":[""/agents/people/503649"",""au::4707"",""au::4707:1"",""ark:/83110/x0/5a5f3541-f723-58f7-b969-664da58ea71e"",""Floris de Cuijper"",""ark:/83110/x0/33c43ba8-9f65-528e-8d7f-c9373bc93b82""],""name"":""Floris de Cuijper"",""ark"":""ark:/83110/x0/33c43ba8-9f65-528e-8d7f-c9373bc93b82"",""uri"":""/agents/people/503649"",""id"":""au::4707:1"",""resourceArk"":""ark:/83110/x0/5a5f3541-f723-58f7-b969-664da58ea71e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5a5f3541-f723-58f7-b969-664da58ea71e,au_code
e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,tg:lhob:580,lh,lhob,Object,e73_Titles,b14227ae-7f37-5207-b978-9c45d419a8e0,ds,designers,au::14914,au::14914:1,au::14914g:1,,"dlod={""suggest"":[""/agents/people/1595798"",""au::14914"",""au::14914:1"",""ark:/83110/x0/b14227ae-7f37-5207-b978-9c45d419a8e0"",""Albert Poels"",""ark:/83110/x0/89eaf2ce-80cd-5a4a-a3fb-e02ab3328b5b""],""name"":""Albert Poels"",""ark"":""ark:/83110/x0/89eaf2ce-80cd-5a4a-a3fb-e02ab3328b5b"",""uri"":""/agents/people/1595798"",""id"":""au::14914:1"",""resourceArk"":""ark:/83110/x0/b14227ae-7f37-5207-b978-9c45d419a8e0"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b14227ae-7f37-5207-b978-9c45d419a8e0,au_code
0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,tg:lhob:530,lh,lhob,Object,e73_Titles,53b5a3d5-8f64-544f-8e25-630b5a4fbdd7,ds,designers,au::19640,au::19640:1,au::19640g:1,,"dlod={""suggest"":[""/agents/people/2101480"",""au::19640"",""au::19640:1"",""ark:/83110/x0/53b5a3d5-8f64-544f-8e25-630b5a4fbdd7"",""Luc Verlee"",""ark:/83110/x0/67f3470e-6ebb-52ec-b926-c583e6bf1ff1""],""name"":""Luc Verlee"",""ark"":""ark:/83110/x0/67f3470e-6ebb-52ec-b926-c583e6bf1ff1"",""uri"":""/agents/people/2101480"",""id"":""au::19640:1"",""resourceArk"":""ark:/83110/x0/53b5a3d5-8f64-544f-8e25-630b5a4fbdd7"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/53b5a3d5-8f64-544f-8e25-630b5a4fbdd7,au_code
bbed8364-c078-57dd-bc7b-bec9ad3be94e,tg:lhob:448,lh,lhob,Object,e73_Titles,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,ds,designers,au::6036,au::6036:1,au::6036g:1,,"dlod={""suggest"":[""/agents/people/645852"",""au::6036"",""au::6036:1"",""ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc"",""Josuë Dupon"",""ark:/83110/x0/7889e6ca-a784-51fb-a354-6a86ebb3ec6e""],""name"":""Josuë Dupon"",""ark"":""ark:/83110/x0/7889e6ca-a784-51fb-a354-6a86ebb3ec6e"",""uri"":""/agents/people/645852"",""id"":""au::6036:1"",""resourceArk"":""ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au_code
c66c86ef-afc6-56fb-a7ce-bf6c8c756735,tg:lhob:589,lh,lhob,Object,e73_Titles,3c5cbc44-f02c-5980-b2bc-ad173abea112,ds,designers,au::11379,au::11379:1,au::11379g:1,,"dlod={""suggest"":[""/agents/people/1217553"",""au::11379"",""au::11379:1"",""ark:/83110/x0/3c5cbc44-f02c-5980-b2bc-ad173abea112"",""Charles Leplae"",""ark:/83110/x0/37ea9d19-8b54-5dd2-969b-b49cb16a3e97""],""name"":""Charles Leplae"",""ark"":""ark:/83110/x0/37ea9d19-8b54-5dd2-969b-b49cb16a3e97"",""uri"":""/agents/people/1217553"",""id"":""au::11379:1"",""resourceArk"":""ark:/83110/x0/3c5cbc44-f02c-5980-b2bc-ad173abea112"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3c5cbc44-f02c-5980-b2bc-ad173abea112,au_code
1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,tg:lhob:483,lh,lhob,Object,e73_Titles,f06d6b61-e598-5b5f-9759-06361480c229,ma,makers,au::19161,au::19161:1,au::19161g:1,,"dlod={""suggest"":[""/agents/people/2050227"",""au::19161"",""au::19161:1"",""ark:/83110/x0/f06d6b61-e598-5b5f-9759-06361480c229"",""Wannes van de Velde"",""ark:/83110/x0/cb3b5e66-25e9-5100-b957-85fd166b3574""],""name"":""Wannes van de Velde"",""ark"":""ark:/83110/x0/cb3b5e66-25e9-5100-b957-85fd166b3574"",""uri"":""/agents/people/2050227"",""id"":""au::19161:1"",""resourceArk"":""ark:/83110/x0/f06d6b61-e598-5b5f-9759-06361480c229"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f06d6b61-e598-5b5f-9759-06361480c229,au_code
8b1a0c93-bdba-53a3-b4ae-adc49bafdae1,tg:lhob:634,lh,lhob,Object,e73_Titles,e0e098ec-06aa-51d6-8a19-e3f34841e528,ma,makers,au::12385,au::12385:1,au::12385g:1,,"dlod={""suggest"":[""/agents/people/1325195"",""au::12385"",""au::12385:1"",""ark:/83110/x0/e0e098ec-06aa-51d6-8a19-e3f34841e528"",""Alfons Mauquoy"",""ark:/83110/x0/731fd4d1-0062-5cc4-b7e2-896a770a46ab""],""name"":""Alfons Mauquoy"",""ark"":""ark:/83110/x0/731fd4d1-0062-5cc4-b7e2-896a770a46ab"",""uri"":""/agents/people/1325195"",""id"":""au::12385:1"",""resourceArk"":""ark:/83110/x0/e0e098ec-06aa-51d6-8a19-e3f34841e528"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e0e098ec-06aa-51d6-8a19-e3f34841e528,au_code
15bb6d7d-57e4-53a9-bf04-b93e809ba0d4,tg:lhob:773,lh,lhob,Object,e73_Titles,57b39b6b-0720-5c1d-9d3a-57330a119cf2,ds,designers,au::8472,au::8472:1,au::8472g:1,,"dlod={""suggest"":[""/agents/people/906504"",""au::8472"",""au::8472:1"",""ark:/83110/x0/57b39b6b-0720-5c1d-9d3a-57330a119cf2"",""Paul Gustave van Hecke"",""ark:/83110/x0/455d6cbe-6ace-5370-a7fb-b04d7be23c06""],""name"":""Paul Gustave van Hecke"",""ark"":""ark:/83110/x0/455d6cbe-6ace-5370-a7fb-b04d7be23c06"",""uri"":""/agents/people/906504"",""id"":""au::8472:1"",""resourceArk"":""ark:/83110/x0/57b39b6b-0720-5c1d-9d3a-57330a119cf2"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/57b39b6b-0720-5c1d-9d3a-57330a119cf2,au_code
f88b49eb-3644-548a-8ad2-57f9deb7b1c1,tg:lhob:415,lh,lhob,Object,e73_Titles,7aebbcf4-9e91-5bdd-82da-9e52487c92dd,ma,makers,au::112019,au::112019:1,au::112019g:1,,"dlod={""suggest"":[""/agents/people/11986033"",""au::112019"",""au::112019:1"",""ark:/83110/x0/7aebbcf4-9e91-5bdd-82da-9e52487c92dd"",""F. Baetes"",""ark:/83110/x0/abdae9f5-fb54-5742-90eb-69163b3d3cdf""],""name"":""F. Baetes"",""ark"":""ark:/83110/x0/abdae9f5-fb54-5742-90eb-69163b3d3cdf"",""uri"":""/agents/people/11986033"",""id"":""au::112019:1"",""resourceArk"":""ark:/83110/x0/7aebbcf4-9e91-5bdd-82da-9e52487c92dd"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7aebbcf4-9e91-5bdd-82da-9e52487c92dd,au_code
c1ec09b3-4403-5951-8a75-9ea33de742ae,tg:lhob:405,lh,lhob,Object,e73_Titles,c9100840-f802-5909-b051-7ccef02d4533,ar,artists (visual artists),au::9614,au::9614:1,au::9614g:1,,"dlod={""suggest"":[""/agents/people/1028698"",""au::9614"",""au::9614:1"",""ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533"",""Charel Janssens"",""ark:/83110/x0/c2b4c6de-edee-556e-ae79-c8517f189c49""],""name"":""Charel Janssens"",""ark"":""ark:/83110/x0/c2b4c6de-edee-556e-ae79-c8517f189c49"",""uri"":""/agents/people/1028698"",""id"":""au::9614:1"",""resourceArk"":""ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533,au_code
ea63b2e1-eec9-5c63-b945-ca5a10a2d68c,tg:lhob:443,lh,lhob,Object,e73_Titles,d9879aa5-4d1a-5686-878d-4fb77a7a9426,ds,designers,au::4552,au::4552:1,au::4552g:1,,"dlod={""suggest"":[""/agents/people/487064"",""au::4552"",""au::4552:1"",""ark:/83110/x0/d9879aa5-4d1a-5686-878d-4fb77a7a9426"",""Alfred Courtens"",""ark:/83110/x0/b572a9c2-bd39-5645-9999-9af995fad7b8""],""name"":""Alfred Courtens"",""ark"":""ark:/83110/x0/b572a9c2-bd39-5645-9999-9af995fad7b8"",""uri"":""/agents/people/487064"",""id"":""au::4552:1"",""resourceArk"":""ark:/83110/x0/d9879aa5-4d1a-5686-878d-4fb77a7a9426"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d9879aa5-4d1a-5686-878d-4fb77a7a9426,au_code
ca513b40-9410-5598-9890-922187921ccd,tg:lhob:216,lh,lhob,Object,e73_Titles,31472cf5-3b9f-5525-9c19-25e9f49e9f80,ar,artists (visual artists),au::10964,au::10964:1,au::10964g:1,,"dlod={""suggest"":[""/agents/people/1173148"",""au::10964"",""au::10964:1"",""ark:/83110/x0/31472cf5-3b9f-5525-9c19-25e9f49e9f80"",""Hubert Lampo"",""ark:/83110/x0/903dc76f-574c-527c-9586-66a59ab58b59""],""name"":""Hubert Lampo"",""ark"":""ark:/83110/x0/903dc76f-574c-527c-9586-66a59ab58b59"",""uri"":""/agents/people/1173148"",""id"":""au::10964:1"",""resourceArk"":""ark:/83110/x0/31472cf5-3b9f-5525-9c19-25e9f49e9f80"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/31472cf5-3b9f-5525-9c19-25e9f49e9f80,au_code
4fd104bd-fdfd-5eac-8bc5-535766f77bbd,tg:lhob:559,lh,lhob,Object,e73_Titles,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,ar,artists (visual artists),au::6036,au::6036:1,au::6036g:1,,"dlod={""suggest"":[""/agents/people/645852"",""au::6036"",""au::6036:1"",""ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc"",""Josuë Dupon"",""ark:/83110/x0/7889e6ca-a784-51fb-a354-6a86ebb3ec6e""],""name"":""Josuë Dupon"",""ark"":""ark:/83110/x0/7889e6ca-a784-51fb-a354-6a86ebb3ec6e"",""uri"":""/agents/people/645852"",""id"":""au::6036:1"",""resourceArk"":""ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au_code
6d425f5c-8a61-528b-9729-49eadb09a0ee,tg:lhob:431,lh,lhob,Object,e73_Titles,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,ma,makers,au::978,au::978:1,au::978g:1,,"dlod={""suggest"":[""/agents/people/104646"",""au::978"",""au::978:1"",""ark:/83110/x0/fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed"",""Jules Baetes"",""ark:/83110/x0/9f7021ae-3b0b-5417-9bba-7be290dfdba0""],""name"":""Jules Baetes"",""ark"":""ark:/83110/x0/9f7021ae-3b0b-5417-9bba-7be290dfdba0"",""uri"":""/agents/people/104646"",""id"":""au::978:1"",""resourceArk"":""ark:/83110/x0/fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au_code
261373ab-9582-5215-8c8f-5ddc774996bc,tg:lhob:514,lh,lhob,Object,e73_Titles,9df7caac-2ec5-579b-bac0-ab9d9061402c,ar,artists (visual artists),au::5708,au::5708:1,au::5708g:1,,"dlod={""suggest"":[""/agents/people/610756"",""au::5708"",""au::5708:1"",""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""Frans Dille"",""ark:/83110/x0/847565af-eb73-534c-b7d0-3d4cd9614c48""],""name"":""Frans Dille"",""ark"":""ark:/83110/x0/847565af-eb73-534c-b7d0-3d4cd9614c48"",""uri"":""/agents/people/610756"",""id"":""au::5708:1"",""resourceArk"":""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c,au_code
0d0b68e6-bf4c-51bd-9c68-49c8d28ca7f8,tg:lhob:576,lh,lhob,Object,e73_Titles,ddff899d-74a9-5317-b2b3-21c260366d86,ds,designers,au::14923,au::14923:1,au::14923g:1,,"dlod={""suggest"":[""/agents/people/1596761"",""au::14923"",""au::14923:1"",""ark:/83110/x0/ddff899d-74a9-5317-b2b3-21c260366d86"",""Emile Poetou"",""ark:/83110/x0/c44784a1-131d-5d94-9e4a-4f92d1062a23""],""name"":""Emile Poetou"",""ark"":""ark:/83110/x0/c44784a1-131d-5d94-9e4a-4f92d1062a23"",""uri"":""/agents/people/1596761"",""id"":""au::14923:1"",""resourceArk"":""ark:/83110/x0/ddff899d-74a9-5317-b2b3-21c260366d86"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ddff899d-74a9-5317-b2b3-21c260366d86,au_code
46c3f75a-7f61-56e3-94e6-0af4c2b69a67,tg:lhob:778,lh,lhob,Object,e73_Titles,459b0ae0-9ec3-5f83-babb-abd8d34ce3e5,ar,artists (visual artists),au::14455,au::14455:1,au::14455g:1,,"dlod={""suggest"":[""/agents/people/1546685"",""au::14455"",""au::14455:1"",""ark:/83110/x0/459b0ae0-9ec3-5f83-babb-abd8d34ce3e5"",""Hedwig Pauwels"",""ark:/83110/x0/47e788f4-fbc7-51a2-bff7-19cddaa38a4b""],""name"":""Hedwig Pauwels"",""ark"":""ark:/83110/x0/47e788f4-fbc7-51a2-bff7-19cddaa38a4b"",""uri"":""/agents/people/1546685"",""id"":""au::14455:1"",""resourceArk"":""ark:/83110/x0/459b0ae0-9ec3-5f83-babb-abd8d34ce3e5"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/459b0ae0-9ec3-5f83-babb-abd8d34ce3e5,au_code
c5fa3cc7-4330-5dd3-bc63-175c27d3679d,tg:lhob:610,lh,lhob,Object,e73_Titles,6e05055f-a58d-5a38-a8c6-660e2a44aff6,ds,designers,au::19998,au::19998:1,au::19998g:1,,"dlod={""suggest"":[""/agents/people/2139786"",""au::19998"",""au::19998:1"",""ark:/83110/x0/6e05055f-a58d-5a38-a8c6-660e2a44aff6"",""Thomas Vinçotte"",""ark:/83110/x0/dce4386c-01cc-5ff1-bea2-67e4cff73417""],""name"":""Thomas Vinçotte"",""ark"":""ark:/83110/x0/dce4386c-01cc-5ff1-bea2-67e4cff73417"",""uri"":""/agents/people/2139786"",""id"":""au::19998:1"",""resourceArk"":""ark:/83110/x0/6e05055f-a58d-5a38-a8c6-660e2a44aff6"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6e05055f-a58d-5a38-a8c6-660e2a44aff6,au_code
