ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Original Entity Type,source_code,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on
d9ed0aec-baa5-5859-a286-53953cee669e,tg:mpmdc:19,mpm,mpmdc,Tekstdrager,e73_Titles,4af59987-5ca5-5b1b-97b8-ba519f0a1999,vb,keywords,au::108360,au::108360:1,au::108360g:1,,"dlod={""suggest"":[""/agents/people/11594520"",""au::108360"",""au::108360:1"",""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""Anna Maria de Neuf"",""ark:/83110/x0/7746f345-35aa-5d68-81c4-97bbafea6bba""],""name"":""Anna Maria de Neuf"",""ark"":""ark:/83110/x0/7746f345-35aa-5d68-81c4-97bbafea6bba"",""uri"":""/agents/people/11594520"",""id"":""au::108360:1"",""resourceArk"":""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999,au_code
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,mpmdc,Tekstdrager,e73_Titles,3b3ecced-821b-50ae-86ee-54d3a815461f,vb,keywords,au::108692,au::108692:1,au::108692g:1,,"dlod={""suggest"":[""/agents/people/12885470"",""au::108692"",""au::108692:1"",""ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f"",""Anna Maria Moretus"",""ark:/83110/x0/f451e9c4-2d88-5ec3-83f6-bc295026663e""],""name"":""Anna Maria Moretus"",""ark"":""ark:/83110/x0/f451e9c4-2d88-5ec3-83f6-bc295026663e"",""uri"":""/agents/people/12885470"",""id"":""au::108692:1"",""resourceArk"":""ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f,au_code
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,mpmdc,Tekstdrager,e73_Titles,8b3e9f5c-5b1d-5204-9ca1-801263b51424,vb,keywords,au::108977,au::108977:1,au::108977g:1,,"dlod={""suggest"":[""/agents/people/11660539"",""au::108977"",""au::108977:1"",""ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424"",""Susanna Clara Moretus"",""ark:/83110/x0/8a546e61-7cfe-5721-9723-9cafe5f18793""],""name"":""Susanna Clara Moretus"",""ark"":""ark:/83110/x0/8a546e61-7cfe-5721-9723-9cafe5f18793"",""uri"":""/agents/people/11660539"",""id"":""au::108977:1"",""resourceArk"":""ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424,au_code
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,mpmdc,Tekstdrager,e73_Titles,ef8de797-30b0-597d-b7a3-d4745423e3be,vb,keywords,au::108564,au::108564:1,au::108564g:1,,"dlod={""suggest"":[""/agents/people/11616348"",""au::108564"",""au::108564:1"",""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""Balthasar III Moretus"",""ark:/83110/x0/ea957aee-9b82-5fa9-89f0-62b3c5d39eca""],""name"":""Balthasar III Moretus"",""ark"":""ark:/83110/x0/ea957aee-9b82-5fa9-89f0-62b3c5d39eca"",""uri"":""/agents/people/11616348"",""id"":""au::108564:1"",""resourceArk"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be,au_code
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,mpmdc,Tekstdrager,e73_Titles,a14646f0-adab-59b1-b3b8-28b3669e92cf,vb,keywords,au::108600,au::108600:1,au::108600g:1,,"dlod={""suggest"":[""/agents/people/11620200"",""au::108600"",""au::108600:1"",""ark:/83110/x0/a14646f0-adab-59b1-b3b8-28b3669e92cf"",""Melchior Moretus"",""ark:/83110/x0/575d59e7-67f7-53ec-ab78-8e7eae7aa8eb""],""name"":""Melchior Moretus"",""ark"":""ark:/83110/x0/575d59e7-67f7-53ec-ab78-8e7eae7aa8eb"",""uri"":""/agents/people/11620200"",""id"":""au::108600:1"",""resourceArk"":""ark:/83110/x0/a14646f0-adab-59b1-b3b8-28b3669e92cf"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a14646f0-adab-59b1-b3b8-28b3669e92cf,au_code
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,mpmdc,Tekstdrager,e73_Titles,414b56ce-397d-58af-b188-28234c93ada5,vb,keywords,au::108681,au::108681:1,au::108681g:1,,"dlod={""suggest"":[""/agents/people/11628867"",""au::108681"",""au::108681:1"",""ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5"",""Christophorus Maria Moretus"",""ark:/83110/x0/70148325-2be5-5f9e-86b7-8ce8624ebd48""],""name"":""Christophorus Maria Moretus"",""ark"":""ark:/83110/x0/70148325-2be5-5f9e-86b7-8ce8624ebd48"",""uri"":""/agents/people/11628867"",""id"":""au::108681:1"",""resourceArk"":""ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5,au_code
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,mpmdc,Tekstdrager,e73_Titles,5481c474-da4a-5843-870a-56c5d1d5a12c,vb,keywords,au::108697,au::108697:1,au::108697g:1,,"dlod={""suggest"":[""/agents/people/11630579"",""au::108697"",""au::108697:1"",""ark:/83110/x0/5481c474-da4a-5843-870a-56c5d1d5a12c"",""Joannes Jacobus Moretus"",""ark:/83110/x0/aaa00cdc-5030-5229-a1a6-0508c32b3d78""],""name"":""Joannes Jacobus Moretus"",""ark"":""ark:/83110/x0/aaa00cdc-5030-5229-a1a6-0508c32b3d78"",""uri"":""/agents/people/11630579"",""id"":""au::108697:1"",""resourceArk"":""ark:/83110/x0/5481c474-da4a-5843-870a-56c5d1d5a12c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5481c474-da4a-5843-870a-56c5d1d5a12c,au_code
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,mpmdc,Tekstdrager,e73_Titles,596abd42-5865-5058-8f74-fbce4ca85ab4,vb,keywords,au::108682,au::108682:1,au::108682g:1,,"dlod={""suggest"":[""/agents/people/11628974"",""au::108682"",""au::108682:1"",""ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4"",""Franciscus Moretus"",""ark:/83110/x0/5b066011-aa6e-572a-ae74-59636210c6b4""],""name"":""Franciscus Moretus"",""ark"":""ark:/83110/x0/5b066011-aa6e-572a-ae74-59636210c6b4"",""uri"":""/agents/people/11628974"",""id"":""au::108682:1"",""resourceArk"":""ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4,au_code
aec638df-bbfc-566e-88c8-c9a739d097de,tg:mpmdc:11,mpm,mpmdc,Tekstdrager,e73_Titles,26397003-50b1-5633-8c54-3e667dc155a2,vb,keywords,au::109050,au::109050:1,au::109050g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11668350"",""au::109050"",""au::109050:1"",""ark:/83110/x0/26397003-50b1-5633-8c54-3e667dc155a2"",""Joseph Van In \u0026 Compagnie"",""ark:/83110/x0/b00da654-1371-5e52-965a-25d327897947""],""name"":""Joseph Van In \u0026 Compagnie"",""ark"":""ark:/83110/x0/b00da654-1371-5e52-965a-25d327897947"",""uri"":""/agents/corporate_entities/11668350"",""id"":""au::109050:1"",""resourceArk"":""ark:/83110/x0/26397003-50b1-5633-8c54-3e667dc155a2"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/26397003-50b1-5633-8c54-3e667dc155a2,au_code
e08a7607-2fd3-5489-bd29-86e0c89edc7b,tg:mpmdc:12,mpm,mpmdc,Tekstdrager,e73_Titles,72b3715d-72fb-52b9-a1f4-ff06c227bb9f,vb,keywords,au::109051,au::109051:1,au::109051g:1,,"dlod={""suggest"":[""/agents/people/11668457"",""au::109051"",""au::109051:1"",""ark:/83110/x0/72b3715d-72fb-52b9-a1f4-ff06c227bb9f"",""Giuseppe Rizza"",""ark:/83110/x0/acc4c34e-b8db-57be-a8a5-4f41e81ee4c0""],""name"":""Giuseppe Rizza"",""ark"":""ark:/83110/x0/acc4c34e-b8db-57be-a8a5-4f41e81ee4c0"",""uri"":""/agents/people/11668457"",""id"":""au::109051:1"",""resourceArk"":""ark:/83110/x0/72b3715d-72fb-52b9-a1f4-ff06c227bb9f"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/72b3715d-72fb-52b9-a1f4-ff06c227bb9f,au_code
134b01c5-bdc9-5e66-85e6-7ec1222a0484,tg:mpmdc:24,mpm,mpmdc,Tekstdrager,e73_Titles,6464c84b-8283-5863-b9b2-40da615d96a8,vb,keywords,au::108738,au::108738:1,au::108738g:1,,"dlod={""suggest"":[""/agents/people/12885471"",""au::108738"",""au::108738:1"",""ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8"",""Maria Isabella Theresia de Vlieghere"",""ark:/83110/x0/5d132d52-e4d6-5af7-b81a-3a67d72fcb10""],""name"":""Maria Isabella Theresia de Vlieghere"",""ark"":""ark:/83110/x0/5d132d52-e4d6-5af7-b81a-3a67d72fcb10"",""uri"":""/agents/people/12885471"",""id"":""au::108738:1"",""resourceArk"":""ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8,au_code
