ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on
37ac54a3-dbd8-57c5-a087-f9ce10695b74,tg:mpmak:364,mpm,mpmak,Tekstdrager,e73_Titles,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,av,originators (administrative),au::106909,au::106909:1,au::106909g:1,,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus"",""ark:/83110/x0/dfea6e0e-0c5b-5fcf-96d5-591d96aca072""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/dfea6e0e-0c5b-5fcf-96d5-591d96aca072"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""resourceArk"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au_code
37ac54a3-dbd8-57c5-a087-f9ce10695b74,tg:mpmak:364,mpm,mpmak,Tekstdrager,e73_Titles,1f2250e6-b2c2-5656-b8e0-da62660dc801,va,recipients (people),au::108342,au::108342:1,au::108342g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11592594"",""au::108342"",""au::108342:1"",""ark:/83110/x0/1f2250e6-b2c2-5656-b8e0-da62660dc801"",""Ordo Sancti Hieronymi"",""ark:/83110/x0/4601ad89-d575-5607-afac-73a23679cc43""],""name"":""Ordo Sancti Hieronymi"",""ark"":""ark:/83110/x0/4601ad89-d575-5607-afac-73a23679cc43"",""uri"":""/agents/corporate_entities/11592594"",""id"":""au::108342:1"",""resourceArk"":""ark:/83110/x0/1f2250e6-b2c2-5656-b8e0-da62660dc801"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1f2250e6-b2c2-5656-b8e0-da62660dc801,au_code
3f795fa8-cc5d-5283-b74a-0c34a482ecb5,tg:mpmak:316,mpm,mpmak,Tekstdrager,e73_Titles,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana"",""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""resourceArk"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au_code
3f795fa8-cc5d-5283-b74a-0c34a482ecb5,tg:mpmak:316,mpm,mpmak,Tekstdrager,e73_Titles,b56659c4-babb-5e58-8fd8-33576adb8af4,va,recipients (people),au::112106,au::112106:1,au::112106g:1,,"dlod={""suggest"":[""/agents/people/11995342"",""au::112106"",""au::112106:1"",""ark:/83110/x0/b56659c4-babb-5e58-8fd8-33576adb8af4"",""Kaspar I Förster"",""ark:/83110/x0/da468a66-d612-5435-a939-a0d2222622f0""],""name"":""Kaspar I Förster"",""ark"":""ark:/83110/x0/da468a66-d612-5435-a939-a0d2222622f0"",""uri"":""/agents/people/11995342"",""id"":""au::112106:1"",""resourceArk"":""ark:/83110/x0/b56659c4-babb-5e58-8fd8-33576adb8af4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b56659c4-babb-5e58-8fd8-33576adb8af4,au_code
6b94d9fb-f4d1-5775-9b50-e4f6bff2efac,tg:mpmak:306,mpm,mpmak,Tekstdrager,e73_Titles,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana"",""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""resourceArk"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au_code
6b94d9fb-f4d1-5775-9b50-e4f6bff2efac,tg:mpmak:306,mpm,mpmak,Tekstdrager,e73_Titles,5c61b8af-f181-542c-858a-7010dcaa8f47,va,recipients (people),au::108844,au::108844:1,au::108844g:1,,"dlod={""suggest"":[""/agents/people/11646308"",""au::108844"",""au::108844:1"",""ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47"",""Theodoor Moerentorf"",""ark:/83110/x0/00ce367c-3573-578d-bc9c-7ca191a2ae5e""],""name"":""Theodoor Moerentorf"",""ark"":""ark:/83110/x0/00ce367c-3573-578d-bc9c-7ca191a2ae5e"",""uri"":""/agents/people/11646308"",""id"":""au::108844:1"",""resourceArk"":""ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47,au_code
6b94d9fb-f4d1-5775-9b50-e4f6bff2efac,tg:mpmak:306,mpm,mpmak,Tekstdrager,e73_Titles,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,opd,writers (clerical workers),au::106909,au::106909:1,au::106909g:1,,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus"",""ark:/83110/x0/dfea6e0e-0c5b-5fcf-96d5-591d96aca072""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/dfea6e0e-0c5b-5fcf-96d5-591d96aca072"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""resourceArk"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au_code
b6304530-6a87-5347-9b7d-b19b2c8b3058,tg:mpmak:108,mpm,mpmak,Tekstdrager,e73_Titles,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana"",""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""resourceArk"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au_code
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,mpm,mpmak,Tekstdrager,e73_Titles,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana"",""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""resourceArk"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au_code
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,mpm,mpmak,Tekstdrager,e73_Titles,0e786bc3-3516-5cef-82cc-36c2b11bc66e,va,recipients (people),au::109070,au::109070:1,au::109070g:1,,"dlod={""suggest"":[""/agents/people/11670490"",""au::109070"",""au::109070:1"",""ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e"",""Michiel Cnobbaert"",""ark:/83110/x0/9649af47-7b56-5872-be29-1468dde090a7""],""name"":""Michiel Cnobbaert"",""ark"":""ark:/83110/x0/9649af47-7b56-5872-be29-1468dde090a7"",""uri"":""/agents/people/11670490"",""id"":""au::109070:1"",""resourceArk"":""ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e,au_code
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,mpm,mpmak,Tekstdrager,e73_Titles,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana"",""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""resourceArk"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au_code
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,mpm,mpmak,Tekstdrager,e73_Titles,2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1,opd,writers (clerical workers),au::106911,au::106911:1,au::106911g:1,,"dlod={""suggest"":[""/agents/people/11439477"",""au::106911"",""au::106911:1"",""ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1"",""Hendrik van den Keere"",""ark:/83110/x0/7d092dfb-be2e-5e88-8ddb-fe003337b854""],""name"":""Hendrik van den Keere"",""ark"":""ark:/83110/x0/7d092dfb-be2e-5e88-8ddb-fe003337b854"",""uri"":""/agents/people/11439477"",""id"":""au::106911:1"",""resourceArk"":""ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1,au_code
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,mpm,mpmak,Tekstdrager,e73_Titles,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana"",""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""resourceArk"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au_code
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,mpm,mpmak,Tekstdrager,e73_Titles,fada4d18-7b52-5065-bf51-f90de5ce0e0d,opd,writers (clerical workers),au::108549,au::108549:1,au::108549g:1,,"dlod={""suggest"":[""/agents/people/11614743"",""au::108549"",""au::108549:1"",""ark:/83110/x0/fada4d18-7b52-5065-bf51-f90de5ce0e0d"",""Paulus Lannoy"",""ark:/83110/x0/9236f6c0-6738-54b9-8799-4ec0d9b11fb6""],""name"":""Paulus Lannoy"",""ark"":""ark:/83110/x0/9236f6c0-6738-54b9-8799-4ec0d9b11fb6"",""uri"":""/agents/people/11614743"",""id"":""au::108549:1"",""resourceArk"":""ark:/83110/x0/fada4d18-7b52-5065-bf51-f90de5ce0e0d"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fada4d18-7b52-5065-bf51-f90de5ce0e0d,au_code
ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,tg:mpmak:233,mpm,mpmak,Tekstdrager,e73_Titles,50d2268a-3bf7-5f73-827f-ffeb1016b259,va,recipients (people),au::108212,au::108212:1,au::108212g:1,,"dlod={""suggest"":[""/agents/people/11578684"",""au::108212"",""au::108212:1"",""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""Melchior Moretus"",""ark:/83110/x0/afd7d295-eacb-5261-8685-bf376fb09603""],""name"":""Melchior Moretus"",""ark"":""ark:/83110/x0/afd7d295-eacb-5261-8685-bf376fb09603"",""uri"":""/agents/people/11578684"",""id"":""au::108212:1"",""resourceArk"":""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259,au_code
ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,tg:mpmak:233,mpm,mpmak,Tekstdrager,e73_Titles,c4321678-0a24-51de-84a8-e94dc7176310,opd,writers (clerical workers),au::109866,au::109866:1,au::109866g:1,,"dlod={""suggest"":[""/agents/people/11755662"",""au::109866"",""au::109866:1"",""ark:/83110/x0/c4321678-0a24-51de-84a8-e94dc7176310"",""Elisabeth Moretus"",""ark:/83110/x0/524d165f-949a-534b-86ce-4a3c7a336edf""],""name"":""Elisabeth Moretus"",""ark"":""ark:/83110/x0/524d165f-949a-534b-86ce-4a3c7a336edf"",""uri"":""/agents/people/11755662"",""id"":""au::109866:1"",""resourceArk"":""ark:/83110/x0/c4321678-0a24-51de-84a8-e94dc7176310"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c4321678-0a24-51de-84a8-e94dc7176310,au_code
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,mpm,mpmak,Tekstdrager,e73_Titles,455c1363-f306-5b61-91c4-2c01d43428ab,av,originators (administrative),au::106906,au::106906:1,au::106906g:1,,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus"",""ark:/83110/x0/0026b2fc-a41d-5f87-8390-8814506dc5f4""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/0026b2fc-a41d-5f87-8390-8814506dc5f4"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""resourceArk"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab,au_code
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,mpm,mpmak,Tekstdrager,e73_Titles,70886e02-d10e-51a2-8691-e6e337dbb008,opd,writers (clerical workers),au::109832,au::109832:1,au::109832g:1,,"dlod={""suggest"":[""/agents/people/11752024"",""au::109832"",""au::109832:1"",""ark:/83110/x0/70886e02-d10e-51a2-8691-e6e337dbb008"",""Cornelius Mosselmans"",""ark:/83110/x0/c754c7ce-2fc1-5452-9f77-cab54a631be1""],""name"":""Cornelius Mosselmans"",""ark"":""ark:/83110/x0/c754c7ce-2fc1-5452-9f77-cab54a631be1"",""uri"":""/agents/people/11752024"",""id"":""au::109832:1"",""resourceArk"":""ark:/83110/x0/70886e02-d10e-51a2-8691-e6e337dbb008"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/70886e02-d10e-51a2-8691-e6e337dbb008,au_code
17ce37f3-2c79-57d4-8960-c47e070940c8,tg:mpmak:155,mpm,mpmak,Tekstdrager,e73_Titles,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana"",""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/55ebf305-6648-5999-98be-9f32bb92cef8"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""resourceArk"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au_code
