ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Connected Subject Role,source_code,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on
4d783568-5171-5ec3-9de0-a7f4e8a6e149,tg:mpmbr:20,mpm,mpmbr,Brief,e73_Titles,4c13ba31-93c9-5596-9aa6-7c6144acf49e,ow,subjects (content of works),au::108835,au::108835:1,au::108835g:1,,"dlod={""suggest"":[""/agents/people/11645345"",""au::108835"",""au::108835:1"",""ark:/83110/x0/4c13ba31-93c9-5596-9aa6-7c6144acf49e"",""Anna Maria Moretus"",""ark:/83110/x0/a0b24ac7-702d-5239-91f8-e604ed669e8f""],""name"":""Anna Maria Moretus"",""ark"":""ark:/83110/x0/a0b24ac7-702d-5239-91f8-e604ed669e8f"",""uri"":""/agents/people/11645345"",""id"":""au::108835:1"",""resourceArk"":""ark:/83110/x0/4c13ba31-93c9-5596-9aa6-7c6144acf49e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4c13ba31-93c9-5596-9aa6-7c6144acf49e,au_code
4d783568-5171-5ec3-9de0-a7f4e8a6e149,tg:mpmbr:20,mpm,mpmbr,Brief,e73_Titles,01e70735-73b1-54b2-b939-6c0f018dd9af,ow,subjects (content of works),au::108837,au::108837:1,au::108837g:1,,"dlod={""suggest"":[""/agents/people/11645559"",""au::108837"",""au::108837:1"",""ark:/83110/x0/01e70735-73b1-54b2-b939-6c0f018dd9af"",""Theresia Seraphina de Neuf"",""ark:/83110/x0/b474750e-73e6-5f09-b72e-e9806a8506ec""],""name"":""Theresia Seraphina de Neuf"",""ark"":""ark:/83110/x0/b474750e-73e6-5f09-b72e-e9806a8506ec"",""uri"":""/agents/people/11645559"",""id"":""au::108837:1"",""resourceArk"":""ark:/83110/x0/01e70735-73b1-54b2-b939-6c0f018dd9af"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/01e70735-73b1-54b2-b939-6c0f018dd9af,au_code
4d783568-5171-5ec3-9de0-a7f4e8a6e149,tg:mpmbr:20,mpm,mpmbr,Brief,e73_Titles,3f8fb576-1151-557e-9cb8-6e300f5ca708,ow,subjects (content of works),au::108841,au::108841:1,au::108841g:1,,"dlod={""suggest"":[""/agents/people/11645987"",""au::108841"",""au::108841:1"",""ark:/83110/x0/3f8fb576-1151-557e-9cb8-6e300f5ca708"",""Corneille van den Branden"",""ark:/83110/x0/cb9d3815-9bae-5d98-ac36-cd0d265af140""],""name"":""Corneille van den Branden"",""ark"":""ark:/83110/x0/cb9d3815-9bae-5d98-ac36-cd0d265af140"",""uri"":""/agents/people/11645987"",""id"":""au::108841:1"",""resourceArk"":""ark:/83110/x0/3f8fb576-1151-557e-9cb8-6e300f5ca708"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3f8fb576-1151-557e-9cb8-6e300f5ca708,au_code
88fd91db-8254-5f18-a26e-d61d7a1e09ca,tg:mpmbr:119,mpm,mpmbr,Brief,e73_Titles,7f996130-10f3-540e-9cbc-c131aa3a5f75,ow,subjects (content of works),au::108458,au::108458:1,au::108458g:1,,"dlod={""suggest"":[""/agents/people/11605006"",""au::108458"",""au::108458:1"",""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""Franciscus Joannes Moretus"",""ark:/83110/x0/a0c710ad-9a2f-5bef-861d-fec3bdb58ad5""],""name"":""Franciscus Joannes Moretus"",""ark"":""ark:/83110/x0/a0c710ad-9a2f-5bef-861d-fec3bdb58ad5"",""uri"":""/agents/people/11605006"",""id"":""au::108458:1"",""resourceArk"":""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75,au_code
a928211f-3033-5718-b226-3eca00645212,tg:mpmbr:126,mpm,mpmbr,Brief,e73_Titles,0989f4d7-d31c-504a-ad09-a89f38c655ad,ow,subjects (content of works),au::109799,au::109799:1,au::109799g:1,,"dlod={""suggest"":[""/agents/people/11748493"",""au::109799"",""au::109799:1"",""ark:/83110/x0/0989f4d7-d31c-504a-ad09-a89f38c655ad"",""Hendrik Geelhand"",""ark:/83110/x0/8da0062b-d01a-50be-94ab-28326ea38d6d""],""name"":""Hendrik Geelhand"",""ark"":""ark:/83110/x0/8da0062b-d01a-50be-94ab-28326ea38d6d"",""uri"":""/agents/people/11748493"",""id"":""au::109799:1"",""resourceArk"":""ark:/83110/x0/0989f4d7-d31c-504a-ad09-a89f38c655ad"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0989f4d7-d31c-504a-ad09-a89f38c655ad,au_code
b14e6bfd-a0c3-539a-a041-69af1709d6b3,tg:mpmbr:102,mpm,mpmbr,Brief,e73_Titles,bbee97fd-cecf-5731-8690-40cef81775b5,ow,subjects (content of works),au::109482,au::109482:1,au::109482g:1,,"dlod={""suggest"":[""/agents/people/11714574"",""au::109482"",""au::109482:1"",""ark:/83110/x0/bbee97fd-cecf-5731-8690-40cef81775b5"",""Paulus Josephus de Vlieghere"",""ark:/83110/x0/4132c5c2-9af0-5c18-8c9b-c7baf367fd5e""],""name"":""Paulus Josephus de Vlieghere"",""ark"":""ark:/83110/x0/4132c5c2-9af0-5c18-8c9b-c7baf367fd5e"",""uri"":""/agents/people/11714574"",""id"":""au::109482:1"",""resourceArk"":""ark:/83110/x0/bbee97fd-cecf-5731-8690-40cef81775b5"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bbee97fd-cecf-5731-8690-40cef81775b5,au_code
3f9a5c6f-ee6a-5957-934d-3d6b05288f80,tg:mpmbr:1263,mpm,mpmbr,Brief,e73_Titles,40bd4d9f-30fc-5ddf-ac26-c28395b0577b,ow,subjects (content of works),au::114626,au::114626:1,au::114626g:1,,"dlod={""suggest"":[""/agents/people/12885662"",""au::114626"",""au::114626:1"",""ark:/83110/x0/40bd4d9f-30fc-5ddf-ac26-c28395b0577b"",""Jean Desserans"",""ark:/83110/x0/b2281f6d-62a2-5586-87b7-e2228dd60a7d""],""name"":""Jean Desserans"",""ark"":""ark:/83110/x0/b2281f6d-62a2-5586-87b7-e2228dd60a7d"",""uri"":""/agents/people/12885662"",""id"":""au::114626:1"",""resourceArk"":""ark:/83110/x0/40bd4d9f-30fc-5ddf-ac26-c28395b0577b"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/40bd4d9f-30fc-5ddf-ac26-c28395b0577b,au_code
e1beed10-b385-5076-b84c-6a74f2142a57,tg:mpmbr:184,mpm,mpmbr,Brief,e73_Titles,c8ec92c4-f009-599a-9649-2fe5dcadbeb4,ow,subjects (content of works),au::109835,au::109835:1,au::109835g:1,,"dlod={""suggest"":[""/agents/people/11752345"",""au::109835"",""au::109835:1"",""ark:/83110/x0/c8ec92c4-f009-599a-9649-2fe5dcadbeb4"",""Adriana Moretus"",""ark:/83110/x0/baf0bb78-83ea-52a7-aa25-3055c0621d5b""],""name"":""Adriana Moretus"",""ark"":""ark:/83110/x0/baf0bb78-83ea-52a7-aa25-3055c0621d5b"",""uri"":""/agents/people/11752345"",""id"":""au::109835:1"",""resourceArk"":""ark:/83110/x0/c8ec92c4-f009-599a-9649-2fe5dcadbeb4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c8ec92c4-f009-599a-9649-2fe5dcadbeb4,au_code
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,mpm,mpmbr,Brief,e73_Titles,5c61b8af-f181-542c-858a-7010dcaa8f47,ow,subjects (content of works),au::108844,au::108844:1,au::108844g:1,,"dlod={""suggest"":[""/agents/people/11646308"",""au::108844"",""au::108844:1"",""ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47"",""Theodoor Moerentorf"",""ark:/83110/x0/00ce367c-3573-578d-bc9c-7ca191a2ae5e""],""name"":""Theodoor Moerentorf"",""ark"":""ark:/83110/x0/00ce367c-3573-578d-bc9c-7ca191a2ae5e"",""uri"":""/agents/people/11646308"",""id"":""au::108844:1"",""resourceArk"":""ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47,au_code
bf838315-9e8c-5173-bd0e-7892f44662bb,tg:mpmbr:135,mpm,mpmbr,Brief,e73_Titles,0e05e395-daf0-57f0-a9c3-10b306e23bbf,ow,subjects (content of works),au::109819,au::109819:1,au::109819g:1,,"dlod={""suggest"":[""/agents/people/11750633"",""au::109819"",""au::109819:1"",""ark:/83110/x0/0e05e395-daf0-57f0-a9c3-10b306e23bbf"",""Maria Elisabeth Dormer"",""ark:/83110/x0/05f07bc7-8bdd-589e-8032-a5b8e620a15c""],""name"":""Maria Elisabeth Dormer"",""ark"":""ark:/83110/x0/05f07bc7-8bdd-589e-8032-a5b8e620a15c"",""uri"":""/agents/people/11750633"",""id"":""au::109819:1"",""resourceArk"":""ark:/83110/x0/0e05e395-daf0-57f0-a9c3-10b306e23bbf"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0e05e395-daf0-57f0-a9c3-10b306e23bbf,au_code
2ef0a10d-53b5-5272-9d67-49aac714b4b1,tg:mpmbr:103,mpm,mpmbr,Brief,e73_Titles,25698b1e-409a-5a91-a3fa-8210d28b1095,ow,subjects (content of works),au::108565,au::108565:1,au::108565g:1,,"dlod={""suggest"":[""/agents/people/11616455"",""au::108565"",""au::108565:1"",""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""Theresia Mechtildis Schilders"",""ark:/83110/x0/6e737728-8bbd-51c7-8b21-96fb8db3551d""],""name"":""Theresia Mechtildis Schilders"",""ark"":""ark:/83110/x0/6e737728-8bbd-51c7-8b21-96fb8db3551d"",""uri"":""/agents/people/11616455"",""id"":""au::108565:1"",""resourceArk"":""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095,au_code
a7a045a4-ec3f-5e34-b2cf-1f95bbc3cfd5,tg:mpmbr:190,mpm,mpmbr,Brief,e73_Titles,414b56ce-397d-58af-b188-28234c93ada5,ow,subjects (content of works),au::108681,au::108681:1,au::108681g:1,,"dlod={""suggest"":[""/agents/people/11628867"",""au::108681"",""au::108681:1"",""ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5"",""Christophorus Maria Moretus"",""ark:/83110/x0/70148325-2be5-5f9e-86b7-8ce8624ebd48""],""name"":""Christophorus Maria Moretus"",""ark"":""ark:/83110/x0/70148325-2be5-5f9e-86b7-8ce8624ebd48"",""uri"":""/agents/people/11628867"",""id"":""au::108681:1"",""resourceArk"":""ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5,au_code
227553ed-15c6-5df4-9648-1951a746a2d0,tg:mpmbr:129,mpm,mpmbr,Brief,e73_Titles,8011b6f8-fd3f-5206-98b7-e4dcffe7a9ff,ow,subjects (content of works),au::108684,au::108684:1,au::108684g:1,,"dlod={""suggest"":[""/agents/people/11629188"",""au::108684"",""au::108684:1"",""ark:/83110/x0/8011b6f8-fd3f-5206-98b7-e4dcffe7a9ff"",""Henricus Paulus Franciscus Moretus"",""ark:/83110/x0/14b3c1a3-5438-5689-8c40-49418e7b71da""],""name"":""Henricus Paulus Franciscus Moretus"",""ark"":""ark:/83110/x0/14b3c1a3-5438-5689-8c40-49418e7b71da"",""uri"":""/agents/people/11629188"",""id"":""au::108684:1"",""resourceArk"":""ark:/83110/x0/8011b6f8-fd3f-5206-98b7-e4dcffe7a9ff"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8011b6f8-fd3f-5206-98b7-e4dcffe7a9ff,au_code
227553ed-15c6-5df4-9648-1951a746a2d0,tg:mpmbr:129,mpm,mpmbr,Brief,e73_Titles,235b7bfd-4a20-5765-b0b7-0858a4f8e89e,ow,subjects (content of works),au::108685,au::108685:1,au::108685g:1,,"dlod={""suggest"":[""/agents/people/11629295"",""au::108685"",""au::108685:1"",""ark:/83110/x0/235b7bfd-4a20-5765-b0b7-0858a4f8e89e"",""Coleta Maria Josepha Wellens"",""ark:/83110/x0/9c0d054e-6f5e-5258-9126-f8620b1ce859""],""name"":""Coleta Maria Josepha Wellens"",""ark"":""ark:/83110/x0/9c0d054e-6f5e-5258-9126-f8620b1ce859"",""uri"":""/agents/people/11629295"",""id"":""au::108685:1"",""resourceArk"":""ark:/83110/x0/235b7bfd-4a20-5765-b0b7-0858a4f8e89e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/235b7bfd-4a20-5765-b0b7-0858a4f8e89e,au_code
0bd49f48-72c5-51df-8240-aa188d07e01e,tg:mpmbr:199,mpm,mpmbr,Brief,e73_Titles,0733e767-407b-5ced-be43-70e4a1a498c6,ow,subjects (content of works),au::109890,au::109890:1,au::109890g:1,,"dlod={""suggest"":[""/agents/people/11758230"",""au::109890"",""au::109890:1"",""ark:/83110/x0/0733e767-407b-5ced-be43-70e4a1a498c6"",""Maria Catharina Moretus"",""ark:/83110/x0/2f28551b-5fe0-5f8d-ad89-7ae100a5f79f""],""name"":""Maria Catharina Moretus"",""ark"":""ark:/83110/x0/2f28551b-5fe0-5f8d-ad89-7ae100a5f79f"",""uri"":""/agents/people/11758230"",""id"":""au::109890:1"",""resourceArk"":""ark:/83110/x0/0733e767-407b-5ced-be43-70e4a1a498c6"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0733e767-407b-5ced-be43-70e4a1a498c6,au_code
0bd49f48-72c5-51df-8240-aa188d07e01e,tg:mpmbr:199,mpm,mpmbr,Brief,e73_Titles,4c13ba31-93c9-5596-9aa6-7c6144acf49e,ow,subjects (content of works),au::108835,au::108835:1,au::108835g:1,,"dlod={""suggest"":[""/agents/people/11645345"",""au::108835"",""au::108835:1"",""ark:/83110/x0/4c13ba31-93c9-5596-9aa6-7c6144acf49e"",""Anna Maria Moretus"",""ark:/83110/x0/a0b24ac7-702d-5239-91f8-e604ed669e8f""],""name"":""Anna Maria Moretus"",""ark"":""ark:/83110/x0/a0b24ac7-702d-5239-91f8-e604ed669e8f"",""uri"":""/agents/people/11645345"",""id"":""au::108835:1"",""resourceArk"":""ark:/83110/x0/4c13ba31-93c9-5596-9aa6-7c6144acf49e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4c13ba31-93c9-5596-9aa6-7c6144acf49e,au_code
baa4145b-c0e8-5384-927a-e611220089ec,tg:mpmbr:130,mpm,mpmbr,Brief,e73_Titles,e37f2792-3f44-587e-b97c-3dccba54f3d4,ow,subjects (content of works),au::109612,au::109612:1,au::109612g:1,,"dlod={""suggest"":[""/agents/people/11728484"",""au::109612"",""au::109612:1"",""ark:/83110/x0/e37f2792-3f44-587e-b97c-3dccba54f3d4"",""Charles André Wellens"",""ark:/83110/x0/76a2b008-cd5e-5387-94cd-d0746016e1b8""],""name"":""Charles André Wellens"",""ark"":""ark:/83110/x0/76a2b008-cd5e-5387-94cd-d0746016e1b8"",""uri"":""/agents/people/11728484"",""id"":""au::109612:1"",""resourceArk"":""ark:/83110/x0/e37f2792-3f44-587e-b97c-3dccba54f3d4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e37f2792-3f44-587e-b97c-3dccba54f3d4,au_code
d18dd5d9-df61-52e1-850a-8be0f057af51,tg:mpmbr:120,mpm,mpmbr,Brief,e73_Titles,7f996130-10f3-540e-9cbc-c131aa3a5f75,ow,subjects (content of works),au::108458,au::108458:1,au::108458g:1,,"dlod={""suggest"":[""/agents/people/11605006"",""au::108458"",""au::108458:1"",""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""Franciscus Joannes Moretus"",""ark:/83110/x0/a0c710ad-9a2f-5bef-861d-fec3bdb58ad5""],""name"":""Franciscus Joannes Moretus"",""ark"":""ark:/83110/x0/a0c710ad-9a2f-5bef-861d-fec3bdb58ad5"",""uri"":""/agents/people/11605006"",""id"":""au::108458:1"",""resourceArk"":""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75,au_code
ae2dd5ce-8cbe-5c58-86cc-11ac53693d18,tg:mpmbr:131,mpm,mpmbr,Brief,e73_Titles,2a40d4b5-90fb-53b4-9017-8f5dd07e6c05,ow,subjects (content of works),au::108615,au::108615:1,au::108615g:1,,"dlod={""suggest"":[""/agents/people/11621805"",""au::108615"",""au::108615:1"",""ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05"",""Maria Theresia Borrekens"",""ark:/83110/x0/f7dc660d-4c09-585c-a5ca-5a36398a6ea6""],""name"":""Maria Theresia Borrekens"",""ark"":""ark:/83110/x0/f7dc660d-4c09-585c-a5ca-5a36398a6ea6"",""uri"":""/agents/people/11621805"",""id"":""au::108615:1"",""resourceArk"":""ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05,au_code
