ResourceID,brocade.id,card,order,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type
57e85ba3-7111-55a6-b3d0-7399c86ad0c1,tg:lhhs:16320,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:162900,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
36c6f20d-9b3f-5eec-af55-100ed9f4929c,tg:lhhs:17837,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:521961,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
617090c7-88ba-558c-a525-f9d63337757c,tg:lhhs:16389,e73_ExternalRelations,1,gerelateerde publicatie, c:lvd:1020802,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
617090c7-88ba-558c-a525-f9d63337757c,tg:lhhs:16389,e73_ExternalRelations,2,gepubliceerd in /als, c:lvd:1089535,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
65942728-5318-5ee4-be2a-3430424f0593,tg:lhhs:16450,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6651125,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,p. 437-450,Nederlands,remarks
0134de4f-ec80-50c4-86ed-3c1e33764c7a,tg:lhhs:17285,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:571779,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
1cc74141-cbb9-5ed1-84c3-b6046818dd18,tg:lhhs:19610,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. IV, p. 296-298",Nederlands,remarks
bc1b8be0-5b30-55a1-a21b-98cb77547aa6,tg:lhhs:15748,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:128401,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
bc1b8be0-5b30-55a1-a21b-98cb77547aa6,tg:lhhs:15748,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:1154950,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,september 1901,Nederlands,remarks
9cbcb6a2-660d-55b0-8c4e-f5ec69ead0a9,tg:lhhs:17336,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:125829,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
1168568d-395d-5cd1-a48c-d22d22331e2c,tg:lhhs:13056,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:114841,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"1906, p. 335-343, p. 366-385, p. 417-436",Nederlands,remarks
d30c6896-1181-59aa-a2a1-90ee9f5e904e,tg:lhhs:16915,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:423015,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
75b2db85-0de2-52c4-84da-b49a4cafe5ee,tg:lhhs:16388,e73_ExternalRelations,1,gerelateerde publicatie, c:lvd:1020802,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
75b2db85-0de2-52c4-84da-b49a4cafe5ee,tg:lhhs:16388,e73_ExternalRelations,2,gepubliceerd in /als, c:lvd:1089535,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
204e95d4-02d2-58d9-9a65-61293dd08257,tg:lhhs:16321,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6157007,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
23feac2a-20a8-5f75-9760-d08ea35e024a,tg:lhhs:17106,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:605872,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
7805ac67-940b-5a91-9b71-18e0e3e71d55,tg:lhhs:15782,e73_ExternalRelations,1,gepubliceerd in /als,woes002verz03_01/woes002verz03_01_0053.php,https://www.dbnl.org/tekst/,Digitale bibliotheek voor de Nederlandse letteren:tekst,,,
73ff72c2-4fcd-5b2f-9503-04311f6e3b43,tg:lhhs:2849,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:114023,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"jg. 52 (1888), p. XXII - XLIV",Nederlands,remarks
ade548b5-e662-592f-9230-283ffe152797,tg:lhhs:15926,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:123077,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
28fca275-f746-51ed-a746-b19ad593b139,tg:lhhs:16451,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6651125,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,p. 451-452,Nederlands,remarks
bfa08158-af2f-50e1-83d0-1bd6239ee02e,tg:lhhs:15895,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:19797,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
9dbe167c-8f5c-5812-9770-ff7762926de0,tg:lhhs:15759,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:126783,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
da78e6db-db32-5f61-9505-5103816735d1,tg:lhhs:15749,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:128401,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
da78e6db-db32-5f61-9505-5103816735d1,tg:lhhs:15749,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:922817,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"1900, II, p. 240 e.v.",Nederlands,remarks
670434ba-9404-5b1e-902a-30f2fa27a802,tg:lhhs:17129,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:106900,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
670434ba-9404-5b1e-902a-30f2fa27a802,tg:lhhs:17129,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:106899,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
a7f5e1ed-2ea0-501b-8ad0-1cb070be2642,tg:lhhs:15962,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:655100,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
b13b9f80-e44d-53ca-95a2-63bb915df706,tg:lhhs:19627,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl II, p. 210",Nederlands,remarks
93bfedf4-54a5-5c68-a522-b8a0a8344d49,tg:lhhs:19637,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. I, p. 291-292",Nederlands,remarks
6863f21c-354c-5e69-bd9a-5ef131361b79,tg:lhhs:16338,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1092843,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
81c2313f-ab7a-5221-85aa-072ce9e8857f,tg:lhhs:16328,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:13204504,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
15554332-c480-51b5-943e-8b13538abb6b,tg:lhhs:21669,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:931803,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
563317dc-176f-5e5b-8916-c36355b60dfb,tg:lhhs:19655,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. IV, p. 303-304",Nederlands,remarks
62f963ec-708a-5b04-8087-db9f43d95056,tg:lhhs:19010,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:128401,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
62f963ec-708a-5b04-8087-db9f43d95056,tg:lhhs:19010,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:922817,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"1901, p. 417-418",Nederlands,remarks
e9fd02c8-8adf-5fa3-83e8-6144d53376b9,tg:lhhs:17791,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:455670,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
10842b4a-f6f4-5e2e-b7b0-b8236ca4587c,tg:lhhs:15900,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:167125,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
55c726b8-bf05-5dbc-b252-e046dc65f0f3,tg:lhhs:2747,e73_ExternalRelations,1,gepubliceerd in /als,/_vla010185601_01/_vla010185601_01_0057.php,https://www.dbnl.org/tekst/,Digitale bibliotheek voor de Nederlandse letteren:tekst,,,
55c726b8-bf05-5dbc-b252-e046dc65f0f3,tg:lhhs:2747,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:115060,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"jg. 2 (1859), p. 98 - 102",Nederlands,remarks
fd446f30-de7d-50de-9d6b-a28904e66e74,tg:lhhs:15750,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:16201,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
fd446f30-de7d-50de-9d6b-a28904e66e74,tg:lhhs:15750,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:922817,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"1900, II, p. 154 e.v.",Nederlands,remarks
4a0761d5-9f37-5358-90b6-2144b2518354,tg:lhhs:19618,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. II, p. 433",Nederlands,remarks
bbf6dda7-86bc-51ad-918b-b3e2b9c9e6d7,tg:lhhs:19608,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. IV, p. 264-281",Nederlands,remarks
4c194138-508f-51e2-a31d-b4e9a558b5c3,tg:lhhs:16448,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6651125,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,p. 419-427,Nederlands,remarks
88feedcf-a59e-57aa-bc69-f190f7127010,tg:lhhs:16458,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:210238,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"nr. 17  (December 1953), p. 1-2, 19-57",Nederlands,remarks
b69efcb6-0f8c-5d7d-8db4-abd2935f2aef,tg:lhhs:16365,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:209275,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,(1962) p. 846-857,Nederlands,remarks
7b1e3956-a58e-5c20-b766-3c5945de52bc,tg:lhhs:16375,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:209275,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"jg. 12 (1958), p. 790-795",Nederlands,remarks
0d405d6e-b7be-5400-9441-73e7fee93a39,tg:lhhs:928,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:13095850,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
d1614670-a18a-5dd0-8da1-43554893d531,tg:lhhs:17104,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:126567,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
1c4f9193-33b6-5643-b9da-922894f8588a,tg:lhhs:16323,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6157007,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
4507efe2-2367-56c2-9f47-dbe0f2f3ed4c,tg:lhhs:16351,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:100418,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
ccd9761f-b06e-5e91-b9f6-d23c5948b6d2,tg:lhhs:19528,e73_ExternalRelations,1,gepubliceerd in /als,timm010piet01_01/timm010piet01_01_0002,https://www.dbnl.org/tekst/,Digitale bibliotheek voor de Nederlandse letteren:tekst,,,
ccd9761f-b06e-5e91-b9f6-d23c5948b6d2,tg:lhhs:19528,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:14185452,https://anet.be/record/opacehc/,Link naar bibliotheekcatalogus EHC,,,
e0a189fc-8ddb-5c4c-8572-b3cdf2fb3d77,tg:lhhs:15897,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:655100,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
69a65417-e3b6-5e22-8f19-9b4e23a485b8,tg:lhhs:19613,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. I, p. 96-98",Nederlands,remarks
fdf585c9-f1f9-5aec-a29f-3edb9b46033c,tg:lhhs:17286,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:448106,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
a334afa9-7ce8-5214-80d3-378f74884842,tg:lhhs:17159,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:3158419,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,2 juli 1916,Nederlands,remarks
cbd30528-2b2a-5bf9-9a3f-70da9e006833,tg:lhhs:16465,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:558732,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
2f36877f-f23b-5695-bc80-4a6f7a2286c0,tg:lhhs:15902,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:655108,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
210617c1-8863-5369-abf3-178ad8c8dc02,tg:lhhs:19657,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. IV, p. 400-401",Nederlands,remarks
6a5dd114-4262-5db4-8951-28cfd624fcd5,tg:lhhs:19647,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. III, p. 231-236",Nederlands,remarks
0237e6da-585b-5e1e-b506-dda26f26d8b6,tg:lhhs:19635,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl II, p. 237",Nederlands,remarks
0831f312-cd0d-5a72-b074-eeefd9375f69,tg:lhhs:16383,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:858291,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
a26c60df-eac7-5a88-b6b0-25080dec94f9,tg:lhhs:16377,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:15526,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
955ef65b-7c84-5855-a9c2-12482c2366c7,tg:lhhs:16367,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:209275,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,(okt 1961) p. 60-79,Nederlands,remarks
0013a6df-f420-5c3d-bc15-de77298ca14a,tg:lhhs:16892,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:2401035,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
99ff3d4b-0f20-52c1-8c17-c633e185477e,tg:lhhs:16315,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:179817,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
3630794b-2065-5ffd-a4c8-6fdf508a6e65,tg:lhhs:16305,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:564071,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
363317ab-5542-51b1-844f-0fc5a3a3ce2a,tg:lhhs:19646,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. III, p. 220-230",Nederlands,remarks
50c8fc4a-f9eb-5ae5-ae5f-7e75957ecbc8,tg:lhhs:19656,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. IV, p. 129-134",Nederlands,remarks
ec55d4bc-43fd-5d22-9f13-1be686d2526d,tg:lhhs:15913,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:52310,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
53e7ace3-6919-531e-a5ed-b8c02efb212f,tg:lhhs:15903,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:655108,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
172abb67-fd5d-5abf-898e-78c08b7dfd48,tg:lhhs:16464,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:100276,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
dc74622e-458c-5148-91e4-0e1bc384f288,tg:lhhs:16221,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13153028,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,p. 169-175,Nederlands,remarks
1f8e86b8-1b03-50d3-b1a7-672b4da1171f,tg:lhhs:16349,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:401775,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
0354e92c-ab14-5365-b97c-374357943e73,tg:lhhs:15961,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:655100,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
6600a640-521c-57c0-8bd6-617ef3b8a46b,tg:lhhs:19634,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl II, p. 235",Nederlands,remarks
bbe79e8d-192a-55f7-9926-16b1c0fe6e60,tg:lhhs:16366,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:209275,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,(1962) p. 1297-1320,Nederlands,remarks
c1915081-7ebf-5b5f-8826-595af1fb5b24,tg:lhhs:16376,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:16453,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
5c0f82ee-3d6a-53d0-8dc8-674fc084cb65,tg:lhhs:20394,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:586768,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
184d0773-6adf-5315-9d78-9f77112467d0,tg:lhhs:16314,e73_ExternalRelations,1,gepubliceerd in /als,  c:lvd:402470,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
55a0d8a8-9f38-5902-b894-6a071e81a353,tg:lhhs:2744,e73_ExternalRelations,1,gerelateerde publicatie,c:lvd:538408,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
57dfe5bc-307a-5e74-8402-8e3aad53207c,tg:lhhs:16322,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:6157007,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
2e8302c5-c43a-5335-8e1e-e675539f3c41,tg:lhhs:17105,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:126567,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
23059d57-e32f-58bf-ba17-e07145150b33,tg:lhhs:16916,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:419267,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
ae0aa5f1-de61-5f20-ad24-e676de83b070,tg:lhhs:17287,e73_ExternalRelations,1,gepubliceerd in /als, c:lvd:448106,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
c5f6e41e-6dad-5b22-bd42-c7789565e7b7,tg:lhhs:15781,e73_ExternalRelations,1,gepubliceerd in /als,woes002verz03_01/woes002verz03_01_0039.php,https://www.dbnl.org/tekst/,Digitale bibliotheek voor de Nederlandse letteren:tekst,,,
c5f6e41e-6dad-5b22-bd42-c7789565e7b7,tg:lhhs:15781,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:128411,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,
824e8bea-97a5-579f-97f5-2ffd828d718a,tg:lhhs:19660,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:191954,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,"Dl. IV, p. 334-336",Nederlands,remarks
