ResourceID,brocade.id,museum,card,ire.isaar.uuid,source_ire_type,Connected Subject Role,source_code,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type
1334cd38-8ba5-5af4-904d-f7569f3bbcbe,tg:lhdc:187,lh,e73_ConnectedSubjects,40156d8b-30af-5e2e-a12c-64026fdc0d86,ow,subjects (content of works),au::7183,au::7183:1,au::7183g:1,,"dlod={""suggest"":[""/agents/people/768581"",""au::7183"",""au::7183:1"",""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""Jef Geeraerts""],""name"":""Jef Geeraerts"",""ark"":""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""uri"":""/agents/people/768581"",""id"":""au::7183:1"",""isCapacity"":false}",ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86,agent
1334cd38-8ba5-5af4-904d-f7569f3bbcbe,tg:lhdc:187,lh,e73_ConnectedSubjects,aa8bbbbb-a29a-5e87-a243-061e03b2093f,ow,subjects (content of works),au::20740,au::20740:1,au::20740g:1,,"dlod={""suggest"":[""/agents/people/2219180"",""au::20740"",""au::20740:1"",""ark:/83110/x0/aa8bbbbb-a29a-5e87-a243-061e03b2093f"",""Paul de Vree""],""name"":""Paul de Vree"",""ark"":""ark:/83110/x0/aa8bbbbb-a29a-5e87-a243-061e03b2093f"",""uri"":""/agents/people/2219180"",""id"":""au::20740:1"",""isCapacity"":false}",ark:/83110/x0/aa8bbbbb-a29a-5e87-a243-061e03b2093f,agent
1334cd38-8ba5-5af4-904d-f7569f3bbcbe,tg:lhdc:187,lh,e73_ConnectedSubjects,2cac2e98-c03e-5c8d-9b8f-8cf707f22067,ow,subjects (content of works),au::9639,au::9639:1,au::9639g:1,,"dlod={""suggest"":[""/agents/people/1031373"",""au::9639"",""au::9639:1"",""ark:/83110/x0/2cac2e98-c03e-5c8d-9b8f-8cf707f22067"",""Marcel Janssens""],""name"":""Marcel Janssens"",""ark"":""ark:/83110/x0/2cac2e98-c03e-5c8d-9b8f-8cf707f22067"",""uri"":""/agents/people/1031373"",""id"":""au::9639:1"",""isCapacity"":false}",ark:/83110/x0/2cac2e98-c03e-5c8d-9b8f-8cf707f22067,agent
1334cd38-8ba5-5af4-904d-f7569f3bbcbe,tg:lhdc:187,lh,e73_ConnectedSubjects,78628796-a7ae-58b8-b48f-0688bd36c26b,ow,subjects (content of works),au::8204,au::8204:1,au::8204g:1,,"dlod={""suggest"":[""/agents/people/877828"",""au::8204"",""au::8204:1"",""ark:/83110/x0/78628796-a7ae-58b8-b48f-0688bd36c26b"",""Clara Haesaert""],""name"":""Clara Haesaert"",""ark"":""ark:/83110/x0/78628796-a7ae-58b8-b48f-0688bd36c26b"",""uri"":""/agents/people/877828"",""id"":""au::8204:1"",""isCapacity"":false}",ark:/83110/x0/78628796-a7ae-58b8-b48f-0688bd36c26b,agent
7eb765dd-de54-580f-9ead-66d1b7fd6e4b,tg:lhdc:433,lh,e73_ConnectedSubjects,20ed4a5e-19c2-5def-a81f-e058802e8e09,ow,subjects (content of works),au::58,au::58:1,au::58g:1,,"dlod={""suggest"":[""/agents/corporate_entities/6206"",""au::58"",""au::58:1"",""ark:/83110/x0/20ed4a5e-19c2-5def-a81f-e058802e8e09"",""Académie Royale des Sciences, des Lettres et des Beaux-Arts de Belgique""],""name"":""Académie Royale des Sciences, des Lettres et des Beaux-Arts de Belgique"",""ark"":""ark:/83110/x0/20ed4a5e-19c2-5def-a81f-e058802e8e09"",""uri"":""/agents/corporate_entities/6206"",""id"":""au::58:1"",""isCapacity"":false}",ark:/83110/x0/20ed4a5e-19c2-5def-a81f-e058802e8e09,agent
7eb765dd-de54-580f-9ead-66d1b7fd6e4b,tg:lhdc:433,lh,e73_ConnectedSubjects,74430b3a-282d-5013-b777-363c2b882eaa,ow,subjects (content of works),au::6111,au::6111:1,au::6111g:1,,"dlod={""suggest"":[""/agents/people/653877"",""au::6111"",""au::6111:1"",""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""Prudens van Duyse""],""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/653877"",""id"":""au::6111:1"",""isCapacity"":false}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa,agent
60b8ea31-c52d-5d25-8050-9578f9e29c1c,tg:lhdc:423,lh,e73_ConnectedSubjects,74430b3a-282d-5013-b777-363c2b882eaa,ow,subjects (content of works),au::6111,au::6111:1,au::6111g:1,,"dlod={""suggest"":[""/agents/people/653877"",""au::6111"",""au::6111:1"",""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""Prudens van Duyse""],""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/653877"",""id"":""au::6111:1"",""isCapacity"":false}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa,agent
5ab69eec-b681-585c-afed-20088de2f087,tg:lhdc:172,lh,e73_ConnectedSubjects,e8db4670-cad9-59d6-a330-5a5e4c88b746,ow,subjects (content of works),au::6306,au::6306:1,au::6306g:1,,"dlod={""suggest"":[""/agents/people/674742"",""au::6306"",""au::6306:1"",""ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746"",""Willem Elsschot""],""name"":""Willem Elsschot"",""ark"":""ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746"",""uri"":""/agents/people/674742"",""id"":""au::6306:1"",""isCapacity"":false}",ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746,agent
5ab69eec-b681-585c-afed-20088de2f087,tg:lhdc:172,lh,e73_ConnectedSubjects,c987d600-4bab-5bec-b1cd-e1bd6a2b39d5,ow,subjects (content of works),au::21016,au::21016:1,au::21016g:1,,"dlod={""suggest"":[""/agents/people/2248712"",""au::21016"",""au::21016:1"",""ark:/83110/x0/c987d600-4bab-5bec-b1cd-e1bd6a2b39d5"",""Gerard Walschap""],""name"":""Gerard Walschap"",""ark"":""ark:/83110/x0/c987d600-4bab-5bec-b1cd-e1bd6a2b39d5"",""uri"":""/agents/people/2248712"",""id"":""au::21016:1"",""isCapacity"":false}",ark:/83110/x0/c987d600-4bab-5bec-b1cd-e1bd6a2b39d5,agent
5ab69eec-b681-585c-afed-20088de2f087,tg:lhdc:172,lh,e73_ConnectedSubjects,6f65e969-6054-5fcb-bbc1-edf03f7e2f44,ow,subjects (content of works),au::9025,au::9025:1,au::9025g:1,,"dlod={""suggest"":[""/agents/people/965675"",""au::9025"",""au::9025:1"",""ark:/83110/x0/6f65e969-6054-5fcb-bbc1-edf03f7e2f44"",""Albert van Hoogenbemt""],""name"":""Albert van Hoogenbemt"",""ark"":""ark:/83110/x0/6f65e969-6054-5fcb-bbc1-edf03f7e2f44"",""uri"":""/agents/people/965675"",""id"":""au::9025:1"",""isCapacity"":false}",ark:/83110/x0/6f65e969-6054-5fcb-bbc1-edf03f7e2f44,agent
7fe3d7c5-906a-5b5e-ae1d-af35e81d5eca,tg:lhdc:451,lh,e73_ConnectedSubjects,3952b168-39c5-56fb-8469-200339802011,ow,subjects (content of works),au::15798,au::15798:1,au::15798g:1,,"dlod={""suggest"":[""/agents/people/1690386"",""au::15798"",""au::15798:1"",""ark:/83110/x0/3952b168-39c5-56fb-8469-200339802011"",""Albrecht Rodenbach""],""name"":""Albrecht Rodenbach"",""ark"":""ark:/83110/x0/3952b168-39c5-56fb-8469-200339802011"",""uri"":""/agents/people/1690386"",""id"":""au::15798:1"",""isCapacity"":false}",ark:/83110/x0/3952b168-39c5-56fb-8469-200339802011,agent
cd9d35a9-883d-5037-b4b1-6629b5190ee9,tg:lhdc:2252,lh,e73_ConnectedSubjects,2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,ow,subjects (content of works),au::9845,au::9845:1,au::9845g:1,,"dlod={""suggest"":[""/agents/people/1053415"",""au::9845"",""au::9845:1"",""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""Jacob Jordaens""],""name"":""Jacob Jordaens"",""ark"":""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""uri"":""/agents/people/1053415"",""id"":""au::9845:1"",""isCapacity"":false}",ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,agent
88158538-fd7d-5d21-8404-670b488bc556,tg:lhdc:259,lh,e73_ConnectedSubjects,81055457-24aa-5f98-a18c-0bf0d27b7d7b,ow,subjects (content of works),au::47330,au::47330:1,au::47330g:1,,"dlod={""suggest"":[""/agents/people/5064310"",""au::47330"",""au::47330:1"",""ark:/83110/x0/81055457-24aa-5f98-a18c-0bf0d27b7d7b"",""Jos Moreaux""],""name"":""Jos Moreaux"",""ark"":""ark:/83110/x0/81055457-24aa-5f98-a18c-0bf0d27b7d7b"",""uri"":""/agents/people/5064310"",""id"":""au::47330:1"",""isCapacity"":false}",ark:/83110/x0/81055457-24aa-5f98-a18c-0bf0d27b7d7b,agent
0806e471-0c1f-59ba-9f87-a84c6eb4e3df,tg:lhdc:398,lh,e73_ConnectedSubjects,74430b3a-282d-5013-b777-363c2b882eaa,ow,subjects (content of works),au::6111,au::6111:1,au::6111g:1,,"dlod={""suggest"":[""/agents/people/653877"",""au::6111"",""au::6111:1"",""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""Prudens van Duyse""],""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/653877"",""id"":""au::6111:1"",""isCapacity"":false}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa,agent
0806e471-0c1f-59ba-9f87-a84c6eb4e3df,tg:lhdc:398,lh,e73_ConnectedSubjects,a3580e09-d456-521e-8648-8973db523508,ow,subjects (content of works),au::57887,au::57887:1,au::57887g:1,,"dlod={""suggest"":[""/agents/people/6193909"",""au::57887"",""au::57887:1"",""ark:/83110/x0/a3580e09-d456-521e-8648-8973db523508"",""Matthijs de Layens""],""name"":""Matthijs de Layens"",""ark"":""ark:/83110/x0/a3580e09-d456-521e-8648-8973db523508"",""uri"":""/agents/people/6193909"",""id"":""au::57887:1"",""isCapacity"":false}",ark:/83110/x0/a3580e09-d456-521e-8648-8973db523508,agent
e1ebdaa3-036e-53ea-8118-058bf289c6e6,tg:lhdc:186,lh,e73_ConnectedSubjects,36d9f3f5-ee97-5582-874f-5375d281fd96,ow,subjects (content of works),au::12407,au::12407:1,au::12407g:1,,"dlod={""suggest"":[""/agents/people/1327549"",""au::12407"",""au::12407:1"",""ark:/83110/x0/36d9f3f5-ee97-5582-874f-5375d281fd96"",""Frans van Mechelen""],""name"":""Frans van Mechelen"",""ark"":""ark:/83110/x0/36d9f3f5-ee97-5582-874f-5375d281fd96"",""uri"":""/agents/people/1327549"",""id"":""au::12407:1"",""isCapacity"":false}",ark:/83110/x0/36d9f3f5-ee97-5582-874f-5375d281fd96,agent
e1ebdaa3-036e-53ea-8118-058bf289c6e6,tg:lhdc:186,lh,e73_ConnectedSubjects,40156d8b-30af-5e2e-a12c-64026fdc0d86,ow,subjects (content of works),au::7183,au::7183:1,au::7183g:1,,"dlod={""suggest"":[""/agents/people/768581"",""au::7183"",""au::7183:1"",""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""Jef Geeraerts""],""name"":""Jef Geeraerts"",""ark"":""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""uri"":""/agents/people/768581"",""id"":""au::7183:1"",""isCapacity"":false}",ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86,agent
e1ebdaa3-036e-53ea-8118-058bf289c6e6,tg:lhdc:186,lh,e73_ConnectedSubjects,1872d5f3-f6b1-5f4c-b800-420f8a4be9f3,ow,subjects (content of works),au::19482,au::19482:1,au::19482g:1,,"dlod={""suggest"":[""/agents/corporate_entities/2084574"",""au::19482"",""au::19482:1"",""ark:/83110/x0/1872d5f3-f6b1-5f4c-b800-420f8a4be9f3"",""Vereniging van Vlaamse Letterkundigen""],""name"":""Vereniging van Vlaamse Letterkundigen"",""ark"":""ark:/83110/x0/1872d5f3-f6b1-5f4c-b800-420f8a4be9f3"",""uri"":""/agents/corporate_entities/2084574"",""id"":""au::19482:1"",""isCapacity"":false}",ark:/83110/x0/1872d5f3-f6b1-5f4c-b800-420f8a4be9f3,agent
f9b559a9-4e0c-52f1-ae64-34ee5dfc649d,tg:lhdc:196,lh,e73_ConnectedSubjects,68e29b77-ff40-5198-9599-a49e094f568f,ow,subjects (content of works),au::13335,au::13335:1,au::13335g:1,,"dlod={""suggest"":[""/agents/corporate_entities/1426845"",""au::13335"",""au::13335:1"",""ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f"",""Stedelijk museum Wuyts-Van Campen en Baron Caroly""],""name"":""Stedelijk museum Wuyts-Van Campen en Baron Caroly"",""ark"":""ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f"",""uri"":""/agents/corporate_entities/1426845"",""id"":""au::13335:1"",""isCapacity"":false}",ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f,agent
532e7022-6e3d-524c-96db-2731c7d7b6b4,tg:lhdc:2184,lh,e73_ConnectedSubjects,2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,ow,subjects (content of works),au::9845,au::9845:1,au::9845g:1,,"dlod={""suggest"":[""/agents/people/1053415"",""au::9845"",""au::9845:1"",""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""Jacob Jordaens""],""name"":""Jacob Jordaens"",""ark"":""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""uri"":""/agents/people/1053415"",""id"":""au::9845:1"",""isCapacity"":false}",ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,agent
24ecf7ba-168e-5b32-9bae-216c0be41037,tg:lhdc:415,lh,e73_ConnectedSubjects,74430b3a-282d-5013-b777-363c2b882eaa,ow,subjects (content of works),au::6111,au::6111:1,au::6111g:1,,"dlod={""suggest"":[""/agents/people/653877"",""au::6111"",""au::6111:1"",""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""Prudens van Duyse""],""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/653877"",""id"":""au::6111:1"",""isCapacity"":false}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa,agent
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,lh,e73_ConnectedSubjects,247e719e-494a-57ff-9807-6ae2f352503b,ow,subjects (content of works),au::17799,au::17799:1,au::17799g:1,,"dlod={""suggest"":[""/agents/people/1904493"",""au::17799"",""au::17799:1"",""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""Stijn Streuvels""],""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/1904493"",""id"":""au::17799:1"",""isCapacity"":false}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b,agent
7d633617-4e0b-5840-ae52-f92d404db6f8,tg:lhdc:421,lh,e73_ConnectedSubjects,74430b3a-282d-5013-b777-363c2b882eaa,ow,subjects (content of works),au::6111,au::6111:1,au::6111g:1,,"dlod={""suggest"":[""/agents/people/653877"",""au::6111"",""au::6111:1"",""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""Prudens van Duyse""],""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/653877"",""id"":""au::6111:1"",""isCapacity"":false}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa,agent
cefb95c9-ceba-51ba-bede-401e58ed344d,tg:lhdc:431,lh,e73_ConnectedSubjects,18aa394f-fcfc-56e1-b9bc-f82c2c3fab44,ow,subjects (content of works),au::20792,au::20792:1,au::20792g:1,,"dlod={""suggest"":[""/agents/people/2224744"",""au::20792"",""au::20792:1"",""ark:/83110/x0/18aa394f-fcfc-56e1-b9bc-f82c2c3fab44"",""Juliaan de Vriendt""],""name"":""Juliaan de Vriendt"",""ark"":""ark:/83110/x0/18aa394f-fcfc-56e1-b9bc-f82c2c3fab44"",""uri"":""/agents/people/2224744"",""id"":""au::20792:1"",""isCapacity"":false}",ark:/83110/x0/18aa394f-fcfc-56e1-b9bc-f82c2c3fab44,agent
cefb95c9-ceba-51ba-bede-401e58ed344d,tg:lhdc:431,lh,e73_ConnectedSubjects,d09fd861-779b-5e6f-8aa1-7a5de14aad41,ow,subjects (content of works),au::20789,au::20789:1,au::20789g:1,,"dlod={""suggest"":[""/agents/people/2224423"",""au::20789"",""au::20789:1"",""ark:/83110/x0/d09fd861-779b-5e6f-8aa1-7a5de14aad41"",""Albrecht de Vriendt""],""name"":""Albrecht de Vriendt"",""ark"":""ark:/83110/x0/d09fd861-779b-5e6f-8aa1-7a5de14aad41"",""uri"":""/agents/people/2224423"",""id"":""au::20789:1"",""isCapacity"":false}",ark:/83110/x0/d09fd861-779b-5e6f-8aa1-7a5de14aad41,agent
a0855a59-7916-577e-9dd7-0807ea414eae,tg:lhdc:194,lh,e73_ConnectedSubjects,68e29b77-ff40-5198-9599-a49e094f568f,ow,subjects (content of works),au::13335,au::13335:1,au::13335g:1,,"dlod={""suggest"":[""/agents/corporate_entities/1426845"",""au::13335"",""au::13335:1"",""ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f"",""Stedelijk museum Wuyts-Van Campen en Baron Caroly""],""name"":""Stedelijk museum Wuyts-Van Campen en Baron Caroly"",""ark"":""ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f"",""uri"":""/agents/corporate_entities/1426845"",""id"":""au::13335:1"",""isCapacity"":false}",ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f,agent
9f9c0b7b-2c46-558c-aa0f-4a460f973c97,tg:lhdc:184,lh,e73_ConnectedSubjects,08494a40-4c73-5c09-bce8-3576da572a79,ow,subjects (content of works),au::20723,au::20723:1,au::20723g:1,,"dlod={""suggest"":[""/agents/people/2217361"",""au::20723"",""au::20723:1"",""ark:/83110/x0/08494a40-4c73-5c09-bce8-3576da572a79"",""Alfons Vranckx""],""name"":""Alfons Vranckx"",""ark"":""ark:/83110/x0/08494a40-4c73-5c09-bce8-3576da572a79"",""uri"":""/agents/people/2217361"",""id"":""au::20723:1"",""isCapacity"":false}",ark:/83110/x0/08494a40-4c73-5c09-bce8-3576da572a79,agent
9f9c0b7b-2c46-558c-aa0f-4a460f973c97,tg:lhdc:184,lh,e73_ConnectedSubjects,c8dbb12c-5084-5850-a6be-4ad8c5c173f9,ow,subjects (content of works),au::49673,au::49673:1,au::49673g:1,,"dlod={""suggest"":[""/agents/people/5315011"",""au::49673"",""au::49673:1"",""ark:/83110/x0/c8dbb12c-5084-5850-a6be-4ad8c5c173f9"",""Guy Cudell""],""name"":""Guy Cudell"",""ark"":""ark:/83110/x0/c8dbb12c-5084-5850-a6be-4ad8c5c173f9"",""uri"":""/agents/people/5315011"",""id"":""au::49673:1"",""isCapacity"":false}",ark:/83110/x0/c8dbb12c-5084-5850-a6be-4ad8c5c173f9,agent
9f9c0b7b-2c46-558c-aa0f-4a460f973c97,tg:lhdc:184,lh,e73_ConnectedSubjects,40156d8b-30af-5e2e-a12c-64026fdc0d86,ow,subjects (content of works),au::7183,au::7183:1,au::7183g:1,,"dlod={""suggest"":[""/agents/people/768581"",""au::7183"",""au::7183:1"",""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""Jef Geeraerts""],""name"":""Jef Geeraerts"",""ark"":""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""uri"":""/agents/people/768581"",""id"":""au::7183:1"",""isCapacity"":false}",ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86,agent
