ResourceID,ResourceID_mat,mmb_id,mmb_id_mat,card,order,Material Records,source_field,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Record Type,Description Type,Description Language,Description,Annotation Type,Annotation Language,Annotation,au_code,au_name,Creation Actor Role,Creation Actor Widget,Start Date,End Date
31974045-851a-52a1-934b-2abd151aa9f7,,tg:mmbtk:4,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/31974045-851a-52a1-934b-2abd151aa9f7,object identifier,tg:mmbtk:4,record identifiers,MMB.A.2503,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Organographie - Feuilles (Planche III),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
31974045-851a-52a1-934b-2abd151aa9f7,,tg:mmbtk:4,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
31974045-851a-52a1-934b-2abd151aa9f7,,tg:mmbtk:4,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
31974045-851a-52a1-934b-2abd151aa9f7,,tg:mmbtk:4,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
31974045-851a-52a1-934b-2abd151aa9f7,e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,tg:mmbtk:4,tg:mmbtk:4_#1,e73_MaterialRecords,1,"[{""resourceId"": ""e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84"", ""ontologyProperty"": """", ""resourceXresourceId"": ""280a265d-ce71-4bd5-9288-b0b3bd0ddd6a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
36eba54e-750e-5a42-9b05-fc2c81a34c4e,,tg:mmbtk:17,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/36eba54e-750e-5a42-9b05-fc2c81a34c4e,object identifier,tg:mmbtk:17,record identifiers,MMB.A.2516,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Dicodyledones - Polypétales. Peripétalie (Planche XVI),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
36eba54e-750e-5a42-9b05-fc2c81a34c4e,,tg:mmbtk:17,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
36eba54e-750e-5a42-9b05-fc2c81a34c4e,,tg:mmbtk:17,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
36eba54e-750e-5a42-9b05-fc2c81a34c4e,,tg:mmbtk:17,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
36eba54e-750e-5a42-9b05-fc2c81a34c4e,fafa34f9-fa2f-5a23-97fa-90308d228031,tg:mmbtk:17,tg:mmbtk:17_#1,e73_MaterialRecords,1,"[{""resourceId"": ""fafa34f9-fa2f-5a23-97fa-90308d228031"", ""ontologyProperty"": """", ""resourceXresourceId"": ""704ac302-5d09-48ea-b02d-426b463b9af4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
56bae6e2-59b1-5775-8fcb-931044b4d3c8,,tg:mmbtk:1,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/56bae6e2-59b1-5775-8fcb-931044b4d3c8,object identifier,tg:mmbtk:1,record identifiers,MMB.A.1618,constructed titles,Kruis van de orde van Malta,Tekeningen,,,,,,,,,,,,
56bae6e2-59b1-5775-8fcb-931044b4d3c8,,tg:mmbtk:1,,e73_Copyrights,,,begindatum,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,
56bae6e2-59b1-5775-8fcb-931044b4d3c8,aa901457-d319-5707-82f0-6d6664aae111,tg:mmbtk:1,tg:mmbtk:1_#1,e73_MaterialRecords,1,"[{""resourceId"": ""aa901457-d319-5707-82f0-6d6664aae111"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4dda8166-698d-452d-bb1d-a37cfa8755d7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
64f22bc5-5102-5d31-a7dd-7257e09498d1,,tg:mmbtk:6,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/64f22bc5-5102-5d31-a7dd-7257e09498d1,object identifier,tg:mmbtk:6,record identifiers,MMB.A.2505,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Organographie - Fruits et Graines (Planche V),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
64f22bc5-5102-5d31-a7dd-7257e09498d1,,tg:mmbtk:6,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
64f22bc5-5102-5d31-a7dd-7257e09498d1,,tg:mmbtk:6,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
64f22bc5-5102-5d31-a7dd-7257e09498d1,,tg:mmbtk:6,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
64f22bc5-5102-5d31-a7dd-7257e09498d1,bdebbf22-8cba-53d8-b061-91b121132463,tg:mmbtk:6,tg:mmbtk:6_#1,e73_MaterialRecords,1,"[{""resourceId"": ""bdebbf22-8cba-53d8-b061-91b121132463"", ""ontologyProperty"": """", ""resourceXresourceId"": ""88b8896c-8440-42f2-ba86-d06ccdce2fad"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
6bf3f579-da04-53db-8326-2c7f3823d0e3,,tg:mmbtk:10,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6bf3f579-da04-53db-8326-2c7f3823d0e3,object identifier,tg:mmbtk:10,record identifiers,MMB.A.2509,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Monocotyledones - Monoepyginie (Planche IX),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
6bf3f579-da04-53db-8326-2c7f3823d0e3,,tg:mmbtk:10,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
6bf3f579-da04-53db-8326-2c7f3823d0e3,,tg:mmbtk:10,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
6bf3f579-da04-53db-8326-2c7f3823d0e3,,tg:mmbtk:10,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
6bf3f579-da04-53db-8326-2c7f3823d0e3,cac4f6aa-9ae5-5293-a319-4056ac10e320,tg:mmbtk:10,tg:mmbtk:10_#1,e73_MaterialRecords,1,"[{""resourceId"": ""cac4f6aa-9ae5-5293-a319-4056ac10e320"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e36a2760-8dec-48c7-a842-8dc65d4d2b55"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
76c0675a-64c4-5e73-a725-a520c17d8941,,tg:mmbtk:5,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/76c0675a-64c4-5e73-a725-a520c17d8941,object identifier,tg:mmbtk:5,record identifiers,MMB.A.2504,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Organographie - Fleurs (Planche IV),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
76c0675a-64c4-5e73-a725-a520c17d8941,,tg:mmbtk:5,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
76c0675a-64c4-5e73-a725-a520c17d8941,,tg:mmbtk:5,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
76c0675a-64c4-5e73-a725-a520c17d8941,,tg:mmbtk:5,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
76c0675a-64c4-5e73-a725-a520c17d8941,c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,tg:mmbtk:5,tg:mmbtk:5_#1,e73_MaterialRecords,1,"[{""resourceId"": ""c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8f08b58e-4bd9-4113-a190-0957351c662d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
8385935b-a2e4-5df2-80e8-755ba80a4032,,tg:mmbtk:14,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8385935b-a2e4-5df2-80e8-755ba80a4032,object identifier,tg:mmbtk:14,record identifiers,MMB.A.2513,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,"Dicodyledones - Monopétales. Synantherie, Corisantherie (Planche XIII)",remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
8385935b-a2e4-5df2-80e8-755ba80a4032,,tg:mmbtk:14,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
8385935b-a2e4-5df2-80e8-755ba80a4032,,tg:mmbtk:14,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
8385935b-a2e4-5df2-80e8-755ba80a4032,,tg:mmbtk:14,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
8385935b-a2e4-5df2-80e8-755ba80a4032,317599d4-a3a1-5874-b430-d720f5e9cb97,tg:mmbtk:14,tg:mmbtk:14_#1,e73_MaterialRecords,1,"[{""resourceId"": ""317599d4-a3a1-5874-b430-d720f5e9cb97"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c26b9833-9d74-479a-b4a3-0c5217179b0b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
a794ea41-d1b8-5afc-9c3a-6d4f93481aa9,,tg:mmbtk:11,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a794ea41-d1b8-5afc-9c3a-6d4f93481aa9,object identifier,tg:mmbtk:11,record identifiers,MMB.A.2510,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,"Dicodyledones - Apétales. Epistaminie, Peristaminie, Hypostaminie (Planche X)",remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
