ResourceID,brocade.id,card,order,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type
654dfac6-3a96-5058-92c8-b5e3ca9470ee,tg:rubgr:1142,AA,0,Rubenianum,tg:rubgr:1142,record identifiers,https://data.rubenianum.be//ark:/86530/654dfac6-3a96-5058-92c8-b5e3ca9470ee,object identifier,Brieven
6b2a812e-69ea-5662-8aa7-24af197aafa4,tg:rubgr:5316,AA,0,Rubenianum,tg:rubgr:5316,record identifiers,https://data.rubenianum.be//ark:/86530/6b2a812e-69ea-5662-8aa7-24af197aafa4,object identifier,Brieven
01f90409-5383-5048-a805-7ae93f4da00c,tg:rubgr:43,AA,0,Rubenianum,tg:rubgr:43,record identifiers,https://data.rubenianum.be//ark:/86530/01f90409-5383-5048-a805-7ae93f4da00c,object identifier,Brieven
20de6331-c490-5ac8-9e8a-42003b696b62,tg:rubgr:4790,AA,0,Rubenianum,tg:rubgr:4790,record identifiers,https://data.rubenianum.be//ark:/86530/20de6331-c490-5ac8-9e8a-42003b696b62,object identifier,Brieven
4edef5b2-c26d-5396-a8d2-6063f1f05ce3,tg:rubgr:1957,AA,0,Rubenianum,tg:rubgr:1957,record identifiers,https://data.rubenianum.be//ark:/86530/4edef5b2-c26d-5396-a8d2-6063f1f05ce3,object identifier,Brieven
335e7316-acca-5221-b387-bcca53ee11c2,tg:rubgr:4924,AA,0,Rubenianum,tg:rubgr:4924,record identifiers,https://data.rubenianum.be//ark:/86530/335e7316-acca-5221-b387-bcca53ee11c2,object identifier,Brieven
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,AA,0,Rubenianum,tg:rubgr:223,record identifiers,https://data.rubenianum.be//ark:/86530/a35e6a50-8b0a-5dff-afe7-f92f9227b80c,object identifier,Brieven
f09b19b2-346b-592d-bd29-c14d0d6e3fb6,tg:rubgr:2499,AA,0,Rubenianum,tg:rubgr:2499,record identifiers,https://data.rubenianum.be//ark:/86530/f09b19b2-346b-592d-bd29-c14d0d6e3fb6,object identifier,Brieven
224c1d54-ae3a-5cd3-b492-a2ff8fbddddc,tg:rubgr:1485,AA,0,Rubenianum,tg:rubgr:1485,record identifiers,https://data.rubenianum.be//ark:/86530/224c1d54-ae3a-5cd3-b492-a2ff8fbddddc,object identifier,Brieven
ca0ad15b-61a0-52ce-abc7-77a238497947,tg:rubgr:155,AA,0,Rubenianum,tg:rubgr:155,record identifiers,https://data.rubenianum.be//ark:/86530/ca0ad15b-61a0-52ce-abc7-77a238497947,object identifier,Brieven
7a5976a7-13bb-59cf-a24d-629569733795,tg:rubgr:145,AA,0,Rubenianum,tg:rubgr:145,record identifiers,https://data.rubenianum.be//ark:/86530/7a5976a7-13bb-59cf-a24d-629569733795,object identifier,Brieven
e29bbe75-99ad-5111-9bee-6d46cfea9d60,tg:rubgr:5084,AA,0,Rubenianum,tg:rubgr:5084,record identifiers,https://data.rubenianum.be//ark:/86530/e29bbe75-99ad-5111-9bee-6d46cfea9d60,object identifier,Brieven
49ed39af-90ed-5210-be41-fa2c298e088e,tg:rubgr:5094,AA,0,Rubenianum,tg:rubgr:5094,record identifiers,https://data.rubenianum.be//ark:/86530/49ed39af-90ed-5210-be41-fa2c298e088e,object identifier,Brieven
b66dee50-91d9-590f-904d-92c28c3d4dee,tg:rubgr:1311,AA,0,Rubenianum,tg:rubgr:1311,record identifiers,https://data.rubenianum.be//ark:/86530/b66dee50-91d9-590f-904d-92c28c3d4dee,object identifier,Brieven
9c9c9903-dc26-54ef-837b-df93d4d5b42f,tg:rubgr:4729,AA,0,Rubenianum,tg:rubgr:4729,record identifiers,https://data.rubenianum.be//ark:/86530/9c9c9903-dc26-54ef-837b-df93d4d5b42f,object identifier,Brieven
7b973f07-e27b-561d-a635-a6dc3da017a2,tg:rubgr:5223,AA,0,Rubenianum,tg:rubgr:5223,record identifiers,https://data.rubenianum.be//ark:/86530/7b973f07-e27b-561d-a635-a6dc3da017a2,object identifier,Brieven
39a30026-c5b6-5d06-b3d8-447ee35a1125,tg:rubgr:1896,AA,0,Rubenianum,tg:rubgr:1896,record identifiers,https://data.rubenianum.be//ark:/86530/39a30026-c5b6-5d06-b3d8-447ee35a1125,object identifier,Brieven
44db2899-8251-5f6b-9b34-728310f64bb3,tg:rubgr:2265,AA,0,Rubenianum,tg:rubgr:2265,record identifiers,https://data.rubenianum.be//ark:/86530/44db2899-8251-5f6b-9b34-728310f64bb3,object identifier,Brieven
0e0b317c-b6b5-5c6f-b434-2841151b266c,tg:rubgr:4739,AA,0,Rubenianum,tg:rubgr:4739,record identifiers,https://data.rubenianum.be//ark:/86530/0e0b317c-b6b5-5c6f-b434-2841151b266c,object identifier,Brieven
66214610-7b0e-55ba-8f81-c21a9a456856,tg:rubgr:1622,AA,0,Rubenianum,tg:rubgr:1622,record identifiers,https://data.rubenianum.be//ark:/86530/66214610-7b0e-55ba-8f81-c21a9a456856,object identifier,Brieven
9a4bcfba-38ff-5523-9e60-ca91d829817b,tg:rubgr:4887,AA,0,Rubenianum,tg:rubgr:4887,record identifiers,https://data.rubenianum.be//ark:/86530/9a4bcfba-38ff-5523-9e60-ca91d829817b,object identifier,Brieven
838790e0-1ee5-5a4a-b380-1725dd4c7f4f,tg:rubgr:2452,AA,0,Rubenianum,tg:rubgr:2452,record identifiers,https://data.rubenianum.be//ark:/86530/838790e0-1ee5-5a4a-b380-1725dd4c7f4f,object identifier,Brieven
f5f1eb4d-9a5b-5b9b-ae7c-115aebad134f,tg:rubgr:1738,AA,0,Rubenianum,tg:rubgr:1738,record identifiers,https://data.rubenianum.be//ark:/86530/f5f1eb4d-9a5b-5b9b-ae7c-115aebad134f,object identifier,Brieven
2915b4b9-93b6-511e-9754-0347f1024022,tg:rubgr:1640,AA,0,Rubenianum,tg:rubgr:1640,record identifiers,https://data.rubenianum.be//ark:/86530/2915b4b9-93b6-511e-9754-0347f1024022,object identifier,Brieven
617c1bc9-4aa3-59de-bf03-de8c0eeafa0a,tg:rubgr:4897,AA,0,Rubenianum,tg:rubgr:4897,record identifiers,https://data.rubenianum.be//ark:/86530/617c1bc9-4aa3-59de-bf03-de8c0eeafa0a,object identifier,Brieven
f746dcdf-8f52-598b-ba8f-c87af7a1485d,tg:rubgr:4633,AA,0,Rubenianum,tg:rubgr:4633,record identifiers,https://data.rubenianum.be//ark:/86530/f746dcdf-8f52-598b-ba8f-c87af7a1485d,object identifier,Brieven
3b7a29d2-22b6-5c8e-95ae-3df2d15246d6,tg:rubgr:5127,AA,0,Rubenianum,tg:rubgr:5127,record identifiers,https://data.rubenianum.be//ark:/86530/3b7a29d2-22b6-5c8e-95ae-3df2d15246d6,object identifier,Brieven
177f3332-aee0-553c-a4e3-89b83fc5b456,tg:rubgr:3513,AA,0,Rubenianum,tg:rubgr:3513,record identifiers,https://data.rubenianum.be//ark:/86530/177f3332-aee0-553c-a4e3-89b83fc5b456,object identifier,Brieven
f11f3cf6-3d4a-5575-a9f5-3a0a54b786f6,tg:rubgr:3503,AA,0,Rubenianum,tg:rubgr:3503,record identifiers,https://data.rubenianum.be//ark:/86530/f11f3cf6-3d4a-5575-a9f5-3a0a54b786f6,object identifier,Brieven
2e1fa378-60b0-5b7e-a525-cf8149cde094,tg:rubgr:1526,AA,0,Rubenianum,tg:rubgr:1526,record identifiers,https://data.rubenianum.be//ark:/86530/2e1fa378-60b0-5b7e-a525-cf8149cde094,object identifier,Brieven
6dcb3947-1b3e-5bb2-9b92-b906c4a39ce1,tg:rubgr:137,AA,0,Rubenianum,tg:rubgr:137,record identifiers,https://data.rubenianum.be//ark:/86530/6dcb3947-1b3e-5bb2-9b92-b906c4a39ce1,object identifier,Brieven
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,AA,0,Rubenianum,tg:rubgr:127,record identifiers,https://data.rubenianum.be//ark:/86530/4408f47c-0982-5920-8895-398bac985ada,object identifier,Brieven
67a61421-30e6-5319-9c01-f8b165bc9f9c,tg:rubgr:2593,AA,0,Rubenianum,tg:rubgr:2593,record identifiers,https://data.rubenianum.be//ark:/86530/67a61421-30e6-5319-9c01-f8b165bc9f9c,object identifier,Brieven
c6d931b8-eba5-5f4c-9fe7-544200467f55,tg:rubgr:3099,AA,0,Rubenianum,tg:rubgr:3099,record identifiers,https://data.rubenianum.be//ark:/86530/c6d931b8-eba5-5f4c-9fe7-544200467f55,object identifier,Brieven
5cb6d837-cc09-51f1-9b73-6655ec85667b,tg:rubgr:1791,AA,0,Rubenianum,tg:rubgr:1791,record identifiers,https://data.rubenianum.be//ark:/86530/5cb6d837-cc09-51f1-9b73-6655ec85667b,object identifier,Brieven
98250cc5-30b9-5ad8-92ee-61163e55f876,tg:rubgr:2583,AA,0,Rubenianum,tg:rubgr:2583,record identifiers,https://data.rubenianum.be//ark:/86530/98250cc5-30b9-5ad8-92ee-61163e55f876,object identifier,Brieven
084a932f-a8b9-5186-bb4b-212a03370324,tg:rubgr:3089,AA,0,Rubenianum,tg:rubgr:3089,record identifiers,https://data.rubenianum.be//ark:/86530/084a932f-a8b9-5186-bb4b-212a03370324,object identifier,Brieven
23693e6e-a2d7-5154-8e65-004e346948e5,tg:rubgr:1925,AA,0,Rubenianum,tg:rubgr:1925,record identifiers,https://data.rubenianum.be//ark:/86530/23693e6e-a2d7-5154-8e65-004e346948e5,object identifier,Brieven
ae1b11f3-384e-53c6-9655-ca64b898c614,tg:rubgr:4181,AA,0,Rubenianum,tg:rubgr:4181,record identifiers,https://data.rubenianum.be//ark:/86530/ae1b11f3-384e-53c6-9655-ca64b898c614,object identifier,Brieven
1408fdb1-acd4-56f1-95ca-16359673350b,tg:rubgr:4191,AA,0,Rubenianum,tg:rubgr:4191,record identifiers,https://data.rubenianum.be//ark:/86530/1408fdb1-acd4-56f1-95ca-16359673350b,object identifier,Brieven
1df2034a-419e-5ca7-8083-e1d9f750d90b,tg:rubgr:1913,AA,0,Rubenianum,tg:rubgr:1913,record identifiers,https://data.rubenianum.be//ark:/86530/1df2034a-419e-5ca7-8083-e1d9f750d90b,object identifier,Brieven
065e95d4-f35e-57e0-a9bc-eb6ab85b9e8b,tg:rubgr:2147,AA,0,Rubenianum,tg:rubgr:2147,record identifiers,https://data.rubenianum.be//ark:/86530/065e95d4-f35e-57e0-a9bc-eb6ab85b9e8b,object identifier,Brieven
9938cc06-4e12-5cf8-bf64-85a1d4c4392e,tg:rubgr:5101,AA,0,Rubenianum,tg:rubgr:5101,record identifiers,https://data.rubenianum.be//ark:/86530/9938cc06-4e12-5cf8-bf64-85a1d4c4392e,object identifier,Brieven
5546d0b3-80fb-5b30-88ad-d393da0365c9,tg:rubgr:5111,AA,0,Rubenianum,tg:rubgr:5111,record identifiers,https://data.rubenianum.be//ark:/86530/5546d0b3-80fb-5b30-88ad-d393da0365c9,object identifier,Brieven
c49d6a7d-fc72-521f-bf10-2ff72eb9a540,tg:rubgr:1345,AA,0,Rubenianum,tg:rubgr:1345,record identifiers,https://data.rubenianum.be//ark:/86530/c49d6a7d-fc72-521f-bf10-2ff72eb9a540,object identifier,Brieven
b34a1854-307f-59ac-81f6-18a2aa2e82b0,tg:rubgr:2712,AA,0,Rubenianum,tg:rubgr:2712,record identifiers,https://data.rubenianum.be//ark:/86530/b34a1854-307f-59ac-81f6-18a2aa2e82b0,object identifier,Brieven
8f080548-6746-5bf3-953a-1b699b820bfb,tg:rubgr:2702,AA,0,Rubenianum,tg:rubgr:2702,record identifiers,https://data.rubenianum.be//ark:/86530/8f080548-6746-5bf3-953a-1b699b820bfb,object identifier,Brieven
a0ac4725-f3a6-5d5f-b129-6aaa774c068b,tg:rubgr:4336,AA,0,Rubenianum,tg:rubgr:4336,record identifiers,https://data.rubenianum.be//ark:/86530/a0ac4725-f3a6-5d5f-b129-6aaa774c068b,object identifier,Brieven
d05169d8-0e11-5a6c-8d7c-c204b4325fd2,tg:rubgr:959,AA,0,Rubenianum,tg:rubgr:959,record identifiers,https://data.rubenianum.be//ark:/86530/d05169d8-0e11-5a6c-8d7c-c204b4325fd2,object identifier,Brieven
b5ae5c1d-16b4-5bbc-934d-39b21ae29bba,tg:rubgr:3370,AA,0,Rubenianum,tg:rubgr:3370,record identifiers,https://data.rubenianum.be//ark:/86530/b5ae5c1d-16b4-5bbc-934d-39b21ae29bba,object identifier,Brieven
2f0d3696-a6b2-53e1-8578-f1866a1a2908,tg:rubgr:4050,AA,0,Rubenianum,tg:rubgr:4050,record identifiers,https://data.rubenianum.be//ark:/86530/2f0d3696-a6b2-53e1-8578-f1866a1a2908,object identifier,Brieven
73b31ce1-70ef-517a-8d5c-067282dc1242,tg:rubgr:5277,AA,0,Rubenianum,tg:rubgr:5277,record identifiers,https://data.rubenianum.be//ark:/86530/73b31ce1-70ef-517a-8d5c-067282dc1242,object identifier,Brieven
57cc4063-7502-5da8-80b9-da9450e6c6fd,tg:rubgr:2243,AA,0,Rubenianum,tg:rubgr:2243,record identifiers,https://data.rubenianum.be//ark:/86530/57cc4063-7502-5da8-80b9-da9450e6c6fd,object identifier,Brieven
ec339060-fc63-53b3-8297-41f940f940d2,tg:rubgr:28,AA,0,Rubenianum,tg:rubgr:28,record identifiers,https://data.rubenianum.be//ark:/86530/ec339060-fc63-53b3-8297-41f940f940d2,object identifier,Brieven
a3e0d7ce-96f9-5f1d-a08e-19ae764a397f,tg:rubgr:1051,AA,0,Rubenianum,tg:rubgr:1051,record identifiers,https://data.rubenianum.be//ark:/86530/a3e0d7ce-96f9-5f1d-a08e-19ae764a397f,object identifier,Brieven
bee40e2d-bb87-5d06-acb0-2d6e64afc3bb,tg:rubgr:1139,AA,0,Rubenianum,tg:rubgr:1139,record identifiers,https://data.rubenianum.be//ark:/86530/bee40e2d-bb87-5d06-acb0-2d6e64afc3bb,object identifier,Brieven
e96b6db1-1224-5f74-bbf5-e7e64b43fea7,tg:rubgr:2253,AA,0,Rubenianum,tg:rubgr:2253,record identifiers,https://data.rubenianum.be//ark:/86530/e96b6db1-1224-5f74-bbf5-e7e64b43fea7,object identifier,Brieven
f1afd288-21a0-5323-8e2a-196b6c22359b,tg:rubgr:38,AA,0,Rubenianum,tg:rubgr:38,record identifiers,https://data.rubenianum.be//ark:/86530/f1afd288-21a0-5323-8e2a-196b6c22359b,object identifier,Brieven
442c0854-7951-560f-bdb5-25fe1d41267c,tg:rubgr:2416,AA,0,Rubenianum,tg:rubgr:2416,record identifiers,https://data.rubenianum.be//ark:/86530/442c0854-7951-560f-bdb5-25fe1d41267c,object identifier,Brieven
2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,tg:rubgr:2608,AA,0,Rubenianum,tg:rubgr:2608,record identifiers,https://data.rubenianum.be//ark:/86530/2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,object identifier,Brieven
98fb0a97-3960-56b4-999d-c7945428f440,tg:rubgr:4469,AA,0,Rubenianum,tg:rubgr:4469,record identifiers,https://data.rubenianum.be//ark:/86530/98fb0a97-3960-56b4-999d-c7945428f440,object identifier,Brieven
3bb42dab-50c4-5639-a848-84e3111ec4ff,tg:rubgr:173,AA,0,Rubenianum,tg:rubgr:173,record identifiers,https://data.rubenianum.be//ark:/86530/3bb42dab-50c4-5639-a848-84e3111ec4ff,object identifier,Brieven
508e9136-3b01-5cef-b8fd-f240fb655aed,tg:rubgr:992,AA,0,Rubenianum,tg:rubgr:992,record identifiers,https://data.rubenianum.be//ark:/86530/508e9136-3b01-5cef-b8fd-f240fb655aed,object identifier,Brieven
973bb26c-7fa3-5c06-8d44-a6c1ad3eb691,tg:rubgr:163,AA,0,Rubenianum,tg:rubgr:163,record identifiers,https://data.rubenianum.be//ark:/86530/973bb26c-7fa3-5c06-8d44-a6c1ad3eb691,object identifier,Brieven
0f4eeb1d-d17a-5e1f-864d-97a72a697b7d,tg:rubgr:3496,AA,0,Rubenianum,tg:rubgr:3496,record identifiers,https://data.rubenianum.be//ark:/86530/0f4eeb1d-d17a-5e1f-864d-97a72a697b7d,object identifier,Brieven
70760d5b-c07d-5afc-bdad-27a61fe57ed4,tg:rubgr:1809,AA,0,Rubenianum,tg:rubgr:1809,record identifiers,https://data.rubenianum.be//ark:/86530/70760d5b-c07d-5afc-bdad-27a61fe57ed4,object identifier,Brieven
2f02303f-dd7a-5784-a4b0-68b969f64fa3,tg:rubgr:1180,AA,0,Rubenianum,tg:rubgr:1180,record identifiers,https://data.rubenianum.be//ark:/86530/2f02303f-dd7a-5784-a4b0-68b969f64fa3,object identifier,Brieven
c13cef2a-b55a-58d1-8750-a0f7f41c2cae,tg:rubgr:2392,AA,0,Rubenianum,tg:rubgr:2392,record identifiers,https://data.rubenianum.be//ark:/86530/c13cef2a-b55a-58d1-8750-a0f7f41c2cae,object identifier,Brieven
aaafe4e6-2c6c-5537-82fb-223d4f8c91af,tg:rubgr:3698,AA,0,Rubenianum,tg:rubgr:3698,record identifiers,https://data.rubenianum.be//ark:/86530/aaafe4e6-2c6c-5537-82fb-223d4f8c91af,object identifier,Brieven
4a7ff30e-2a75-5a6b-9963-598db01ac81d,tg:rubgr:4902,AA,0,Rubenianum,tg:rubgr:4902,record identifiers,https://data.rubenianum.be//ark:/86530/4a7ff30e-2a75-5a6b-9963-598db01ac81d,object identifier,Brieven
3a9eeda2-3f32-50bf-a328-1b75133c4bdc,tg:rubgr:4912,AA,0,Rubenianum,tg:rubgr:4912,record identifiers,https://data.rubenianum.be//ark:/86530/3a9eeda2-3f32-50bf-a328-1b75133c4bdc,object identifier,Brieven
b49e03ec-9f6e-5e87-9905-19d6d28f8664,tg:rubgr:3954,AA,0,Rubenianum,tg:rubgr:3954,record identifiers,https://data.rubenianum.be//ark:/86530/b49e03ec-9f6e-5e87-9905-19d6d28f8664,object identifier,Brieven
fa834672-1f3b-5f3d-a3a1-6fbd12e30bb1,tg:rubgr:4752,AA,0,Rubenianum,tg:rubgr:4752,record identifiers,https://data.rubenianum.be//ark:/86530/fa834672-1f3b-5f3d-a3a1-6fbd12e30bb1,object identifier,Brieven
263b7b00-e1c2-532a-b7ea-09ec688f2d1e,tg:rubgr:3714,AA,0,Rubenianum,tg:rubgr:3714,record identifiers,https://data.rubenianum.be//ark:/86530/263b7b00-e1c2-532a-b7ea-09ec688f2d1e,object identifier,Brieven
0cdc016a-6350-548f-8739-7d3804b83ee6,tg:rubgr:4742,AA,0,Rubenianum,tg:rubgr:4742,record identifiers,https://data.rubenianum.be//ark:/86530/0cdc016a-6350-548f-8739-7d3804b83ee6,object identifier,Brieven
1fb03999-cfd5-54a7-9fed-1b39cf5c0efe,tg:rubgr:4434,AA,0,Rubenianum,tg:rubgr:4434,record identifiers,https://data.rubenianum.be//ark:/86530/1fb03999-cfd5-54a7-9fed-1b39cf5c0efe,object identifier,Brieven
