ResourceID,brocade.id,card,Other Identifier,Other Identifier Type
adf5c5a6-6310-533a-a529-5fad91262bfc,tg:rubgr:2195,e73_OtherIdentifiers,AFG_064_002,repository numbers
59d3f872-98db-55ea-bf44-c5da5c3bc709,tg:rubgr:2974,e73_OtherIdentifiers,AFG_087_001,repository numbers
1f230dc6-5143-574f-907f-7281c86cbbab,tg:rubgr:1968,e73_OtherIdentifiers,AFG_054_059,repository numbers
b56df989-4db2-5d88-b521-2ef343406929,tg:rubgr:3691,e73_OtherIdentifiers,AFG_097_137,repository numbers
85d72987-20fa-5961-9a3f-0a645ef016b7,tg:rubgr:521,e73_OtherIdentifiers,AFG_010_036,repository numbers
9d88467a-8caf-56fe-8cac-3de0f75a27e1,tg:rubgr:1800,e73_OtherIdentifiers,AFG_046_103,repository numbers
2005f433-9a11-5e7c-b558-417bc2c8ea4b,tg:rubgr:4863,e73_OtherIdentifiers,AFG_135_009,repository numbers
dc24ef14-4ba3-5775-b587-a23e651750b4,tg:rubgr:3835,e73_OtherIdentifiers,AFG_100_011,repository numbers
18106fe1-670a-56bd-abc9-a38d67c4f153,tg:rubgr:3857,e73_OtherIdentifiers,AFG_101_009,repository numbers
0d8429b4-43e6-56e6-bcfd-9f098b094b2c,tg:rubgr:4188,e73_OtherIdentifiers,AFG_109_068,repository numbers
f09d1fb6-af76-596a-b722-0c1f52f567b0,tg:rubgr:553,e73_OtherIdentifiers,AFG_011_012,repository numbers
d0d3e059-208d-5213-abdd-2d43e22997c5,tg:rubgr:4396,e73_OtherIdentifiers,AFG_112_003,repository numbers
2eadc579-7eea-52a6-8539-c4abc080cca2,tg:rubgr:1234,e73_OtherIdentifiers,AFG_029_043,repository numbers
7fc97921-b74d-5676-8388-23bccb847ebf,tg:rubgr:1224,e73_OtherIdentifiers,AFG_029_033,repository numbers
bcbc03d7-a823-5421-81cd-1194f472bafa,tg:rubgr:5108,e73_OtherIdentifiers,AFG_142_025,repository numbers
8743b939-e766-50ca-bf4d-82db28e6f4d9,tg:rubgr:4402,e73_OtherIdentifiers,AFG_112_009,repository numbers
4a40c545-9f8c-5349-9718-82107aa8cf2b,tg:rubgr:2663,e73_OtherIdentifiers,AFG_084_077,repository numbers
e813cc8b-a3f8-5e88-a04e-f7183d7d2088,tg:rubgr:1707,e73_OtherIdentifiers,AFG_046_010,repository numbers
fbd86a01-0d09-5224-9f33-b399f4a586e6,tg:rubgr:3732,e73_OtherIdentifiers,AFG_098_040,repository numbers
8097cb4b-d0e1-53c6-b0f3-5cc5fcbb9f35,tg:rubgr:2238,e73_OtherIdentifiers,AFG_069_007,repository numbers
59674641-00a1-515f-9cec-26a121fc9497,tg:rubgr:4764,e73_OtherIdentifiers,AFG_128_064,repository numbers
654dfac6-3a96-5058-92c8-b5e3ca9470ee,tg:rubgr:1142,e73_OtherIdentifiers,AFG_024_024,repository numbers
6b2a812e-69ea-5662-8aa7-24af197aafa4,tg:rubgr:5316,e73_OtherIdentifiers,AFG_145_046,repository numbers
01f90409-5383-5048-a805-7ae93f4da00c,tg:rubgr:43,e73_OtherIdentifiers,AFG_001_043,repository numbers
20de6331-c490-5ac8-9e8a-42003b696b62,tg:rubgr:4790,e73_OtherIdentifiers,AFG_131_001,repository numbers
4edef5b2-c26d-5396-a8d2-6063f1f05ce3,tg:rubgr:1957,e73_OtherIdentifiers,AFG_054_048,repository numbers
335e7316-acca-5221-b387-bcca53ee11c2,tg:rubgr:4924,e73_OtherIdentifiers,AFG_136_052,repository numbers
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,e73_OtherIdentifiers,AFG_004_036,repository numbers
f09b19b2-346b-592d-bd29-c14d0d6e3fb6,tg:rubgr:2499,e73_OtherIdentifiers,AFG_083_049,repository numbers
224c1d54-ae3a-5cd3-b492-a2ff8fbddddc,tg:rubgr:1485,e73_OtherIdentifiers,AFG_039_009,repository numbers
ca0ad15b-61a0-52ce-abc7-77a238497947,tg:rubgr:155,e73_OtherIdentifiers,AFG_003_083,repository numbers
7a5976a7-13bb-59cf-a24d-629569733795,tg:rubgr:145,e73_OtherIdentifiers,AFG_003_073,repository numbers
e29bbe75-99ad-5111-9bee-6d46cfea9d60,tg:rubgr:5084,e73_OtherIdentifiers,AFG_142_001,repository numbers
49ed39af-90ed-5210-be41-fa2c298e088e,tg:rubgr:5094,e73_OtherIdentifiers,AFG_142_011,repository numbers
b66dee50-91d9-590f-904d-92c28c3d4dee,tg:rubgr:1311,e73_OtherIdentifiers,AFG_034_026,repository numbers
9c9c9903-dc26-54ef-837b-df93d4d5b42f,tg:rubgr:4729,e73_OtherIdentifiers,AFG_128_029,repository numbers
7b973f07-e27b-561d-a635-a6dc3da017a2,tg:rubgr:5223,e73_OtherIdentifiers,AFG_144_007,repository numbers
39a30026-c5b6-5d06-b3d8-447ee35a1125,tg:rubgr:1896,e73_OtherIdentifiers,AFG_052_008,repository numbers
44db2899-8251-5f6b-9b34-728310f64bb3,tg:rubgr:2265,e73_OtherIdentifiers,AFG_070_007,repository numbers
0e0b317c-b6b5-5c6f-b434-2841151b266c,tg:rubgr:4739,e73_OtherIdentifiers,AFG_128_039,repository numbers
66214610-7b0e-55ba-8f81-c21a9a456856,tg:rubgr:1622,e73_OtherIdentifiers,AFG_044_023,repository numbers
9a4bcfba-38ff-5523-9e60-ca91d829817b,tg:rubgr:4887,e73_OtherIdentifiers,AFG_136_015,repository numbers
838790e0-1ee5-5a4a-b380-1725dd4c7f4f,tg:rubgr:2452,e73_OtherIdentifiers,AFG_083_002,repository numbers
f5f1eb4d-9a5b-5b9b-ae7c-115aebad134f,tg:rubgr:1738,e73_OtherIdentifiers,AFG_046_041,repository numbers
2915b4b9-93b6-511e-9754-0347f1024022,tg:rubgr:1640,e73_OtherIdentifiers,AFG_044_041,repository numbers
617c1bc9-4aa3-59de-bf03-de8c0eeafa0a,tg:rubgr:4897,e73_OtherIdentifiers,AFG_136_025,repository numbers
f746dcdf-8f52-598b-ba8f-c87af7a1485d,tg:rubgr:4633,e73_OtherIdentifiers,AFG_121_001,repository numbers
3b7a29d2-22b6-5c8e-95ae-3df2d15246d6,tg:rubgr:5127,e73_OtherIdentifiers,AFG_143_006,repository numbers
177f3332-aee0-553c-a4e3-89b83fc5b456,tg:rubgr:3513,e73_OtherIdentifiers,AFG_094_077,repository numbers
f11f3cf6-3d4a-5575-a9f5-3a0a54b786f6,tg:rubgr:3503,e73_OtherIdentifiers,AFG_094_067,repository numbers
2e1fa378-60b0-5b7e-a525-cf8149cde094,tg:rubgr:1526,e73_OtherIdentifiers,AFG_040_016,repository numbers
6dcb3947-1b3e-5bb2-9b92-b906c4a39ce1,tg:rubgr:137,e73_OtherIdentifiers,AFG_003_065,repository numbers
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_OtherIdentifiers,AFG_003_055,repository numbers
67a61421-30e6-5319-9c01-f8b165bc9f9c,tg:rubgr:2593,e73_OtherIdentifiers,AFG_084_007,repository numbers
c6d931b8-eba5-5f4c-9fe7-544200467f55,tg:rubgr:3099,e73_OtherIdentifiers,AFG_090_019,repository numbers
5cb6d837-cc09-51f1-9b73-6655ec85667b,tg:rubgr:1791,e73_OtherIdentifiers,AFG_046_094,repository numbers
98250cc5-30b9-5ad8-92ee-61163e55f876,tg:rubgr:2583,e73_OtherIdentifiers,AFG_083_133,repository numbers
084a932f-a8b9-5186-bb4b-212a03370324,tg:rubgr:3089,e73_OtherIdentifiers,AFG_090_009,repository numbers
23693e6e-a2d7-5154-8e65-004e346948e5,tg:rubgr:1925,e73_OtherIdentifiers,AFG_054_016,repository numbers
ae1b11f3-384e-53c6-9655-ca64b898c614,tg:rubgr:4181,e73_OtherIdentifiers,AFG_109_061,repository numbers
1408fdb1-acd4-56f1-95ca-16359673350b,tg:rubgr:4191,e73_OtherIdentifiers,AFG_110_002,repository numbers
1df2034a-419e-5ca7-8083-e1d9f750d90b,tg:rubgr:1913,e73_OtherIdentifiers,AFG_054_004,repository numbers
065e95d4-f35e-57e0-a9bc-eb6ab85b9e8b,tg:rubgr:2147,e73_OtherIdentifiers,AFG_059_004,repository numbers
9938cc06-4e12-5cf8-bf64-85a1d4c4392e,tg:rubgr:5101,e73_OtherIdentifiers,AFG_142_018,repository numbers
5546d0b3-80fb-5b30-88ad-d393da0365c9,tg:rubgr:5111,e73_OtherIdentifiers,AFG_142_028,repository numbers
c49d6a7d-fc72-521f-bf10-2ff72eb9a540,tg:rubgr:1345,e73_OtherIdentifiers,AFG_035_011,repository numbers
b34a1854-307f-59ac-81f6-18a2aa2e82b0,tg:rubgr:2712,e73_OtherIdentifiers,AFG_085_025,repository numbers
8f080548-6746-5bf3-953a-1b699b820bfb,tg:rubgr:2702,e73_OtherIdentifiers,AFG_085_015,repository numbers
a0ac4725-f3a6-5d5f-b129-6aaa774c068b,tg:rubgr:4336,e73_OtherIdentifiers,AFG_111_131,repository numbers
d05169d8-0e11-5a6c-8d7c-c204b4325fd2,tg:rubgr:959,e73_OtherIdentifiers,AFG_021_043,repository numbers
b5ae5c1d-16b4-5bbc-934d-39b21ae29bba,tg:rubgr:3370,e73_OtherIdentifiers,AFG_093_033,repository numbers
2f0d3696-a6b2-53e1-8578-f1866a1a2908,tg:rubgr:4050,e73_OtherIdentifiers,AFG_106_035,repository numbers
73b31ce1-70ef-517a-8d5c-067282dc1242,tg:rubgr:5277,e73_OtherIdentifiers,AFG_145_007,repository numbers
57cc4063-7502-5da8-80b9-da9450e6c6fd,tg:rubgr:2243,e73_OtherIdentifiers,AFG_069_012,repository numbers
ec339060-fc63-53b3-8297-41f940f940d2,tg:rubgr:28,e73_OtherIdentifiers,AFG_001_028,repository numbers
a3e0d7ce-96f9-5f1d-a08e-19ae764a397f,tg:rubgr:1051,e73_OtherIdentifiers,AFG_022_084,repository numbers
bee40e2d-bb87-5d06-acb0-2d6e64afc3bb,tg:rubgr:1139,e73_OtherIdentifiers,AFG_024_021,repository numbers
e96b6db1-1224-5f74-bbf5-e7e64b43fea7,tg:rubgr:2253,e73_OtherIdentifiers,AFG_069_022,repository numbers
f1afd288-21a0-5323-8e2a-196b6c22359b,tg:rubgr:38,e73_OtherIdentifiers,AFG_001_038,repository numbers
442c0854-7951-560f-bdb5-25fe1d41267c,tg:rubgr:2416,e73_OtherIdentifiers,AFG_081_001,repository numbers
2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,tg:rubgr:2608,e73_OtherIdentifiers,AFG_084_022,repository numbers
98fb0a97-3960-56b4-999d-c7945428f440,tg:rubgr:4469,e73_OtherIdentifiers,AFG_114_003,repository numbers
3bb42dab-50c4-5639-a848-84e3111ec4ff,tg:rubgr:173,e73_OtherIdentifiers,AFG_003_101,repository numbers
508e9136-3b01-5cef-b8fd-f240fb655aed,tg:rubgr:992,e73_OtherIdentifiers,AFG_022_025,repository numbers
973bb26c-7fa3-5c06-8d44-a6c1ad3eb691,tg:rubgr:163,e73_OtherIdentifiers,AFG_003_091,repository numbers
0f4eeb1d-d17a-5e1f-864d-97a72a697b7d,tg:rubgr:3496,e73_OtherIdentifiers,AFG_094_060,repository numbers
70760d5b-c07d-5afc-bdad-27a61fe57ed4,tg:rubgr:1809,e73_OtherIdentifiers,AFG_046_112,repository numbers
2f02303f-dd7a-5784-a4b0-68b969f64fa3,tg:rubgr:1180,e73_OtherIdentifiers,AFG_028_001,repository numbers
c13cef2a-b55a-58d1-8750-a0f7f41c2cae,tg:rubgr:2392,e73_OtherIdentifiers,AFG_078_002,repository numbers
aaafe4e6-2c6c-5537-82fb-223d4f8c91af,tg:rubgr:3698,e73_OtherIdentifiers,AFG_098_006,repository numbers
4a7ff30e-2a75-5a6b-9963-598db01ac81d,tg:rubgr:4902,e73_OtherIdentifiers,AFG_136_030,repository numbers
3a9eeda2-3f32-50bf-a328-1b75133c4bdc,tg:rubgr:4912,e73_OtherIdentifiers,AFG_136_040,repository numbers
b49e03ec-9f6e-5e87-9905-19d6d28f8664,tg:rubgr:3954,e73_OtherIdentifiers,AFG_102_069,repository numbers
fa834672-1f3b-5f3d-a3a1-6fbd12e30bb1,tg:rubgr:4752,e73_OtherIdentifiers,AFG_128_052,repository numbers
263b7b00-e1c2-532a-b7ea-09ec688f2d1e,tg:rubgr:3714,e73_OtherIdentifiers,AFG_098_022,repository numbers
0cdc016a-6350-548f-8739-7d3804b83ee6,tg:rubgr:4742,e73_OtherIdentifiers,AFG_128_042,repository numbers
1fb03999-cfd5-54a7-9fed-1b39cf5c0efe,tg:rubgr:4434,e73_OtherIdentifiers,AFG_112_041,repository numbers
1df32157-4ce4-5481-9c6b-199ff0eb9495,tg:rubgr:966,e73_OtherIdentifiers,AFG_021_050,repository numbers
7aa0d414-1c0b-5c5b-acb9-999ee7125749,tg:rubgr:1798,e73_OtherIdentifiers,AFG_046_101,repository numbers
bf9df334-9f8a-52b4-8780-ccb6fc4796bb,tg:rubgr:1788,e73_OtherIdentifiers,AFG_046_091,repository numbers
5afa981f-dbae-5f63-b453-cb2c244e9837,tg:rubgr:565,e73_OtherIdentifiers,AFG_011_024,repository numbers
59335ba3-d563-5f5d-b12b-f5ee15f7729d,tg:rubgr:4693,e73_OtherIdentifiers,AFG_126_001,repository numbers
9aa00732-09e5-5300-a793-0c04a35a943e,tg:rubgr:575,e73_OtherIdentifiers,AFG_011_034,repository numbers
ce0977fe-2441-52c1-8a68-9b0df5b1220e,tg:rubgr:4683,e73_OtherIdentifiers,AFG_123_004,repository numbers
82c865fb-e5e7-5e95-9793-1f060f8cd3f9,tg:rubgr:5283,e73_OtherIdentifiers,AFG_145_013,repository numbers
05e63170-fd6b-5e80-9086-0b72d29b5112,tg:rubgr:5293,e73_OtherIdentifiers,AFG_145_023,repository numbers
b0103e34-f98b-51d2-821c-b8c5639f1665,tg:rubgr:4799,e73_OtherIdentifiers,AFG_132_005,repository numbers
9e55ac71-1ff9-527c-9737-15428879e1ae,tg:rubgr:3803,e73_OtherIdentifiers,AFG_099_041,repository numbers
c345c967-13fa-56cf-9623-02633a7136b3,tg:rubgr:4855,e73_OtherIdentifiers,AFG_135_001,repository numbers
69828783-a488-51d2-b526-e50e4540fcee,tg:rubgr:342,e73_OtherIdentifiers,AFG_006_056,repository numbers
c80f9b79-99b9-5c61-9d20-a71cf9864a1b,tg:rubgr:3384,e73_OtherIdentifiers,AFG_093_047,repository numbers
12d5c535-1f0d-5318-acee-3530dc971e4f,tg:rubgr:4587,e73_OtherIdentifiers,AFG_118_013,repository numbers
c34f77ef-3152-5dd5-884a-4b6a516a7416,tg:rubgr:4213,e73_OtherIdentifiers,AFG_111_008,repository numbers
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,e73_OtherIdentifiers,AFG_020_017,repository numbers
2df63c38-999f-5d59-a22a-0a7891e6d80f,tg:rubgr:5024,e73_OtherIdentifiers,AFG_139_004,repository numbers
e5a8aa0b-1509-5ffc-82aa-2a0659426786,tg:rubgr:4446,e73_OtherIdentifiers,AFG_113_010,repository numbers
e44a88c1-5057-58ed-8713-3e8e7670699b,tg:rubgr:3578,e73_OtherIdentifiers,AFG_097_024,repository numbers
675ad524-cfb6-5d06-9684-ac3f31dd37ec,tg:rubgr:3776,e73_OtherIdentifiers,AFG_099_014,repository numbers
2c22415a-feef-5908-85c3-5030f76054c3,tg:rubgr:4730,e73_OtherIdentifiers,AFG_128_030,repository numbers
1b05d074-b1be-5a1f-8b43-d553a88b1769,tg:rubgr:17,e73_OtherIdentifiers,AFG_001_017,repository numbers
bf720e87-42d5-5b44-9353-2396043c5b8d,tg:rubgr:4720,e73_OtherIdentifiers,AFG_128_020,repository numbers
23e8ca5a-28bf-5414-be22-99e1b256105e,tg:rubgr:1743,e73_OtherIdentifiers,AFG_046_046,repository numbers
7c95e83d-c636-5a3e-b5c3-2d50791da5d5,tg:rubgr:4175,e73_OtherIdentifiers,AFG_109_055,repository numbers
a5de30d3-3829-5fcb-baba-466bbbc4d48a,tg:rubgr:2439,e73_OtherIdentifiers,AFG_082_012,repository numbers
f8aba239-daa0-5b03-9a8e-f9175e48fd45,tg:rubgr:2703,e73_OtherIdentifiers,AFG_085_016,repository numbers
e469c177-53da-543f-8e50-8fa1096bd544,tg:rubgr:948,e73_OtherIdentifiers,AFG_021_032,repository numbers
e81a829a-c36e-544b-80cd-be0a80afcfeb,tg:rubgr:4327,e73_OtherIdentifiers,AFG_111_122,repository numbers
c7669eb8-fd95-584e-9f7c-9dd07736dbbd,tg:rubgr:2713,e73_OtherIdentifiers,AFG_085_026,repository numbers
7368085c-3029-5a91-8b42-d96bc012bd18,tg:rubgr:1479,e73_OtherIdentifiers,AFG_039_003,repository numbers
921505d2-51a6-55f4-931a-83c02271ee27,tg:rubgr:1344,e73_OtherIdentifiers,AFG_035_010,repository numbers
b486fdb8-b1c2-5d63-b483-0d48075145a8,tg:rubgr:3524,e73_OtherIdentifiers,AFG_095_009,repository numbers
df420323-b5f7-57bd-9bed-04c35416fad6,tg:rubgr:5110,e73_OtherIdentifiers,AFG_142_027,repository numbers
bd9e128c-3d59-5507-b3d6-52d2a9293bc4,tg:rubgr:4572,e73_OtherIdentifiers,AFG_117_008,repository numbers
d68013e3-932f-5b71-841f-60488b089d96,tg:rubgr:2146,e73_OtherIdentifiers,AFG_059_003,repository numbers
91844ff0-b1b2-5ec2-b6dd-d38c0315965d,tg:rubgr:5100,e73_OtherIdentifiers,AFG_142_017,repository numbers
d2324152-37d3-5039-8ffa-9fbf2ef197bc,tg:rubgr:2230,e73_OtherIdentifiers,AFG_068_008,repository numbers
d3a68e5b-df3a-5260-b067-99c4cb75e5f3,tg:rubgr:5276,e73_OtherIdentifiers,AFG_145_006,repository numbers
9ad78b68-65c5-5329-a72c-b5735283b74b,tg:rubgr:2465,e73_OtherIdentifiers,AFG_083_015,repository numbers
ca004ecb-341c-5368-a55c-3d0db84ce842,tg:rubgr:1912,e73_OtherIdentifiers,AFG_054_003,repository numbers
1295b7ec-d076-5f3c-9fd9-b701b65ad250,tg:rubgr:4190,e73_OtherIdentifiers,AFG_110_001,repository numbers
5c4095ed-ddbf-5c7b-824d-2caabfac1506,tg:rubgr:4819,e73_OtherIdentifiers,AFG_134_003,repository numbers
ae146c74-392e-5d2f-8b31-04e7cd37f348,tg:rubgr:4180,e73_OtherIdentifiers,AFG_109_060,repository numbers
59f8fb22-c1e6-59dc-a899-3f32c27abadd,tg:rubgr:3497,e73_OtherIdentifiers,AFG_094_061,repository numbers
2398661b-93fc-5c0b-909c-fcbc0fca88f5,tg:rubgr:162,e73_OtherIdentifiers,AFG_003_090,repository numbers
d159c47c-0a6a-531f-aef4-a32894274504,tg:rubgr:172,e73_OtherIdentifiers,AFG_003_100,repository numbers
01140274-3da1-53ab-8229-423c35353030,tg:rubgr:4913,e73_OtherIdentifiers,AFG_136_041,repository numbers
0c678bcb-5b5d-5066-8b87-123533d8d1f8,tg:rubgr:3955,e73_OtherIdentifiers,AFG_102_070,repository numbers
bf6b0385-ed5f-5108-a8ea-7d86471b81ba,tg:rubgr:4903,e73_OtherIdentifiers,AFG_136_031,repository numbers
4eb63032-14fe-50e6-b055-b0a17d3384eb,tg:rubgr:3699,e73_OtherIdentifiers,AFG_098_007,repository numbers
0e7dedbf-6370-55b7-85c4-8b109472efd1,tg:rubgr:1960,e73_OtherIdentifiers,AFG_054_051,repository numbers
0364ee62-46d6-5fe7-9623-5380e1407909,tg:rubgr:529,e73_OtherIdentifiers,AFG_010_044,repository numbers
1b7de0a3-3928-55f7-a8bc-e2858179528d,tg:rubgr:1808,e73_OtherIdentifiers,AFG_046_111,repository numbers
d67054a9-c69b-52bf-9fa9-c4c27a1c5951,tg:rubgr:2417,e73_OtherIdentifiers,AFG_081_002,repository numbers
2018e19a-3d72-5970-896b-d3489ffe220c,tg:rubgr:39,e73_OtherIdentifiers,AFG_001_039,repository numbers
6dbfb558-2f08-5697-9652-65f190b41ac1,tg:rubgr:3620,e73_OtherIdentifiers,AFG_097_066,repository numbers
78c2fcbd-9a15-54bf-8a40-9fedf3933d07,tg:rubgr:1138,e73_OtherIdentifiers,AFG_024_020,repository numbers
b25dc4b6-6798-5d31-9512-00bac4b17592,tg:rubgr:2252,e73_OtherIdentifiers,AFG_069_021,repository numbers
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_OtherIdentifiers,AFG_001_029,repository numbers
03178fa4-ee17-55f8-9437-449e9eac4a8a,tg:rubgr:2242,e73_OtherIdentifiers,AFG_069_011,repository numbers
0dae0894-26a4-5d38-a5d6-66fd5f9a1b36,tg:rubgr:4468,e73_OtherIdentifiers,AFG_114_002,repository numbers
4c77c342-da99-5d6c-a485-6dc139b5cbfc,tg:rubgr:4345,e73_OtherIdentifiers,AFG_111_140,repository numbers
9efc6ff0-dfa5-543b-b8aa-1440446c47e8,tg:rubgr:2609,e73_OtherIdentifiers,AFG_084_023,repository numbers
9d6029b1-dce6-5433-8151-f0d84784ff95,tg:rubgr:1597,e73_OtherIdentifiers,AFG_043_018,repository numbers
bd99339a-982e-5c38-b808-2b364dfa4702,tg:rubgr:574,e73_OtherIdentifiers,AFG_011_033,repository numbers
211942b0-7599-5e92-862a-f9e1f11f6d6d,tg:rubgr:564,e73_OtherIdentifiers,AFG_011_023,repository numbers
b1cd17d6-8e46-5f78-ac85-8ae16966a9a5,tg:rubgr:3860,e73_OtherIdentifiers,AFG_101_012,repository numbers
099d8bb9-f7fe-5dad-853f-c378eaddca90,tg:rubgr:1799,e73_OtherIdentifiers,AFG_046_102,repository numbers
db76d372-4762-5611-af8b-3f83ddef7e42,tg:rubgr:4743,e73_OtherIdentifiers,AFG_128_043,repository numbers
05c0d2af-76b2-50e5-8b80-32bba04fa8c1,tg:rubgr:3715,e73_OtherIdentifiers,AFG_098_023,repository numbers
be51e358-ce7f-5ba9-83da-6cc6c3bce41b,tg:rubgr:186,e73_OtherIdentifiers,AFG_003_114,repository numbers
9e0522be-a557-5755-b577-3e0b3e12389c,tg:rubgr:2169,e73_OtherIdentifiers,AFG_061_001,repository numbers
f9274a8f-ac44-5bc4-84a9-e98f7d2a3752,tg:rubgr:4447,e73_OtherIdentifiers,AFG_113_011,repository numbers
9c2216bc-c3c5-52ba-aeaf-f332b4233d68,tg:rubgr:1309,e73_OtherIdentifiers,AFG_034_024,repository numbers
7747b933-b32d-50fb-809a-60e87d09bdf5,tg:rubgr:5025,e73_OtherIdentifiers,AFG_139_005,repository numbers
1554fbe1-7337-5fdf-8db3-689828f503c5,tg:rubgr:1271,e73_OtherIdentifiers,AFG_033_009,repository numbers
24381c4e-b5da-54be-9682-3feb674233ab,tg:rubgr:905,e73_OtherIdentifiers,AFG_020_018,repository numbers
fc50242d-2abe-54e9-8d85-651903a95dea,tg:rubgr:4202,e73_OtherIdentifiers,AFG_110_013,repository numbers
e2194f36-da74-5034-9cea-80f1e2c5248a,tg:rubgr:4174,e73_OtherIdentifiers,AFG_109_054,repository numbers
08fa269e-b47e-5a08-9fcd-09ca8b9d424d,tg:rubgr:2550,e73_OtherIdentifiers,AFG_083_100,repository numbers
7b1bd15d-d0e8-5f0e-856e-8b2ace0d88e1,tg:rubgr:2428,e73_OtherIdentifiers,AFG_082_001,repository numbers
8f7eb84b-65fe-5672-baef-0ae77afc3067,tg:rubgr:1742,e73_OtherIdentifiers,AFG_046_045,repository numbers
dce82a3e-f3b0-503d-9b67-ce8f89552c2d,tg:rubgr:1107,e73_OtherIdentifiers,AFG_023_055,repository numbers
3d7c8a22-911d-58cf-bf84-1130ebdacd7f,tg:rubgr:4721,e73_OtherIdentifiers,AFG_128_021,repository numbers
0a97af2f-5d26-567f-aaa7-ee3530fcf9b2,tg:rubgr:3767,e73_OtherIdentifiers,AFG_099_005,repository numbers
4196a43c-f98e-5c2a-984b-363d999c793f,tg:rubgr:16,e73_OtherIdentifiers,AFG_001_016,repository numbers
19e8a942-4d3e-569b-b7db-ab9b89c23e09,tg:rubgr:4731,e73_OtherIdentifiers,AFG_128_031,repository numbers
e51571ea-7877-5f44-a5db-13a3ea7aedce,tg:rubgr:343,e73_OtherIdentifiers,AFG_006_057,repository numbers
4ad5a9a7-84b1-5f21-a318-93e868e417a3,tg:rubgr:4854,e73_OtherIdentifiers,AFG_134_038,repository numbers
b34b7b36-d744-593b-9990-40daedad41c8,tg:rubgr:2481,e73_OtherIdentifiers,AFG_083_031,repository numbers
d210d0f6-e0c5-55ce-af49-84d096678d11,tg:rubgr:3802,e73_OtherIdentifiers,AFG_099_040,repository numbers
a23e5e7b-8f90-54dc-9d94-f6b7a97bfe65,tg:rubgr:4798,e73_OtherIdentifiers,AFG_132_004,repository numbers
45cdceda-9860-5ef4-9fdd-de3a458c2f38,tg:rubgr:5292,e73_OtherIdentifiers,AFG_145_022,repository numbers
8d9bf9ae-6f31-5955-8d41-0d19de45d55c,tg:rubgr:4788,e73_OtherIdentifiers,AFG_129_024,repository numbers
3ba83f01-8a14-5d3a-aca8-08b61ec3b6d9,tg:rubgr:5282,e73_OtherIdentifiers,AFG_145_012,repository numbers
f6e24a38-1f3c-51b1-a831-0fe1f13594e5,tg:rubgr:4586,e73_OtherIdentifiers,AFG_118_012,repository numbers
65cb2016-816f-5625-9333-9ba7727f8a14,tg:rubgr:4596,e73_OtherIdentifiers,AFG_118_022,repository numbers
d9ac194d-15c1-5f99-886c-ea9b00354a50,tg:rubgr:3385,e73_OtherIdentifiers,AFG_093_048,repository numbers
e61419a8-6389-5dac-a1bf-a1b8bdc9ce16,tg:rubgr:3834,e73_OtherIdentifiers,AFG_100_010,repository numbers
8490e16d-7bbc-5d41-9ded-b3be4f5c4167,tg:rubgr:4862,e73_OtherIdentifiers,AFG_135_008,repository numbers
