ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
40d4ff2a-dae5-5293-85b2-f643be1c03b9,tg:lhaq:8559,e73_Descriptions,1,note.lhdetail,"<p>Een klein blad met een lijntekening portret in Oost-Indische inkt is aan de rechter bovenkant van de afbeelding geplakt.</p>
",descriptive note,Nederlands
eafb6548-707d-54f2-8e89-fd36ce009b98,tg:lhaq:7389,e73_Descriptions,1,note.lhdetail,"<p>Vermoedelijk jeugdwerk.</p>
",descriptive note,Nederlands
13d1cf98-023f-5948-a0a2-6bde1a01e647,tg:lhaq:8757,e73_Descriptions,1,note.lhdetail,"<p>De rol van Jessica, dochter van Shylock, werd door de actrice Julienne de Bruyn vertolkt.</p>
",descriptive note,Nederlands
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,e73_Descriptions,1,note.lhdetail,"<p>De rol van Prins van Aragon werd door de acteur François Bernard vertolkt.</p>
",descriptive note,Nederlands
e7858449-4aee-5a7d-a8e5-c74ce6be6213,tg:lhaq:8981,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is met potlood geschreven: _De waard wordt de<br />
veldwachter door andere vest met mouwen en andere hoed.</p>
",descriptive note,Nederlands
64fb5afa-b17a-514b-a7a8-3f8843eef6c7,tg:lhaq:8991,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een lijntekening met potlood en balpen met metingen voor het vest van het kostuum.</p>
",descriptive note,Nederlands
283028be-5ff9-51a8-9511-211f0eadf24b,tg:lhaq:9149,e73_Descriptions,1,note.lhdetail,"<p>Vier abstracte tekeningen met oostindische inkt, waterverf en krijt.</p>
",descriptive note,Nederlands
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,e73_Descriptions,1,note.lhdetail,"<p>Vier voorstudies voor een affiche. Gedrukte affiche ook in ons bezit onder inventarisnummer: 234441, 225261/148, 237139/1,2 en posterrecordnummer: 2929.</p>
",descriptive note,Nederlands
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,e73_Descriptions,1,note.lhdetail,"<p>Vier voorstudies voor affiche. Gedrukte affiche ook in ons bezit onder inventarisnummer: 237221/1-3 en posterrecordnummer: 4157.</p>
",descriptive note,Nederlands
e78d6ce2-6838-511f-b5fb-32433e9a0e9f,tg:lhaq:7267,e73_Descriptions,1,note.lhdetail,"<p>Waterverf en dekverf studie, vermoedelijk voor de panoramaschilderijen van de slag bij Waterloo.</p>
",descriptive note,Nederlands
1d9eb61d-41c8-5f38-9d49-09f5b5b4aa72,tg:lhaq:5475,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart(aan Flor Alpaerts) met tekst op achterzijde.</p>
",descriptive note,Nederlands
a33f04e3-91d8-5209-a394-3733e8794a55,tg:lhaq:5465,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart.</p>
",descriptive note,Nederlands
9dc82b69-23d0-55c9-bc20-15c5d41fbdd1,tg:lhaq:8672,e73_Descriptions,1,note.lhdetail,"<p>Het personage Generaal Von Schwarzenberg werd  door de acteur Remy Angenot vertolkt.</p>
",descriptive note,Nederlands
ffc733e7-294a-540b-bb00-79836dd01a32,tg:lhaq:8746,e73_Descriptions,1,note.lhdetail,"<p>De rol van Shylock, een rijke jood, werd door de acteur Luc Philips vertolkt.</p>
",descriptive note,Nederlands
38505004-214e-5859-9f83-e20f915a9386,tg:lhaq:8756,e73_Descriptions,1,note.lhdetail,"<p>De rol van Antonio, de koopman van Venetië, werd door de acteur Frans van den Brande vertolkt.</p>
",descriptive note,Nederlands
30b76391-6d6a-5ef0-9190-df02628afb33,tg:lhaq:7259,e73_Descriptions,1,note.lhdetail,"<p>Waterverf schets met enkele potloodlijnen.</p>
",descriptive note,Nederlands
89e6b445-49c2-5e14-8a47-c7822bcb8f03,tg:lhaq:7266,e73_Descriptions,1,note.lhdetail,"<p>Waterverf en dekverf studie, vermoedelijk voor de panoramaschilderijen van de slag bij Waterloo.</p>
",descriptive note,Nederlands
47bf8d11-d5db-5792-acd2-fa9915b9b2ef,tg:lhaq:9273,e73_Descriptions,1,note.lhdetail,"<p>Twee verschillende voorstudies.</p>
",descriptive note,Nederlands
8a41a2e2-0485-57a1-86da-7682f7d4ffb0,tg:lhaq:8673,e73_Descriptions,1,note.lhdetail,"<p>Het personage Dr. Grünstein werd  door de acteur G. Vandermeulen vertolkt.</p>
",descriptive note,Nederlands
84c167a7-c177-5378-a2b8-bfa45cd301be,tg:lhaq:5464,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart.</p>
",descriptive note,Nederlands
3e569199-056d-5011-91af-0e19f5bc7892,tg:lhaq:5474,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart(aan Flor Alpaerts) met tekst op achterzijde.</p>
",descriptive note,Nederlands
a9823bd0-44f5-52b0-ab1d-9472b05fa644,tg:lhaq:8376,e73_Descriptions,1,note.lhdetail,"<p>Kosen werd gespeeld door de acteur Julien Schoenaerts , van &quot;De Studio van het Nationaal Toneel</p>
",descriptive note,Nederlands
ec029d5b-ba14-53fb-b026-def7a86b39b9,tg:lhaq:8359,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een voorontwerp in potlood  met afmetingen.</p>
",descriptive note,Nederlands
3bb75f52-3378-595a-a8fe-fc831cb0e25d,tg:lhaq:7307,e73_Descriptions,1,note.lhdetail,"<p>Vermoedelijke een jeugdwerk.</p>
",descriptive note,Nederlands
df3cf8c4-8782-5dae-96a1-8ba31d234e91,tg:lhaq:8770,e73_Descriptions,1,note.lhdetail,"<p>De rol van Portia, een rijke erfgename, werd door de actrice Tine Balder vertolkt.</p>
",descriptive note,Nederlands
dc6a0330-9a4e-51db-b9b7-d80af8bac5e7,tg:lhaq:8406,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een schets voor een decorontwerp met potlood en aquarel.</p>
",descriptive note,Nederlands
92bc5f32-8cc3-5cae-af4e-89a863dc734d,tg:lhaq:9375,e73_Descriptions,1,note.lhdetail,"<p>24 kostuumontwerpen.</p>
",descriptive note,Nederlands
26168aaf-9325-5853-87d7-e9b059749c30,tg:lhaq:5468,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart.</p>
",descriptive note,Nederlands
0950db02-78bd-5253-af04-86380c8b0a53,tg:lhaq:8397,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een beeld van een jonge vrouw in<br />
plakkaatverf geschilderd. Rechts onder het beeld is met potlood gescheven:<br />
<em>Meid</em></p>
",descriptive note,Nederlands
68874087-f5be-53d8-ab03-3a32c86a3055,tg:lhaq:8765,e73_Descriptions,1,note.lhdetail,"<p>De rol van de Doge van Venetië, werd door de acteur Piet Bergers vertolkt.</p>
",descriptive note,Nederlands
23e90879-d552-5337-837b-14453a850f48,tg:lhaq:8536,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een ander kostuumontwerp geschilderd met plakkaatverf, aquarel, potlood en Oost-Indische inkt en met de naam Mary 4 aangeduid, maar de afbeelding is met streepjes in rood krijt niet bruikbaar gemaakt.</p>
",descriptive note,Nederlands
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,e73_Descriptions,1,note.lhdetail,"<p>ingeschilderde tekening van man in profiel met geel/goene achtergrond</p>
",descriptive note,Nederlands
80844a2e-61ae-5ef6-ae22-c68180241ff2,tg:lhaq:8363,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een schets in potlood voor een kostuumontwerp.</p>
",descriptive note,Nederlands
00ad60a4-418f-5f32-9116-9a1f07eabde7,tg:lhaq:8373,e73_Descriptions,1,note.lhdetail,"<p>Charles Quint (Keyser Karel) werd gespeeld door de acteur Jo Dua , van &quot;De Studio van het Nationaal Toneel</p>
",descriptive note,Nederlands
f7b5e399-8be6-5994-bc22-7437005b4229,tg:lhaq:7263,e73_Descriptions,1,note.lhdetail,"<p>Waterverf schets met enkele potloodlijnen.</p>
",descriptive note,Nederlands
691d8750-2a4f-598e-ba36-5419563ef13e,tg:lhaq:8572,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een lijntekening in balpen voor het kostuumontwerp buur die een klucht speelt.</p>
",descriptive note,Nederlands
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,e73_Descriptions,1,note.lhdetail,"<p>De aquarel werd door de kunstenaar voorzien van een passepartout (220639/2b) en vastgezet  met schilderstape. (Om beschadiging op termijn te voorkomen, door het inwerken van de lijm, is de passepartout losgemaakt van de aquarel.)</p>
",descriptive note,Nederlands
d6b22071-cdb1-57b0-982d-ec06acb5dca9,tg:lhaq:8676,e73_Descriptions,1,note.lhdetail,"<p>Het personage Bretschneider, geheimpolitie werd  door de acteur Lode van Beek vertolkt.</p>
",descriptive note,Nederlands
74e91a10-0cf9-5f29-8b4e-b391bf6f20ba,tg:lhaq:8666,e73_Descriptions,1,note.lhdetail,"<p>Het personage Gezelschapsdame werd  door de actrice Cary Fontijn vertolkt.</p>
",descriptive note,Nederlands
55b3ddfc-a6a1-5146-a622-d00ba2d355f5,tg:lhaq:8753,e73_Descriptions,1,note.lhdetail,"<p>De rol van Gratiano,vriend van Antonio en Bassanio, werd door de acteur Ward de Ravet vertolkt.</p>
",descriptive note,Nederlands
56b51987-f101-560b-832a-942100f0430f,tg:lhaq:8682,e73_Descriptions,1,note.lhdetail,"<p>Het personage Zangeres werd  door de actrice Tine Balder vertolkt.</p>
",descriptive note,Nederlands
6fb15b7a-fef7-59f5-ba3e-a3923cf9d717,tg:lhaq:8788,e73_Descriptions,1,note.lhdetail,"<p>De gedrukte affiche is eveneens in ons bezit onder inventarisnummers: 234437,<br />
237144, 179869/2 en afficherecordnummer: 2925.</p>
<p>177576: Deze voorstudie is niet helemaal hetzelfde. De kleuren verschillen en<br />
de houding van de twee figuren is een beetje anders.</p>
",descriptive note,Nederlands
f6e86625-02ad-5e0f-88b6-aefef9df8239,tg:lhaq:9069,e73_Descriptions,1,note.lhdetail,"<p>Het aquarel werd door de kunstenaar zelf voorzien van een Passe-partout (220639/3b en verankerd door middel van schilderstape. De passe-partout werd losgemaakt van het aquarel, om op termijn, beschadiging door inwerken van de lijm te voorkomen.</p>
",descriptive note,Nederlands
28629f89-b3c1-5e3e-8522-27aee1ce0edf,tg:lhaq:7262,e73_Descriptions,1,note.lhdetail,"<p>Waterverf schets met enkele potloodlijnen.</p>
",descriptive note,Nederlands
712aa656-f276-5bdd-8681-9d2edab83871,tg:lhaq:8818,e73_Descriptions,1,note.lhdetail,"<p>Aan de rechterkant van de tekeningen wordt de kleur voor elk kostuumdeel<br />
aangeduid.</p>
<p>Van boven naar onder naast de eerste figuur: <em>zwart / wit en goud / mauve</em></p>
<p>naast de tweede figuur: _ wit / rood / wit hemdje / rood _</p>
<p>op de achterkant van het blad is een schets in potlood van Priester.</p>
",descriptive note,Nederlands
90f34c89-9b8b-54b6-9833-8f387750cd44,tg:lhaq:5470,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart, karikatuur-portret.</p>
",descriptive note,Nederlands
c10ca083-4706-5cb8-9aa8-e74372762be7,tg:lhaq:8667,e73_Descriptions,1,note.lhdetail,"<p>Het personage Waard Palivec werd  door de acteur Jo Dua vertolkt.</p>
",descriptive note,Nederlands
b900bb29-22b5-5b25-91c3-c93a08b0630a,tg:lhaq:8677,e73_Descriptions,1,note.lhdetail,"<p>Het personage Woditschka, bakker en vriend van Schwejk, werd  door de acteur Piet Bergers vertolkt.</p>
",descriptive note,Nederlands
65a33bfa-ace8-50c8-863e-ac5cd00604f0,tg:lhaq:8354,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een lijntekening in potlood van een personage in kostuum.</p>
",descriptive note,Nederlands
bdabe72c-eb4d-5c91-afa6-73cf63a7d13f,tg:lhaq:2691,e73_Descriptions,1,note.lhdetail,"<p>174236/1b is een proefdruk van titelblad &quot;Columbus&quot;, 23 x 19.5</p>
",descriptive note,Nederlands
66744cba-505a-5f64-b80f-e24e13b342c7,tg:lhaq:9173,e73_Descriptions,1,note.lhdetail,"<p>Tekening uit Cahier 220340/2, pagina 26.</p>
",descriptive note,Nederlands
f7d4daea-7676-5d9d-a9e7-931c8b75eff3,tg:lhaq:8683,e73_Descriptions,1,note.lhdetail,"<p>Het personage Baranyi, secretaris van een conservenfabriek, werd  door de acteur Jos Mahu vertolkt.</p>
",descriptive note,Nederlands
f7a70639-885d-539a-b237-096c42edd951,tg:lhaq:7347,e73_Descriptions,1,note.lhdetail,"<p>Vermoedelijk jeugdwerk.</p>
",descriptive note,Nederlands
63d1b81b-19c8-5e4d-b4dc-8b7441c32a1e,tg:lhaq:5469,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart, karikatuur-portret van Van den Nest Artuur.</p>
",descriptive note,Nederlands
0d1e2d29-7197-5321-945c-018f2097087f,tg:lhaq:8764,e73_Descriptions,1,note.lhdetail,"<p>De rol van Nerissa, de kamerjuffer van Portia, werd door de actrice Ketty van de Poel vertolkt.</p>
",descriptive note,Nederlands
55001240-e96d-58b0-96c1-1a50f083512c,tg:lhaq:8372,e73_Descriptions,1,note.lhdetail,"<p>Joren werd gespeeld door de acteur Gaston Vandermeulen , van &quot;De Studio van het Nationaal Toneel</p>
",descriptive note,Nederlands
478f0aec-c306-5947-a35b-6540b48d136d,tg:lhaq:8362,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een voordecorontwerp in potlood.</p>
",descriptive note,Nederlands
d2ec5af7-2128-5a68-935f-16cbbdc30394,tg:lhaq:1398,e73_Descriptions,1,note.lhdetail,"<p>ingeschilderde tekening van man in profiel met geel/goene achtergrond</p>
",descriptive note,Nederlands
d9193347-1e9b-5a41-90fb-c85a862668a8,tg:lhaq:8675,e73_Descriptions,1,note.lhdetail,"<p>Het personage Dr. Bautze, psychiater werd  door de acteur René Bertal vertolkt.</p>
",descriptive note,Nederlands
2c59c28a-5f83-5d50-94da-0f83dcc37853,tg:lhaq:8665,e73_Descriptions,1,note.lhdetail,"<p>De personages Wachters van de Hemel werden  door de actrices Ketty van de Poel en Cary Fontijn vertolkt.</p>
",descriptive note,Nederlands
a672e900-3637-5e29-94f4-dbabf55a30bf,tg:lhaq:6977,e73_Descriptions,1,note.lhdetail,"<p>Links boven in de tekening: <em>AUTO-TOURS</em></p>
",descriptive note,Nederlands
df45907e-9fcf-57a6-9a2f-4f156a72aa6e,tg:lhaq:8561,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad zijn verschillende kleine schetsen in potlood en inkt voor vrouwelijke kostuums.</p>
",descriptive note,Nederlands
41b1d16e-b23a-5765-8825-9596dc7e9da0,tg:lhaq:7753,e73_Descriptions,1,note.lhdetail,"<p>In zwart notaboek (13,2 x 8,7 - schuin afgesneden); ins. nr. 60258/67. Vermoedelijk gebruikt voor Italië-reis. (langs twee kanten begonnen).</p>
",descriptive note,Nederlands
4ee4c3aa-bb54-50cf-8c80-b9325efa1a95,tg:lhaq:7260,e73_Descriptions,1,note.lhdetail,"<p>Waterverf schets met enkele potloodlijnen.</p>
",descriptive note,Nederlands
95d2f088-9016-5977-a73f-965fefdcf45e,tg:lhaq:8379,e73_Descriptions,1,note.lhdetail,"<p>Valet de scène II werd gespeeld door de actrice Mimi Peetermans , van &quot;De Studio van het Nationaal Toneel</p>
",descriptive note,Nederlands
