ResourceID,brocade.id,museum,card,ire.isaar.uuid,source_ire_type,Depicted Item Role,source_code,ire.isaar.id,place_au_code,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type
53feff83-9ce8-5d25-bbad-6f1d07ce8043,tg:lhaq:9278,lh,e73_DepictedItems,b1329c1f-9fbd-5c92-beb8-b03121b8e74a,kw,keywords,au::5763,au::5763:1,au::5763g:1,,"dlod={""suggest"":[""/agents/people/616641"",""au::5763"",""au::5763:1"",""ark:/83110/x0/b1329c1f-9fbd-5c92-beb8-b03121b8e74a"",""Hartwig Dobbertin""],""name"":""Hartwig Dobbertin"",""ark"":""ark:/83110/x0/b1329c1f-9fbd-5c92-beb8-b03121b8e74a"",""uri"":""/agents/people/616641"",""id"":""au::5763:1"",""isCapacity"":false}",ark:/83110/x0/b1329c1f-9fbd-5c92-beb8-b03121b8e74a,agent
a0f47c4f-c2fd-5cce-b326-bef6526b4600,tg:lhaq:8700,lh,e73_DepictedItems,161fb583-dd23-51d2-b950-bc7aa79c1db1,kw,keywords,au::21677,au::21677:1,au::21677g:1,,"dlod={""suggest"":[""/agents/people/2319439"",""au::21677"",""au::21677:1"",""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""Pip Wouters""],""name"":""Pip Wouters"",""ark"":""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""uri"":""/agents/people/2319439"",""id"":""au::21677:1"",""isCapacity"":false}",ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1,agent
51532399-b17e-5939-bba1-110993f357a4,tg:lhaq:1753,lh,e73_DepictedItems,4c4596d9-b9aa-5fcf-b3b4-f65ffd85c81e,kw,keywords,au::18456,au::18456:1,au::18456g:1,,"dlod={""suggest"":[""/agents/people/1974792"",""au::18456"",""au::18456:1"",""ark:/83110/x0/4c4596d9-b9aa-5fcf-b3b4-f65ffd85c81e"",""Edgar Tinel""],""name"":""Edgar Tinel"",""ark"":""ark:/83110/x0/4c4596d9-b9aa-5fcf-b3b4-f65ffd85c81e"",""uri"":""/agents/people/1974792"",""id"":""au::18456:1"",""isCapacity"":false}",ark:/83110/x0/4c4596d9-b9aa-5fcf-b3b4-f65ffd85c81e,agent
ed0b409a-5f2c-52dd-bd3e-85460365196b,tg:lhaq:8816,lh,e73_DepictedItems,8f3465da-1203-5191-aae0-2cfe9521aef1,kw,keywords,au::9012,au::9012:1,au::9012g:1,,"dlod={""suggest"":[""/agents/people/964284"",""au::9012"",""au::9012:1"",""ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1"",""Jef van Hoof""],""name"":""Jef van Hoof"",""ark"":""ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1"",""uri"":""/agents/people/964284"",""id"":""au::9012:1"",""isCapacity"":false}",ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1,agent
af74bc64-856a-5007-af41-74d7568c58c6,tg:lhaq:1446,lh,e73_DepictedItems,278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,kw,keywords,au::930,au::930:1,au::930g:1,,"dlod={""suggest"":[""/agents/people/99510"",""au::930"",""au::930:1"",""ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b"",""Lode Baekelmans""],""name"":""Lode Baekelmans"",""ark"":""ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b"",""uri"":""/agents/people/99510"",""id"":""au::930:1"",""isCapacity"":false}",ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,agent
ad5c1b15-cbb0-5f7d-9c70-a39fac1fd4a3,tg:lhaq:8701,lh,e73_DepictedItems,161fb583-dd23-51d2-b950-bc7aa79c1db1,kw,keywords,au::21677,au::21677:1,au::21677g:1,,"dlod={""suggest"":[""/agents/people/2319439"",""au::21677"",""au::21677:1"",""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""Pip Wouters""],""name"":""Pip Wouters"",""ark"":""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""uri"":""/agents/people/2319439"",""id"":""au::21677:1"",""isCapacity"":false}",ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1,agent
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,lh,e73_DepictedItems,2e1e2f61-4778-5ee1-a2ff-86eec00fc32f,kw,keywords,au::6350,au::6350:1,au::6350g:1,,"dlod={""suggest"":[""/agents/people/679450"",""au::6350"",""au::6350:1"",""ark:/83110/x0/2e1e2f61-4778-5ee1-a2ff-86eec00fc32f"",""René Engelen""],""name"":""René Engelen"",""ark"":""ark:/83110/x0/2e1e2f61-4778-5ee1-a2ff-86eec00fc32f"",""uri"":""/agents/people/679450"",""id"":""au::6350:1"",""isCapacity"":false}",ark:/83110/x0/2e1e2f61-4778-5ee1-a2ff-86eec00fc32f,agent
7b8d1576-0d4b-579c-8947-8b61f5393224,tg:lhaq:5317,lh,e73_DepictedItems,23459462-2958-552a-b5b4-f47204132818,kw,keywords,au::5386,au::5386:1,au::5386g:1,,"dlod={""suggest"":[""/agents/people/576302"",""au::5386"",""au::5386:1"",""ark:/83110/x0/23459462-2958-552a-b5b4-f47204132818"",""Fé Derickx""],""name"":""Fé Derickx"",""ark"":""ark:/83110/x0/23459462-2958-552a-b5b4-f47204132818"",""uri"":""/agents/people/576302"",""id"":""au::5386:1"",""isCapacity"":false}",ark:/83110/x0/23459462-2958-552a-b5b4-f47204132818,agent
1bb35759-f04d-5457-b1ee-822fb0140dc4,tg:lhaq:8694,lh,e73_DepictedItems,161fb583-dd23-51d2-b950-bc7aa79c1db1,kw,keywords,au::21677,au::21677:1,au::21677g:1,,"dlod={""suggest"":[""/agents/people/2319439"",""au::21677"",""au::21677:1"",""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""Pip Wouters""],""name"":""Pip Wouters"",""ark"":""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""uri"":""/agents/people/2319439"",""id"":""au::21677:1"",""isCapacity"":false}",ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1,agent
59028086-2451-5966-b5b7-c5ac230afad5,tg:lhaq:9270,lh,e73_DepictedItems,e1d9c455-c125-5b9e-8954-a2bf5f889399,kw,keywords,au::21215,au::21215:1,au::21215g:1,,"dlod={""suggest"":[""/agents/corporate_entities/2270005"",""au::21215"",""au::21215:1"",""ark:/83110/x0/e1d9c455-c125-5b9e-8954-a2bf5f889399"",""Wereldtentoonstelling Brussel 1958""],""name"":""Wereldtentoonstelling Brussel 1958"",""ark"":""ark:/83110/x0/e1d9c455-c125-5b9e-8954-a2bf5f889399"",""uri"":""/agents/corporate_entities/2270005"",""id"":""au::21215:1"",""isCapacity"":false}",ark:/83110/x0/e1d9c455-c125-5b9e-8954-a2bf5f889399,agent
368a9b70-d698-5a26-b004-aa52a7f4f787,tg:lhaq:5338,lh,e73_DepictedItems,f73b4377-b087-5858-a09e-d4b5a376f0c6,kw,keywords,au::5355,au::5355:1,au::5355g:1,,"dlod={""suggest"":[""/agents/people/572985"",""au::5355"",""au::5355:1"",""ark:/83110/x0/f73b4377-b087-5858-a09e-d4b5a376f0c6"",""Valère Depauw""],""name"":""Valère Depauw"",""ark"":""ark:/83110/x0/f73b4377-b087-5858-a09e-d4b5a376f0c6"",""uri"":""/agents/people/572985"",""id"":""au::5355:1"",""isCapacity"":false}",ark:/83110/x0/f73b4377-b087-5858-a09e-d4b5a376f0c6,agent
b325d0f7-06e4-5d82-883c-5be9f08b3b72,tg:lhaq:4067,lh,e73_DepictedItems,74967e79-e61b-5a6c-a5e4-8970b0900af4,kw,keywords,au::50076,au::50076:1,au::50076g:1,,"dlod={""suggest"":[""/agents/corporate_entities/5358132"",""au::50076"",""au::50076:1"",""ark:/83110/x0/74967e79-e61b-5a6c-a5e4-8970b0900af4"",""Red Star Line""],""name"":""Red Star Line"",""ark"":""ark:/83110/x0/74967e79-e61b-5a6c-a5e4-8970b0900af4"",""uri"":""/agents/corporate_entities/5358132"",""id"":""au::50076:1"",""isCapacity"":false}",ark:/83110/x0/74967e79-e61b-5a6c-a5e4-8970b0900af4,agent
8efd0693-e206-5726-9759-b177fe4a5f2e,tg:lhaq:2381,lh,e73_DepictedItems,c071f9b2-9a04-5d47-97be-b30df90749cb,kw,keywords,au::12793,au::12793:1,au::12793g:1,,"dlod={""suggest"":[""/agents/people/1368851"",""au::12793"",""au::12793:1"",""ark:/83110/x0/c071f9b2-9a04-5d47-97be-b30df90749cb"",""Victor de Meyere""],""name"":""Victor de Meyere"",""ark"":""ark:/83110/x0/c071f9b2-9a04-5d47-97be-b30df90749cb"",""uri"":""/agents/people/1368851"",""id"":""au::12793:1"",""isCapacity"":false}",ark:/83110/x0/c071f9b2-9a04-5d47-97be-b30df90749cb,agent
622ba33a-189b-54b7-8733-47bab861f04c,tg:lhaq:9411,lh,e73_DepictedItems,ca1a4091-b50a-598e-88fc-1ee4e6f6c64a,kw,keywords,au::3087,au::3087:1,au::3087g:1,,"dlod={""suggest"":[""/agents/people/330309"",""au::3087"",""au::3087:1"",""ark:/83110/x0/ca1a4091-b50a-598e-88fc-1ee4e6f6c64a"",""Herman Brusselmans""],""name"":""Herman Brusselmans"",""ark"":""ark:/83110/x0/ca1a4091-b50a-598e-88fc-1ee4e6f6c64a"",""uri"":""/agents/people/330309"",""id"":""au::3087:1"",""isCapacity"":false}",ark:/83110/x0/ca1a4091-b50a-598e-88fc-1ee4e6f6c64a,agent
9e80b3df-4abf-506c-bbb2-ef4b920e5ce1,tg:lhaq:6752,lh,e73_DepictedItems,ad8db8ee-8d07-537c-a872-439d8f02092a,kw,keywords,au::14734,au::14734:1,au::14734g:1,,"dlod={""suggest"":[""/agents/people/1576538"",""au::14734"",""au::14734:1"",""ark:/83110/x0/ad8db8ee-8d07-537c-a872-439d8f02092a"",""Luc Philips""],""name"":""Luc Philips"",""ark"":""ark:/83110/x0/ad8db8ee-8d07-537c-a872-439d8f02092a"",""uri"":""/agents/people/1576538"",""id"":""au::14734:1"",""isCapacity"":false}",ark:/83110/x0/ad8db8ee-8d07-537c-a872-439d8f02092a,agent
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,lh,e73_DepictedItems,161fb583-dd23-51d2-b950-bc7aa79c1db1,kw,keywords,au::21677,au::21677:1,au::21677g:1,,"dlod={""suggest"":[""/agents/people/2319439"",""au::21677"",""au::21677:1"",""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""Pip Wouters""],""name"":""Pip Wouters"",""ark"":""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""uri"":""/agents/people/2319439"",""id"":""au::21677:1"",""isCapacity"":false}",ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1,agent
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,lh,e73_DepictedItems,d95f7e1b-c32e-5cf9-bc6b-25e5928799fa,kw,keywords,au::15535,au::15535:1,au::15535g:1,,"dlod={""name"":""Reinaart de Vos"",""ark"":""ark:/83110/x0/d95f7e1b-c32e-5cf9-bc6b-25e5928799fa"",""uri"":""/subjects/1662245"",""id"":""au::15535"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""topic""}",ark:/83110/x0/d95f7e1b-c32e-5cf9-bc6b-25e5928799fa,topic
acd8c747-2297-5833-a6ed-f6931402d589,tg:lhaq:9427,lh,e73_DepictedItems,00923ab6-ea19-5081-aacb-dea64d90e155,kw,keywords,au::14876,au::14876:1,au::14876g:1,,"dlod={""suggest"":[""/agents/people/1591732"",""au::14876"",""au::14876:1"",""ark:/83110/x0/00923ab6-ea19-5081-aacb-dea64d90e155"",""Juliaan Platteau""],""name"":""Juliaan Platteau"",""ark"":""ark:/83110/x0/00923ab6-ea19-5081-aacb-dea64d90e155"",""uri"":""/agents/people/1591732"",""id"":""au::14876:1"",""isCapacity"":false}",ark:/83110/x0/00923ab6-ea19-5081-aacb-dea64d90e155,agent
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,lh,e73_DepictedItems,0b939d98-855a-5295-87fa-14c29c88361b,kw,keywords,au::22381,au::22381:1,au::22381g:1,,"dlod={""suggest"":[""/agents/corporate_entities/2394767"",""au::22381"",""au::22381:1"",""ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b"",""Koninklijke Nederlandse Schouwburg""],""name"":""Koninklijke Nederlandse Schouwburg"",""ark"":""ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b"",""uri"":""/agents/corporate_entities/2394767"",""id"":""au::22381:1"",""isCapacity"":false}",ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b,agent
a7790ff6-256d-5844-bd3a-ddcb80da33c1,tg:lhaq:4065,lh,e73_DepictedItems,74967e79-e61b-5a6c-a5e4-8970b0900af4,kw,keywords,au::50076,au::50076:1,au::50076g:1,,"dlod={""suggest"":[""/agents/corporate_entities/5358132"",""au::50076"",""au::50076:1"",""ark:/83110/x0/74967e79-e61b-5a6c-a5e4-8970b0900af4"",""Red Star Line""],""name"":""Red Star Line"",""ark"":""ark:/83110/x0/74967e79-e61b-5a6c-a5e4-8970b0900af4"",""uri"":""/agents/corporate_entities/5358132"",""id"":""au::50076:1"",""isCapacity"":false}",ark:/83110/x0/74967e79-e61b-5a6c-a5e4-8970b0900af4,agent
1d9eb61d-41c8-5f38-9d49-09f5b5b4aa72,tg:lhaq:5475,lh,e73_DepictedItems,7c0cd2d8-5df8-5bc2-8ec1-008b4ed83f36,kw,keywords,au::21592,au::21592:1,au::21592g:1,,"dlod={""suggest"":[""/agents/people/2310344"",""au::21592"",""au::21592:1"",""ark:/83110/x0/7c0cd2d8-5df8-5bc2-8ec1-008b4ed83f36"",""Dirk de Witte""],""name"":""Dirk de Witte"",""ark"":""ark:/83110/x0/7c0cd2d8-5df8-5bc2-8ec1-008b4ed83f36"",""uri"":""/agents/people/2310344"",""id"":""au::21592:1"",""isCapacity"":false}",ark:/83110/x0/7c0cd2d8-5df8-5bc2-8ec1-008b4ed83f36,agent
a5d548b4-5f62-5a54-8e2c-59b61c0e3eb6,tg:lhaq:8697,lh,e73_DepictedItems,161fb583-dd23-51d2-b950-bc7aa79c1db1,kw,keywords,au::21677,au::21677:1,au::21677g:1,,"dlod={""suggest"":[""/agents/people/2319439"",""au::21677"",""au::21677:1"",""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""Pip Wouters""],""name"":""Pip Wouters"",""ark"":""ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1"",""uri"":""/agents/people/2319439"",""id"":""au::21677:1"",""isCapacity"":false}",ark:/83110/x0/161fb583-dd23-51d2-b950-bc7aa79c1db1,agent
20720dbd-77d6-50c7-9a7c-6151d62c4b58,tg:lhaq:2399,lh,e73_DepictedItems,49d9100b-49da-56e8-b2ed-fb883e5d9058,kw,keywords,au::20627,au::20627:1,au::20627g:1,,"dlod={""suggest"":[""/agents/people/2207089"",""au::20627"",""au::20627:1"",""ark:/83110/x0/49d9100b-49da-56e8-b2ed-fb883e5d9058"",""Urbain van de Voorde""],""name"":""Urbain van de Voorde"",""ark"":""ark:/83110/x0/49d9100b-49da-56e8-b2ed-fb883e5d9058"",""uri"":""/agents/people/2207089"",""id"":""au::20627:1"",""isCapacity"":false}",ark:/83110/x0/49d9100b-49da-56e8-b2ed-fb883e5d9058,agent
0267b8b0-9486-5d23-a49f-bb7476ef3883,tg:lhaq:6819,lh,e73_DepictedItems,049dd32b-4945-55b9-b0fa-c9e8f39ea50a,kw,keywords,au::100191,au::100191:1,au::100191g:1,,"dlod={""name"":""Schilde (Antwerpen)"",""ark"":""ark:/83110/x0/049dd32b-4945-55b9-b0fa-c9e8f39ea50a"",""uri"":""/subjects/10720437"",""id"":""au::100191"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",ark:/83110/x0/049dd32b-4945-55b9-b0fa-c9e8f39ea50a,place
36f3dcad-6f02-5d12-8170-5e0300fa6812,tg:lhaq:9105,lh,e73_DepictedItems,b2d48d1f-1416-58eb-a49a-fe5dace845fc,kw,keywords,au::8053,au::8053:1,au::8053g:1,,"dlod={""suggest"":[""/agents/people/861671"",""au::8053"",""au::8053:1"",""ark:/83110/x0/b2d48d1f-1416-58eb-a49a-fe5dace845fc"",""Luuk Gruwez""],""name"":""Luuk Gruwez"",""ark"":""ark:/83110/x0/b2d48d1f-1416-58eb-a49a-fe5dace845fc"",""uri"":""/agents/people/861671"",""id"":""au::8053:1"",""isCapacity"":false}",ark:/83110/x0/b2d48d1f-1416-58eb-a49a-fe5dace845fc,agent
31f2d82f-1e97-596f-8b17-72ecac35f836,tg:lhaq:2380,lh,e73_DepictedItems,2982cb4f-9b7c-5e70-ad57-9384372287be,kw,keywords,au::25396,au::25396:1,au::25396g:1,,"dlod={""suggest"":[""/agents/people/2717372"",""au::25396"",""au::25396:1"",""ark:/83110/x0/2982cb4f-9b7c-5e70-ad57-9384372287be"",""Maria Davreux-Hiel""],""name"":""Maria Davreux-Hiel"",""ark"":""ark:/83110/x0/2982cb4f-9b7c-5e70-ad57-9384372287be"",""uri"":""/agents/people/2717372"",""id"":""au::25396:1"",""isCapacity"":false}",ark:/83110/x0/2982cb4f-9b7c-5e70-ad57-9384372287be,agent
38d27616-e096-5ec3-a76a-6655e34689b5,tg:lhaq:8072,lh,e73_DepictedItems,86edfed5-1ad0-5df3-81fb-6874ebe64d53,kw,keywords,au::19691,au::19691:1,au::19691g:1,,"dlod={""suggest"":[""/agents/people/2106937"",""au::19691"",""au::19691:1"",""ark:/83110/x0/86edfed5-1ad0-5df3-81fb-6874ebe64d53"",""Alfons Vermeir""],""name"":""Alfons Vermeir"",""ark"":""ark:/83110/x0/86edfed5-1ad0-5df3-81fb-6874ebe64d53"",""uri"":""/agents/people/2106937"",""id"":""au::19691:1"",""isCapacity"":false}",ark:/83110/x0/86edfed5-1ad0-5df3-81fb-6874ebe64d53,agent
c47c4a01-99d1-53eb-a7ac-08dd8532ddba,tg:lhaq:9410,lh,e73_DepictedItems,9f4e5c08-5142-5450-9f7b-408c3c34b204,kw,keywords,au::55369,au::55369:1,au::55369g:1,,"dlod={""suggest"":[""/agents/people/5924483"",""au::55369"",""au::55369:1"",""ark:/83110/x0/9f4e5c08-5142-5450-9f7b-408c3c34b204"",""Saskia de Coster""],""name"":""Saskia de Coster"",""ark"":""ark:/83110/x0/9f4e5c08-5142-5450-9f7b-408c3c34b204"",""uri"":""/agents/people/5924483"",""id"":""au::55369:1"",""isCapacity"":false}",ark:/83110/x0/9f4e5c08-5142-5450-9f7b-408c3c34b204,agent
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,lh,e73_DepictedItems,34ec6c01-5c25-5f39-8e7d-c09d91111453,kw,keywords,au::1458,au::1458:1,au::1458g:1,,"dlod={""suggest"":[""/agents/corporate_entities/156006"",""au::1458"",""au::1458:1"",""ark:/83110/x0/34ec6c01-5c25-5f39-8e7d-c09d91111453"",""Belgische Radio en Televisie""],""name"":""Belgische Radio en Televisie"",""ark"":""ark:/83110/x0/34ec6c01-5c25-5f39-8e7d-c09d91111453"",""uri"":""/agents/corporate_entities/156006"",""id"":""au::1458:1"",""isCapacity"":false}",ark:/83110/x0/34ec6c01-5c25-5f39-8e7d-c09d91111453,agent
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,lh,e73_DepictedItems,68e0300a-7557-58bc-bb16-3ff091f7998d,kw,keywords,au::1333,au::1333:1,au::1333g:1,,"dlod={""suggest"":[""/agents/people/142631"",""au::1333"",""au::1333:1"",""ark:/83110/x0/68e0300a-7557-58bc-bb16-3ff091f7998d"",""Ludo Bekkers""],""name"":""Ludo Bekkers"",""ark"":""ark:/83110/x0/68e0300a-7557-58bc-bb16-3ff091f7998d"",""uri"":""/agents/people/142631"",""id"":""au::1333:1"",""isCapacity"":false}",ark:/83110/x0/68e0300a-7557-58bc-bb16-3ff091f7998d,agent
