ResourceID,brocade.id,card,Start Date,End Date,Start Date Type,End Date Type
a3684c74-59f7-5b2c-8da1-d4c86da64e78,tg:lhaq:9058,e73_CreationTimeSpans,1937-11-20,nan,datum vóór,nan
00c83b2d-af37-5829-b5bd-00c81e69deec,tg:lhaq:8375,e73_CreationTimeSpans,1951-12-04,nan,nan,nan
4bc7e3d7-5841-57ca-98da-dee9181fa431,tg:lhaq:8646,e73_CreationTimeSpans,1973-11,nan,nan,nan
251fdbd9-6514-5de8-98fc-4eb223cd014e,tg:lhaq:8933,e73_CreationTimeSpans,1951,nan,nan,nan
c94488fa-39cb-51cf-bea5-5153dc480061,tg:lhaq:8923,e73_CreationTimeSpans,1951,nan,nan,nan
da23c7f0-8dc6-594b-a25e-0cd2428c7830,tg:lhaq:8787,e73_CreationTimeSpans,1953,nan,nan,nan
5e614d04-5f92-5173-aa8b-c47dc2469bb7,tg:lhaq:8328,e73_CreationTimeSpans,1925,nan,circa,nan
283b45ee-6871-5124-9b71-fc35bd3cdfa6,tg:lhaq:8338,e73_CreationTimeSpans,1917-07,nan,nan,nan
9d64e014-57f1-5288-af8d-e4becab847d3,tg:lhaq:9067,e73_CreationTimeSpans,1972,nan,nan,nan
a4dfa483-609a-5d78-b506-19b9f51fadf4,tg:lhaq:9279,e73_CreationTimeSpans,1957,nan,nan,nan
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,e73_CreationTimeSpans,1953,nan,nan,nan
ed0b409a-5f2c-52dd-bd3e-85460365196b,tg:lhaq:8816,e73_CreationTimeSpans,1959,nan,circa,nan
abe3df38-6a08-51c3-8286-3e76e16930e5,tg:lhaq:8391,e73_CreationTimeSpans,1950,nan,nan,nan
9100b2e5-1f9b-5979-b0d3-f6509385a69a,tg:lhaq:8381,e73_CreationTimeSpans,1950,nan,nan,nan
af74bc64-856a-5007-af41-74d7568c58c6,tg:lhaq:1446,e73_CreationTimeSpans,1959-06-18,nan,nan,nan
73d2cae0-5edd-52d8-8b57-2ea236b69acd,tg:lhaq:7637,e73_CreationTimeSpans,1891,nan,circa,nan
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,e73_CreationTimeSpans,1974,1975,nan,nan
bd8c137f-d376-50ea-8a95-93a0f45fef96,tg:lhaq:8864,e73_CreationTimeSpans,1974,1975,nan,nan
82e9dacf-64c4-5b0b-ae73-0c2af4fe0f8a,tg:lhaq:1693,e73_CreationTimeSpans,1940,1945,reconstructie,reconstructie
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,e73_CreationTimeSpans,1952,nan,nan,nan
ad5c1b15-cbb0-5f7d-9c70-a39fac1fd4a3,tg:lhaq:8701,e73_CreationTimeSpans,1962,nan,nan,nan
ff6409c2-f4a8-5870-9d24-a4df39a5aed1,tg:lhaq:9363,e73_CreationTimeSpans,1945,nan,circa,nan
fc5e6bc5-2950-5588-91ec-2b26f32a8cf1,tg:lhaq:8669,e73_CreationTimeSpans,1952,nan,nan,nan
c1eff2ce-f8c0-5545-aa94-d41ac188d6a0,tg:lhaq:9015,e73_CreationTimeSpans,1973-04-14,nan,datum vóór,nan
67cc776d-eded-52ef-9013-f8d16406c585,tg:lhaq:9033,e73_CreationTimeSpans,1949,nan,circa,nan
61087a33-20be-5a97-b65d-82f418a0d555,tg:lhaq:9023,e73_CreationTimeSpans,1949,nan,circa,nan
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,tg:lhaq:6847,e73_CreationTimeSpans,1950-07,nan,reconstructie,nan
bff89cd7-3f52-50e1-9c7c-20b6b11a4852,tg:lhaq:8852,e73_CreationTimeSpans,1974,1975,nan,nan
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,e73_CreationTimeSpans,1974,1975,nan,nan
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,e73_CreationTimeSpans,1971,nan,nan,nan
aecb7cf0-898b-5c05-aee7-225cee683a74,tg:lhaq:2662,e73_CreationTimeSpans,1958,nan,nan,nan
7b8d1576-0d4b-579c-8947-8b61f5393224,tg:lhaq:5317,e73_CreationTimeSpans,1929,nan,nan,nan
abf69d90-6d70-571b-923d-a88c72a51a44,tg:lhaq:8684,e73_CreationTimeSpans,1952,nan,nan,nan
1bb35759-f04d-5457-b1ee-822fb0140dc4,tg:lhaq:8694,e73_CreationTimeSpans,1958,nan,nan,nan
10db77c9-1279-5239-a35c-aeb2946ad690,tg:lhaq:8958,e73_CreationTimeSpans,1959-10-23,nan,datum vóór,nan
ab777730-2811-54ab-92e6-bdf8a56d3bdb,tg:lhaq:8889,e73_CreationTimeSpans,1974,1975,nan,nan
aa3be9ff-6d80-522a-8484-36ad5283d917,tg:lhaq:8899,e73_CreationTimeSpans,1955,nan,circa,nan
de8f3d53-d375-51ff-890b-bea852a2fd86,tg:lhaq:9139,e73_CreationTimeSpans,1942,nan,nan,nan
849bb1ac-a70e-5e7e-888f-d01bf56da95f,tg:lhaq:8915,e73_CreationTimeSpans,1951,nan,nan,nan
573aad13-28d3-5ae7-b56f-e5fc3694f72e,tg:lhaq:8905,e73_CreationTimeSpans,1964,nan,circa,nan
bd724132-645c-5a8e-ab0c-10736f25948a,tg:lhaq:6900,e73_CreationTimeSpans,19uu,nan,nan,nan
e09b7768-f2dc-5619-b69b-9172738c42cd,tg:lhaq:6878,e73_CreationTimeSpans,1942,nan,reconstructie,nan
40251589-d63c-558e-becc-1ef216174bfd,tg:lhaq:8670,e73_CreationTimeSpans,1952,nan,nan,nan
8b9934e0-ddf2-50f4-abb0-dac0c392145e,tg:lhaq:8506,e73_CreationTimeSpans,1920,nan,circa,nan
f536b25c-ba0e-515c-aaf1-df85d4d23721,tg:lhaq:9106,e73_CreationTimeSpans,2uu3,2uu3-03-24,nan,nan
59028086-2451-5966-b5b7-c5ac230afad5,tg:lhaq:9270,e73_CreationTimeSpans,1958,nan,circa,nan
5d4d39a4-a061-59b7-9924-7b68d7c9fb6d,tg:lhaq:6193,e73_CreationTimeSpans,1952,nan,nan,nan
1c8565d8-1eab-59af-91c5-b819dbc81022,tg:lhaq:9425,e73_CreationTimeSpans,nan,nan,zonder datum,nan
ba057550-a8b3-5e6d-a1fa-83c5fd5a1f52,tg:lhaq:7548,e73_CreationTimeSpans,1884,nan,nan,nan
0ac59377-cd3c-5667-ad20-429ba5db979f,tg:lhaq:8388,e73_CreationTimeSpans,1950,nan,nan,nan
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,tg:lhaq:8398,e73_CreationTimeSpans,1951,nan,reconstructie,nan
6da6238d-8e64-5846-84db-6654a96dcd69,tg:lhaq:6419,e73_CreationTimeSpans,1925,nan,reconstructie,nan
8efd0693-e206-5726-9759-b177fe4a5f2e,tg:lhaq:2381,e73_CreationTimeSpans,1916,nan,nan,nan
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,e73_CreationTimeSpans,1951-12-04,nan,nan,nan
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,e73_CreationTimeSpans,1942,nan,nan,nan
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,e73_CreationTimeSpans,1948,nan,nan,nan
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,tg:lhaq:8785,e73_CreationTimeSpans,1953,nan,nan,nan
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,e73_CreationTimeSpans,1974,1975,nan,nan
0582cb82-8673-5f25-bd9f-584a0c57386f,tg:lhaq:8931,e73_CreationTimeSpans,1951,nan,nan,nan
b701e701-c143-5d95-ae8e-e85dcf95a08f,tg:lhaq:8849,e73_CreationTimeSpans,1974,1975,nan,nan
e3ab25d1-6684-506d-b1d8-deb12c169c26,tg:lhaq:9385,e73_CreationTimeSpans,1995,nan,nan,nan
a10033bc-8eee-57c4-b66b-d13132a33d52,tg:lhaq:6887,e73_CreationTimeSpans,1942,nan,nan,nan
d23c0dd7-50e3-5cdd-9201-ef2e64dbf33b,tg:lhaq:8315,e73_CreationTimeSpans,1925-11,nan,nan,nan
f593baba-0cad-5e73-a565-f0a9ceff64e1,tg:lhaq:8882,e73_CreationTimeSpans,1974,1975,nan,nan
622ba33a-189b-54b7-8733-47bab861f04c,tg:lhaq:9411,e73_CreationTimeSpans,2012,nan,nan,nan
91defb70-d8dc-576c-9a0d-c7264da88b21,tg:lhaq:9401,e73_CreationTimeSpans,1945,nan,nan,nan
612d1c35-5717-51a6-a85b-9242457ff87a,tg:lhaq:3791,e73_CreationTimeSpans,1920-10-19,nan,nan,nan
f548246d-c15b-59db-b8cd-b3ceaf6d17c5,tg:lhaq:8866,e73_CreationTimeSpans,1974,1975,nan,nan
e6d33ccb-e03e-593c-b9aa-65ce73fb9b7a,tg:lhaq:8876,e73_CreationTimeSpans,1974,1975,nan,nan
24755bf4-3b7a-5da5-9824-b4de7ffa5264,tg:lhaq:9017,e73_CreationTimeSpans,1973-04-14,nan,datum vóór,nan
42339bf7-86dd-5e90-9b5c-bf99d9f3128f,tg:lhaq:6873,e73_CreationTimeSpans,1942,nan,reconstructie,nan
8fb4365b-00cc-5f43-88d4-a824568a188e,tg:lhaq:9371,e73_CreationTimeSpans,1912,nan,nan,nan
e13bb90a-b811-590b-84f8-0e4b43e9cf0e,tg:lhaq:9313,e73_CreationTimeSpans,1950,nan,circa,nan
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,e73_CreationTimeSpans,1950,nan,nan,nan
e8b37ab5-1e11-54ab-b2bd-9b4aebd452e0,tg:lhaq:8393,e73_CreationTimeSpans,1951,nan,reconstructie,nan
9e80b3df-4abf-506c-bbb2-ef4b920e5ce1,tg:lhaq:6752,e73_CreationTimeSpans,1973,nan,nan,nan
b4566d61-7a8f-5049-bf27-9bed8df37bf7,tg:lhaq:8832,e73_CreationTimeSpans,1974,1975,nan,nan
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,e73_CreationTimeSpans,1962,nan,nan,nan
7a65585b-4499-59a9-8d3d-b33a0a3e3048,tg:lhaq:4569,e73_CreationTimeSpans,1944,nan,nan,nan
68123689-8b5a-5acc-bb90-ae0cd0b4d7a7,tg:lhaq:2660,e73_CreationTimeSpans,1956,nan,nan,nan
3a1ec42a-1b4e-551e-9aad-00af844f513d,tg:lhaq:9408,e73_CreationTimeSpans,1998,nan,nan,nan
2ad859d6-bab7-5567-b91f-09421db89323,tg:lhaq:9418,e73_CreationTimeSpans,1979,nan,nan,nan
60650c0f-fd63-5f29-a375-543a353d2b86,tg:lhaq:2398,e73_CreationTimeSpans,1997,nan,nan,nan
e8838c97-be2f-5496-8e37-aff247cd2c21,tg:lhaq:6845,e73_CreationTimeSpans,1950-07,nan,nan,nan
cf8bc975-a2bb-570d-bd76-082ca4ecd774,tg:lhaq:9021,e73_CreationTimeSpans,1949,nan,circa,nan
7ae22369-f131-5d3c-9242-91019ab47664,tg:lhaq:9031,e73_CreationTimeSpans,1949,nan,nan,nan
283028be-5ff9-51a8-9511-211f0eadf24b,tg:lhaq:9149,e73_CreationTimeSpans,1957,nan,nan,nan
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,e73_CreationTimeSpans,1956-07-11,nan,nan,nan
359eb4fb-2c96-55ed-bcbc-637bc4e17049,tg:lhaq:8928,e73_CreationTimeSpans,1951,nan,nan,nan
0ee7e492-f38f-5d1c-911f-2bea86f0219a,tg:lhaq:8850,e73_CreationTimeSpans,1974,1975,nan,nan
acd8c747-2297-5833-a6ed-f6931402d589,tg:lhaq:9427,e73_CreationTimeSpans,1918,nan,nan,nan
2b353e9d-043a-5c67-828b-4299b782a48e,tg:lhaq:8778,e73_CreationTimeSpans,1958,nan,nan,nan
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,e73_CreationTimeSpans,1955,nan,nan,nan
35e8905b-e4aa-51f2-8aef-df95c7d061f9,tg:lhaq:8323,e73_CreationTimeSpans,1925,nan,circa,nan
568c50e7-a8c5-585c-9c0d-4af430d53eca,tg:lhaq:8965,e73_CreationTimeSpans,1959-10-23,nan,datum vóór,nan
e78d6ce2-6838-511f-b5fb-32433e9a0e9f,tg:lhaq:7267,e73_CreationTimeSpans,1881,nan,circa,nan
d26759cd-338b-529c-b7b2-93481776dced,tg:lhaq:8907,e73_CreationTimeSpans,1964,nan,circa,nan
1d9eb61d-41c8-5f38-9d49-09f5b5b4aa72,tg:lhaq:5475,e73_CreationTimeSpans,1907,nan,nan,nan
869ca658-e5b3-5ca0-984d-5ff629abd114,tg:lhaq:4017,e73_CreationTimeSpans,1968-11-21,nan,nan,nan
bdd6d663-bf31-57ec-94b4-d8500ffe4a86,tg:lhaq:8917,e73_CreationTimeSpans,1951,nan,nan,nan
9dc82b69-23d0-55c9-bc20-15c5d41fbdd1,tg:lhaq:8672,e73_CreationTimeSpans,1952,nan,nan,nan
e7fd1303-e59c-5f46-802b-11340ed982e0,tg:lhaq:9378,e73_CreationTimeSpans,nan,nan,zonder datum,nan
618a1490-449b-5a54-8269-9b12e163fbed,tg:lhaq:9409,e73_CreationTimeSpans,nan,nan,zonder datum,nan
178ba51b-9601-5168-9925-f5ef21887e19,tg:lhaq:8687,e73_CreationTimeSpans,1960,nan,nan,nan
a5d548b4-5f62-5a54-8e2c-59b61c0e3eb6,tg:lhaq:8697,e73_CreationTimeSpans,1962,nan,nan,nan
55d6a748-f23c-5f70-ad45-e5db67129e83,tg:lhaq:8833,e73_CreationTimeSpans,1974,1975,nan,nan
2b747892-4e69-5e24-9a8f-6f6df2217e57,tg:lhaq:2661,e73_CreationTimeSpans,1956,nan,nan,nan
a4d1b039-9547-59da-a319-20bf527b48cf,tg:lhaq:8851,e73_CreationTimeSpans,1974,1975,nan,nan
c92d07e3-b4b2-5503-92e2-d97e28bca65a,tg:lhaq:8929,e73_CreationTimeSpans,1951,nan,nan,nan
0178c95e-fa04-5399-b753-4c71e36df855,tg:lhaq:8841,e73_CreationTimeSpans,1974,1975,nan,nan
20720dbd-77d6-50c7-9a7c-6151d62c4b58,tg:lhaq:2399,e73_CreationTimeSpans,1955,nan,nan,nan
ebe072c8-0b74-5980-979e-814241114bb9,tg:lhaq:9030,e73_CreationTimeSpans,1949,nan,nan,nan
41347576-53fe-56a4-be3b-14568fb64208,tg:lhaq:9020,e73_CreationTimeSpans,1949,nan,circa,nan
89e6b445-49c2-5e14-8a47-c7822bcb8f03,tg:lhaq:7266,e73_CreationTimeSpans,1881,nan,circa,nan
4c79870d-3162-5db0-8ae9-3ace54a8554d,tg:lhaq:8964,e73_CreationTimeSpans,1959-10-23,nan,datum vóór,nan
0267b8b0-9486-5d23-a49f-bb7476ef3883,tg:lhaq:6819,e73_CreationTimeSpans,1976-10-09,nan,nan,nan
47bf8d11-d5db-5792-acd2-fa9915b9b2ef,tg:lhaq:9273,e73_CreationTimeSpans,1960,nan,circa,nan
9aea6504-f7c6-5da6-acb9-fbe78a4ee4fe,tg:lhaq:8779,e73_CreationTimeSpans,1951,nan,circa,nan
a2d69d92-eb0f-5edd-8a20-75dfa96fdfae,tg:lhaq:8322,e73_CreationTimeSpans,1925,nan,circa,nan
36f3dcad-6f02-5d12-8170-5e0300fa6812,tg:lhaq:9105,e73_CreationTimeSpans,1980,nan,circa,nan
ea5f6b36-2c8f-5df9-8f4e-b6c6e9b090c7,tg:lhaq:9379,e73_CreationTimeSpans,nan,nan,zonder datum,nan
8a41a2e2-0485-57a1-86da-7682f7d4ffb0,tg:lhaq:8673,e73_CreationTimeSpans,1952,nan,nan,nan
84c167a7-c177-5378-a2b8-bfa45cd301be,tg:lhaq:5464,e73_CreationTimeSpans,1906-02-09,nan,nan,nan
a0d9050c-8814-58db-9bfc-3fd091b2b9c5,tg:lhaq:4016,e73_CreationTimeSpans,1968-11-21,nan,nan,nan
3e569199-056d-5011-91af-0e19f5bc7892,tg:lhaq:5474,e73_CreationTimeSpans,1906,nan,nan,nan
d9302f84-2e8d-5168-bffd-88ca481c673d,tg:lhaq:8906,e73_CreationTimeSpans,1964,nan,circa,nan
1fcfd70c-8718-5388-9f3a-8e46d646f9eb,tg:lhaq:8848,e73_CreationTimeSpans,1974,1975,nan,nan
28c6beb6-5d39-5eb6-ba48-355cd032c85c,tg:lhaq:8930,e73_CreationTimeSpans,1951,nan,nan,nan
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,e73_CreationTimeSpans,1974,1975,nan,nan
89aacd51-8e12-5744-8110-22fea9e12c82,tg:lhaq:8920,e73_CreationTimeSpans,1951,nan,nan,nan
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,tg:lhaq:8784,e73_CreationTimeSpans,1953,nan,nan,nan
31f2d82f-1e97-596f-8b17-72ecac35f836,tg:lhaq:2380,e73_CreationTimeSpans,1916,nan,nan,nan
1fdacdff-a137-58e2-93e8-ac46fb13810f,tg:lhaq:9141,e73_CreationTimeSpans,1942,nan,nan,nan
a9823bd0-44f5-52b0-ab1d-9472b05fa644,tg:lhaq:8376,e73_CreationTimeSpans,1951-12-04,nan,nan,nan
5dce486b-0179-5973-b848-3d991389f193,tg:lhaq:8314,e73_CreationTimeSpans,1925,nan,circa,nan
908cd1ff-68d3-55f4-8534-d438f62dcc5c,tg:lhaq:9400,e73_CreationTimeSpans,1975,nan,nan,nan
58670d29-85a9-5a6d-b652-56bd44e0a307,tg:lhaq:8893,e73_CreationTimeSpans,1909-11-12,nan,nan,nan
38d27616-e096-5ec3-a76a-6655e34689b5,tg:lhaq:8072,e73_CreationTimeSpans,1942,nan,nan,nan
785b8974-b683-59e6-a151-be31f7c475c8,tg:lhaq:8883,e73_CreationTimeSpans,1974,1975,nan,nan
c47c4a01-99d1-53eb-a7ac-08dd8532ddba,tg:lhaq:9410,e73_CreationTimeSpans,2013,nan,nan,nan
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,e73_CreationTimeSpans,1959,nan,nan,nan
5f1a4891-8920-5094-b4c7-7f94ebdfd622,tg:lhaq:6896,e73_CreationTimeSpans,1943,nan,nan,nan
82000680-4c09-5caa-ac75-78478aaddbe9,tg:lhaq:9384,e73_CreationTimeSpans,nan,nan,zonder datum,nan
8940cb70-47c4-5d52-9a26-332c018e209e,tg:lhaq:5558,e73_CreationTimeSpans,1918,nan,nan,nan
0cccfe13-5966-514f-988a-6d35cc081d04,tg:lhaq:5548,e73_CreationTimeSpans,1917-04-19,nan,nan,nan
627b6916-d114-5336-9386-194ba10730b9,tg:lhaq:9016,e73_CreationTimeSpans,1973-04-14,nan,datum vóór,nan
250a083b-0501-568b-ba75-d10a9ecc254b,tg:lhaq:8702,e73_CreationTimeSpans,1962,nan,nan,nan
04918ad4-fca5-50cf-aa44-74afefd4508c,tg:lhaq:8877,e73_CreationTimeSpans,1974,1975,nan,nan
3be74b7c-e734-5f65-a72b-d869eaca8dfb,tg:lhaq:8867,e73_CreationTimeSpans,1974,1975,nan,nan
aad15af5-5ab2-50ec-a476-ea786d314968,tg:lhaq:5228,e73_CreationTimeSpans,1931,1931-11-29,nan,nan
f2d051e7-dd14-5915-a480-d52352387a2c,tg:lhaq:8392,e73_CreationTimeSpans,1950,nan,nan,nan
85d2ef05-d7a3-5c84-b5f6-20c23550f64f,tg:lhaq:8382,e73_CreationTimeSpans,1950,nan,nan,nan
beb33124-db74-5657-bb6c-74df92ea15df,tg:lhaq:6246,e73_CreationTimeSpans,1952,nan,reconstructie,nan
b1708db9-32f9-5100-93ec-0a909770692d,tg:lhaq:7634,e73_CreationTimeSpans,1891,nan,circa,nan
4bb39f65-cdae-5a6f-89d0-c283bde67d1d,tg:lhaq:6877,e73_CreationTimeSpans,1942,nan,reconstructie,nan
5bc431f6-1bc9-5fe3-b1be-1152ef55f666,tg:lhaq:9365,e73_CreationTimeSpans,1958,nan,nan,nan
