ResourceID,brocade.id,card,order,source_field,Creation Time Span Source Note
2ade8736-f14f-5c80-b19f-111bfcd41e28,tg:lhaq:8914,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,tg:lhaq:8966,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19591023
293c9e23-50df-5b9c-9eba-465d5d7b460f,tg:lhaq:8976,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19591023
76bc0f43-51bc-569f-bdc9-f677c20b31e5,tg:lhaq:6418,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19240000
b8ea5fbc-ef22-518d-b0f1-49279177881f,tg:lhaq:8399,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
16fc8ef7-35f1-5903-89bc-a09b5c692c40,tg:lhaq:8389,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,tg:lhaq:8320,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19240000
428c3cc4-7bf9-5135-ba24-0c06e59d90ed,tg:lhaq:9424,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19620000
01582bee-3c39-5ada-b2be-121bcba0b779,tg:lhaq:2583,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19720000
a000cc9e-3f28-5e94-8a6a-454323f37c62,tg:lhaq:9271,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19560000
ba70d35e-b0fb-5efd-b67d-20486f4c27c0,tg:lhaq:9412,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,20150000
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,tg:lhaq:8891,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,tg:lhaq:8891,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19430000
94f80fce-a837-5506-8e8e-0eb92fe2340f,tg:lhaq:8070,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19540000
dbca1a4c-bf14-578b-a1b9-bf72bf8a0ff9,tg:lhaq:8316,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19240000
b252b5ec-0205-5419-8a05-b651f2d37afa,tg:lhaq:7619,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18910328
dfd56045-a266-54ba-b21e-a0aebb3d2756,tg:lhaq:6894,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19430000
d76313d7-2822-551e-bd3b-bd2eb52d8f91,tg:lhaq:9386,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520711
d76313d7-2822-551e-bd3b-bd2eb52d8f91,tg:lhaq:9386,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19520715
501b238f-d4fd-540b-871e-58aa7f3ab6d9,tg:lhaq:6884,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
b8bba92d-e005-5aff-bad5-3909b32e7746,tg:lhaq:4605,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19290528
b8bba92d-e005-5aff-bad5-3909b32e7746,tg:lhaq:4605,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19311230
d72a6e09-2d1a-58c2-9479-957afbdeca74,tg:lhaq:8922,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
38f03624-8998-5ed8-a409-70a7ab783ae2,tg:lhaq:8932,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
4f18596e-2178-5428-8675-359a1a58ed81,tg:lhaq:8364,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
36648aba-a910-5383-9e45-3e8dfa4e80cc,tg:lhaq:8374,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19511204
bc3ac891-213b-5b59-b033-c43721e7753f,tg:lhaq:7636,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18910000
2ecdfa6f-00a0-5da0-ae27-146936fbb422,tg:lhaq:8380,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
c7a7e20b-320c-533e-bce5-356f51720cb0,tg:lhaq:8390,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
53feff83-9ce8-5d25-bbad-6f1d07ce8043,tg:lhaq:9278,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19810000
a01bb625-5d65-5d91-9a94-eaff6a415144,tg:lhaq:8668,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
a0f47c4f-c2fd-5cce-b326-bef6526b4600,tg:lhaq:8700,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19620000
501c7580-ebf8-5adf-b5cb-97b4e075e7e3,tg:lhaq:8678,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
62203452-aa3c-5aee-a59e-48f7a28a56a0,tg:lhaq:9014,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19730414
552fce96-e84e-5342-9f69-fb83b06fbbeb,tg:lhaq:8865,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
552fce96-e84e-5342-9f69-fb83b06fbbeb,tg:lhaq:8865,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
51532399-b17e-5939-bba1-110993f357a4,tg:lhaq:1753,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18790000
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
013710cb-d49e-5a5f-80fe-abf6d2d5027c,tg:lhaq:7618,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18910328
04134b2c-3694-543d-b16e-d817dee45565,tg:lhaq:4572,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19450000
db4270d3-e516-5797-a0bc-22f018caa61f,tg:lhaq:6895,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19430000
265c7583-0ab7-548f-b0f3-d8d6c2dcaa84,tg:lhaq:6944,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19300800
e8715f8e-49b4-5b10-b814-f99d31b7b461,tg:lhaq:8634,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19730000
983c56db-45da-57a4-abbf-4459bb7d5804,tg:lhaq:8071,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19020816
e818fd99-d2e1-5d23-ab8f-f5ae64424df3,tg:lhaq:8890,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
e818fd99-d2e1-5d23-ab8f-f5ae64424df3,tg:lhaq:8890,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
d559c57b-662d-5363-a0fa-dc9b2f0d0619,tg:lhaq:9403,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19440000
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19250000
a3684c74-59f7-5b2c-8da1-d4c86da64e78,tg:lhaq:9058,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19371120
00c83b2d-af37-5829-b5bd-00c81e69deec,tg:lhaq:8375,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19511204
4bc7e3d7-5841-57ca-98da-dee9181fa431,tg:lhaq:8646,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19731100
251fdbd9-6514-5de8-98fc-4eb223cd014e,tg:lhaq:8933,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
c94488fa-39cb-51cf-bea5-5153dc480061,tg:lhaq:8923,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
da23c7f0-8dc6-594b-a25e-0cd2428c7830,tg:lhaq:8787,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
5e614d04-5f92-5173-aa8b-c47dc2469bb7,tg:lhaq:8328,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19250000
283b45ee-6871-5124-9b71-fc35bd3cdfa6,tg:lhaq:8338,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19170700
9d64e014-57f1-5288-af8d-e4becab847d3,tg:lhaq:9067,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19720000
a4dfa483-609a-5d78-b506-19b9f51fadf4,tg:lhaq:9279,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19570000
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
ed0b409a-5f2c-52dd-bd3e-85460365196b,tg:lhaq:8816,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19590000
abe3df38-6a08-51c3-8286-3e76e16930e5,tg:lhaq:8391,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
9100b2e5-1f9b-5979-b0d3-f6509385a69a,tg:lhaq:8381,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
af74bc64-856a-5007-af41-74d7568c58c6,tg:lhaq:1446,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19590618
73d2cae0-5edd-52d8-8b57-2ea236b69acd,tg:lhaq:7637,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18910000
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
bd8c137f-d376-50ea-8a95-93a0f45fef96,tg:lhaq:8864,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
bd8c137f-d376-50ea-8a95-93a0f45fef96,tg:lhaq:8864,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
82e9dacf-64c4-5b0b-ae73-0c2af4fe0f8a,tg:lhaq:1693,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19400000
82e9dacf-64c4-5b0b-ae73-0c2af4fe0f8a,tg:lhaq:1693,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19450000
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
ad5c1b15-cbb0-5f7d-9c70-a39fac1fd4a3,tg:lhaq:8701,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19620000
ff6409c2-f4a8-5870-9d24-a4df39a5aed1,tg:lhaq:9363,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19450000
fc5e6bc5-2950-5588-91ec-2b26f32a8cf1,tg:lhaq:8669,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
c1eff2ce-f8c0-5545-aa94-d41ac188d6a0,tg:lhaq:9015,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19730414
67cc776d-eded-52ef-9013-f8d16406c585,tg:lhaq:9033,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19490000
61087a33-20be-5a97-b65d-82f418a0d555,tg:lhaq:9023,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19490000
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,tg:lhaq:6847,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500700
bff89cd7-3f52-50e1-9c7c-20b6b11a4852,tg:lhaq:8852,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
bff89cd7-3f52-50e1-9c7c-20b6b11a4852,tg:lhaq:8852,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19710000
aecb7cf0-898b-5c05-aee7-225cee683a74,tg:lhaq:2662,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19580000
7b8d1576-0d4b-579c-8947-8b61f5393224,tg:lhaq:5317,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19290000
abf69d90-6d70-571b-923d-a88c72a51a44,tg:lhaq:8684,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
1bb35759-f04d-5457-b1ee-822fb0140dc4,tg:lhaq:8694,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19580000
10db77c9-1279-5239-a35c-aeb2946ad690,tg:lhaq:8958,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19591023
ab777730-2811-54ab-92e6-bdf8a56d3bdb,tg:lhaq:8889,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
ab777730-2811-54ab-92e6-bdf8a56d3bdb,tg:lhaq:8889,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
aa3be9ff-6d80-522a-8484-36ad5283d917,tg:lhaq:8899,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19550000
de8f3d53-d375-51ff-890b-bea852a2fd86,tg:lhaq:9139,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
849bb1ac-a70e-5e7e-888f-d01bf56da95f,tg:lhaq:8915,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
573aad13-28d3-5ae7-b56f-e5fc3694f72e,tg:lhaq:8905,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19640000
bd724132-645c-5a8e-ab0c-10736f25948a,tg:lhaq:6900,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19000000
e09b7768-f2dc-5619-b69b-9172738c42cd,tg:lhaq:6878,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
40251589-d63c-558e-becc-1ef216174bfd,tg:lhaq:8670,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
8b9934e0-ddf2-50f4-abb0-dac0c392145e,tg:lhaq:8506,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19200000
f536b25c-ba0e-515c-aaf1-df85d4d23721,tg:lhaq:9106,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,20030000
f536b25c-ba0e-515c-aaf1-df85d4d23721,tg:lhaq:9106,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,20030324
59028086-2451-5966-b5b7-c5ac230afad5,tg:lhaq:9270,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19580000
5d4d39a4-a061-59b7-9924-7b68d7c9fb6d,tg:lhaq:6193,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
ba057550-a8b3-5e6d-a1fa-83c5fd5a1f52,tg:lhaq:7548,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18840000
0ac59377-cd3c-5667-ad20-429ba5db979f,tg:lhaq:8388,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,tg:lhaq:8398,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
6da6238d-8e64-5846-84db-6654a96dcd69,tg:lhaq:6419,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19250000
8efd0693-e206-5726-9759-b177fe4a5f2e,tg:lhaq:2381,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19160000
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19511204
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19480000
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,tg:lhaq:8785,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
0582cb82-8673-5f25-bd9f-584a0c57386f,tg:lhaq:8931,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
b701e701-c143-5d95-ae8e-e85dcf95a08f,tg:lhaq:8849,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
b701e701-c143-5d95-ae8e-e85dcf95a08f,tg:lhaq:8849,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
e3ab25d1-6684-506d-b1d8-deb12c169c26,tg:lhaq:9385,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19950000
a10033bc-8eee-57c4-b66b-d13132a33d52,tg:lhaq:6887,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
d23c0dd7-50e3-5cdd-9201-ef2e64dbf33b,tg:lhaq:8315,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19251100
f593baba-0cad-5e73-a565-f0a9ceff64e1,tg:lhaq:8882,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
f593baba-0cad-5e73-a565-f0a9ceff64e1,tg:lhaq:8882,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
622ba33a-189b-54b7-8733-47bab861f04c,tg:lhaq:9411,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,20120000
91defb70-d8dc-576c-9a0d-c7264da88b21,tg:lhaq:9401,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19450000
612d1c35-5717-51a6-a85b-9242457ff87a,tg:lhaq:3791,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19201019
f548246d-c15b-59db-b8cd-b3ceaf6d17c5,tg:lhaq:8866,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
f548246d-c15b-59db-b8cd-b3ceaf6d17c5,tg:lhaq:8866,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
e6d33ccb-e03e-593c-b9aa-65ce73fb9b7a,tg:lhaq:8876,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
e6d33ccb-e03e-593c-b9aa-65ce73fb9b7a,tg:lhaq:8876,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
24755bf4-3b7a-5da5-9824-b4de7ffa5264,tg:lhaq:9017,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19730414
42339bf7-86dd-5e90-9b5c-bf99d9f3128f,tg:lhaq:6873,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
8fb4365b-00cc-5f43-88d4-a824568a188e,tg:lhaq:9371,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19120000
e13bb90a-b811-590b-84f8-0e4b43e9cf0e,tg:lhaq:9313,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
e8b37ab5-1e11-54ab-b2bd-9b4aebd452e0,tg:lhaq:8393,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
9e80b3df-4abf-506c-bbb2-ef4b920e5ce1,tg:lhaq:6752,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19730000
b4566d61-7a8f-5049-bf27-9bed8df37bf7,tg:lhaq:8832,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
b4566d61-7a8f-5049-bf27-9bed8df37bf7,tg:lhaq:8832,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19620000
7a65585b-4499-59a9-8d3d-b33a0a3e3048,tg:lhaq:4569,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19440000
68123689-8b5a-5acc-bb90-ae0cd0b4d7a7,tg:lhaq:2660,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19560000
3a1ec42a-1b4e-551e-9aad-00af844f513d,tg:lhaq:9408,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19980000
2ad859d6-bab7-5567-b91f-09421db89323,tg:lhaq:9418,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19790000
60650c0f-fd63-5f29-a375-543a353d2b86,tg:lhaq:2398,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19970000
e8838c97-be2f-5496-8e37-aff247cd2c21,tg:lhaq:6845,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19500700
cf8bc975-a2bb-570d-bd76-082ca4ecd774,tg:lhaq:9021,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19490000
7ae22369-f131-5d3c-9242-91019ab47664,tg:lhaq:9031,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19490000
283028be-5ff9-51a8-9511-211f0eadf24b,tg:lhaq:9149,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19570000
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19560711
359eb4fb-2c96-55ed-bcbc-637bc4e17049,tg:lhaq:8928,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
0ee7e492-f38f-5d1c-911f-2bea86f0219a,tg:lhaq:8850,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
0ee7e492-f38f-5d1c-911f-2bea86f0219a,tg:lhaq:8850,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
acd8c747-2297-5833-a6ed-f6931402d589,tg:lhaq:9427,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19180000
2b353e9d-043a-5c67-828b-4299b782a48e,tg:lhaq:8778,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19580000
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19550000
35e8905b-e4aa-51f2-8aef-df95c7d061f9,tg:lhaq:8323,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19250000
568c50e7-a8c5-585c-9c0d-4af430d53eca,tg:lhaq:8965,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19591023
e78d6ce2-6838-511f-b5fb-32433e9a0e9f,tg:lhaq:7267,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18810000
d26759cd-338b-529c-b7b2-93481776dced,tg:lhaq:8907,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19640000
1d9eb61d-41c8-5f38-9d49-09f5b5b4aa72,tg:lhaq:5475,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19070000
869ca658-e5b3-5ca0-984d-5ff629abd114,tg:lhaq:4017,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19681121
bdd6d663-bf31-57ec-94b4-d8500ffe4a86,tg:lhaq:8917,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
9dc82b69-23d0-55c9-bc20-15c5d41fbdd1,tg:lhaq:8672,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
178ba51b-9601-5168-9925-f5ef21887e19,tg:lhaq:8687,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19600000
a5d548b4-5f62-5a54-8e2c-59b61c0e3eb6,tg:lhaq:8697,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19620000
55d6a748-f23c-5f70-ad45-e5db67129e83,tg:lhaq:8833,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
55d6a748-f23c-5f70-ad45-e5db67129e83,tg:lhaq:8833,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
