ResourceID,mmb_id,card,order,au_code,au_name,Creation Actor Role,Creation Actor Note,Creation Actor Widget
97e33dbc-7d55-53e1-ac59-f18338944a33,tg:mmbbr:1640,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
97e33dbc-7d55-53e1-ac59-f18338944a33,tg:mmbbr:1640,e73_CreationActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée"",""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""resourceArk"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
528b3328-2900-5880-98fa-15f34402e479,tg:mmbbr:1641,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
528b3328-2900-5880-98fa-15f34402e479,tg:mmbbr:1641,e73_CreationActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée"",""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""resourceArk"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
842354d0-e967-56cb-ac2f-b15846f60c3c,tg:mmbbr:1642,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
842354d0-e967-56cb-ac2f-b15846f60c3c,tg:mmbbr:1642,e73_CreationActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée"",""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""resourceArk"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
be1b49ba-639d-5df5-86dd-1ae3554bc41e,tg:mmbbr:1643,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
be1b49ba-639d-5df5-86dd-1ae3554bc41e,tg:mmbbr:1643,e73_CreationActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée"",""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""resourceArk"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
d3badfc9-d911-586c-b934-b5cf745e33e0,tg:mmbbr:1644,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
d3badfc9-d911-586c-b934-b5cf745e33e0,tg:mmbbr:1644,e73_CreationActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée"",""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""resourceArk"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
f9444421-69f1-5f84-b4de-81709dd1ad3a,tg:mmbbr:1645,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
f9444421-69f1-5f84-b4de-81709dd1ad3a,tg:mmbbr:1645,e73_CreationActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée"",""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""resourceArk"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
15ba2f17-7c39-576d-9624-8c2466ee53e3,tg:mmbbr:1646,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
15ba2f17-7c39-576d-9624-8c2466ee53e3,tg:mmbbr:1646,e73_CreationActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée"",""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/de152d2e-39b0-539d-aa0e-e3ddc1df626c"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""resourceArk"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
33488051-8dd5-50f6-a419-219ae1c03436,tg:mmbbr:2537,e73_CreationActors,1,au::11460:1,"Leys, Henri ",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1226220"",""au::11460"",""au::11460:1"",""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""Henri Leys"",""ark:/83110/x0/1bc73f7a-362d-5210-9750-91b7114ade06""],""name"":""Henri Leys"",""ark"":""ark:/83110/x0/1bc73f7a-362d-5210-9750-91b7114ade06"",""uri"":""/agents/people/1226220"",""id"":""au::11460:1"",""resourceArk"":""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
33488051-8dd5-50f6-a419-219ae1c03436,tg:mmbbr:2537,e73_CreationActors,2,au::14483:1,"Pecher, Jules",recipients (people),,"dlod={""suggest"":[""/agents/people/1549681"",""au::14483"",""au::14483:1"",""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""Jules Pecher"",""ark:/83110/x0/b22d8f1e-a5bd-5cf3-864b-cd7ffb2af0e0""],""name"":""Jules Pecher"",""ark"":""ark:/83110/x0/b22d8f1e-a5bd-5cf3-864b-cd7ffb2af0e0"",""uri"":""/agents/people/1549681"",""id"":""au::14483:1"",""resourceArk"":""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
d6d6d0bc-ad90-544f-ac68-cf55ea45d4a4,tg:mmbbr:2538,e73_CreationActors,1,au::115775:1,"Dantan, Antoine Laurent",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/12220682"",""au::115775"",""au::115775:1"",""ark:/83110/x0/835a72ca-a026-5d73-ba69-479d96845284"",""Antoine Laurent Dantan"",""ark:/83110/x0/542a3520-a18b-5695-a85b-e64004bbd0cc""],""name"":""Antoine Laurent Dantan"",""ark"":""ark:/83110/x0/542a3520-a18b-5695-a85b-e64004bbd0cc"",""uri"":""/agents/people/12220682"",""id"":""au::115775:1"",""resourceArk"":""ark:/83110/x0/835a72ca-a026-5d73-ba69-479d96845284"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
d6d6d0bc-ad90-544f-ac68-cf55ea45d4a4,tg:mmbbr:2538,e73_CreationActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
edbbcd41-0cfc-5d1d-897a-3250066999a0,tg:mmbbr:2539,e73_CreationActors,1,au::14483:1,"Pecher, Jules",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1549681"",""au::14483"",""au::14483:1"",""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""Jules Pecher"",""ark:/83110/x0/b22d8f1e-a5bd-5cf3-864b-cd7ffb2af0e0""],""name"":""Jules Pecher"",""ark"":""ark:/83110/x0/b22d8f1e-a5bd-5cf3-864b-cd7ffb2af0e0"",""uri"":""/agents/people/1549681"",""id"":""au::14483:1"",""resourceArk"":""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
edbbcd41-0cfc-5d1d-897a-3250066999a0,tg:mmbbr:2539,e73_CreationActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
8c20518f-4b96-5830-89f0-bca6ca8328c3,tg:mmbbr:2540,e73_CreationActors,1,au::15905:1,"Rogier, Charles",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1701835"",""au::15905"",""au::15905:1"",""ark:/83110/x0/31c6b5c0-8584-5074-8da0-e3bf85450fbc"",""Charles Rogier"",""ark:/83110/x0/6ae10135-9ce3-5c3e-9c80-cfd1820c1825""],""name"":""Charles Rogier"",""ark"":""ark:/83110/x0/6ae10135-9ce3-5c3e-9c80-cfd1820c1825"",""uri"":""/agents/people/1701835"",""id"":""au::15905:1"",""resourceArk"":""ark:/83110/x0/31c6b5c0-8584-5074-8da0-e3bf85450fbc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
8c20518f-4b96-5830-89f0-bca6ca8328c3,tg:mmbbr:2540,e73_CreationActors,2,au::14483:1,"Pecher, Jules",recipients (people),,"dlod={""suggest"":[""/agents/people/1549681"",""au::14483"",""au::14483:1"",""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""Jules Pecher"",""ark:/83110/x0/b22d8f1e-a5bd-5cf3-864b-cd7ffb2af0e0""],""name"":""Jules Pecher"",""ark"":""ark:/83110/x0/b22d8f1e-a5bd-5cf3-864b-cd7ffb2af0e0"",""uri"":""/agents/people/1549681"",""id"":""au::14483:1"",""resourceArk"":""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
2b5dbcef-e3e6-59aa-94ea-308d57b0ef2c,tg:mmbbr:2541,e73_CreationActors,1,au::11383:1,"Van Lerius, Jozef",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1217981"",""au::11383"",""au::11383:1"",""ark:/83110/x0/581ca917-1323-574d-9d5a-87bc2bba2168"",""Jozef van Lerius"",""ark:/83110/x0/fa681304-ef13-5abe-b690-9d7663db7e63""],""name"":""Jozef van Lerius"",""ark"":""ark:/83110/x0/fa681304-ef13-5abe-b690-9d7663db7e63"",""uri"":""/agents/people/1217981"",""id"":""au::11383:1"",""resourceArk"":""ark:/83110/x0/581ca917-1323-574d-9d5a-87bc2bba2168"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
2b5dbcef-e3e6-59aa-94ea-308d57b0ef2c,tg:mmbbr:2541,e73_CreationActors,2,au::115208:1,"Mayer, Emil",recipients (people),,"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer"",""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""resourceArk"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
2b5dbcef-e3e6-59aa-94ea-308d57b0ef2c,tg:mmbbr:2541,e73_CreationActors,3,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
