ResourceID,brocade.id,card,order,source_field,kenmerken.rubobjnrgr,isaad,Associated Archive
9e0b08d7-3029-52e7-8ccf-dccee3a31feb,tg:rubgr:3749,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
a36a7166-eb5b-5662-ac83-802a712ec1ec,tg:rubgr:4677,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_038,isad:rub:2968,
ba6e9616-e878-5e61-8610-1a62810d2553,tg:rubgr:581,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_009,isad:rub:2939,
ba6e9616-e878-5e61-8610-1a62810d2553,tg:rubgr:581,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_041,isad:rub:2971,
ba6e9616-e878-5e61-8610-1a62810d2553,tg:rubgr:581,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_043,isad:rub:2973,
0836d6ab-b868-50f6-8c3d-f3f86a952fa2,tg:rubgr:2406,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_001,isad:rub:2930,
0836d6ab-b868-50f6-8c3d-f3f86a952fa2,tg:rubgr:2406,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_002,isad:rub:2932,
0836d6ab-b868-50f6-8c3d-f3f86a952fa2,tg:rubgr:2406,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_019,isad:rub:2949,
6c89cfdf-cf90-53c2-a0ae-4f033c41ad89,tg:rubgr:1337,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_035,isad:rub:2965,
8b0347e7-74f0-50b9-bcb7-cdafadb3588b,tg:rubgr:4501,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_019,isad:rub:2949,
a114e9c4-2d8d-5d59-9040-84e89a5744de,tg:rubgr:3486,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_046,isad:rub:2976,
3d74de39-ba4b-530c-9791-68ea938f334a,tg:rubgr:65,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_003,isad:rub:2933,
5f7a7299-f025-5d53-8289-38dcfa56b837,tg:rubgr:3472,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_038,isad:rub:2968,
686ecfca-4516-557b-887b-1b525e5d1abb,tg:rubgr:197,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_009,isad:rub:2939,
41bf980b-ff48-53d2-945f-6c4f70d45ebc,tg:rubgr:1586,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_009,isad:rub:2939,
41bf980b-ff48-53d2-945f-6c4f70d45ebc,tg:rubgr:1586,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_041,isad:rub:2971,
676e5139-911d-5598-9166-979512bbeade,tg:rubgr:3919,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_044,isad:rub:2974,
6d3d26db-05c7-5af1-a971-3f104130fa6f,tg:rubgr:320,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
6d3d26db-05c7-5af1-a971-3f104130fa6f,tg:rubgr:320,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_007,isad:rub:2937,
6d3d26db-05c7-5af1-a971-3f104130fa6f,tg:rubgr:320,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_019,isad:rub:2949,
6d3d26db-05c7-5af1-a971-3f104130fa6f,tg:rubgr:320,e73_AssociatedArchives,5,kenmerken.rubobjnrgr,AFG_034,isad:rub:2964,
6d3d26db-05c7-5af1-a971-3f104130fa6f,tg:rubgr:320,e73_AssociatedArchives,6,kenmerken.rubobjnrgr,AFG_036,isad:rub:2966,
6d3d26db-05c7-5af1-a971-3f104130fa6f,tg:rubgr:320,e73_AssociatedArchives,7,kenmerken.rubobjnrgr,AFG_037,isad:rub:2967,
8512d709-8fe7-59af-b165-25f8bafee6d1,tg:rubgr:3909,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_014,isad:rub:2944,
1f3c67b8-970b-54cb-a488-be7ab7d71503,tg:rubgr:719,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_003,isad:rub:2933,
1f3c67b8-970b-54cb-a488-be7ab7d71503,tg:rubgr:719,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_016,isad:rub:2946,
425e5c61-71fd-5d04-bd00-adf5522770b9,tg:rubgr:4597,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_011,isad:rub:2941,
00055374-fc1d-5219-9dee-6ae68900dac0,tg:rubgr:4203,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_060,isad:rub:2990,
0c6753b2-7185-5042-b021-9dc36a024e40,tg:rubgr:1106,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
0c6753b2-7185-5042-b021-9dc36a024e40,tg:rubgr:1106,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_018,isad:rub:2948,
17abe367-a8dc-51b3-9002-8d5312e14385,tg:rubgr:4994,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_002,isad:rub:2932,
393ec629-6570-5856-a2d2-689f90ab783c,tg:rubgr:4337,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_007,isad:rub:2937,
dd61b6fb-062a-5b0f-b7f8-4be0fb1c26fa,tg:rubgr:5078,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_050,isad:rub:2980,
4ebdb960-917e-5368-956f-cfd95f7fba31,tg:rubgr:4129,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
4ebdb960-917e-5368-956f-cfd95f7fba31,tg:rubgr:4129,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_037,isad:rub:2967,
4ebdb960-917e-5368-956f-cfd95f7fba31,tg:rubgr:4129,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_043,isad:rub:2973,
6c930e39-f549-58aa-b13d-17b7d82b2314,tg:rubgr:4139,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_044,isad:rub:2974,
b7c3a5c4-29c5-5eeb-933d-4991bafa17b4,tg:rubgr:276,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_042,isad:rub:2972,
e104c4c3-fe40-532d-9da9-d237162a0bc2,tg:rubgr:2097,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_041,isad:rub:2971,
410d8334-2035-5964-b81d-e2f8fc544fd3,tg:rubgr:4284,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
410d8334-2035-5964-b81d-e2f8fc544fd3,tg:rubgr:4284,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_018,isad:rub:2948,
1ccd7bbf-0293-5076-a73a-919160919ca7,tg:rubgr:5214,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_021,isad:rub:2951,
93a47045-9e7e-58ce-8c96-0ca734364e0e,tg:rubgr:3748,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
93a47045-9e7e-58ce-8c96-0ca734364e0e,tg:rubgr:3748,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_009,isad:rub:2939,
93a47045-9e7e-58ce-8c96-0ca734364e0e,tg:rubgr:3748,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_019,isad:rub:2949,
93a47045-9e7e-58ce-8c96-0ca734364e0e,tg:rubgr:3748,e73_AssociatedArchives,5,kenmerken.rubobjnrgr,AFG_031,isad:rub:2961,
2a0d2162-5e16-5825-aff4-4a59d0742b48,tg:rubgr:4478,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_093,isad:rub:3019,
2a0d2162-5e16-5825-aff4-4a59d0742b48,tg:rubgr:4478,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_094,isad:rub:3020,
2a0d2162-5e16-5825-aff4-4a59d0742b48,tg:rubgr:4478,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_111,isad:rub:3032,
9a6a4dda-8df1-5fc7-af25-2201d8d06ee6,tg:rubgr:1336,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_035,isad:rub:2965,
e75dc1f0-693f-5352-bc04-33d05fafc976,tg:rubgr:4355,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_004,isad:rub:2934,
0f529377-1e21-5d92-9b29-3a078fa93b2c,tg:rubgr:5196,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_011,isad:rub:2941,
1765578d-6ddf-56e3-880a-e1b6c8d6287d,tg:rubgr:1855,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_001,isad:rub:2930,
1765578d-6ddf-56e3-880a-e1b6c8d6287d,tg:rubgr:1855,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_046,isad:rub:2976,
24023497-2966-5c48-81a2-b1f9dbee718f,tg:rubgr:5321,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_019,isad:rub:2949,
de441251-0e68-5da6-9fdb-2b54d1d416a9,tg:rubgr:4753,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
de441251-0e68-5da6-9fdb-2b54d1d416a9,tg:rubgr:4753,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
fbaab3e6-65ad-56cd-a29a-71717a0f304f,tg:rubgr:4308,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_009,isad:rub:2939,
5b083efa-61c4-551b-8830-ebcd702fff8a,tg:rubgr:2073,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_019,isad:rub:2949,
5b083efa-61c4-551b-8830-ebcd702fff8a,tg:rubgr:2073,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_041,isad:rub:2971,
d27d39bb-c4f3-5f7d-b229-38429fa663dc,tg:rubgr:5343,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_041,isad:rub:2971,
ef6fccfd-5692-57b4-a1a8-1757c6bee054,tg:rubgr:2491,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_042,isad:rub:2972,
d057c7fb-3b75-5fc0-8366-284fd467d6d5,tg:rubgr:1774,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_003,isad:rub:2933,
571bfc3a-f5d1-53b4-8367-4ab3d80d95fa,tg:rubgr:4256,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
571bfc3a-f5d1-53b4-8367-4ab3d80d95fa,tg:rubgr:4256,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_022,isad:rub:2952,
571bfc3a-f5d1-53b4-8367-4ab3d80d95fa,tg:rubgr:4256,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_023,isad:rub:2953,
b42ba5db-e031-5d22-b56f-e194da58d0ad,tg:rubgr:1470,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
a7e90956-6ebb-516b-9d95-4743dbae036f,tg:rubgr:4246,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_054,isad:rub:2984,
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_125,isad:rub:3047,
18f4d74c-dd8f-5307-b4ff-0149978fd399,tg:rubgr:2341,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_039,isad:rub:2969,
4847b3aa-4207-5e95-8d29-7043032e061d,tg:rubgr:4775,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_125,isad:rub:3047,
e5cddfeb-7705-5286-8ad2-4a34066b3222,tg:rubgr:4130,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
e5cddfeb-7705-5286-8ad2-4a34066b3222,tg:rubgr:4130,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_007,isad:rub:2937,
8bc38295-7c3f-5ff2-83e9-2f480406e74d,tg:rubgr:4120,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_038,isad:rub:2968,
ff3c1745-79c5-577f-88b5-6c084e6193ea,tg:rubgr:5154,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_021,isad:rub:2951,
47ee8914-36e3-532d-a236-f26dc4ac3c6e,tg:rubgr:4536,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_028,isad:rub:2958,
ed4c6d05-0b03-5e8f-a15e-ac243ebe110b,tg:rubgr:5144,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_021,isad:rub:2951,
9c6e6c77-20e5-5ece-a6a6-88b15a30bdd8,tg:rubgr:1545,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_046,isad:rub:2976,
0c4d0d8d-a354-5751-b324-c0de48d1109e,tg:rubgr:4005,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
0c4d0d8d-a354-5751-b324-c0de48d1109e,tg:rubgr:4005,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_018,isad:rub:2948,
0c4d0d8d-a354-5751-b324-c0de48d1109e,tg:rubgr:4005,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_031,isad:rub:2961,
0c4d0d8d-a354-5751-b324-c0de48d1109e,tg:rubgr:4005,e73_AssociatedArchives,5,kenmerken.rubobjnrgr,AFG_038,isad:rub:2968,
0c4d0d8d-a354-5751-b324-c0de48d1109e,tg:rubgr:4005,e73_AssociatedArchives,6,kenmerken.rubobjnrgr,AFG_045,isad:rub:2975,
386cffc3-94b5-54d8-a17d-f185b10f2bd2,tg:rubgr:5232,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_012,isad:rub:2942,
62080d6c-3d4b-506f-95c2-b3bda1263238,tg:rubgr:4781,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_125,isad:rub:3047,
d7f426d9-b973-5bd5-8d8c-2c7226be96d3,tg:rubgr:5328,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_041,isad:rub:2971,
b844db5d-1390-5511-9faf-84b7ae45abbd,tg:rubgr:5338,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_038,isad:rub:2968,
52170a57-ed92-5e79-b562-1fa284bd88b3,tg:rubgr:4279,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_022,isad:rub:2952,
4822e3f9-0a96-5d8d-beb9-c64548384ddd,tg:rubgr:443,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_041,isad:rub:2971,
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_020,isad:rub:2950,
2f97e6ff-526b-5c92-b976-8b8acaa48cc7,tg:rubgr:4347,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_022,isad:rub:2952,
2f97e6ff-526b-5c92-b976-8b8acaa48cc7,tg:rubgr:4347,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_027,isad:rub:2957,
e6c55704-509c-523f-856d-bb29b21ee914,tg:rubgr:5160,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_021,isad:rub:2951,
e4dbef3d-ce47-5c67-9628-3a097762794c,tg:rubgr:4674,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_038,isad:rub:2968,
481d1e5c-215f-5031-a172-c92eaff6b38b,tg:rubgr:5216,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_021,isad:rub:2951,
0b9d96ea-fbb5-59ef-8a42-410073526e52,tg:rubgr:3886,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_011,isad:rub:2941,
f3d0c45f-a4db-541c-b8c1-b13ff4b07e47,tg:rubgr:4149,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
8d1974ef-7734-5fd7-b74a-adf820ec5f75,tg:rubgr:1030,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
e8056973-34bb-5ed9-b3b6-5a3a38be3a9d,tg:rubgr:3935,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_030,isad:rub:2960,
94a74f00-fc0e-5eab-a297-107e559de209,tg:rubgr:1868,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
026db684-13e6-5f28-8981-6d2fdd13d3c5,tg:rubgr:5341,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_016,isad:rub:2946,
026db684-13e6-5f28-8981-6d2fdd13d3c5,tg:rubgr:5341,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_050,isad:rub:2980,
6db5d985-b0bc-577d-85b5-fc67f1a3d3a3,tg:rubgr:5351,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_010,isad:rub:2940,
b8adbde8-01d5-5087-ab94-14839b9c9be1,tg:rubgr:3048,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_022,isad:rub:2952,
89b65583-6579-5251-a64d-90751ac19811,tg:rubgr:4368,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
3a648575-f0f0-54e4-ae47-ad3f236fe5f1,tg:rubgr:4210,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_036,isad:rub:2966,
28e4c13a-fe89-5863-aa90-d2e195b0683e,tg:rubgr:2119,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_013,isad:rub:2943,
1fdc139b-fbbe-517c-8e25-ba6426b3bf0f,tg:rubgr:778,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_018,isad:rub:2948,
820b6d4b-2985-5adb-ae2a-8e1ef419193c,tg:rubgr:610,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_011,isad:rub:2941,
820b6d4b-2985-5adb-ae2a-8e1ef419193c,tg:rubgr:610,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_021,isad:rub:2951,
e67ec980-d040-5ee0-924c-3e77102b5418,tg:rubgr:194,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_010,isad:rub:2940,
e67ec980-d040-5ee0-924c-3e77102b5418,tg:rubgr:194,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_020,isad:rub:2950,
65d9ec45-1ce4-5c73-979b-605437062ac9,tg:rubgr:7,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_007,isad:rub:2937,
db924857-c23e-5fc7-b38d-e3def42572b1,tg:rubgr:4132,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_013,isad:rub:2943,
ec4e38f3-b361-5fce-99a5-9d0f2bd445f6,tg:rubgr:4777,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_125,isad:rub:3047,
44ead4fc-330f-5b23-9ebe-55e92f2c7ffb,tg:rubgr:1039,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_017,isad:rub:2947,
44ead4fc-330f-5b23-9ebe-55e92f2c7ffb,tg:rubgr:1039,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_018,isad:rub:2948,
5ed89af8-441d-5bc8-a632-ca1bd2558e32,tg:rubgr:4767,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_125,isad:rub:3047,
f100e742-46b7-504f-b7fe-8b0469f7de63,tg:rubgr:2398,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_076,isad:rub:3006,
44bf559a-1b0f-594e-9de7-a2656dfe02b3,tg:rubgr:4918,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_003,isad:rub:2933,
0d61ec22-87f6-5cb3-8d35-d1f7c6becbac,tg:rubgr:4908,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_019,isad:rub:2949,
408eb9eb-da03-51d2-be0a-9730a15ee1e3,tg:rubgr:1578,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_045,isad:rub:2975,
98ddbd0d-35ae-5c19-859e-ebc46809785a,tg:rubgr:4473,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_015,isad:rub:2945,
610d6181-2227-52db-b6d8-42af13ab1c1f,tg:rubgr:609,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_011,isad:rub:2941,
610d6181-2227-52db-b6d8-42af13ab1c1f,tg:rubgr:609,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_021,isad:rub:2951,
9d062136-556c-5c11-bafe-1223e97243be,tg:rubgr:4487,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_004,isad:rub:2934,
9d062136-556c-5c11-bafe-1223e97243be,tg:rubgr:4487,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
9d062136-556c-5c11-bafe-1223e97243be,tg:rubgr:4487,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_006,isad:rub:2936,
faf0e9f9-8e75-5c1f-8921-611b132c66e7,tg:rubgr:3468,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_020,isad:rub:2950,
cc95cf12-c5ab-5434-a3af-eb563f52b1cd,tg:rubgr:1218,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_031,isad:rub:2961,
3c736b76-39de-57f7-bad9-14a79a517ba5,tg:rubgr:5348,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_039,isad:rub:2969,
3c736b76-39de-57f7-bad9-14a79a517ba5,tg:rubgr:5348,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_040,isad:rub:2970,
c877a5a3-2d45-57b9-9acd-4a821b9dbfe4,tg:rubgr:4007,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_022,isad:rub:2952,
