ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
d8c011d2-a6a2-566b-8ef4-032942ed15a8,tg:rubhs:81_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
b26adc0c-a5bc-5319-9290-dd8d4aa6deac,tg:rubhs:215_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,190,hoogte,millimeter
b26adc0c-a5bc-5319-9290-dd8d4aa6deac,tg:rubhs:215_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,130,breedte,millimeter
b26adc0c-a5bc-5319-9290-dd8d4aa6deac,tg:rubhs:215_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,8,diepte,millimeter
9c0d5d14-2e20-5c1d-a322-e7337e4307c0,tg:rubhs:205_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,210,hoogte,millimeter
9c0d5d14-2e20-5c1d-a322-e7337e4307c0,tg:rubhs:205_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,165,breedte,millimeter
9c0d5d14-2e20-5c1d-a322-e7337e4307c0,tg:rubhs:205_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,12,diepte,millimeter
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,165,hoogte,millimeter
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,110,breedte,millimeter
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,15,diepte,millimeter
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,165,hoogte,millimeter
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,6,diepte,millimeter
340304d0-5584-5bb1-8d3e-1fa98c47c4aa,tg:rubhs:197_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,210,hoogte,millimeter
340304d0-5584-5bb1-8d3e-1fa98c47c4aa,tg:rubhs:197_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,170,breedte,millimeter
340304d0-5584-5bb1-8d3e-1fa98c47c4aa,tg:rubhs:197_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
2656fe26-04e8-52b3-8f88-cfec5c5ee06d,tg:rubhs:187_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,250,hoogte,millimeter
2656fe26-04e8-52b3-8f88-cfec5c5ee06d,tg:rubhs:187_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,190,breedte,millimeter
2656fe26-04e8-52b3-8f88-cfec5c5ee06d,tg:rubhs:187_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,30,diepte,millimeter
c93125de-0eed-504f-8f99-7e0e64468078,tg:rubhs:17_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,125,hoogte,millimeter
c93125de-0eed-504f-8f99-7e0e64468078,tg:rubhs:17_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,85,breedte,millimeter
c93125de-0eed-504f-8f99-7e0e64468078,tg:rubhs:17_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,7,diepte,millimeter
762a80ad-4519-5272-b062-fa1d41dc0a4f,tg:rubhs:100_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte,millimeter
762a80ad-4519-5272-b062-fa1d41dc0a4f,tg:rubhs:100_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
762a80ad-4519-5272-b062-fa1d41dc0a4f,tg:rubhs:100_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte,millimeter
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
0b772e1c-484a-5dda-b31c-262403c2b20e,tg:rubhs:162_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,165,hoogte,millimeter
0b772e1c-484a-5dda-b31c-262403c2b20e,tg:rubhs:162_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte,millimeter
0b772e1c-484a-5dda-b31c-262403c2b20e,tg:rubhs:162_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,5,diepte,millimeter
e5c8217e-9356-5185-8cfc-069b74be70e4,tg:rubhs:172_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,165,hoogte,millimeter
e5c8217e-9356-5185-8cfc-069b74be70e4,tg:rubhs:172_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
e5c8217e-9356-5185-8cfc-069b74be70e4,tg:rubhs:172_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,7,diepte,millimeter
26188ae4-256d-591a-aa6c-01ee759ff9a8,tg:rubhs:204_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,218,hoogte,millimeter
26188ae4-256d-591a-aa6c-01ee759ff9a8,tg:rubhs:204_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,175,breedte,millimeter
26188ae4-256d-591a-aa6c-01ee759ff9a8,tg:rubhs:204_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,5,diepte,millimeter
bb60850f-efe0-501c-8c5f-a98d65905e84,tg:rubhs:214_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,115,hoogte,millimeter
bb60850f-efe0-501c-8c5f-a98d65905e84,tg:rubhs:214_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,75,breedte,millimeter
bb60850f-efe0-501c-8c5f-a98d65905e84,tg:rubhs:214_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,8,diepte,millimeter
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte,millimeter
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte,millimeter
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,20,diepte,millimeter
56e18546-39d9-5b4d-b849-41a38cd50e4b,tg:rubhs:90_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte,millimeter
56e18546-39d9-5b4d-b849-41a38cd50e4b,tg:rubhs:90_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
56e18546-39d9-5b4d-b849-41a38cd50e4b,tg:rubhs:90_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,15,diepte,millimeter
d000db93-3296-50d4-876f-452212959e29,tg:rubhs:39_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,125,hoogte,millimeter
d000db93-3296-50d4-876f-452212959e29,tg:rubhs:39_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,79,breedte,millimeter
d000db93-3296-50d4-876f-452212959e29,tg:rubhs:39_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,17,diepte,millimeter
41569fb0-7b3c-5bc9-b228-045e06e18d76,tg:rubhs:29_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,125,hoogte,millimeter
41569fb0-7b3c-5bc9-b228-045e06e18d76,tg:rubhs:29_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,86,breedte,millimeter
41569fb0-7b3c-5bc9-b228-045e06e18d76,tg:rubhs:29_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,7,diepte,millimeter
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,168,hoogte,millimeter
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,103,breedte,millimeter
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,2,diepte,millimeter
0780e327-6208-5ff3-87fb-960d0a9a0ff2,tg:rubhs:74_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte,millimeter
0780e327-6208-5ff3-87fb-960d0a9a0ff2,tg:rubhs:74_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
0780e327-6208-5ff3-87fb-960d0a9a0ff2,tg:rubhs:74_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
cd8000b6-b26a-54f7-b3f4-01bde0348542,tg:rubhs:5_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,130,hoogte,millimeter
cd8000b6-b26a-54f7-b3f4-01bde0348542,tg:rubhs:5_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,87,breedte,millimeter
cd8000b6-b26a-54f7-b3f4-01bde0348542,tg:rubhs:5_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,5,diepte,millimeter
805919b9-d2fb-53d8-b410-a3cef0b2e95d,tg:rubhs:186_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,215,hoogte,millimeter
805919b9-d2fb-53d8-b410-a3cef0b2e95d,tg:rubhs:186_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,180,breedte,millimeter
805919b9-d2fb-53d8-b410-a3cef0b2e95d,tg:rubhs:186_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,20,diepte,millimeter
42fab3cd-253c-5455-82aa-61a8bbdf2f73,tg:rubhs:196_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,200,hoogte,millimeter
42fab3cd-253c-5455-82aa-61a8bbdf2f73,tg:rubhs:196_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,130,breedte,millimeter
42fab3cd-253c-5455-82aa-61a8bbdf2f73,tg:rubhs:196_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,13,diepte,millimeter
dbf2300b-c2f3-5820-8a2e-bc0be3e71817,tg:rubhs:16_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,128,hoogte,millimeter
dbf2300b-c2f3-5820-8a2e-bc0be3e71817,tg:rubhs:16_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,85,breedte,millimeter
dbf2300b-c2f3-5820-8a2e-bc0be3e71817,tg:rubhs:16_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,6,diepte,millimeter
4eac3a12-7578-5445-a5e0-c30d5df9cb9c,tg:rubhs:99_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte,millimeter
4eac3a12-7578-5445-a5e0-c30d5df9cb9c,tg:rubhs:99_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
4eac3a12-7578-5445-a5e0-c30d5df9cb9c,tg:rubhs:99_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,165,hoogte,millimeter
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,12,diepte,millimeter
06bf299c-f23b-5c3d-8c4e-2bc4eb31b0fb,tg:rubhs:20_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,111,hoogte,millimeter
06bf299c-f23b-5c3d-8c4e-2bc4eb31b0fb,tg:rubhs:20_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,77,breedte,millimeter
06bf299c-f23b-5c3d-8c4e-2bc4eb31b0fb,tg:rubhs:20_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,9,diepte,millimeter
756560da-8965-5099-acb4-02ad4cc406fe,tg:rubhs:30_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,125,hoogte,millimeter
756560da-8965-5099-acb4-02ad4cc406fe,tg:rubhs:30_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,85,breedte,millimeter
756560da-8965-5099-acb4-02ad4cc406fe,tg:rubhs:30_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,7,diepte,millimeter
e0b7b257-41a6-5cdf-8770-cba7b3d91b8c,tg:rubhs:42_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,125,hoogte,millimeter
e0b7b257-41a6-5cdf-8770-cba7b3d91b8c,tg:rubhs:42_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,80,breedte,millimeter
e0b7b257-41a6-5cdf-8770-cba7b3d91b8c,tg:rubhs:42_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,17,diepte,millimeter
8b38268e-683b-5cac-a5ad-81e103ebe79e,tg:rubhs:52_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,165,hoogte,millimeter
8b38268e-683b-5cac-a5ad-81e103ebe79e,tg:rubhs:52_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
8b38268e-683b-5cac-a5ad-81e103ebe79e,tg:rubhs:52_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,3,diepte,millimeter
a4a47ed7-43c9-5992-9e71-bee755f9eb0a,tg:rubhs:119_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,70,hoogte,millimeter
a4a47ed7-43c9-5992-9e71-bee755f9eb0a,tg:rubhs:119_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,110,breedte,millimeter
a4a47ed7-43c9-5992-9e71-bee755f9eb0a,tg:rubhs:119_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,5,diepte,millimeter
d3d6cae7-cfb3-54a2-a441-1ca92cd0e2e6,tg:rubhs:109_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte,millimeter
d3d6cae7-cfb3-54a2-a441-1ca92cd0e2e6,tg:rubhs:109_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
d3d6cae7-cfb3-54a2-a441-1ca92cd0e2e6,tg:rubhs:109_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte,millimeter
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
6e945ea5-b1ba-5b65-8ff3-20e606f8d585,tg:rubhs:154_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte,millimeter
6e945ea5-b1ba-5b65-8ff3-20e606f8d585,tg:rubhs:154_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte,millimeter
6e945ea5-b1ba-5b65-8ff3-20e606f8d585,tg:rubhs:154_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,3,diepte,millimeter
ab2b1c8a-37fb-5134-96a4-1e23b7890712,tg:rubhs:126_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,70,hoogte,millimeter
ab2b1c8a-37fb-5134-96a4-1e23b7890712,tg:rubhs:126_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,110,breedte,millimeter
ab2b1c8a-37fb-5134-96a4-1e23b7890712,tg:rubhs:126_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,5,diepte,millimeter
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte,millimeter
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte,millimeter
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,20,diepte,millimeter
50156a22-632b-5770-8a14-eab4fb0c6233,tg:rubhs:92_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte,millimeter
50156a22-632b-5770-8a14-eab4fb0c6233,tg:rubhs:92_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte,millimeter
50156a22-632b-5770-8a14-eab4fb0c6233,tg:rubhs:92_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,8,diepte,millimeter
199a4a04-99dd-5bf6-a09d-f42c8ad0b4cf,tg:rubhs:82_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,100,hoogte,millimeter
199a4a04-99dd-5bf6-a09d-f42c8ad0b4cf,tg:rubhs:82_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,155,breedte,millimeter
199a4a04-99dd-5bf6-a09d-f42c8ad0b4cf,tg:rubhs:82_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,6,diepte,millimeter
e8ba26a6-e980-54ea-aa0d-722472d0b018,tg:rubhs:206_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,205,hoogte,millimeter
e8ba26a6-e980-54ea-aa0d-722472d0b018,tg:rubhs:206_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,165,breedte,millimeter
e8ba26a6-e980-54ea-aa0d-722472d0b018,tg:rubhs:206_#1,e22_Dimensions,kenmerken/rubformaths.rubformathsafm,7,diepte,millimeter
