ResourceID,brocade.id,card,order,source_field,place_au_code,Creation Place Widget
b60f8b49-fe75-52a5-9c7d-6b7ebc8bb095,tg:rubhs:5,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,tg:rubhs:16,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
e63337da-bf45-5777-bb14-d3ef95982778,tg:rubhs:20,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d60d1eb6-875d-5f23-bdec-058b08a2a51f,tg:rubhs:30,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f796fdf7-8d51-535e-842d-58981ff831bd,tg:rubhs:42,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
75047aef-c244-5ec3-847e-32db85f0a72f,tg:rubhs:49,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6cb7ea80-d572-507a-96ae-037c5456fab9,tg:rubhs:14,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,tg:rubhs:50,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
302dadda-bf64-5ec1-b32b-5bfdc490fc08,tg:rubhs:40,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b5da3516-de0b-58ee-ac85-45fdf878d635,tg:rubhs:32,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
da5d40cc-feda-5437-be6f-2898179f56c8,tg:rubhs:22,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
fb58236a-34ca-5dce-9524-4234b548880e,tg:rubhs:41,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
18455cb0-af81-5990-8c2f-9be2d557f2df,tg:rubhs:23,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
73e0688a-2baa-5062-b858-447b0ca453cc,tg:rubhs:33,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
bb73f2d7-05b4-5c90-b428-1ff2e1dac739,tg:rubhs:48,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
62d47886-01c6-526e-8bb0-9edb3250b286,tg:rubhs:15,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b412a4ae-4325-5a90-83f0-e809116a7f9e,tg:rubhs:6,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
02feda08-6016-59e2-8d63-e116729cdb80,tg:rubhs:10,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
cecae92a-7ba7-5736-aedd-5bb257ebc095,tg:rubhs:19,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
2c26cff8-3a61-521f-803e-bc4524c3f5c6,tg:rubhs:44,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
013db479-4b8e-51d9-8e5d-793832023bda,tg:rubhs:36,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5e546408-f4a9-5c7c-b046-f311a42a1621,tg:rubhs:26,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
87474395-b13a-597b-821b-be7ae3d6d461,tg:rubhs:18,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b2d6e750-f8ac-5088-bd1f-f73776d665e5,tg:rubhs:45,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f021c1e0-9333-510e-9096-13d86932f25e,tg:rubhs:27,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5454dcb4-ee56-5ff9-ab6c-9f8a28f1b745,tg:rubhs:37,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f4cde989-f1ee-5c80-8adf-8eb25786a428,tg:rubhs:11,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
127afc38-d546-52da-9db8-2043726f5b2c,tg:rubhs:213,Places,1,id/place.place,au::102989,"dlod={""name"":""Metz (Moselle)"",""ark"":""ark:/83110/x0/d5eafadb-58ae-5686-a8b1-ea8b7dee3fb9"",""uri"":""/subjects/11019823"",""id"":""au::102989"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
a6f753c8-f1e2-57f2-bcd7-0745988c4e23,tg:rubhs:9,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d4dcf6bd-130c-51db-839f-e92b544d2111,tg:rubhs:35,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b94c9251-d3a4-532f-ba4e-470c528dc483,tg:rubhs:25,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b94c9251-d3a4-532f-ba4e-470c528dc483,tg:rubhs:25,Places,2,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
86600d7a-ac3d-51e3-9e1a-b63888d9bba4,tg:rubhs:47,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
54d52cfc-258c-568a-9bd5-3eba376d5ded,tg:rubhs:13,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
03322c74-e03a-5d1f-beac-0b05e87d0a1f,tg:rubhs:12,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5faa1eb2-5d3a-59c5-94c7-41873d211d30,tg:rubhs:24,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
82b8de86-ff89-5b6f-a7d1-5c037ea34a11,tg:rubhs:34,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
60652640-6649-5c96-84e5-d8915306a9d1,tg:rubhs:46,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
