ResourceID,brocade.id,card,Documented Place Order,source_field,place_au_code,Documented Place Name Widget
fffc2c31-2f2e-5bd7-ad05-e3595d32b8d8,tg:rubhs:145,Places,4,id/place.place,au::106648,"dlod={""name"":""Luzern (Luzern)"",""ark"":""ark:/83110/x0/347b7148-f3c2-5372-9f5a-b08d516f77e7"",""uri"":""/subjects/11411336"",""id"":""au::106648"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
fffc2c31-2f2e-5bd7-ad05-e3595d32b8d8,tg:rubhs:145,Places,5,id/place.place,au::102021,"dlod={""name"":""Neustadt (Landkreis Eichsfeld)"",""ark"":""ark:/83110/x0/efe60995-1c12-53de-94b6-6bc27fb3ff73"",""uri"":""/subjects/10916247"",""id"":""au::102021"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6c774a55-ac69-59f8-93a0-b1be0c7a230d,tg:rubhs:137,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6c774a55-ac69-59f8-93a0-b1be0c7a230d,tg:rubhs:137,Places,2,id/place.place,au::105187,"dlod={""name"":""Rotterdam (Zuid-Holland)"",""ark"":""ark:/83110/x0/2ee58405-b913-5a67-b00b-69b58b4ab0d9"",""uri"":""/subjects/11255009"",""id"":""au::105187"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6c774a55-ac69-59f8-93a0-b1be0c7a230d,tg:rubhs:137,Places,3,id/place.place,au::102849,"dlod={""name"":""Parijs (Paris)"",""ark"":""ark:/83110/x0/826b2ba0-7ecc-592c-877e-efeef61aeecb"",""uri"":""/subjects/11004843"",""id"":""au::102849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6c774a55-ac69-59f8-93a0-b1be0c7a230d,tg:rubhs:137,Places,4,id/place.place,au::106852,"dlod={""name"":""Watford (Daventry District)"",""ark"":""ark:/83110/x0/61dbf47b-f3ae-54cf-b0d1-86b12cf797f0"",""uri"":""/subjects/11433164"",""id"":""au::106852"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6c774a55-ac69-59f8-93a0-b1be0c7a230d,tg:rubhs:137,Places,5,id/place.place,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6c774a55-ac69-59f8-93a0-b1be0c7a230d,tg:rubhs:137,Places,6,id/place.place,au::104803,"dlod={""name"":""Zundert (Noord-Brabant)"",""ark"":""ark:/83110/x0/c571926c-c2be-5549-aad8-bac82ff2f029"",""uri"":""/subjects/11213921"",""id"":""au::104803"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6c774a55-ac69-59f8-93a0-b1be0c7a230d,tg:rubhs:137,Places,7,id/place.place,au::100105,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
269cd29b-9b7e-5d01-bac2-e53aa005792a,tg:rubhs:111,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
269cd29b-9b7e-5d01-bac2-e53aa005792a,tg:rubhs:111,Places,2,id/place.place,au::106801,"dlod={""name"":""Braunschweig (Nedersaksen)"",""ark"":""ark:/83110/x0/3afeac86-6b75-54bf-a765-f5e44ad9a04f"",""uri"":""/subjects/11427707"",""id"":""au::106801"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
269cd29b-9b7e-5d01-bac2-e53aa005792a,tg:rubhs:111,Places,3,id/place.place,au::103088,"dlod={""name"":""Rijsel (Arrondissement de Lille)"",""ark"":""ark:/83110/x0/8559f378-e576-5c55-8772-63fcc0b5a763"",""uri"":""/subjects/11030416"",""id"":""au::103088"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
269cd29b-9b7e-5d01-bac2-e53aa005792a,tg:rubhs:111,Places,4,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
269cd29b-9b7e-5d01-bac2-e53aa005792a,tg:rubhs:111,Places,5,id/place.place,au::106086,"dlod={""name"":""Windsor (Portland)"",""ark"":""ark:/83110/x0/618f3fe3-0cdf-5376-9641-67d8acb55ad3"",""uri"":""/subjects/11351202"",""id"":""au::106086"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f9fad658-00a4-524b-bd89-6029367758dc,tg:rubhs:91,Places,1,id/place.place,au::105203,"dlod={""name"":""'s-Gravenhage (Zuid-Holland)"",""ark"":""ark:/83110/x0/f7a1eaca-157e-5e81-a2b3-2edf08020b5d"",""uri"":""/subjects/11256721"",""id"":""au::105203"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f9fad658-00a4-524b-bd89-6029367758dc,tg:rubhs:91,Places,2,id/place.place,au::103855,"dlod={""name"":""Verona (Provincia di Verona)"",""ark"":""ark:/83110/x0/c83663f4-61e1-5ed5-996f-1dbfc889bd27"",""uri"":""/subjects/11112485"",""id"":""au::103855"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f9fad658-00a4-524b-bd89-6029367758dc,tg:rubhs:91,Places,3,id/place.place,au::103726,"dlod={""name"":""Mantua (Mantova)"",""ark"":""ark:/83110/x0/a2c4f6ba-4a68-580c-a5b2-546e0a3c51d5"",""uri"":""/subjects/11098682"",""id"":""au::103726"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f9fad658-00a4-524b-bd89-6029367758dc,tg:rubhs:91,Places,4,id/place.place,au::106680,"dlod={""name"":""Lugano (Lugano District)"",""ark"":""ark:/83110/x0/eb61f09c-079b-56cf-9b60-5f040b495201"",""uri"":""/subjects/11414760"",""id"":""au::106680"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
51b168ce-729d-54c0-a9ce-7b6a533a96b6,tg:rubhs:81,Places,1,id/place.place,au::102018,"dlod={""name"":""München (München, Landeshauptstadt)"",""ark"":""ark:/83110/x0/8ec95506-7f81-5c3c-b061-9aa8478ebe4b"",""uri"":""/subjects/10915926"",""id"":""au::102018"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
51b168ce-729d-54c0-a9ce-7b6a533a96b6,tg:rubhs:81,Places,2,id/place.place,au::101982,"dlod={""name"":""Augsburg (Kreisfreie Stadt Augsburg)"",""ark"":""ark:/83110/x0/41ead4a3-808a-5689-b8df-574651da34c3"",""uri"":""/subjects/10912074"",""id"":""au::101982"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
bf1ea677-dc81-5e11-997c-658e291849eb,tg:rubhs:75,Places,1,id/place.place,au::104810,"dlod={""name"":""Amsterdam (Noord-Holland)"",""ark"":""ark:/83110/x0/636962b7-6ad0-5b44-83b4-9eb0958ecb76"",""uri"":""/subjects/11214670"",""id"":""au::104810"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
bf1ea677-dc81-5e11-997c-658e291849eb,tg:rubhs:75,Places,2,id/place.place,au::100105,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
bf1ea677-dc81-5e11-997c-658e291849eb,tg:rubhs:75,Places,3,id/place.place,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/10769978"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d43eb5ca-58dd-59c7-9a3b-6f79751297c9,tg:rubhs:65,Places,1,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d43eb5ca-58dd-59c7-9a3b-6f79751297c9,tg:rubhs:65,Places,2,id/place.place,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d43eb5ca-58dd-59c7-9a3b-6f79751297c9,tg:rubhs:65,Places,3,id/place.place,au::100105,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d43eb5ca-58dd-59c7-9a3b-6f79751297c9,tg:rubhs:65,Places,4,id/place.place,au::100266,"dlod={""name"":""Geel (Turnhout)"",""ark"":""ark:/83110/x0/3a873463-f933-51c1-962a-db62e7066f51"",""uri"":""/subjects/10728462"",""id"":""au::100266"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b3f40f5e-25d3-57f8-b1be-193b5b5afa07,tg:rubhs:110,Places,1,id/place.place,au::102018,"dlod={""name"":""München (München, Landeshauptstadt)"",""ark"":""ark:/83110/x0/8ec95506-7f81-5c3c-b061-9aa8478ebe4b"",""uri"":""/subjects/10915926"",""id"":""au::102018"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b3f40f5e-25d3-57f8-b1be-193b5b5afa07,tg:rubhs:110,Places,2,id/place.place,au::102068,"dlod={""name"":""Potsdam (Kreisfreie Stadt Potsdam)"",""ark"":""ark:/83110/x0/6c0bffe6-967c-5b50-b901-b2f146a4a2ed"",""uri"":""/subjects/10921276"",""id"":""au::102068"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,1,id/place.place,au::102047,"dlod={""name"":""Berlijn (Berlijn)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/10919029"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,10,id/place.place,au::101950,"dlod={""name"":""Mannheim (Mannheim, Universitätsstadt)"",""ark"":""ark:/83110/x0/05ce7ce8-0ac1-5deb-a123-79d8a40ae103"",""uri"":""/subjects/10908650"",""id"":""au::101950"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,11,id/place.place,au::102018,"dlod={""name"":""München (München, Landeshauptstadt)"",""ark"":""ark:/83110/x0/8ec95506-7f81-5c3c-b061-9aa8478ebe4b"",""uri"":""/subjects/10915926"",""id"":""au::102018"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,12,id/place.place,au::101969,"dlod={""name"":""Stuttgart (Baden-Württemberg)"",""ark"":""ark:/83110/x0/bf04b905-9e3a-5d8c-95c2-0d7b93b67535"",""uri"":""/subjects/10910683"",""id"":""au::101969"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,13,id/place.place,au::102429,"dlod={""name"":""Weimar (Kreisfreie Stadt Weimar)"",""ark"":""ark:/83110/x0/cf373938-0adb-5e8f-b8a4-882f534c6dfe"",""uri"":""/subjects/10959903"",""id"":""au::102429"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,14,id/place.place,au::105330,"dlod={""name"":""Klosterneuburg (Politischer Bezirk Tulln)"",""ark"":""ark:/83110/x0/5c0b7f28-a6b4-5141-8dfc-c60ffcf95f5c"",""uri"":""/subjects/11270310"",""id"":""au::105330"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,15,id/place.place,au::105373,"dlod={""name"":""Wenen (Wien Stadt)"",""ark"":""ark:/83110/x0/9c50f346-b863-5aa6-9ed1-b294a3aba428"",""uri"":""/subjects/11274911"",""id"":""au::105373"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,16,id/place.place,au::106603,"dlod={""name"":""Bazel (Basel-Stadt)"",""ark"":""ark:/83110/x0/7d690bf1-e8e0-5de9-9603-56fad282a65d"",""uri"":""/subjects/11406521"",""id"":""au::106603"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,17,id/place.place,au::101893,"dlod={""name"":""Kopenhagen (København)"",""ark"":""ark:/83110/x0/0db63870-fce9-50ec-8869-632b487a9a0a"",""uri"":""/subjects/10902551"",""id"":""au::101893"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,18,id/place.place,au::106586,"dlod={""name"":""Stockholm (Stockholms Kommun)"",""ark"":""ark:/83110/x0/b78fedb2-2e90-5fb3-96e5-c60991713360"",""uri"":""/subjects/11404702"",""id"":""au::106586"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,19,id/place.place,au::105606,"dlod={""name"":""Sint-Petersburg (Sankt-Peterburg)"",""ark"":""ark:/83110/x0/8bdd6455-a902-54bf-a429-42fba68e43ab"",""uri"":""/subjects/11299842"",""id"":""au::105606"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,2,id/place.place,au::101985,"dlod={""name"":""Bamberg (Kreisfreie Stadt Bamberg)"",""ark"":""ark:/83110/x0/a36187df-2fa3-5c35-b0b2-987a38e04b75"",""uri"":""/subjects/10912395"",""id"":""au::101985"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,3,id/place.place,au::102084,"dlod={""name"":""Darmstadt (Hessen)"",""ark"":""ark:/83110/x0/a34dffd0-4adb-5843-b293-c8148d563e1c"",""uri"":""/subjects/10922988"",""id"":""au::102084"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,4,id/place.place,au::102087,"dlod={""name"":""Frankfurt am Main (Regierungsbezirk Darmstadt)"",""ark"":""ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e"",""uri"":""/subjects/10923309"",""id"":""au::102087"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,5,id/place.place,au::102161,"dlod={""name"":""Hannover (Hannover, Landeshauptstadt)"",""ark"":""ark:/83110/x0/624ebffc-2a2c-5369-be15-e8190c903a67"",""uri"":""/subjects/10931227"",""id"":""au::102161"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,6,id/place.place,au::102357,"dlod={""name"":""Dresden (Kreisfreie Stadt Dresden)"",""ark"":""ark:/83110/x0/5a437276-7536-5644-85a5-2c982638778e"",""uri"":""/subjects/10952199"",""id"":""au::102357"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,7,id/place.place,au::101943,"dlod={""name"":""Karlsruhe (Baden-Württemberg)"",""ark"":""ark:/83110/x0/f48e2fad-7bf6-5cdc-91b8-8f5067367401"",""uri"":""/subjects/10907901"",""id"":""au::101943"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,8,id/place.place,au::102097,"dlod={""name"":""Kassel (Hessen)"",""ark"":""ark:/83110/x0/f08815cf-8f4c-514d-88a7-eeae2348f974"",""uri"":""/subjects/10924379"",""id"":""au::102097"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ebc83518-f60b-5f0c-b64c-80c6387a73d0,tg:rubhs:80,Places,9,id/place.place,au::102401,"dlod={""name"":""Lübeck (Lübeck, Hansestadt)"",""ark"":""ark:/83110/x0/9928190a-befd-54dd-ae87-34ba0ef6e4af"",""uri"":""/subjects/10956907"",""id"":""au::102401"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
06091ed7-7f00-5c87-b75d-bc3c42d422c1,tg:rubhs:64,Places,1,id/place.place,au::102087,"dlod={""name"":""Frankfurt am Main (Regierungsbezirk Darmstadt)"",""ark"":""ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e"",""uri"":""/subjects/10923309"",""id"":""au::102087"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
06091ed7-7f00-5c87-b75d-bc3c42d422c1,tg:rubhs:64,Places,2,id/place.place,au::102084,"dlod={""name"":""Darmstadt (Hessen)"",""ark"":""ark:/83110/x0/a34dffd0-4adb-5843-b293-c8148d563e1c"",""uri"":""/subjects/10922988"",""id"":""au::102084"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
06091ed7-7f00-5c87-b75d-bc3c42d422c1,tg:rubhs:64,Places,3,id/place.place,au::102044,"dlod={""name"":""Würzburg (Kreisfreie Stadt Würzburg)"",""ark"":""ark:/83110/x0/9b3aad31-cec1-5a1c-bf80-929c7d84165e"",""uri"":""/subjects/10918708"",""id"":""au::102044"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f6809f2c-1600-5325-bdd0-74bd2281af3e,tg:rubhs:74,Places,1,id/place.place,au::105373,"dlod={""name"":""Wenen (Wien Stadt)"",""ark"":""ark:/83110/x0/9c50f346-b863-5aa6-9ed1-b294a3aba428"",""uri"":""/subjects/11274911"",""id"":""au::105373"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f6809f2c-1600-5325-bdd0-74bd2281af3e,tg:rubhs:74,Places,2,id/place.place,au::102018,"dlod={""name"":""München (München, Landeshauptstadt)"",""ark"":""ark:/83110/x0/8ec95506-7f81-5c3c-b061-9aa8478ebe4b"",""uri"":""/subjects/10915926"",""id"":""au::102018"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b48683ed-abdc-5508-8aca-77356550fa87,tg:rubhs:89,Places,1,id/place.place,au::105203,"dlod={""name"":""'s-Gravenhage (Zuid-Holland)"",""ark"":""ark:/83110/x0/f7a1eaca-157e-5e81-a2b3-2edf08020b5d"",""uri"":""/subjects/11256721"",""id"":""au::105203"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b48683ed-abdc-5508-8aca-77356550fa87,tg:rubhs:89,Places,2,id/place.place,au::100105,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b48683ed-abdc-5508-8aca-77356550fa87,tg:rubhs:89,Places,3,id/place.place,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b48683ed-abdc-5508-8aca-77356550fa87,tg:rubhs:89,Places,4,id/place.place,au::103088,"dlod={""name"":""Rijsel (Arrondissement de Lille)"",""ark"":""ark:/83110/x0/8559f378-e576-5c55-8772-63fcc0b5a763"",""uri"":""/subjects/11030416"",""id"":""au::103088"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b48683ed-abdc-5508-8aca-77356550fa87,tg:rubhs:89,Places,5,id/place.place,au::103125,"dlod={""name"":""Sint-Omaars (Arrondissement de Saint-Omer)"",""ark"":""ark:/83110/x0/7d9694dd-754d-5299-82a4-0097dad77082"",""uri"":""/subjects/11034375"",""id"":""au::103125"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b48683ed-abdc-5508-8aca-77356550fa87,tg:rubhs:89,Places,6,id/place.place,au::103117,"dlod={""name"":""Calais (Pas-de-Calais)"",""ark"":""ark:/83110/x0/6b4fe00d-d51f-5450-95a3-0cba064d2306"",""uri"":""/subjects/11033519"",""id"":""au::103117"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,tg:rubhs:109,Places,1,id/place.place,au::101893,"dlod={""name"":""Kopenhagen (København)"",""ark"":""ark:/83110/x0/0db63870-fce9-50ec-8869-632b487a9a0a"",""uri"":""/subjects/10902551"",""id"":""au::101893"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,tg:rubhs:109,Places,2,id/place.place,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/11354626"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,tg:rubhs:109,Places,3,id/place.place,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5c8aa656-79a3-5339-a7bd-e3b4e3e25278,tg:rubhs:144,Places,1,id/place.place,au::102097,"dlod={""name"":""Kassel (Hessen)"",""ark"":""ark:/83110/x0/f08815cf-8f4c-514d-88a7-eeae2348f974"",""uri"":""/subjects/10924379"",""id"":""au::102097"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
