card,order,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,ResourceID,brocade.id,Warehouse Location (end),Source Note Type,Source Note Language
e22_Items,1,rubdoc,tg:rubdoc:4066_#1,isad:rub:3147,Doos 8,Corresponding LB-number: LB 350.,0444289e-b71d-5f56-8326-62bc9802db4b,0444289e-b71d-5f56-8326-62bc9802db4b,tg:rubdoc:4066_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4076_#1,isad:rub:3148,Doos 21,,c2e7b801-114d-5cd4-8baa-d908bb098c2f,c2e7b801-114d-5cd4-8baa-d908bb098c2f,tg:rubdoc:4076_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4278_#1,isad:rub:3291,AFTERPASSION.11,,6b1cc697-e2d1-5224-9666-19fb3d3024ef,6b1cc697-e2d1-5224-9666-19fb3d3024ef,tg:rubdoc:4278_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4300_#1,isad:rub:3291,MYTHOLOGY.34,,86bf1a71-dae2-53b5-822d-f10d9bad6699,86bf1a71-dae2-53b5-822d-f10d9bad6699,tg:rubdoc:4300_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4268_#1,isad:rub:3291,MINISTRY.08,,9aca9ae4-0e62-5972-8835-1ec907981263,9aca9ae4-0e62-5972-8835-1ec907981263,tg:rubdoc:4268_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4310_#1,isad:rub:3291,MEDICI.02,,dec89875-34c2-5ebc-a7a4-f13b2c0d715e,dec89875-34c2-5ebc-a7a4-f13b2c0d715e,tg:rubdoc:4310_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3910_#1,isad:rub:3141,Doos 12,Corresponding LB-number: LB 917.,2a8923e6-2372-5ee5-8147-8b4a8f090b80,2a8923e6-2372-5ee5-8147-8b4a8f090b80,tg:rubdoc:3910_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4181_#1,isad:rub:3140,Doos 24,,13e28ca9-2bc1-5dce-aeba-5118e22e0f0d,13e28ca9-2bc1-5dce-aeba-5118e22e0f0d,tg:rubdoc:4181_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3926_#1,isad:rub:3141,Doos 12,Corresponding LB-number: LB 1046-1077.,21042927-8263-51f7-b86b-6bc3c2bea871,21042927-8263-51f7-b86b-6bc3c2bea871,tg:rubdoc:3926_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4191_#1,isad:rub:3140,LB 1195,,d06a3c5d-3056-5159-9384-2d94479f5fa8,d06a3c5d-3056-5159-9384-2d94479f5fa8,tg:rubdoc:4191_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3936_#1,isad:rub:3142,Doos 15,,f5441293-256c-5a49-b83f-671112f7cda3,f5441293-256c-5a49-b83f-671112f7cda3,tg:rubdoc:3936_#1,,,
e22_Items,2,rubdoc,tg:rubdoc:3936_#2,,LB 818,Loose documentation taken out from the original folder,933d3194-78fc-5dd0-9b2e-07296b7e3fb3,f5441293-256c-5a49-b83f-671112f7cda3,tg:rubdoc:3936_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4326_#1,isad:rub:3291,LANDSCAPES.11,,f767e0d4-d524-552f-873d-38320a75efa1,f767e0d4-d524-552f-873d-38320a75efa1,tg:rubdoc:4326_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4138_#1,isad:rub:3144,LB 140/1,,d82501c5-46df-5339-8b46-e86f5c81b0b3,d82501c5-46df-5339-8b46-e86f5c81b0b3,tg:rubdoc:4138_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4040_#1,isad:rub:3146,Doos 9,"Corresponding LB-numbers: LB 537, LB 541 and LB 556.",9f054fa2-6f6e-51c1-bd8c-9c5b6cdc85d8,9f054fa2-6f6e-51c1-bd8c-9c5b6cdc85d8,tg:rubdoc:4040_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4128_#1,isad:rub:3144,Doos 2,,d88b5d3d-718f-5a57-ab25-1b1188391dcd,d88b5d3d-718f-5a57-ab25-1b1188391dcd,tg:rubdoc:4128_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4022_#1,isad:rub:3146,Doos 6,Corresponding LB-number: LB 114/4.,659b5e1e-270f-5306-b3a1-24ec9b52b10c,659b5e1e-270f-5306-b3a1-24ec9b52b10c,tg:rubdoc:4022_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4032_#1,isad:rub:3146,Doos 8,Corresponding LB-number: LB 465/2.,97079e58-7193-5202-8bd5-a1ac3c1efdc3,97079e58-7193-5202-8bd5-a1ac3c1efdc3,tg:rubdoc:4032_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4285_#1,isad:rub:3291,SAINTS.18,,542c3822-24fe-508f-bd57-d7f9ba3e06d7,542c3822-24fe-508f-bd57-d7f9ba3e06d7,tg:rubdoc:4285_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4295_#1,isad:rub:3291,MYTHOLOGY.06,,36165b25-2b6d-5b62-9e8d-499d3faea2f5,36165b25-2b6d-5b62-9e8d-499d3faea2f5,tg:rubdoc:4295_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3944_#1,isad:rub:3142,Doos 9,Corresponding LB-number: LB 656.,9caffc3e-43ea-5eec-b24c-715c0c318905,9caffc3e-43ea-5eec-b24c-715c0c318905,tg:rubdoc:3944_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3954_#1,isad:rub:3142,Doos 10,Corresponding LB-number: LB 687/2.,5cb2c95b-6da3-58a8-8780-4a2087a0e835,5cb2c95b-6da3-58a8-8780-4a2087a0e835,tg:rubdoc:3954_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4107_#1,isad:rub:3149,Doos 20,,8374bd5b-41dc-5286-a41c-244d217b082c,8374bd5b-41dc-5286-a41c-244d217b082c,tg:rubdoc:4107_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4117_#1,isad:rub:3144,Doos 2,,5be817d0-5f1c-54ca-ad2d-9369d88dec04,5be817d0-5f1c-54ca-ad2d-9369d88dec04,tg:rubdoc:4117_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4261_#1,isad:rub:3291,MADONNA.24,,859ad97e-4168-5182-bb4d-13dee0397c3c,859ad97e-4168-5182-bb4d-13dee0397c3c,tg:rubdoc:4261_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4319_#1,isad:rub:3291,PORTRAITS.35,,4b6bc3ec-6b9b-5a7f-a218-fed7ae02bad6,4b6bc3ec-6b9b-5a7f-a218-fed7ae02bad6,tg:rubdoc:4319_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4271_#1,isad:rub:3291,PASSION.14,,7c5ad2ca-4431-5e8f-bede-a0d23b84bfa0,7c5ad2ca-4431-5e8f-bede-a0d23b84bfa0,tg:rubdoc:4271_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4309_#1,isad:rub:3291,MEDICI.02,,0c2e8f86-98bf-5a4f-b9d4-f4130e5ce288,0c2e8f86-98bf-5a4f-b9d4-f4130e5ce288,tg:rubdoc:4309_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3919_#1,isad:rub:3141,Doos 6,Corresponding LB-number: LB 48/2.,73715e8c-d4d2-5c2d-a369-c7b692c5c27a,73715e8c-d4d2-5c2d-a369-c7b692c5c27a,tg:rubdoc:3919_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3909_#1,isad:rub:3141,Doos 15,,c6f8d004-25d7-5992-8a6e-7262350efc32,c6f8d004-25d7-5992-8a6e-7262350efc32,tg:rubdoc:3909_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4203_#1,isad:rub:3150,Doos 24,,da4d0312-b64f-5cb0-b106-997905bb2f8f,da4d0312-b64f-5cb0-b106-997905bb2f8f,tg:rubdoc:4203_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4213_#1,isad:rub:3140,LB 1755,,37da7243-1232-52da-b0d3-c7a679bb18ae,37da7243-1232-52da-b0d3-c7a679bb18ae,tg:rubdoc:4213_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4165_#1,isad:rub:3144,Doos 5,Corresponding LB-numbers: LB 1535 and LB 1438.,a411b9f0-bbdb-5fff-b8b5-908496f7d930,a411b9f0-bbdb-5fff-b8b5-908496f7d930,tg:rubdoc:4165_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4175_#1,isad:rub:3140,Doos 24,,30dbe78a-83b5-5b0a-91de-9cfcd9a8a924,30dbe78a-83b5-5b0a-91de-9cfcd9a8a924,tg:rubdoc:4175_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4327_#1,isad:rub:3291,ITALIAN.12,,0919c7fc-5e64-5e47-8956-21c172fe86f9,0919c7fc-5e64-5e47-8956-21c172fe86f9,tg:rubdoc:4327_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4051_#1,isad:rub:3147,Doos 7,"Corresponding LB-numbers: LB 177, LB 178, LB 185, LB 90/1-2, LB 191 and LB 194.",47977564-d695-53f3-936c-afea66f2ae8b,47977564-d695-53f3-936c-afea66f2ae8b,tg:rubdoc:4051_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4041_#1,isad:rub:3146,Doos 8,"Corresponding LB-numbers: LB 509/2, LB 508 and LB 143/3.",6f79f690-9351-52a6-989b-a650c96dab33,6f79f690-9351-52a6-989b-a650c96dab33,tg:rubdoc:4041_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4139_#1,isad:rub:3144,Doos 16,,97314712-ff25-5f60-a073-29295886859c,97314712-ff25-5f60-a073-29295886859c,tg:rubdoc:4139_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4190_#1,isad:rub:3140,"V17, anoniem, geestelijken",,94796c5d-1202-5ee2-98b3-d8aaacf87525,94796c5d-1202-5ee2-98b3-d8aaacf87525,tg:rubdoc:4190_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3927_#1,isad:rub:3141,Doos 11,Corresponding LB-number: LB 792 and LB 793.,3da305fd-64bb-5773-9952-e630ec7fdc27,3da305fd-64bb-5773-9952-e630ec7fdc27,tg:rubdoc:3927_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4180_#1,isad:rub:3140,Doos 25,,c0cb2056-ffcc-5a89-87b0-1c31d32659cb,c0cb2056-ffcc-5a89-87b0-1c31d32659cb,tg:rubdoc:4180_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4294_#1,isad:rub:3291,MYTHOLOGY.06,,ff2a9339-3271-5fb5-b507-3112a0ab970b,ff2a9339-3271-5fb5-b507-3112a0ab970b,tg:rubdoc:4294_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4284_#1,isad:rub:3291,SAINTS.08,,5d46a0d8-41ec-5844-9020-72455d6cf31c,5d46a0d8-41ec-5844-9020-72455d6cf31c,tg:rubdoc:4284_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3955_#1,isad:rub:3142,Doos 11,Corresponding LB-number: LB 792.,44504c30-fbd8-53ea-bc38-df0db5509c7a,44504c30-fbd8-53ea-bc38-df0db5509c7a,tg:rubdoc:3955_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4033_#1,isad:rub:3146,Doos 9,Corresponding LB-number: LB 523.,6f0b2201-d49e-5ada-aee0-c1535b999dd9,6f0b2201-d49e-5ada-aee0-c1535b999dd9,tg:rubdoc:4033_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4023_#1,isad:rub:3146,Doos 6,Corresponding LB-number: LB 73/2.,a5510150-e82a-5057-8b68-f8f3e29389b1,a5510150-e82a-5057-8b68-f8f3e29389b1,tg:rubdoc:4023_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3908_#1,isad:rub:3141,Doos 13,Corresponding LB-number: LB 922,842413c4-7327-5e30-8b03-559c249a7c45,842413c4-7327-5e30-8b03-559c249a7c45,tg:rubdoc:3908_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3918_#1,isad:rub:3141,Doos 12,Corresponding LB-number: 956.,4285b6c1-dfb8-56fc-a159-16f33f1dbd6b,4285b6c1-dfb8-56fc-a159-16f33f1dbd6b,tg:rubdoc:3918_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4116_#1,isad:rub:3144,Doos 2,,305814a7-fac8-58cb-a4d8-3c1d99ff01e6,305814a7-fac8-58cb-a4d8-3c1d99ff01e6,tg:rubdoc:4116_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4106_#1,isad:rub:3149,Doos 19,,54e7e6a2-6f8f-5b17-ab6a-6b0f0d136fad,54e7e6a2-6f8f-5b17-ab6a-6b0f0d136fad,tg:rubdoc:4106_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4308_#1,isad:rub:3291,CONSTANTINE.02,,5206473f-711c-561a-9860-db966f2a009c,5206473f-711c-561a-9860-db966f2a009c,tg:rubdoc:4308_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4270_#1,isad:rub:3291,MINISTRY.18,,ddc84d78-804d-50a5-b62f-722495c4d9cb,ddc84d78-804d-50a5-b62f-722495c4d9cb,tg:rubdoc:4270_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4318_#1,isad:rub:3291,PORTRAITS.31,,f73ca43f-6969-5ce7-aa50-68b82d3f477e,f73ca43f-6969-5ce7-aa50-68b82d3f477e,tg:rubdoc:4318_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4260_#1,isad:rub:3291,MADONNA.16,,a19c77ee-b9fd-5fb8-9a85-144bb9925d6c,a19c77ee-b9fd-5fb8-9a85-144bb9925d6c,tg:rubdoc:4260_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4212_#1,isad:rub:3140,"V17 Van Dyck documentation box 42, VD 255/1",,575aa4ec-50d4-5893-a48b-242fb46b8bc9,575aa4ec-50d4-5893-a48b-242fb46b8bc9,tg:rubdoc:4212_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4202_#1,isad:rub:3140,N16 / Jan Wellens de Cock / folder III Heiligen,https://anet.be/record/rub/opacrub/c:lvd:13227237/N,3467a5cb-1750-5e7e-be1e-04007a518a68,3467a5cb-1750-5e7e-be1e-04007a518a68,tg:rubdoc:4202_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4174_#1,isad:rub:3140,Doos 24,,9c18eac1-445b-522e-a345-573f47693558,9c18eac1-445b-522e-a345-573f47693558,tg:rubdoc:4174_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4093_#1,isad:rub:3149,Doos 17,,465e8db0-7f68-5362-a666-1e6927ccbd88,465e8db0-7f68-5362-a666-1e6927ccbd88,tg:rubdoc:4093_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4152_#1,isad:rub:3144,Doos 16,,7b12db28-4484-5562-bf11-f76d45a41b47,7b12db28-4484-5562-bf11-f76d45a41b47,tg:rubdoc:4152_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4142_#1,isad:rub:3144,Doos 6,Corresponding LB-number: LB 72.,ec843265-ab5e-55dc-a33e-7356c35547c7,ec843265-ab5e-55dc-a33e-7356c35547c7,tg:rubdoc:4142_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4234_#1,isad:rub:3292,Doos 13 t.e.m. 16,,73e93bbb-f87b-5f6e-8739-201f152b87db,73e93bbb-f87b-5f6e-8739-201f152b87db,tg:rubdoc:4234_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4224_#1,isad:rub:3140,Doos 24,,03685e4a-8bcf-5ed4-a93a-ca836d3239f7,03685e4a-8bcf-5ed4-a93a-ca836d3239f7,tg:rubdoc:4224_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4256_#1,isad:rub:3291,MADONNA.08,,9b76d951-5999-55ff-a7a8-67aebde61231,9b76d951-5999-55ff-a7a8-67aebde61231,tg:rubdoc:4256_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4246_#1,isad:rub:3291,OLDTESTAMENT.22,,313d21d9-b197-58dd-83e9-cbc7e7305c50,313d21d9-b197-58dd-83e9-cbc7e7305c50,tg:rubdoc:4246_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3997_#1,isad:rub:3145,Doos 15,,400bb009-30e4-5cf8-9837-b612f089a883,400bb009-30e4-5cf8-9837-b612f089a883,tg:rubdoc:3997_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4048_#1,isad:rub:3147,Missing (April 2019),,72e7d38f-cc1d-57ce-9c49-f58ec2475180,72e7d38f-cc1d-57ce-9c49-f58ec2475180,tg:rubdoc:4048_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4130_#1,isad:rub:3144,Doos 2,,8f4ccb81-3cad-50b3-854b-2545115aa913,8f4ccb81-3cad-50b3-854b-2545115aa913,tg:rubdoc:4130_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4058_#1,isad:rub:3147,Doos 7,Corresponding LB-numbers: LB 199 and LB 200.,10fb2b7b-c7fc-5eae-84a5-ff8de5946ccc,10fb2b7b-c7fc-5eae-84a5-ff8de5946ccc,tg:rubdoc:4058_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4120_#1,isad:rub:3144,Doos 2,,3a48e462-9628-5b6d-8230-7704dcb114dd,3a48e462-9628-5b6d-8230-7704dcb114dd,tg:rubdoc:4120_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4189_#1,isad:rub:3140,LB 1094/1,,2aef79bf-2d20-552a-8026-e375677f2f86,2aef79bf-2d20-552a-8026-e375677f2f86,tg:rubdoc:4189_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4199_#1,isad:rub:3140,LB 1775 / CC_032,,f78b62a8-49d1-51ac-8f91-e6ae8516e1ee,f78b62a8-49d1-51ac-8f91-e6ae8516e1ee,tg:rubdoc:4199_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4015_#1,isad:rub:3146,Doos 6,Corresponding LB-numbers: LB 67-134.,d7f09fae-3548-5c86-a857-ecb07774b16f,d7f09fae-3548-5c86-a857-ecb07774b16f,tg:rubdoc:4015_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4005_#1,isad:rub:3145,Doos 9,Corresponding LB-numbers: LB 590 and LB 673/2.,f5dd6351-9360-5611-a4e7-ab166d791a0e,f5dd6351-9360-5611-a4e7-ab166d791a0e,tg:rubdoc:4005_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3963_#1,isad:rub:3143,Doos 22,,ff2e75fb-b218-51dd-a064-18df99ce93fe,ff2e75fb-b218-51dd-a064-18df99ce93fe,tg:rubdoc:3963_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3911_#1,isad:rub:3141,Doos 15,,197675a0-b8d8-5567-b393-ba97105b50d6,197675a0-b8d8-5567-b393-ba97105b50d6,tg:rubdoc:3911_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4077_#1,isad:rub:3148,Doos 25,,51482565-e387-52a8-857a-f7522939a19f,51482565-e387-52a8-857a-f7522939a19f,tg:rubdoc:4077_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4067_#1,isad:rub:3147,Doos 8,"Corresponding LB-numbers: LB 360, LB 362, LB 364 and LB 368.",1a624dfd-3eea-50ec-86b7-67341f7b6c8e,1a624dfd-3eea-50ec-86b7-67341f7b6c8e,tg:rubdoc:4067_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4311_#1,isad:rub:3291,BANQUETING.02,,93ec05eb-5186-5d47-a3cb-2465e61518a9,93ec05eb-5186-5d47-a3cb-2465e61518a9,tg:rubdoc:4311_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4269_#1,isad:rub:3291,MINISTRY.17,,8d5c5168-a952-56ce-bedd-9b56781215a8,8d5c5168-a952-56ce-bedd-9b56781215a8,tg:rubdoc:4269_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4301_#1,isad:rub:3291,MYTHOLOGY.41,,cecabc90-f677-55aa-9829-f3e054c2d12d,cecabc90-f677-55aa-9829-f3e054c2d12d,tg:rubdoc:4301_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4279_#1,isad:rub:3291,AFTERPASSION.11,,38912cbd-474a-5a8a-bc9a-68faef4fc39c,38912cbd-474a-5a8a-bc9a-68faef4fc39c,tg:rubdoc:4279_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4098_#1,isad:rub:3149,Doos 18,,73b67e55-6e64-50bc-aebe-1cd699a487fb,73b67e55-6e64-50bc-aebe-1cd699a487fb,tg:rubdoc:4098_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3947_#1,isad:rub:3142,Doos 9,Corresponding LB-number: LB 670.,b96d914f-796f-5825-ab40-983eb19a8e0b,b96d914f-796f-5825-ab40-983eb19a8e0b,tg:rubdoc:3947_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3957_#1,isad:rub:3142,Doos 10,Corresponding LB-number: LB 702/3.,9c120da1-ca7b-5e47-af7f-18b6da24af30,9c120da1-ca7b-5e47-af7f-18b6da24af30,tg:rubdoc:3957_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4088_#1,isad:rub:3148,Doos 16,,fccbe7de-afb9-5678-af4b-deb17988e6f0,fccbe7de-afb9-5678-af4b-deb17988e6f0,tg:rubdoc:4088_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4286_#1,isad:rub:3291,SAINTS.25,,30ff6ced-b4b0-5d61-851a-6b60e2917d42,30ff6ced-b4b0-5d61-851a-6b60e2917d42,tg:rubdoc:4286_#1,,,
