ResourceID,brocade.id,card,order,source_field,Keyword
dca6d051-19b7-55c4-b6f9-09d39b67a40c,tg:rubgr:1083,e73_Keywords,5,kenmerken.rubkeyword,"Witte, Pieter I de"
dca6d051-19b7-55c4-b6f9-09d39b67a40c,tg:rubgr:1083,e73_Keywords,6,kenmerken.rubkeyword,"Novotny, Fritz"
a6659b98-19e8-51f5-883a-fe37fc04a0b7,tg:rubgr:625,e73_Keywords,1,kenmerken.rubkeyword,tekenkunst
a6659b98-19e8-51f5-883a-fe37fc04a0b7,tg:rubgr:625,e73_Keywords,2,kenmerken.rubkeyword,"Jaffé, Michael"
a6659b98-19e8-51f5-883a-fe37fc04a0b7,tg:rubgr:625,e73_Keywords,3,kenmerken.rubkeyword,"Banbury, Upton House, National Trust"
975c2820-3a0e-5383-972c-b3bec589ae2a,tg:rubgr:635,e73_Keywords,1,kenmerken.rubkeyword,"Holbein, Hans II"
975c2820-3a0e-5383-972c-b3bec589ae2a,tg:rubgr:635,e73_Keywords,2,kenmerken.rubkeyword,prentkunst
975c2820-3a0e-5383-972c-b3bec589ae2a,tg:rubgr:635,e73_Keywords,3,kenmerken.rubkeyword,iconografie
82bb2edd-d62b-50d1-8adf-39871f2bd111,tg:rubgr:891,e73_Keywords,1,kenmerken.rubkeyword,Leonardo da Vinci
f6537c78-ab04-5fe4-8c5b-6ca2c3bff724,tg:rubgr:108,e73_Keywords,1,kenmerken.rubkeyword,"Röthel, Hans Konrad"
35c2c230-fe43-5875-a049-bd21169bcb71,tg:rubgr:118,e73_Keywords,1,kenmerken.rubkeyword,"Bol, Hans"
35c2c230-fe43-5875-a049-bd21169bcb71,tg:rubgr:118,e73_Keywords,2,kenmerken.rubkeyword,"Momper, Joos de (II)"
35c2c230-fe43-5875-a049-bd21169bcb71,tg:rubgr:118,e73_Keywords,3,kenmerken.rubkeyword,"Boström, Kjell"
35c2c230-fe43-5875-a049-bd21169bcb71,tg:rubgr:118,e73_Keywords,4,kenmerken.rubkeyword,"Stockholm, Nationalmuseum"
622cd11d-4441-5d20-a85b-16c4d3033d49,tg:rubgr:881,e73_Keywords,1,kenmerken.rubkeyword,"Bos, Cornelis"
622cd11d-4441-5d20-a85b-16c4d3033d49,tg:rubgr:881,e73_Keywords,2,kenmerken.rubkeyword,"Scorel, Jan van"
622cd11d-4441-5d20-a85b-16c4d3033d49,tg:rubgr:881,e73_Keywords,3,kenmerken.rubkeyword,"Hevesy, André de"
622cd11d-4441-5d20-a85b-16c4d3033d49,tg:rubgr:881,e73_Keywords,4,kenmerken.rubkeyword,"Schéle, Sune"
706c3643-71fe-588b-936c-1357b65ada13,tg:rubgr:5118,e73_Keywords,1,kenmerken.rubkeyword,"Stridbeck, Carl Gustav"
4e0de616-3d07-5315-b43e-819105d3d908,tg:rubgr:4412,e73_Keywords,1,kenmerken.rubkeyword,"Arndt, Karl"
a9f1e800-a66f-559f-9eca-f38f44a6ecec,tg:rubgr:5070,e73_Keywords,1,kenmerken.rubkeyword,"La Tour, Georges de"
a9f1e800-a66f-559f-9eca-f38f44a6ecec,tg:rubgr:5070,e73_Keywords,2,kenmerken.rubkeyword,"Blunt, Anthony"
a9f1e800-a66f-559f-9eca-f38f44a6ecec,tg:rubgr:5070,e73_Keywords,3,kenmerken.rubkeyword,"Pariset, François-Georges"
b193f646-e7e6-5282-9868-20a4d5d7dc5b,tg:rubgr:1461,e73_Keywords,1,kenmerken.rubkeyword,muurschilderkunst
b193f646-e7e6-5282-9868-20a4d5d7dc5b,tg:rubgr:1461,e73_Keywords,2,kenmerken.rubkeyword,"Wibiral, Norbert"
b193f646-e7e6-5282-9868-20a4d5d7dc5b,tg:rubgr:1461,e73_Keywords,3,kenmerken.rubkeyword,"Lambach, Kloosterkerk"
9d3fdc63-3567-5672-9553-5d5f04cff070,tg:rubgr:828,e73_Keywords,1,kenmerken.rubkeyword,"Farnese, Isabella"
3f54bde3-39e5-5fc1-9a75-77f5cf9c1711,tg:rubgr:3201,e73_Keywords,1,kenmerken.rubkeyword,"Jedlicka, Gotthard"
3d991fbc-afe0-5335-8759-16cc267da88e,tg:rubgr:1519,e73_Keywords,1,kenmerken.rubkeyword,"Londen, Witt Library"
32e582d9-6f3f-54bb-80a2-3e09a76ad971,tg:rubgr:3379,e73_Keywords,1,kenmerken.rubkeyword,"Bol, Hans"
d6baba1e-4592-5027-9c06-8aff7ba1c71f,tg:rubgr:838,e73_Keywords,1,kenmerken.rubkeyword,"Bles, Herri met de"
d6baba1e-4592-5027-9c06-8aff7ba1c71f,tg:rubgr:838,e73_Keywords,2,kenmerken.rubkeyword,"Schongauer, Martin"
d6baba1e-4592-5027-9c06-8aff7ba1c71f,tg:rubgr:838,e73_Keywords,3,kenmerken.rubkeyword,landschap
d6baba1e-4592-5027-9c06-8aff7ba1c71f,tg:rubgr:838,e73_Keywords,4,kenmerken.rubkeyword,veilinghuis
a69e9c75-0ef0-51de-b95e-5cb6a4f33429,tg:rubgr:3211,e73_Keywords,1,kenmerken.rubkeyword,"Bodkin, Thomas"
63f0549a-032b-52ec-8bca-892879feb4e0,tg:rubgr:1471,e73_Keywords,1,kenmerken.rubkeyword,"Katona, Imre"
3da5314c-38e2-52c9-bbb7-b6c1ae093610,tg:rubgr:940,e73_Keywords,1,kenmerken.rubkeyword,"Passe, Crispijn I de"
02812e19-0a07-5d60-a220-547151563ed0,tg:rubgr:3369,e73_Keywords,1,kenmerken.rubkeyword,"Verbeeck, Frans"
fcf42de7-a758-5275-be51-cae877e0244f,tg:rubgr:1509,e73_Keywords,1,kenmerken.rubkeyword,"Koetser, Leonard F."
2bb67e65-14c1-59bd-a753-9e8d56d2582f,tg:rubgr:3167,e73_Keywords,1,kenmerken.rubkeyword,"Govaerts, Abraham"
2bb67e65-14c1-59bd-a753-9e8d56d2582f,tg:rubgr:3167,e73_Keywords,2,kenmerken.rubkeyword,inventaris
2bb67e65-14c1-59bd-a753-9e8d56d2582f,tg:rubgr:3167,e73_Keywords,3,kenmerken.rubkeyword,"Maeyer, Marcel De"
2bb67e65-14c1-59bd-a753-9e8d56d2582f,tg:rubgr:3167,e73_Keywords,4,kenmerken.rubkeyword,"Thiery, Yvonne"
2bb67e65-14c1-59bd-a753-9e8d56d2582f,tg:rubgr:3167,e73_Keywords,5,kenmerken.rubkeyword,"Stockholm, Nationalmuseum"
a3453b33-81c1-5a19-aaae-96d1be933c20,tg:rubgr:4059,e73_Keywords,1,kenmerken.rubkeyword,"Balen, Hendrik van"
ccd7043d-9879-5247-86e7-253739f81e1e,tg:rubgr:4131,e73_Keywords,1,kenmerken.rubkeyword,"Adhémar, Jean"
19f9d351-72ed-5b41-ac27-f77764b5b073,tg:rubgr:3996,e73_Keywords,1,kenmerken.rubkeyword,"Blockley, Northwick Park"
05afc99a-cd9a-57ac-afeb-72ca8837af30,tg:rubgr:4774,e73_Keywords,1,kenmerken.rubkeyword,Rafael
05afc99a-cd9a-57ac-afeb-72ca8837af30,tg:rubgr:4774,e73_Keywords,2,kenmerken.rubkeyword,"Vermeyen, Jan Cornelisz."
05afc99a-cd9a-57ac-afeb-72ca8837af30,tg:rubgr:4774,e73_Keywords,3,kenmerken.rubkeyword,"Müntz, Eugène"
05afc99a-cd9a-57ac-afeb-72ca8837af30,tg:rubgr:4774,e73_Keywords,4,kenmerken.rubkeyword,"Rome, Vaticaanstad, Monumenti, Musei e Gallerie Pontificie"
cb9de530-2df0-509f-a487-eeec3ca4ae7a,tg:rubgr:2340,e73_Keywords,1,kenmerken.rubkeyword,"Boer, P. De"
de7ff65f-3abc-5da7-b067-b5a1b7999d0a,tg:rubgr:5306,e73_Keywords,1,kenmerken.rubkeyword,"Grapheus, Cornelis"
de7ff65f-3abc-5da7-b067-b5a1b7999d0a,tg:rubgr:5306,e73_Keywords,2,kenmerken.rubkeyword,"Mariette, Pierre-Jean"
a4da8cb3-eb1e-5a7e-8039-e1ec9f68690d,tg:rubgr:492,e73_Keywords,1,kenmerken.rubkeyword,"Jedlicka, Gotthard"
94585e48-836a-5dde-b88f-2cc6f573a1dc,tg:rubgr:2228,e73_Keywords,1,kenmerken.rubkeyword,"Londen, Witt Library"
c60c5ffd-068a-5b91-ade5-0dbcf58e1b40,tg:rubgr:2350,e73_Keywords,1,kenmerken.rubkeyword,"Balen, Hendrik van"
c60c5ffd-068a-5b91-ade5-0dbcf58e1b40,tg:rubgr:2350,e73_Keywords,2,kenmerken.rubkeyword,"Cleve, Marten van (I)"
c60c5ffd-068a-5b91-ade5-0dbcf58e1b40,tg:rubgr:2350,e73_Keywords,3,kenmerken.rubkeyword,"Rottenhammer, Johann"
c60c5ffd-068a-5b91-ade5-0dbcf58e1b40,tg:rubgr:2350,e73_Keywords,4,kenmerken.rubkeyword,"Washington, National Gallery of Art"
784fdbe4-2308-56fe-b62a-958c364c46e7,tg:rubgr:466,e73_Keywords,1,kenmerken.rubkeyword,dodendans
784fdbe4-2308-56fe-b62a-958c364c46e7,tg:rubgr:466,e73_Keywords,2,kenmerken.rubkeyword,"Clark, James Midgley"
784fdbe4-2308-56fe-b62a-958c364c46e7,tg:rubgr:466,e73_Keywords,3,kenmerken.rubkeyword,"Huizinga, Johan"
784fdbe4-2308-56fe-b62a-958c364c46e7,tg:rubgr:466,e73_Keywords,4,kenmerken.rubkeyword,"Mâle, Emile"
784fdbe4-2308-56fe-b62a-958c364c46e7,tg:rubgr:466,e73_Keywords,5,kenmerken.rubkeyword,"Meiss, Millard"
6d087c55-9837-55d3-9aca-d5ea0fec791a,tg:rubgr:476,e73_Keywords,1,kenmerken.rubkeyword,"Colombe, Jean"
6d087c55-9837-55d3-9aca-d5ea0fec791a,tg:rubgr:476,e73_Keywords,2,kenmerken.rubkeyword,"Limburg, Gebroeders Van"
6d087c55-9837-55d3-9aca-d5ea0fec791a,tg:rubgr:476,e73_Keywords,3,kenmerken.rubkeyword,Meo da Siena
6d087c55-9837-55d3-9aca-d5ea0fec791a,tg:rubgr:476,e73_Keywords,4,kenmerken.rubkeyword,verlucht handschrift
6d087c55-9837-55d3-9aca-d5ea0fec791a,tg:rubgr:476,e73_Keywords,5,kenmerken.rubkeyword,"Londen, The Warburg Institute Library"
6d087c55-9837-55d3-9aca-d5ea0fec791a,tg:rubgr:476,e73_Keywords,6,kenmerken.rubkeyword,"Palermo, Palazzo Sclafani"
6d087c55-9837-55d3-9aca-d5ea0fec791a,tg:rubgr:476,e73_Keywords,7,kenmerken.rubkeyword,"Subiaco, Monasterio Sacro Speco"
1f2d0302-5e99-5fe3-a99e-98c92026661c,tg:rubgr:1947,e73_Keywords,1,kenmerken.rubkeyword,Materieel-technisch onderzoek
a78edae3-a936-5576-9a97-513360349dfa,tg:rubgr:2489,e73_Keywords,1,kenmerken.rubkeyword,"Valckenborch, Lucas van"
a78edae3-a936-5576-9a97-513360349dfa,tg:rubgr:2489,e73_Keywords,2,kenmerken.rubkeyword,"Wied, Alexander"
66ea0b39-a225-5108-a3d0-f00bd84e8951,tg:rubgr:3193,e73_Keywords,1,kenmerken.rubkeyword,"Shipp, Horace"
1272de6d-b66a-5f78-a86d-c80aeff8f979,tg:rubgr:4934,e73_Keywords,1,kenmerken.rubkeyword,"Payne, Ernst A."
efaa5afe-ac74-514a-b326-193ed2405fdc,tg:rubgr:700,e73_Keywords,1,kenmerken.rubkeyword,"Vernet, Claude Joseph"
a6e6d30e-ce58-5575-8b15-316df853583c,tg:rubgr:2823,e73_Keywords,1,kenmerken.rubkeyword,"Baldinucci, Filippo"
5fb1347d-542d-5dda-b4c4-6cf671b3c162,tg:rubgr:678,e73_Keywords,1,kenmerken.rubkeyword,"Huys, Frans"
5fb1347d-542d-5dda-b4c4-6cf671b3c162,tg:rubgr:678,e73_Keywords,2,kenmerken.rubkeyword,"Spiering, Francis"
5fb1347d-542d-5dda-b4c4-6cf671b3c162,tg:rubgr:678,e73_Keywords,3,kenmerken.rubkeyword,"Vroom, Hendrik Cornelisz."
5fb1347d-542d-5dda-b4c4-6cf671b3c162,tg:rubgr:678,e73_Keywords,4,kenmerken.rubkeyword,wandtapijten
